method,native_test_ba_mean,native_test_ba_std,native_val_ba_mean,native_val_ba_std,lif_test_ba_mean,lif_test_ba_std,lif_penalty_mean,lif_penalty_std,best_epoch_mean,best_epoch_std,parameter_count_mean,parameter_count_std
l2_only,0.5618689181189181,0.02990293305519753,0.5593574635241302,0.03402741555055972,0.5183936433936434,0.040558305060372286,0.04347527472527472,0.03508744637235991,88.0,5.5677643628300215,21760.0,0.0
l1_l2_joint,0.5779764217264217,0.04629771868110377,0.5785814494147828,0.03642850984932228,0.5046053483553483,0.014161483926683585,0.07337107337107339,0.034728948214932644,96.33333333333333,3.511884584284246,23296.0,0.0
l2_main_l1_aux,0.5289601602101601,0.019905652909755624,0.5480359147025814,0.012933710087972552,0.4906706719206719,0.02074180121923424,0.03828948828948827,0.01553934588582703,93.33333333333333,3.2145502536643176,23296.0,0.0
