method,seed,fixed250_fusion_gain_over_best_single,l1whole_l2fixed250_gain_over_l2fixed250,reverse_mixed_gain_over_best_component,whole_fusion_gain_over_best_single
l2_only,11,0.013528138528138611,0.005952380952380931,0.031596875346875386,0.01948051948051943
l2_only,23,-0.0036366411366411944,-0.00757575757575768,0.011843711843711913,0.037387612387612235
l2_only,37,-0.03184315684315686,0.0,0.059934509934509994,0.0033667721167719433
l1_l2_joint,11,0.022594072594072534,0.011904761904761862,0.04521173271173273,-0.09853479853479863
l1_l2_joint,23,0.03663003663003661,0.011904761904761973,0.03644064269064273,0.016344766344766226
l1_l2_joint,37,0.017225829725829755,-0.0026154401154401263,0.03067765567765568,-0.02331141081141086
l2_main_l1_aux,11,0.020387251637251635,-0.007041569541569648,0.05211038961038961,0.016092241092241055
l2_main_l1_aux,23,-0.029671717171717127,0.0043290043290044045,0.00405358530358535,-0.015367965367965364
l2_main_l1_aux,37,0.031646825396825395,-0.02047258297258292,0.03587870462870468,0.05741341991341986
