method,seed,feature,block_index,layer,aggregation,feature_dim,coef_fro_norm,coef_rms,coef_norm_fraction
l2_only,23,l1fixed250_l2whole,1,l2,whole_count,128,4.16402422134949,0.10624723561350298,0.4532655744152397
l2_only,23,l1whole_l2fixed250,0,l1,whole_count,128,0.5718008149615842,0.014589794074619399,0.170282933954439
l2_only,23,l1whole_l2fixed250,1,l2,fixed250,2048,2.7861447036103213,0.01777248144115406,0.8297170660455611
l2_only,23,l2_fixed250,0,l2,fixed250,2048,2.8814981987872734,0.018380729900462574,1.0
l2_only,23,l2_whole,0,l2,whole_count,128,18.385466236240124,0.46911469752038154,1.0
l2_only,37,l1_fixed250,0,l1,fixed250,2048,8.479050061238537,0.05408683894153352,1.0
l2_only,37,l1_l2_fixed250,0,l1,fixed250,2048,2.2285731358044174,0.014215799576028816,0.35983529787369894
l2_only,37,l1_l2_fixed250,1,l2,fixed250,2048,3.964741274908674,0.025290606993952858,0.6401647021263012
l2_only,37,l1_l2_whole,0,l1,whole_count,128,0.6860563993308092,0.017505084511787262,0.27912677818149334
l2_only,37,l1_l2_whole,1,l2,whole_count,128,1.7718102510868117,0.04520865662703366,0.7208732218185068
l2_only,37,l1_whole,0,l1,whole_count,128,14.545344712868642,0.37113200707726324,1.0
l2_only,37,l1fixed250_l2whole,0,l1,fixed250,2048,2.664558630702928,0.01699689852851878,0.5139711482991538
l2_only,37,l1fixed250_l2whole,1,l2,whole_count,128,2.519698578131755,0.0642914148129072,0.48602885170084614
l2_only,37,l1whole_l2fixed250,0,l1,whole_count,128,0.5602745388522595,0.01429569516730401,0.16632889737098536
l2_only,37,l1whole_l2fixed250,1,l2,fixed250,2048,2.808199296470565,0.017913165032280177,0.8336711026290147
l2_only,37,l2_fixed250,0,l2,fixed250,2048,2.8984225290612997,0.018488688164550345,1.0
l2_only,37,l2_whole,0,l2,whole_count,128,9.238568324505863,0.23572685780081962,1.0
l1_l2_joint,11,l1_fixed250,0,l1,fixed250,2048,4.270351198977248,0.027240055885355764,1.0
l1_l2_joint,11,l1_l2_fixed250,0,l1,fixed250,2048,1.0987086021243078,0.007008529820862334,0.3372201102725534
l1_l2_joint,11,l1_l2_fixed250,1,l2,fixed250,2048,2.1594262737473953,0.013774720072501936,0.6627798897274466
l1_l2_joint,11,l1_l2_whole,0,l1,whole_count,128,5.521665170737026,0.14088814790420282,0.3111662415264188
l1_l2_joint,11,l1_l2_whole,1,l2,whole_count,128,12.223399794056792,0.31188637934875135,0.6888337584735812
l1_l2_joint,11,l1_whole,0,l1,whole_count,128,14.209964959632398,0.36257461889508263,1.0
l1_l2_joint,11,l1fixed250_l2whole,0,l1,fixed250,2048,1.2287563682382947,0.007838088855154201,0.49486133631038876
l1_l2_joint,11,l1fixed250_l2whole,1,l2,whole_count,128,1.254275297560687,0.03200348412501272,0.5051386636896112
l1_l2_joint,11,l1whole_l2fixed250,0,l1,whole_count,128,0.5347670703836264,0.013644858892530237,0.17235736783961952
l1_l2_joint,11,l1whole_l2fixed250,1,l2,fixed250,2048,2.567897336056098,0.016380307773931402,0.8276426321603805
l1_l2_joint,11,l2_fixed250,0,l2,fixed250,2048,2.6667615559477937,0.0170109507232881,1.0
l1_l2_joint,11,l2_whole,0,l2,whole_count,128,14.417123843337523,0.3678603851530214,1.0
l1_l2_joint,23,l1_fixed250,0,l1,fixed250,2048,4.2564377628622925,0.027151303752411888,1.0
l1_l2_joint,23,l1_l2_fixed250,0,l1,fixed250,2048,1.1267409617654203,0.007187344866192838,0.33838504105064054
l1_l2_joint,23,l1_l2_fixed250,1,l2,fixed250,2048,2.203019001225377,0.014052792829838543,0.6616149589493594
l1_l2_joint,23,l1_l2_whole,0,l1,whole_count,128,0.693123259081843,0.017685399100056478,0.2781939462516496
l1_l2_joint,23,l1_l2_whole,1,l2,whole_count,128,1.7983876757206536,0.0458867933877648,0.7218060537483504
l1_l2_joint,23,l1_whole,0,l1,whole_count,128,5.874312550564997,0.14988612852616093,1.0
l1_l2_joint,23,l1fixed250_l2whole,0,l1,fixed250,2048,4.3415971859450115,0.02769452545382452,0.5330071962587855
l1_l2_joint,23,l1fixed250_l2whole,1,l2,whole_count,128,3.8038785532551036,0.09705793228115929,0.4669928037412145
l1_l2_joint,23,l1whole_l2fixed250,0,l1,whole_count,128,0.8146575335256487,0.020786409085959582,0.16700119846995176
l1_l2_joint,23,l1whole_l2fixed250,1,l2,fixed250,2048,4.063496282072439,0.02592055328847401,0.8329988015300482
l1_l2_joint,23,l2_fixed250,0,l2,fixed250,2048,4.213659817781043,0.02687842839383411,1.0
l1_l2_joint,23,l2_whole,0,l2,whole_count,128,1.9683729283398124,0.05022405518687977,1.0
l1_l2_joint,37,l1_fixed250,0,l1,fixed250,2048,4.2547115432582086,0.027140292405500435,1.0
l1_l2_joint,37,l1_l2_fixed250,0,l1,fixed250,2048,1.157442480010534,0.007383186152727413,0.34812754865614504
l1_l2_joint,37,l1_l2_fixed250,1,l2,fixed250,2048,2.1673230677852,0.013825092770409423,0.651872451343855
l1_l2_joint,37,l1_l2_whole,0,l1,whole_count,128,1.6315309852027335,0.04162935847173988,0.2989426369726117
l1_l2_joint,37,l1_l2_whole,1,l2,whole_count,128,3.8261414355841685,0.09762598125938672,0.7010573630273884
l1_l2_joint,37,l1_whole,0,l1,whole_count,128,5.873580626200443,0.1498674530967498,1.0
l1_l2_joint,37,l1fixed250_l2whole,0,l1,fixed250,2048,1.267836687830679,0.008087377506160016,0.5056722136000068
l1_l2_joint,37,l1fixed250_l2whole,1,l2,whole_count,128,1.2393935963975822,0.03162376980882325,0.4943277863999932
l1_l2_joint,37,l1whole_l2fixed250,0,l1,whole_count,128,0.5692369179561054,0.014524374914031144,0.17929263097461928
l1_l2_joint,37,l1whole_l2fixed250,1,l2,fixed250,2048,2.605667230986228,0.016621237383872424,0.8207073690253808
l1_l2_joint,37,l2_fixed250,0,l2,fixed250,2048,4.250641566531527,0.027114330514236458,1.0
l1_l2_joint,37,l2_whole,0,l2,whole_count,128,4.28123122656142,0.10923783308276296,1.0
l2_main_l1_aux,11,l1_fixed250,0,l1,fixed250,2048,7.63144887024416,0.04868009304749308,1.0
l2_main_l1_aux,11,l1_l2_fixed250,0,l1,fixed250,2048,0.6621035199708704,0.004223478595909595,0.34440584284696824
l2_main_l1_aux,11,l1_l2_fixed250,1,l2,fixed250,2048,1.260347953261152,0.008039607770445217,0.6555941571530318
l2_main_l1_aux,11,l1_l2_whole,0,l1,whole_count,128,0.6785470549827674,0.017313479699750226,0.27559059329202934
l2_main_l1_aux,11,l1_l2_whole,1,l2,whole_count,128,1.7836090254453683,0.045509708468374266,0.7244094067079707
l2_main_l1_aux,11,l1_whole,0,l1,whole_count,128,14.318532311785923,0.3653447711398867,1.0
l2_main_l1_aux,11,l1fixed250_l2whole,0,l1,fixed250,2048,2.4250348267503226,0.015469005036502333,0.503850585753646
l2_main_l1_aux,11,l1fixed250_l2whole,1,l2,whole_count,128,2.387969058365781,0.060930267859901924,0.49614941424635406
l2_main_l1_aux,11,l1whole_l2fixed250,0,l1,whole_count,128,0.8211508702693266,0.020952089937522872,0.16346714215197444
l2_main_l1_aux,11,l1whole_l2fixed250,1,l2,fixed250,2048,4.202188128989053,0.026805251872926882,0.8365328578480254
l2_main_l1_aux,11,l2_fixed250,0,l2,fixed250,2048,4.380366189941615,0.027941828260146392,1.0
l2_main_l1_aux,11,l2_whole,0,l2,whole_count,128,1.9440183350643736,0.04960263512002723,1.0
l2_main_l1_aux,23,l1_fixed250,0,l1,fixed250,2048,4.3834419475996835,0.027961448147736823,1.0
l2_main_l1_aux,23,l1_l2_fixed250,0,l1,fixed250,2048,0.30388586022837205,0.001938451295849583,0.33863393505503075
l2_main_l1_aux,23,l1_l2_fixed250,1,l2,fixed250,2048,0.5935016392819418,0.003785875462880516,0.6613660649449693
l2_main_l1_aux,23,l1_l2_whole,0,l1,whole_count,128,7.501929244682691,0.1914156118326605,0.3453706596413449
l2_main_l1_aux,23,l1_l2_whole,1,l2,whole_count,128,14.219456273337794,0.36281679468223793,0.6546293403586552
l2_main_l1_aux,23,l1_whole,0,l1,whole_count,128,14.484208286351011,0.3695720794765825,1.0
l2_main_l1_aux,23,l1fixed250_l2whole,0,l1,fixed250,2048,4.858512687070128,0.030991867167083895,0.5525505702556196
l2_main_l1_aux,23,l1fixed250_l2whole,1,l2,whole_count,128,3.9343706228185846,0.1003875050510582,0.44744942974438046
l2_main_l1_aux,23,l1whole_l2fixed250,0,l1,whole_count,128,0.13951616985505064,0.003559827364711898,0.17421453001083026
l2_main_l1_aux,23,l1whole_l2fixed250,1,l2,fixed250,2048,0.661313530436753,0.0042184393478347845,0.8257854699891697
l2_main_l1_aux,23,l2_fixed250,0,l2,fixed250,2048,0.6790589359933519,0.004331635152242119,1.0
l2_main_l1_aux,23,l2_whole,0,l2,whole_count,128,4.308310711127962,0.10992878016282129,1.0
l2_main_l1_aux,37,l1_fixed250,0,l1,fixed250,2048,7.830578544972328,0.04995031725512431,1.0
l2_main_l1_aux,37,l1_l2_fixed250,0,l1,fixed250,2048,1.2211889023946922,0.007789816902126161,0.3495885253841959
l2_main_l1_aux,37,l1_l2_fixed250,1,l2,fixed250,2048,2.2720290201690196,0.0144929994276295,0.6504114746158041
l2_main_l1_aux,37,l1_l2_whole,0,l1,whole_count,128,0.7069844818752344,0.018039075381877774,0.28609375276178767
l2_main_l1_aux,37,l1_l2_whole,1,l2,whole_count,128,1.7641791665805784,0.04501394555178023,0.7139062472382124
l2_main_l1_aux,37,l1_whole,0,l1,whole_count,128,14.402526095320328,0.3674879160484812,1.0
l2_main_l1_aux,37,l1fixed250_l2whole,0,l1,fixed250,2048,4.676368635228762,0.029829992201733914,0.5453786763366971
l2_main_l1_aux,37,l1fixed250_l2whole,1,l2,whole_count,128,3.898166523791172,0.09946373870507534,0.45462132366330293
l2_main_l1_aux,37,l1whole_l2fixed250,0,l1,whole_count,128,0.8916593482852964,0.02275115028834965,0.16591020952483995
l2_main_l1_aux,37,l1whole_l2fixed250,1,l2,fixed250,2048,4.482689528971698,0.028594536513796173,0.8340897904751601
l2_main_l1_aux,37,l2_fixed250,0,l2,fixed250,2048,7.457774965901629,0.047572248132711464,1.0
l2_main_l1_aux,37,l2_whole,0,l2,whole_count,128,4.32016786975123,0.11023132170892802,1.0
