method,head,coef_fro_norm_mean,coef_fro_norm_std,coef_rms_mean,coef_rms_std,coef_norm_fraction_mean,coef_norm_fraction_std
l2_only,l2,8.799943530555767,0.33747709350564187,0.22453511890799527,0.008610902905899475,1.0,0.0
l1_l2_joint,l2,8.939638267992217,0.3784271108079595,0.2280995025170721,0.009655763815783024,0.5230738391466571,0.011338746878534584
l1_l2_joint,l1,8.145887465637818,0.028455766724812575,0.20784653950985307,0.0007260636324527158,0.476926160853343,0.011338746878534587
l2_main_l1_aux,l2,8.97836452482265,0.19884978849525972,0.22908762302626506,0.005073755388268171,0.43842287910404615,0.007947198691177106
l2_main_l1_aux,l1,11.504216819712086,0.4270090450448751,0.29353605311081743,0.01089535704076106,0.5615771208959538,0.00794719869117711
