method,fixed250_fusion_gain_over_best_single_mean,fixed250_fusion_gain_over_best_single_std,l1whole_l2fixed250_gain_over_l2fixed250_mean,l1whole_l2fixed250_gain_over_l2fixed250_std,reverse_mixed_gain_over_best_component_mean,reverse_mixed_gain_over_best_component_std,whole_fusion_gain_over_best_single_mean,whole_fusion_gain_over_best_single_std
l2_only,-0.007317219817219815,0.022908483264617977,-0.000541125541125583,0.00678028359639705,0.03445836570836577,0.024172759680457543,0.020078301328301202,0.017018296052679897
l1_l2_joint,0.025483312983312967,0.010019560564986416,0.00706469456469457,0.008383242545051397,0.03744334369334371,0.007318736624837285,-0.035167147667147756,0.05835021404437087
l2_main_l1_aux,0.007454119954119968,0.03264108357626105,-0.007728382728382721,0.012415050037545143,0.030680893180893214,0.024446411657559685,0.01937923187923185,0.03650185943475594
