method,seed,native_test_ba,native_val_ba,lif_test_ba,lif_penalty,best_epoch,parameter_count
l2_only,11,0.5306318681318681,0.5236531986531987,0.5123529248529248,0.018278943278943305,94,21760
l2_only,23,0.5902299089799089,0.5630050505050506,0.5616335053835053,0.028596403596403586,87,21760
l2_only,37,0.5647449772449772,0.5914141414141414,0.4811944999444999,0.08355047730047727,83,21760
l1_l2_joint,11,0.5433053058053058,0.6108886483886485,0.48921703296703295,0.05408827283827283,93,23296
l1_l2_joint,23,0.6305527805527805,0.5857563732563732,0.5170898545898546,0.11346292596292595,100,23296
l1_l2_joint,37,0.5600711788211787,0.5390993265993266,0.5075091575091574,0.05256202131202137,96,23296
l2_main_l1_aux,11,0.5298763736263735,0.5332070707070707,0.5082375957375956,0.021638777888777883,97,23296
l2_main_l1_aux,23,0.5483918858918858,0.556986531986532,0.49598595848595844,0.052405927405927366,91,23296
l2_main_l1_aux,37,0.508612221112221,0.5539141414141414,0.4677884615384615,0.040823759573759555,92,23296
