seed,model_kind,history_ms,layer,state,phase,bias_mode,shared_C,retrained_C,full_test_ba,trunc_shared_test_ba,trunc_retrained_test_ba,context_drop_shared_pp,information_loss_retrained_pp,geometry_shift_pp,full_test_accuracy,trunc_shared_test_accuracy,trunc_retrained_test_accuracy,full_test_macro_f1,trunc_shared_test_macro_f1,trunc_retrained_test_macro_f1,fit_intercept,scaler_with_mean
11,a2,50,L1,spike50,0.25,no_bias,0.01,0.001,0.2138764013764013,0.0732683982683982,0.0378787878787878,14.060800310800309,17.59976134976135,-3.5389610389610398,0.2054794520547945,0.0684931506849315,0.0342465753424657,0.1973251244942421,0.0510335252982311,0.006265664160401,False,False
11,a2,50,L1,spike50,0.25,affine,0.01,0.001,0.2327325452325452,0.0817099567099567,0.0714285714285714,15.102258852258856,16.130397380397383,-1.028138528138528,0.2191780821917808,0.0753424657534246,0.0821917808219178,0.2076150850696906,0.0207623374984223,0.0147058823529411,True,True
11,a2,50,L1,spike50,0.5,no_bias,0.01,1.0,0.3568306693306693,0.1254578754578754,0.1453962703962704,23.137279387279385,21.14343989343989,1.9938394938394943,0.3698630136986301,0.1232876712328767,0.1438356164383561,0.318807924575188,0.0741631054131054,0.1024778145830777,False,False
11,a2,50,L1,spike50,0.5,affine,0.01,1.0,0.3477147852147852,0.0881202131202131,0.1318681318681318,25.95945720945721,21.58466533466533,4.374791874791876,0.3561643835616438,0.0821917808219178,0.1301369863013698,0.3194622913490251,0.0299315619967793,0.0963900134952766,True,True
11,a2,50,L1,spike50,0.75,no_bias,0.01,0.01,0.4343406593406593,0.1028138528138528,0.0876623376623376,33.15268065268065,34.66783216783217,-1.5151515151515138,0.4589041095890411,0.0958904109589041,0.0821917808219178,0.4225041684719104,0.0449468085106382,0.0329054403535994,False,False
11,a2,50,L1,spike50,0.75,affine,0.1,0.01,0.4832493894993894,0.0741341991341991,0.0941558441558441,40.91151903651903,38.90935453435453,2.002164502164501,0.4931506849315068,0.0684931506849315,0.1027397260273972,0.4873650836919203,0.0211309523809523,0.0525976814083297,True,True
11,a2,50,L1,spike50,1.0,no_bias,1.0,0.001,0.2422223609723609,0.0921266233766233,0.0817099567099567,15.00957375957376,16.051240426240426,-1.0416666666666656,0.2465753424657534,0.0821917808219178,0.0753424657534246,0.2369103198744261,0.0408153119562515,0.0216023489932885,False,False
11,a2,50,L1,spike50,1.0,affine,1.0,0.001,0.2481747419247419,0.0921266233766233,0.0833333333333333,15.604811854811851,16.484140859140854,-0.8793290043290034,0.2534246575342466,0.0821917808219178,0.0958904109589041,0.2430882322186669,0.0408153119562515,0.0152505446623093,True,True
11,a2,50,L1,syn_current,0.25,no_bias,0.1,0.1,0.2069569319569319,0.1387092074592074,0.1384268509268509,6.824772449772451,6.853008103008104,-0.0282356532356531,0.2054794520547945,0.136986301369863,0.136986301369863,0.1950437065017275,0.1169045933273575,0.1330626024588873,False,False
11,a2,50,L1,syn_current,0.25,affine,0.1,0.01,0.2276529026529026,0.1035901598401598,0.1484064546564546,12.40627428127428,7.924644799644801,4.481629481629479,0.2260273972602739,0.1027397260273972,0.1506849315068493,0.2214741358224395,0.0672071051400636,0.1460690119923595,True,True
11,a2,50,L1,syn_current,0.5,no_bias,0.1,10.0,0.5159382284382285,0.2217005217005216,0.2030157342657342,29.42377067377068,31.29224941724942,-1.8684787434787435,0.541095890410959,0.2260273972602739,0.2123287671232876,0.4913789797622065,0.1811889111576129,0.2019151177546979,False,False
11,a2,50,L1,syn_current,0.5,affine,0.1,10.0,0.5065226440226439,0.1684149184149184,0.1961476023976024,33.81077256077255,31.03750416250415,2.7732683982684,0.5273972602739726,0.1643835616438356,0.2054794520547945,0.4941435628355133,0.0844008168569572,0.2056381982169088,True,True
11,a2,50,L1,syn_current,0.75,no_bias,0.1,1.0,0.5466894216894217,0.1908986846486846,0.3198336385836386,35.57907370407371,22.685578310578308,12.893495393495396,0.5547945205479452,0.1712328767123287,0.3150684931506849,0.5486941469836207,0.1722549886296283,0.3142646382227249,False,False
11,a2,50,L1,syn_current,0.75,affine,0.1,1.0,0.5687853812853813,0.1963730713730713,0.3149114774114774,37.24123099123099,25.387390387390383,11.853840603840604,0.5753424657534246,0.1917808219178082,0.3150684931506849,0.5695054978239448,0.1860127030405668,0.3178639845005861,True,True
11,a2,50,L1,syn_current,1.0,no_bias,1.0,0.01,0.3383241758241758,0.1081418581418581,0.0668879731379731,23.01823176823176,27.143620268620268,-4.125388500388503,0.3424657534246575,0.1164383561643835,0.0684931506849315,0.3505888227269806,0.0988047355694414,0.0761675579322638,False,False
11,a2,50,L1,syn_current,1.0,affine,1.0,1.0,0.3493381618381618,0.1075757575757575,0.1039911477411477,24.176240426240422,24.53470140970141,-0.3584609834609842,0.3493150684931507,0.1027397260273972,0.1095890410958904,0.356673664483436,0.0527913378977208,0.0955007515253417,True,True
11,a2,50,L1,pre_reset,0.25,no_bias,0.01,0.01,0.2481005106005105,0.1680201742701742,0.1336628649128649,8.008033633033628,11.443764568764566,-3.435730935730938,0.2397260273972602,0.1643835616438356,0.136986301369863,0.2307405071478916,0.1489114858960581,0.1347832722832722,False,False
11,a2,50,L1,pre_reset,0.25,affine,0.01,0.1,0.300639638139638,0.1569132256632256,0.1452949827949828,14.37264124764124,15.534465534465529,-1.1618242868242867,0.2945205479452055,0.1575342465753424,0.1438356164383561,0.2797228297814402,0.1135603687929269,0.1382096848401196,True,True
11,a2,50,L1,pre_reset,0.5,no_bias,0.1,0.01,0.5275203962703963,0.2237019924519924,0.2599691974691975,30.381840381840387,26.75511988011988,3.626720501720506,0.547945205479452,0.2260273972602739,0.273972602739726,0.5102606778193278,0.1945184445184445,0.2354498691078284,False,False
11,a2,50,L1,pre_reset,0.5,affine,0.1,0.01,0.536311605061605,0.1396853146853146,0.2762099012099012,39.66262903762904,26.010170385170383,13.652458652458652,0.5547945205479452,0.136986301369863,0.2876712328767123,0.5149463965543687,0.0699676461971544,0.2490239825685005,True,True
11,a2,50,L1,pre_reset,0.75,no_bias,0.01,10.0,0.5400675713175712,0.245845127095127,0.2767100954600954,29.42224442224441,26.335747585747583,3.0864968364968326,0.5547945205479452,0.2260273972602739,0.273972602739726,0.5414177278212365,0.2369628258882857,0.2772382819692069,False,False
11,a2,50,L1,pre_reset,0.75,affine,0.1,10.0,0.5591873404373404,0.1519667832167832,0.3234342046842047,40.722055722055714,23.57531357531357,17.14674214674215,0.5616438356164384,0.1438356164383561,0.3150684931506849,0.566397180937411,0.1094168073212191,0.3217003536840647,True,True
11,a2,50,L1,pre_reset,1.0,no_bias,0.1,0.1,0.3330683205683205,0.1093212343212343,0.0713904151404151,22.37470862470862,26.16779054279054,-3.7930819180819184,0.3356164383561644,0.1095890410958904,0.0753424657534246,0.3298719519346756,0.0964634405979117,0.0708332734803323,False,False
11,a2,50,L1,pre_reset,1.0,affine,0.1,1.0,0.3473540348540349,0.1429924242424242,0.0728785103785103,20.436161061161062,27.447552447552447,-7.011391386391384,0.3493150684931507,0.1301369863013698,0.0821917808219178,0.3405919652225107,0.0964169845748793,0.0596201141853315,True,True
11,a2,50,L2,spike50,0.25,no_bias,0.1,0.001,0.1951916139416139,0.0681818181818181,0.0681818181818181,12.70097957597957,12.70097957597957,0.0,0.1917808219178082,0.0616438356164383,0.0616438356164383,0.1783932764095807,0.0104166666666666,0.0104895104895104,False,False
11,a2,50,L2,spike50,0.25,affine,0.1,0.001,0.2645389332889333,0.0833333333333333,0.0773809523809523,18.12055999556,18.71579809079809,-0.5952380952380945,0.2534246575342466,0.0753424657534246,0.0890410958904109,0.2211934442124494,0.0120614035087719,0.0145413870246085,True,True
