model_kind,history_ms,layer,state,phase,bias_mode,full_test_ba_mean,full_test_ba_std,full_test_ba_count,trunc_shared_test_ba_mean,trunc_shared_test_ba_std,trunc_shared_test_ba_count,trunc_retrained_test_ba_mean,trunc_retrained_test_ba_std,trunc_retrained_test_ba_count,context_drop_shared_pp_mean,context_drop_shared_pp_std,context_drop_shared_pp_count,information_loss_retrained_pp_mean,information_loss_retrained_pp_std,information_loss_retrained_pp_count,geometry_shift_pp_mean,geometry_shift_pp_std,geometry_shift_pp_count
a2,50,L1,pre_reset,0.25,no_bias,0.22443297443297436,0.020536441471655096,3,0.15760119510119505,0.009023120810911146,3,0.1321340696340696,0.01784562064576464,3,6.683177933177933,1.1542359160916504,3,9.22989047989048,2.530767333676706,3,-2.5467125467125475,1.937294789327319,3
a2,50,L1,pre_reset,0.25,affine,0.2647838272838272,0.0345720922544691,3,0.13961640211640206,0.015217273059608424,3,0.1526730214230214,0.00932372477348436,3,12.516742516742516,2.03728820992244,3,11.211080586080584,3.8374196391710753,3,1.3056619306619306,2.17608043198779,3
a2,50,L1,pre_reset,0.5,no_bias,0.5239572927072927,0.04800138293500746,3,0.22215539090539085,0.005520024189436823,3,0.2634603822103822,0.00437019637900638,3,30.18019018019018,4.258286049513633,3,26.04969104969105,4.516168753889734,3,4.130499130499133,0.48859419924698066,3
a2,50,L1,pre_reset,0.5,affine,0.5259985384985385,0.04248325744018239,3,0.13414918414918406,0.010039176519797539,3,0.27754467754467754,0.008491469042847985,3,39.18493543493544,5.052381359699416,3,24.8453860953861,3.46234143901162,3,14.339549339549343,1.8231162536169854,3
a2,50,L1,pre_reset,0.75,no_bias,0.5620696433196433,0.01924093092384572,3,0.22168618418618413,0.024470145510759586,3,0.3200769138269138,0.046594176510976464,3,34.0383459133459,4.121259563867583,3,24.19927294927295,3.5460122083251546,3,9.83907296407296,7.100201033392362,3
a2,50,L1,pre_reset,0.75,affine,0.5696454008954008,0.00938710139749526,3,0.1571285196285196,0.007361353611034773,3,0.33148356273356266,0.04003259950899685,3,41.25168812668812,0.5698193290098231,3,23.81618381618381,4.194057461671175,3,17.43550431050431,4.533868068833867,3
a2,50,L1,pre_reset,1.0,no_bias,0.2913135475635475,0.03667804332747482,3,0.09470621970621967,0.015780435169746056,3,0.07986804861804857,0.007386578365600015,3,19.66073278573278,2.8189356276299393,3,21.144549894549893,4.382747481541986,3,-1.4838171088171093,2.2466296097498715,3
a2,50,L1,pre_reset,1.0,affine,0.3026764901764902,0.042053468144193855,3,0.13584956709956705,0.007142857142857145,3,0.0865689865689865,0.0141580355860313,3,16.68269230769231,3.819039868263383,3,21.61075036075036,5.604821717501028,3,-4.928058053058052,1.8517071702740804,3
a2,50,L2,spike50,0.25,no_bias,0.22131803381803375,0.03283985289647216,3,0.069083694083694,0.010580814845643912,3,0.0631313131313131,0.004373865675678936,3,15.223433973433972,4.071081853017007,3,15.818672068672063,3.599325023552367,3,-0.5952380952380949,1.1743795678685447,3
a2,50,L2,spike50,0.25,affine,0.2772523772523772,0.03327324725017376,3,0.0833333333333333,0.0,3,0.0773809523809523,0.0,3,19.391904391904394,3.327324725017375,3,19.98714248714249,3.3273247250173776,3,-0.5952380952380945,0.0,3
a2,50,L2,spike50,0.5,no_bias,0.4011116198616198,0.013756372978342557,3,0.09430846930846926,0.0054031377758915825,3,0.10979298479298473,0.00949838698565423,3,30.680315055315052,1.068276993330092,3,29.131863506863507,2.250190333141938,3,1.548451548451548,1.2068606388549985,3
a2,50,L2,spike50,0.5,affine,0.39511715136715136,0.014807874890067406,3,0.0833333333333333,0.0,3,0.11301198801198797,0.009847555894192334,3,31.1783818033818,1.4807874890067365,3,28.210516335516335,1.4282414652703492,3,2.9678654678654683,0.9847555894192322,3
a2,50,L2,spike50,0.75,no_bias,0.48248418248418234,0.026902204997402868,3,0.07774170274170271,0.004910049635215085,3,0.09126984126984124,0.0038007408920825315,3,40.47424797424796,2.6558798315451333,3,39.12143412143411,2.311480370794074,3,1.3528138528138525,0.5952380952380953,3
a2,50,L2,spike50,0.75,affine,0.4736758611758611,0.02107100381916159,3,0.08080808080808076,0.011572160845848115,3,0.09181096681096677,0.0038390686604965465,3,39.28677803677803,1.7320830186508651,3,38.18648943648943,2.490497070028803,3,1.1002886002886003,1.3968308006168342,3
a2,50,L2,spike50,1.0,no_bias,0.445409914159914,0.02331328745035268,3,0.08547008547008543,0.0037009632640360593,3,0.09185606060606057,0.009033515164933174,3,35.99398286898286,2.0333406570728982,3,35.35538535538535,2.0106020471242068,3,0.6385975135975132,0.5882035329172783,3
a2,50,L2,spike50,1.0,affine,0.4411974599474599,0.03162456030895642,3,0.0833333333333333,0.0,3,0.09185606060606057,0.009033515164933174,3,35.78641266141266,3.1624560308956347,3,34.934139934139935,2.8844031090585793,3,0.852272727272727,0.9033515164933197,3
a2,50,L2,syn_current,0.25,no_bias,0.23657777407777403,0.033486763159350785,3,0.0629509379509379,0.006248379536684245,3,0.05877224627224623,0.011726583395800341,3,17.362683612683615,2.840273459740177,3,17.78055278055278,2.302515318671268,3,-0.4178691678691675,0.569421142412067,3
a2,50,L2,syn_current,0.25,affine,0.27823403448403444,0.019627569644674325,3,0.07665945165945164,0.004373865675679003,3,0.09520803270803267,0.007445985614548685,3,20.157458282458283,2.0694765135697653,3,18.30260017760018,2.194021402124332,3,1.8548581048581039,0.30721199388697606,3
a2,50,L2,syn_current,0.5,no_bias,0.40478965478965473,0.013977913976568333,3,0.12124310874310873,0.00850446181198511,3,0.12166537166537163,0.006133165515712094,3,28.3546546046546,1.9407300536829881,3,28.31242831242831,2.00588940190089,3,0.04222629222629156,0.8785381843437976,3
a2,50,L2,syn_current,0.5,affine,0.42302766677766673,0.007364621089813278,3,0.0933705183705183,0.017272609493867847,3,0.1275345025345025,0.0081712769047628,3,32.96571484071484,2.28060534725079,3,29.549316424316427,0.5390148611282488,3,3.4163984163984176,2.538097570422811,3
a2,50,L2,syn_current,0.75,no_bias,0.5308584933584933,0.031293920904853056,3,0.08787740037740033,0.020650849061801372,3,0.09639249639249636,0.016912691010242797,3,44.298109298109296,2.625000030704769,3,43.44659969659969,2.4053377059155316,3,0.8515096015096022,0.4341785827517671,3
a2,50,L2,syn_current,0.75,affine,0.5394677082177082,0.04292634047646784,3,0.0757575757575757,0.0075757575757576055,3,0.1005411255411255,0.011607363593901042,3,46.371013246013256,4.857305359839411,3,43.89265826765827,4.012864870822108,3,2.4783549783549788,1.880533880582337,3
a2,50,L2,syn_current,1.0,no_bias,0.5105091667591668,0.05289869709636702,3,0.084280303030303,0.009033515164933226,3,0.0853174603174603,0.004910049635215088,3,42.62288637288637,4.96747326929726,3,42.51917064417064,5.2246271873106345,3,0.10371572871572808,0.44874557240248686,3
a2,50,L2,syn_current,1.0,affine,0.499898481148481,0.07667276669399248,3,0.08730158730158727,0.01022903815206194,3,0.0858585858585858,0.0030769700774227727,3,41.25968938468938,8.54754739815213,3,41.40398952898952,7.933764649388014,3,-0.144300144300144,0.9252033624265621,3
a2,50,L2,pre_reset,0.25,no_bias,0.2126207126207126,0.018088852502444297,3,0.06580687830687824,0.008813655023023,3,0.054803992303992265,0.01195872935980988,3,14.68138343138343,2.203083748875418,3,15.78167203167203,2.557229892985543,3,-1.1002886002886005,0.36645471958712245,3
a2,50,L2,pre_reset,0.25,affine,0.27549765049765046,0.031161690201388405,3,0.07951539201539197,0.007956126818213788,3,0.09574915824915824,0.004203489973787497,3,19.598225848225848,3.9093238277439437,3,17.974849224849226,3.3755223591660717,3,1.623376623376623,0.6150634960904573,3
a2,50,L2,pre_reset,0.5,no_bias,0.4134192196692197,0.019405412311304007,3,0.12282208532208529,0.00523512388344801,3,0.11983386983386979,0.013247591087668367,3,29.059713434713434,1.4665734790863072,3,29.358534983534984,3.240718925853154,3,-0.2988215488215498,1.8452389264102576,3
a2,50,L2,pre_reset,0.5,affine,0.4404426591926591,0.007855604161463121,3,0.08462370962370962,0.003062483054764645,3,0.12197062197062193,0.008140183218200966,3,35.581894956894956,0.718292534178492,3,31.847203722203727,1.4680588261573368,3,3.7346912346912338,0.7499397936345557,3
a2,50,L2,pre_reset,0.75,no_bias,0.5283656158656158,0.045173649044578566,3,0.0844051781551781,0.01640406596194832,3,0.0893578643578643,0.01634390249042914,3,44.396043771043765,2.8774955385084655,3,43.900775150775154,3.5932218996732628,3,0.49526862026862034,1.2616206154799414,3
a2,50,L2,pre_reset,0.75,affine,0.5169117919117919,0.054560999718595744,3,0.0757575757575757,0.0,3,0.10613275613275606,0.012808263620557413,3,44.11542161542161,5.456099971859566,3,41.077903577903584,5.111201091693219,3,3.0375180375180366,1.2808263620557419,3
a2,50,L2,pre_reset,1.0,no_bias,0.49238215488215475,0.024811406008751785,3,0.08279220779220776,0.0009372569305026285,3,0.0887896825396825,0.010886860010944778,3,40.95899470899471,2.4492495871817246,3,40.35924723424723,3.2288268851711552,3,0.5997474747474747,1.0387930979737585,3
a2,50,L2,pre_reset,1.0,affine,0.4988756613756613,0.03224274808748384,3,0.08387445887445884,0.006780283596397042,3,0.0858585858585858,0.0030769700774227727,3,41.50012025012025,2.8754905520323444,3,41.301707551707544,3.5196460763696993,3,0.19841269841269862,0.8318796939105483,3
a2,100,L1,spike50,0.25,no_bias,0.22536306286306282,0.019500890157015116,3,0.11637251637251633,0.00848121254951349,3,0.11772602397602394,0.008455183882508642,3,10.89905464905465,2.7126719037642446,3,10.763703888703889,1.6413418535999316,3,0.13535076035075946,1.2245692632668312,3
a2,100,L1,spike50,0.25,affine,0.2403598716098716,0.043181849502979555,3,0.11382483257483254,0.014511121393847972,3,0.12900317275317272,0.03151740401457248,3,12.653503903503903,4.387459291626711,3,11.13566988566989,2.2797217537035763,3,1.517834017834015,3.9680622909406793,3
a2,100,L1,spike50,0.5,no_bias,0.3647609335109334,0.012177653577246126,3,0.21412245162245158,0.022476853397836647,3,0.22039349539349537,0.02264620109495169,3,15.063848188848183,1.0511764363634413,3,14.436743811743804,3.3135400593570274,3,0.6271043771043802,4.355047504696685,3
a2,100,L1,spike50,0.5,affine,0.36297290672290666,0.015229297528666256,3,0.15259046509046506,0.006503125752510547,3,0.22929801679801676,0.03568807561621319,3,21.03824416324416,1.6795451126850558,3,13.367488992488989,3.577809104614527,3,7.670755170755167,4.2112530946283915,3
a2,100,L1,spike50,0.75,no_bias,0.42209827209827205,0.015638170661921812,3,0.16323976948976945,0.008739819044126138,3,0.20975991600991595,0.03213492683261891,3,25.88585026085026,2.1977301225366874,3,21.23383560883561,4.77066392631318,3,4.652014652014651,2.6969693159307373,3
a2,100,L1,spike50,0.75,affine,0.4410520035520035,0.0687946244078065,3,0.1419312169312169,0.017124127866463723,3,0.21599950974950968,0.022303128943319497,3,29.912078662078667,5.216599029688609,3,22.505249380249378,7.237020369445387,3,7.406829281829282,3.084158373345338,3
a2,100,L1,spike50,1.0,no_bias,0.27467994967994963,0.02964666641698376,3,0.10748556998556995,0.005366176773718414,3,0.11361323861323858,0.003987867829516799,3,16.719437969437966,3.34948006229026,3,16.106671106671104,2.6341442268982966,3,0.6127668627668628,0.9266241743593899,3
a2,100,L1,spike50,1.0,affine,0.2917728105228105,0.04954944654778492,3,0.10921717171717164,0.010714023802678623,3,0.09595589595589589,0.003981742283959529,3,18.25556388056388,4.931554146581759,3,19.581691456691455,4.89380970099573,3,-1.3261275761275761,1.454371095445907,3
a2,100,L1,syn_current,0.25,no_bias,0.19733460983460982,0.008546459497777298,3,0.18115426240426233,0.014626722213897903,3,0.186062086062086,0.01825833422345935,3,1.6180347430347428,0.6096621060267766,3,1.1272523772523784,2.67501217772807,3,0.49078236578236406,3.2846727503137707,3
a2,100,L1,syn_current,0.25,affine,0.23327089577089574,0.005139422573623529,3,0.15764258889258886,0.010165319252592713,3,0.19384226884226882,0.01990725017403624,3,7.562830687830687,1.1208552598344572,3,3.942862692862691,2.0034154203319714,3,3.6199679949679955,3.000293474773288,3
a2,100,L1,syn_current,0.5,no_bias,0.5237574925074925,0.009832751394733245,3,0.3864242239242239,0.009574763507406566,3,0.37222083472083467,0.006962317163635041,3,13.733326858326857,1.1985528326735762,3,15.153665778665783,1.6461197595266617,3,-1.4203389203389223,1.086960134967069,3
a2,100,L1,syn_current,0.5,affine,0.5345272782772782,0.026485871566670923,3,0.23673502423502416,0.02302732275615343,3,0.3882187257187257,0.021970989269093723,3,29.7792254042254,4.707606926058812,3,14.630855255855252,2.571109700689976,3,15.148370148370148,4.374717628389054,3
a2,100,L1,syn_current,0.75,no_bias,0.5078937266437266,0.04797713494211761,3,0.2546312483812484,0.017566646271835473,3,0.32382085507085495,0.011031519989222329,3,25.326247826247823,3.450897000624434,3,18.407287157287158,3.7123033988893557,3,6.918960668960664,0.8666520745233235,3
a2,100,L1,syn_current,0.75,affine,0.5241124616124616,0.049817549133921134,3,0.2386229511229511,0.03345057846912744,3,0.3433515558515558,0.01796626514046201,3,28.548951048951043,1.7672833607213398,3,18.076090576090575,3.9277670907350917,3,10.47286047286047,2.1609604189873486,3
a2,100,L1,syn_current,1.0,no_bias,0.3397431272431272,0.006874787295337605,3,0.1317340067340067,0.018557964080267705,3,0.1359305046805046,0.0015885650771747515,3,20.80091205091205,2.5424296509950843,3,20.381262256262257,0.5307517333542925,3,0.41964979464979385,2.011678018787341,3
a2,100,L1,syn_current,1.0,affine,0.35378602878602866,0.020539396526262448,3,0.12759740259740252,0.0017881722556123793,3,0.14917004292004285,0.02176909734277168,3,22.618862618862618,2.168157955449812,3,20.461598586598583,1.8632170257481622,3,2.1572640322640324,2.139604226047885,3
a2,100,L1,pre_reset,0.25,no_bias,0.22443297443297436,0.020536441471655096,3,0.19790464165464158,0.006798496932242291,3,0.1719259906759906,0.006931749018865708,3,2.6528332778332757,1.4505971483770546,3,5.2506983756983745,1.4479371468084759,3,-2.5978650978650983,0.5444239602621188,3
a2,100,L1,pre_reset,0.25,affine,0.2647838272838272,0.0345720922544691,3,0.17683843933843926,0.03430837757747344,3,0.18597051097051098,0.015631149600634768,3,8.794538794538793,0.3600734588483196,3,7.881331631331627,5.01970532243945,3,0.9132071632071644,4.991291432334681,3
a2,100,L1,pre_reset,0.5,no_bias,0.5239572927072927,0.04800138293500746,3,0.3519438894438894,0.03342902407286344,3,0.3425206737706737,0.047000112445689815,3,17.201340326340326,6.010882179616566,3,18.143661893661896,7.18690097461391,3,-0.9423215673215672,8.002026538627431,3
a2,100,L1,pre_reset,0.5,affine,0.5259985384985385,0.04248325744018239,3,0.23676924926924925,0.024084257760461025,3,0.3718771968771968,0.016818520923008243,3,28.92292892292893,6.534987310479193,3,15.412134162134166,5.468827183533289,3,13.510794760794758,2.5198049556787607,3
a2,100,L1,pre_reset,0.75,no_bias,0.5620696433196433,0.01924093092384572,3,0.33410732785732783,0.058645104709521265,3,0.35634781884781885,0.061864510870560795,3,22.796231546231542,7.049570331071463,3,20.572182447182442,7.35272312596066,3,2.2240490990490986,0.32497362150338915,3
a2,100,L1,pre_reset,0.75,affine,0.5696454008954008,0.00938710139749526,3,0.27631928256928256,0.052901348921368815,3,0.3369456931956931,0.05635469686256252,3,29.332611832611832,5.619345214002194,3,23.26997076997077,5.488613609827285,3,6.06264106264106,2.8096060257106967,3
a2,100,L1,pre_reset,1.0,no_bias,0.2913135475635475,0.03667804332747482,3,0.1403885466385466,0.032240879043692695,3,0.14287564287564283,0.011794732154628932,3,15.09250009250009,4.6881647625394125,3,14.843790468790468,3.7116743458409576,3,0.2487096237096249,2.04646274493716,3
a2,100,L1,pre_reset,1.0,affine,0.3026764901764902,0.042053468144193855,3,0.13868746993746991,0.015531749351234386,3,0.14240389240389234,0.022469643154116238,3,16.398902023902025,5.385870507499176,3,16.02725977725978,5.283851115920201,3,0.3716422466422456,3.3261402850264274,3
a2,100,L2,spike50,0.25,no_bias,0.22131803381803375,0.03283985289647216,3,0.09244782994782991,0.011594291278599764,3,0.08616846116846112,0.005882912141378156,3,12.887020387020383,2.845234709211333,3,13.514957264957262,3.48241573443968,3,-0.6279368779368771,0.8710810796872616,3
a2,100,L2,spike50,0.25,affine,0.2772523772523772,0.03327324725017376,3,0.10651848151848149,0.01801721139731083,3,0.09858659858659853,0.014300743108896044,3,17.073389573389573,2.928725101103508,3,17.86657786657787,4.731519105570597,3,-0.7931882931882935,2.952251865787223,3
a2,100,L2,spike50,0.5,no_bias,0.4011116198616198,0.013756372978342557,3,0.1313464313464313,0.016436434670173295,3,0.15598290598290596,0.03179201040346846,3,26.976518851518847,2.382129586529097,3,24.512871387871385,2.8511782101596364,3,2.463647463647465,2.1939437161635573,3
a2,100,L2,spike50,0.5,affine,0.39511715136715136,0.014807874890067406,3,0.1036213786213786,0.010067158952984316,3,0.1546421171421171,0.019249823686216614,3,29.14957727457727,2.286829788397276,3,24.04750342250342,0.44456786397732456,3,5.102073852073851,2.705276998444883,3
a2,100,L2,spike50,0.75,no_bias,0.48248418248418234,0.026902204997402868,3,0.08028545528545523,0.01822942203048976,3,0.14382885632885625,0.03754443745941935,3,40.219872719872704,1.2180876998908436,3,33.8655326155326,1.9605493320190823,3,6.354340104340103,3.0079193753612303,3
a2,100,L2,spike50,0.75,affine,0.4736758611758611,0.02107100381916159,3,0.07960211085211083,0.010759655219821177,3,0.16448389573389566,0.01638566857641083,3,39.40737503237502,2.364857214593551,3,30.919196544196538,0.6088821219256415,3,8.488178488178486,2.1383772930699014,3
a2,100,L2,spike50,1.0,no_bias,0.445409914159914,0.02331328745035268,3,0.09489399489399485,0.008920763400066124,3,0.10107716357716352,0.010082578237451088,3,35.05159192659192,2.4435456544682057,3,34.43327505827505,1.6827252630302543,3,0.6183168683168682,0.7618268435387795,3
a2,100,L2,spike50,1.0,affine,0.4411974599474599,0.03162456030895642,3,0.09092574092574086,0.008545843056476009,3,0.0972291597291597,0.00611399754846504,3,35.0271719021719,3.587068975956748,3,34.39683002183002,2.577574247205628,3,0.6303418803418804,1.1180958119876045,3
a2,100,L2,syn_current,0.25,no_bias,0.23657777407777403,0.033486763159350785,3,0.0790279165279165,0.008106549377887361,3,0.10807525807525803,0.008518325266118914,3,15.754985754985759,4.046951439645015,3,12.850251600251601,3.9124765935122547,3,2.904734154734154,1.1521292721791931,3
a2,100,L2,syn_current,0.25,affine,0.27823403448403444,0.019627569644674325,3,0.11693399193399186,0.010495396389512303,3,0.14322205572205568,0.04034029722700518,3,16.130004255004255,1.2646961291025007,3,13.501197876197878,5.4785219661670315,3,2.628806378806379,5.051735600189277,3
a2,100,L2,syn_current,0.5,no_bias,0.40478965478965473,0.013977913976568333,3,0.1954145391645391,0.0035469380214999545,3,0.21242461242461239,0.017421930007876067,3,20.93751156251156,1.55832938249788,3,19.236504236504235,0.9226564113633411,3,1.7010073260073284,1.708826679466343,3
a2,100,L2,syn_current,0.5,affine,0.42302766677766673,0.007364621089813278,3,0.13547887297887293,0.01745007051296888,3,0.19998936248936247,0.029980571242488093,3,28.75487937987938,2.3419579326351583,3,22.303830428830423,2.9876393322776056,3,6.451048951048953,2.4696532341272706,3
a2,100,L2,syn_current,0.75,no_bias,0.5308584933584933,0.031293920904853056,3,0.11891927516927514,0.018404425321061502,3,0.18421740296740288,0.02992739288062506,3,41.193921818921815,1.5640698126030717,3,34.66410903910904,2.7610647601183085,3,6.529812779812779,1.7409328527146852,3
a2,100,L2,syn_current,0.75,affine,0.5394677082177082,0.04292634047646784,3,0.10454984829984826,0.025034931116524068,3,0.18979400229400223,0.021530607953426734,3,43.491785991786,6.685857779767225,3,34.96737059237059,4.121835104924228,3,8.524415399415398,4.233306053771383,3
a2,100,L2,syn_current,1.0,no_bias,0.5105091667591668,0.05289869709636702,3,0.1114892052392052,0.0078114934133246584,3,0.10635545010545004,0.005466846806899107,3,39.90199615199615,4.533406087905435,3,40.41537166537166,5.8150531768104,3,-0.5133755133755136,1.3272067716529494,3
a2,100,L2,syn_current,1.0,affine,0.499898481148481,0.07667276669399248,3,0.09196359196359194,0.0061989586929289756,3,0.09700068450068448,0.01912111681808578,3,40.79348891848891,7.292387206830459,3,40.289779664779665,8.002875862375875,3,0.5037092537092521,1.5115029892256584,3
a2,100,L2,pre_reset,0.25,no_bias,0.2126207126207126,0.018088852502444297,3,0.1019024956524956,0.011152671643861967,3,0.09983650608650603,0.021229448626218526,3,11.071821696821699,0.9619080913720919,3,11.278420653420655,3.796311053676272,3,-0.206598956598957,2.881194233610704,3
a2,100,L2,pre_reset,0.25,affine,0.27549765049765046,0.031161690201388405,3,0.11509555259555254,0.010939927858423805,3,0.13492549117549113,0.028914417503227843,3,16.04020979020979,3.7917071600818213,3,14.057215932215934,4.641760745668033,3,1.982993857993856,3.7789124134458256,3
a2,100,L2,pre_reset,0.5,no_bias,0.4134192196692197,0.019405412311304007,3,0.18718272468272468,0.016406598871130246,3,0.1972467347467347,0.012115711082773095,3,22.6236494986495,3.5446461648149663,3,21.617248492248493,2.6622608899623392,3,1.006401006401007,1.9210833653619663,3
a2,100,L2,pre_reset,0.5,affine,0.4404426591926591,0.007855604161463121,3,0.14195110445110445,0.028973082473401447,3,0.1965349465349465,0.03580854947499258,3,29.84915547415547,2.308672686907547,3,24.390771265771264,2.796013313597646,3,5.458384208384207,2.2154927018223534,3
a2,100,L2,pre_reset,0.75,no_bias,0.5283656158656158,0.045173649044578566,3,0.11111573611573607,0.0271793549597965,3,0.1828659766159766,0.02113326875738338,3,41.72498797498797,2.312380942374061,3,34.549963924963926,2.958062081761472,3,7.175024050024049,2.341236064500112,3
a2,100,L2,pre_reset,0.75,affine,0.5169117919117919,0.054560999718595744,3,0.1063762626262626,0.022339049460292474,3,0.1920103045103045,0.025961527452710124,3,41.053552928552925,7.136432417806036,3,32.49014874014873,3.44368989019942,3,8.563404188404188,3.761212638223468,3
a2,100,L2,pre_reset,1.0,no_bias,0.49238215488215475,0.024811406008751785,3,0.1031896344396344,0.017866269361401302,3,0.10921139046139039,0.0045571240732416255,3,38.91925204425204,2.013718866707521,3,38.317076442076434,2.4100500503814284,3,0.6021756021756022,2.104105396403139,3
a2,100,L2,pre_reset,1.0,affine,0.4988756613756613,0.03224274808748384,3,0.08748196248196244,0.015717748734929548,3,0.0938013375513375,0.012856852876953461,3,41.13936988936988,3.342154638239055,3,40.50743238243238,3.5193852216179495,3,0.6319375069375054,0.41190057433709876,3
a2,250,L1,spike50,0.25,no_bias,0.22536306286306282,0.019500890157015116,3,0.2304519554519554,0.021872281483931454,3,0.20781093906093903,0.028469705652537362,3,-0.5088892588892567,0.706806898272246,3,1.7552123802123807,1.5475425060254862,3,-2.264101639101637,0.85445892089247,3
a2,250,L1,spike50,0.25,affine,0.2403598716098716,0.043181849502979555,3,0.23204318829318826,0.028975688175014565,3,0.22455137455137453,0.03979935822226943,3,0.8316683316683339,2.1965942710206594,3,1.5808497058497053,2.3244918049612022,3,-0.7491813741813714,1.119248983290076,3
