contrast,layer,aggregation,count,mean,std
membrane_integration_pre_minus_current,l1,whole_mean,3,4.115421615421613,1.9769123291108508
membrane_integration_pre_minus_current,l1,fixed250_ordered_mean,3,0.999000999000991,1.1798111216688099
membrane_integration_pre_minus_current,l2,whole_mean,3,0.10237447737448206,0.4472462077212462
membrane_integration_pre_minus_current,l2,fixed250_ordered_mean,3,-0.8543077293077239,0.7413834695827917
spike_quantization_pre_minus_spike,l1,whole_mean,3,-2.949249824249826,5.152679238747733
spike_quantization_pre_minus_spike,l1,fixed250_ordered_mean,3,7.17002904502904,2.7233819995614827
spike_quantization_pre_minus_spike,l2,whole_mean,3,-1.7377529877529792,2.3047538888601307
spike_quantization_pre_minus_spike,l2,fixed250_ordered_mean,3,-3.138828763828764,2.977852680428889
reset_pre_minus_post,l1,whole_mean,3,-0.977934102934101,3.3847824735813195
reset_pre_minus_post,l1,fixed250_ordered_mean,3,2.7234339734339676,0.7304639168598406
reset_pre_minus_post,l2,whole_mean,3,2.4785168535168545,4.2856635648520225
reset_pre_minus_post,l2,fixed250_ordered_mean,3,1.1773874273874256,2.207384443730015
postreset_minus_spike,l1,whole_mean,3,-1.9713157213157253,3.4155670415993495
postreset_minus_spike,l1,fixed250_ordered_mean,3,4.446595071595072,2.845974566823038
postreset_minus_spike,l2,whole_mean,3,-4.216269841269834,3.9632229233488943
postreset_minus_spike,l2,fixed250_ordered_mean,3,-4.316216191216189,2.211670252760703
