architecture,training_family,regularization,source,split,n,accuracy_mean,balanced_accuracy_mean,macro_f1_mean,accuracy_std,balanced_accuracy_std,macro_f1_std
234x234,e2e_wc,task_only,native_e2e_lif,test,3,0.5228310502283106,0.5028182465682465,0.48651566792191586,0.03378686891997431,0.036685185671545356,0.037664830344106774
234x234,e2e_wc,task_only,native_e2e_lif,train,3,0.8909925415949512,0.8878708125821274,0.8901329737011038,0.025779279332944324,0.030781307776787982,0.030224573155806456
234x234,e2e_wc,task_only,native_e2e_lif,val,3,0.4708994708994709,0.4554593554593554,0.43745153502678447,0.016521158725921685,0.012332582013341241,0.00813995930065201
234x234,e2e_wc,task_only,native_w_analog_sum,test,3,0.5388127853881279,0.5204372016872015,0.5093928376526363,0.027681177289913567,0.028324554970608047,0.03299853855781903
234x234,e2e_wc,task_only,native_w_analog_sum,train,3,0.882960413080895,0.8790016389892498,0.8810732370078269,0.03297288134366266,0.038621639769774396,0.0370182017891552
234x234,e2e_wc,task_only,native_w_analog_sum,val,3,0.44973544973544977,0.4384820426487093,0.423186473711547,0.012123216124221807,0.01643221779819217,0.02058316202606608
234x234,e2e_wc,task_only,probe_analog_sum,test,3,0.5867579908675798,0.5737429237429237,0.5694933261092704,0.014257986297713287,0.01858495533988893,0.01939203034812184
234x234,e2e_wc,task_only,probe_analog_sum,train,3,0.8967297762478484,0.8932942332898003,0.9007247274837984,0.04069394291751078,0.043694336971531765,0.040398004977524375
234x234,e2e_wc,task_only,probe_analog_sum,val,3,0.4894179894179895,0.47607824274490945,0.4765774019148435,0.030047134104763375,0.027448391418539272,0.03815771512418528
234x234,e2e_wc,task_only,probe_bipolar_lif_beta05_cap1,test,3,0.07534246575342465,0.08333333333333333,0.01167728237791932,0.0,0.0,0.0
234x234,e2e_wc,task_only,probe_bipolar_lif_beta05_cap1,train,3,0.08950086058519795,0.08333333333333333,0.01369141653501843,0.0,0.0,0.0
234x234,e2e_wc,task_only,probe_bipolar_lif_beta05_cap1,val,3,0.09523809523809523,0.08333333333333333,0.014492753623188406,0.0,0.0,0.0
234x234,e2e_wc,task_only,probe_if_beta1_cap1,test,3,0.5182648401826484,0.5028240278240278,0.48580343948750976,0.05536235457982714,0.058034741489621226,0.07538169997432918
234x234,e2e_wc,task_only,probe_if_beta1_cap1,train,3,0.8158347676419965,0.8076423584190516,0.809957263804205,0.12320502697537541,0.13362868691733765,0.1394819478386769
234x234,e2e_wc,task_only,probe_if_beta1_cap1,val,3,0.4338624338624339,0.4184463684463684,0.4020524829933836,0.060616080621109014,0.06112940498951952,0.07822988372292272
234x234,e2e_wc,task_only,probe_lif_beta05_cap1,test,3,0.07534246575342465,0.08333333333333333,0.01167728237791932,0.0,0.0,0.0
234x234,e2e_wc,task_only,probe_lif_beta05_cap1,train,3,0.08950086058519795,0.08333333333333333,0.01369141653501843,0.0,0.0,0.0
234x234,e2e_wc,task_only,probe_lif_beta05_cap1,val,3,0.09523809523809523,0.08333333333333333,0.014492753623188406,0.0,0.0,0.0
234x234,e2e_wc,task_only,probe_lif_beta05_cap31,test,3,0.07534246575342465,0.08333333333333333,0.01167728237791932,0.0,0.0,0.0
234x234,e2e_wc,task_only,probe_lif_beta05_cap31,train,3,0.08950086058519795,0.08333333333333333,0.01369141653501843,0.0,0.0,0.0
234x234,e2e_wc,task_only,probe_lif_beta05_cap31,val,3,0.09523809523809523,0.08333333333333333,0.014492753623188406,0.0,0.0,0.0
234x234,e2e_wc,task_plus_reg,native_e2e_lif,test,3,0.5296803652968037,0.5166888666888666,0.5008234716164606,0.02092500317331426,0.01741805782750446,0.00364420061679912
234x234,e2e_wc,task_plus_reg,native_e2e_lif,train,3,0.8732071141709695,0.8709160383362411,0.8720551170653469,0.01463838304322787,0.011851814917210875,0.013670775113082229
234x234,e2e_wc,task_plus_reg,native_e2e_lif,val,3,0.4682539682539682,0.4575316658649992,0.43362350585053955,0.02861548631320622,0.030680727318121923,0.037134217777056944
234x234,e2e_wc,task_plus_reg,native_w_analog_sum,test,3,0.5319634703196346,0.5174126799126798,0.5033943063346659,0.010462501586657225,0.010517162273588274,0.019780146650125403
234x234,e2e_wc,task_plus_reg,native_w_analog_sum,train,3,0.8611589213998853,0.8591984405472406,0.8603210442130133,0.01979969469505155,0.01664875994671206,0.020036777881287125
234x234,e2e_wc,task_plus_reg,native_w_analog_sum,val,3,0.44708994708994704,0.43822751322751324,0.42029334880497093,0.012123216124221778,0.009846405212151731,0.01916031564282793
234x234,e2e_wc,task_plus_reg,probe_analog_sum,test,3,0.5251141552511416,0.514195757945758,0.4988006208238156,0.06652421134398846,0.06246994421723222,0.06529828211562134
234x234,e2e_wc,task_plus_reg,probe_analog_sum,train,3,0.9064830751577739,0.9013811123611389,0.9066727945299714,0.07869219158799923,0.08729793925709843,0.08301438005106516
234x234,e2e_wc,task_plus_reg,probe_analog_sum,val,3,0.4841269841269842,0.47243265993265987,0.4727633089086655,0.03174603174603175,0.04043342702443188,0.04479596538634161
234x234,e2e_wc,task_plus_reg,probe_bipolar_lif_beta05_cap1,test,3,0.1894977168949772,0.19105685980685982,0.1350850536147657,0.19772269492795402,0.1865826210226389,0.21374852983105505
234x234,e2e_wc,task_plus_reg,probe_bipolar_lif_beta05_cap1,train,3,0.32185886402753877,0.3177602924462397,0.272587881429236,0.4024558675073983,0.4060394038474257,0.4484218310967571
