contrast,architecture,training_family,regularization,metric,n,delta_mean,delta_std
analog_minus_lif,34x345,e2e_wc,task_only,balanced_accuracy,3,0.4110331797831797,0.014367879293022075
analog_minus_lif,34x345,e2e_wc,task_only,macro_f1,3,0.4735483843400246,0.021207346494240942
analog_minus_lif,34x345,e2e_wc,task_plus_reg,accuracy,3,0.3493150684931507,0.11440611704445253
analog_minus_lif,34x345,e2e_wc,task_plus_reg,balanced_accuracy,3,0.3341110278610278,0.11324043546047326
analog_minus_lif,34x345,e2e_wc,task_plus_reg,macro_f1,3,0.3770409821085268,0.13630319342531227
analog_minus_lif,34x345,local_tsce,task_only,accuracy,3,0.5045662100456622,0.010462501586657144
analog_minus_lif,34x345,local_tsce,task_only,balanced_accuracy,3,0.4827707015207015,0.013684453447877921
analog_minus_lif,34x345,local_tsce,task_only,macro_f1,3,0.5533431469541029,0.013125520864654234
analog_minus_lif,34x345,local_tsce,task_plus_reg,accuracy,3,0.5273972602739726,0.029855472216031995
analog_minus_lif,34x345,local_tsce,task_plus_reg,balanced_accuracy,3,0.5040589040589041,0.03106436689800658
analog_minus_lif,34x345,local_tsce,task_plus_reg,macro_f1,3,0.565424690657963,0.03204853344975809
analog_minus_lif,34x45,e2e_wc,task_only,accuracy,3,0.31963470319634707,0.1407585629387978
analog_minus_lif,34x45,e2e_wc,task_only,balanced_accuracy,3,0.31081002331002333,0.13267882721119004
analog_minus_lif,34x45,e2e_wc,task_only,macro_f1,3,0.3334560174725836,0.16253929847501405
analog_minus_lif,34x45,e2e_wc,task_plus_reg,accuracy,3,0.2808219178082192,0.22013915999983832
analog_minus_lif,34x45,e2e_wc,task_plus_reg,balanced_accuracy,3,0.2698273948273948,0.21774576007533042
analog_minus_lif,34x45,e2e_wc,task_plus_reg,macro_f1,3,0.29880562647844316,0.2623552523589345
analog_minus_lif,34x45,local_tsce,task_only,accuracy,3,0.4863013698630138,0.020547945205479423
analog_minus_lif,34x45,local_tsce,task_only,balanced_accuracy,3,0.4713605838605838,0.01725290081576391
analog_minus_lif,34x45,local_tsce,task_only,macro_f1,3,0.5349536400027911,0.020753675478006765
analog_minus_lif,34x45,local_tsce,task_plus_reg,accuracy,3,0.3333333333333333,0.21792593240826805
analog_minus_lif,34x45,local_tsce,task_plus_reg,balanced_accuracy,3,0.32223794723794724,0.20538646722816808
analog_minus_lif,34x45,local_tsce,task_plus_reg,macro_f1,3,0.3565115651280372,0.23436532672783011
analog_minus_lif,4x4,e2e_wc,task_only,accuracy,3,0.3949771689497717,0.01977226949279542
analog_minus_lif,4x4,e2e_wc,task_only,balanced_accuracy,3,0.3824060199060199,0.016453410654513174
analog_minus_lif,4x4,e2e_wc,task_only,macro_f1,3,0.4464045392293581,0.01915554187372064
analog_minus_lif,4x4,e2e_wc,task_plus_reg,accuracy,3,0.3242009132420091,0.061770544559217704
analog_minus_lif,4x4,e2e_wc,task_plus_reg,balanced_accuracy,3,0.3083985458985459,0.053966589104109064
analog_minus_lif,4x4,e2e_wc,task_plus_reg,macro_f1,3,0.34304598690866966,0.08029995562002458
analog_minus_lif,4x4,local_tsce,task_only,accuracy,3,0.44520547945205485,0.07118017017406349
analog_minus_lif,4x4,local_tsce,task_only,balanced_accuracy,3,0.43126618751618745,0.06288840957074196
analog_minus_lif,4x4,local_tsce,task_only,macro_f1,3,0.49372623863899895,0.06853683425234351
analog_minus_lif,4x4,local_tsce,task_plus_reg,accuracy,3,0.4497716894977169,0.02405400400194687
analog_minus_lif,4x4,local_tsce,task_plus_reg,balanced_accuracy,3,0.42900617900617893,0.019116736820427922
analog_minus_lif,4x4,local_tsce,task_plus_reg,macro_f1,3,0.49420388107180635,0.0152698734149118
analog_minus_lif,5x5,e2e_wc,task_only,accuracy,3,0.2876712328767123,0.03138750475997146
analog_minus_lif,5x5,e2e_wc,task_only,balanced_accuracy,3,0.2776755651755652,0.028905013296007025
analog_minus_lif,5x5,e2e_wc,task_only,macro_f1,3,0.33120109203177917,0.03481254730749919
analog_minus_lif,5x5,e2e_wc,task_plus_reg,accuracy,3,0.2694063926940639,0.020925003173314357
analog_minus_lif,5x5,e2e_wc,task_plus_reg,balanced_accuracy,3,0.2524417711917712,0.02240211758473856
analog_minus_lif,5x5,e2e_wc,task_plus_reg,macro_f1,3,0.27252025471328895,0.04603825491827387
analog_minus_lif,5x5,local_tsce,task_only,accuracy,3,0.3607305936073059,0.014257986297713235
analog_minus_lif,5x5,local_tsce,task_only,balanced_accuracy,3,0.34644337144337145,0.016800851895442427
analog_minus_lif,5x5,local_tsce,task_only,macro_f1,3,0.4075131566116905,0.01474198220955888
analog_minus_lif,5x5,local_tsce,task_plus_reg,accuracy,3,0.3721461187214612,0.055362354579827175
analog_minus_lif,5x5,local_tsce,task_plus_reg,balanced_accuracy,3,0.3592620342620343,0.055028929174445504
analog_minus_lif,5x5,local_tsce,task_plus_reg,macro_f1,3,0.4050198216165077,0.056609445790570756
bipolar_minus_lif,234x234,e2e_wc,task_only,accuracy,3,0.0,0.0
bipolar_minus_lif,234x234,e2e_wc,task_only,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,234x234,e2e_wc,task_only,macro_f1,3,0.0,0.0
bipolar_minus_lif,234x234,e2e_wc,task_plus_reg,accuracy,3,0.0091324200913242,0.015817815594236322
bipolar_minus_lif,234x234,e2e_wc,task_plus_reg,balanced_accuracy,3,0.008477633477633473,0.014683691911208005
bipolar_minus_lif,234x234,e2e_wc,task_plus_reg,macro_f1,3,0.009967626584168906,0.01726443567465476
bipolar_minus_lif,234x234,local_tsce,task_only,accuracy,3,0.0,0.0
bipolar_minus_lif,234x234,local_tsce,task_only,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,234x234,local_tsce,task_only,macro_f1,3,0.0,0.0
bipolar_minus_lif,234x234,local_tsce,task_plus_reg,accuracy,3,0.00228310502283105,0.003954453898559081
bipolar_minus_lif,234x234,local_tsce,task_plus_reg,balanced_accuracy,3,0.001984126984126986,0.0034366087451763476
bipolar_minus_lif,234x234,local_tsce,task_plus_reg,macro_f1,3,0.002676175446012341,0.009583825366833932
bipolar_minus_lif,34x234,e2e_wc,task_only,accuracy,3,0.00228310502283105,0.003954453898559081
bipolar_minus_lif,34x234,e2e_wc,task_only,balanced_accuracy,3,0.0019841269841269957,0.0034366087451763636
bipolar_minus_lif,34x234,e2e_wc,task_only,macro_f1,3,0.0030011887571633387,0.005198211410511395
bipolar_minus_lif,34x234,e2e_wc,task_plus_reg,accuracy,3,0.0,0.0
bipolar_minus_lif,34x234,e2e_wc,task_plus_reg,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,34x234,e2e_wc,task_plus_reg,macro_f1,3,0.0,0.0
bipolar_minus_lif,34x234,local_tsce,task_only,accuracy,3,0.0,0.0
bipolar_minus_lif,34x234,local_tsce,task_only,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,34x234,local_tsce,task_only,macro_f1,3,0.0,0.0
bipolar_minus_lif,34x234,local_tsce,task_plus_reg,accuracy,3,0.0,0.0
bipolar_minus_lif,34x234,local_tsce,task_plus_reg,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,34x234,local_tsce,task_plus_reg,macro_f1,3,0.0,0.0
bipolar_minus_lif,34x34,e2e_wc,task_only,accuracy,3,0.0,0.0
bipolar_minus_lif,34x34,e2e_wc,task_only,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,34x34,e2e_wc,task_only,macro_f1,3,-0.00033515658515658603,0.000580508233982492
bipolar_minus_lif,34x34,e2e_wc,task_plus_reg,accuracy,3,-0.00228310502283105,0.003954453898559081
bipolar_minus_lif,34x34,e2e_wc,task_plus_reg,balanced_accuracy,3,-0.0025252525252525276,0.004373865675678987
bipolar_minus_lif,34x34,e2e_wc,task_plus_reg,macro_f1,3,-0.0005864178869781356,0.0010157055747133143
bipolar_minus_lif,34x34,local_tsce,task_only,accuracy,3,0.0,0.0
bipolar_minus_lif,34x34,local_tsce,task_only,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,34x34,local_tsce,task_only,macro_f1,3,0.0,0.0
bipolar_minus_lif,34x34,local_tsce,task_plus_reg,accuracy,3,0.0,0.0
bipolar_minus_lif,34x34,local_tsce,task_plus_reg,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,34x34,local_tsce,task_plus_reg,macro_f1,3,0.0,0.0
bipolar_minus_lif,34x345,e2e_wc,task_only,accuracy,3,0.0,0.0
bipolar_minus_lif,34x345,e2e_wc,task_only,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,34x345,e2e_wc,task_only,macro_f1,3,0.0,0.0
bipolar_minus_lif,34x345,e2e_wc,task_plus_reg,accuracy,3,0.00228310502283105,0.003954453898559081
bipolar_minus_lif,34x345,e2e_wc,task_plus_reg,balanced_accuracy,3,0.001984126984126977,0.0034366087451763315
bipolar_minus_lif,34x345,e2e_wc,task_plus_reg,macro_f1,3,0.0021652382152205865,0.003750302599251812
bipolar_minus_lif,34x345,local_tsce,task_only,accuracy,3,0.0,0.0
bipolar_minus_lif,34x345,local_tsce,task_only,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,34x345,local_tsce,task_only,macro_f1,3,0.0,0.0
bipolar_minus_lif,34x345,local_tsce,task_plus_reg,accuracy,3,0.0,0.0
bipolar_minus_lif,34x345,local_tsce,task_plus_reg,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,34x345,local_tsce,task_plus_reg,macro_f1,3,0.0,0.0
bipolar_minus_lif,34x45,e2e_wc,task_only,accuracy,3,0.00684931506849315,0.01186336169567724
bipolar_minus_lif,34x45,e2e_wc,task_only,balanced_accuracy,3,0.0059523809523809494,0.010309826235529026
bipolar_minus_lif,34x45,e2e_wc,task_only,macro_f1,3,0.004699233362025291,0.011944165875026573
bipolar_minus_lif,34x45,e2e_wc,task_plus_reg,accuracy,3,-0.002283105022831041,0.003954453898559064
bipolar_minus_lif,34x45,e2e_wc,task_plus_reg,balanced_accuracy,3,-0.002525252525252523,0.004373865675678979
bipolar_minus_lif,34x45,e2e_wc,task_plus_reg,macro_f1,3,-0.0015926900662164474,0.0027586201153971266
bipolar_minus_lif,34x45,local_tsce,task_only,accuracy,3,0.0,0.0
bipolar_minus_lif,34x45,local_tsce,task_only,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,34x45,local_tsce,task_only,macro_f1,3,0.0,0.0
bipolar_minus_lif,34x45,local_tsce,task_plus_reg,accuracy,3,0.0,0.0
bipolar_minus_lif,34x45,local_tsce,task_plus_reg,balanced_accuracy,3,-0.0005411255411255275,0.0009372569305026155
bipolar_minus_lif,34x45,local_tsce,task_plus_reg,macro_f1,3,0.00018716133902061763,0.0003241729483963332
bipolar_minus_lif,4x4,e2e_wc,task_only,accuracy,3,0.0,0.0
bipolar_minus_lif,4x4,e2e_wc,task_only,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,4x4,e2e_wc,task_only,macro_f1,3,-0.0004103122730573702,0.0007106817039044396
bipolar_minus_lif,4x4,e2e_wc,task_plus_reg,accuracy,3,0.00228310502283105,0.003954453898559081
bipolar_minus_lif,4x4,e2e_wc,task_plus_reg,balanced_accuracy,3,0.002136752136752148,0.0037009632640360814
bipolar_minus_lif,4x4,e2e_wc,task_plus_reg,macro_f1,3,-0.00025457738951030945,0.00784980543628115
bipolar_minus_lif,4x4,local_tsce,task_only,accuracy,3,0.0,0.0
bipolar_minus_lif,4x4,local_tsce,task_only,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,4x4,local_tsce,task_only,macro_f1,3,-0.0011425834701696766,0.0019790126222222386
bipolar_minus_lif,4x4,local_tsce,task_plus_reg,accuracy,3,0.0,0.0
bipolar_minus_lif,4x4,local_tsce,task_plus_reg,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,4x4,local_tsce,task_plus_reg,macro_f1,3,0.0,0.0
bipolar_minus_lif,5x5,e2e_wc,task_only,accuracy,3,0.0,0.0
bipolar_minus_lif,5x5,e2e_wc,task_only,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,5x5,e2e_wc,task_only,macro_f1,3,0.0,0.0
bipolar_minus_lif,5x5,e2e_wc,task_plus_reg,accuracy,3,0.0,0.0
bipolar_minus_lif,5x5,e2e_wc,task_plus_reg,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,5x5,e2e_wc,task_plus_reg,macro_f1,3,0.0,0.0
bipolar_minus_lif,5x5,local_tsce,task_only,accuracy,3,0.0,0.0
bipolar_minus_lif,5x5,local_tsce,task_only,balanced_accuracy,3,0.0,0.0
bipolar_minus_lif,5x5,local_tsce,task_only,macro_f1,3,0.0,0.0
bipolar_minus_lif,5x5,local_tsce,task_plus_reg,accuracy,3,-0.00228310502283105,0.003954453898559081
bipolar_minus_lif,5x5,local_tsce,task_plus_reg,balanced_accuracy,3,-0.002525252525252523,0.004373865675678979
bipolar_minus_lif,5x5,local_tsce,task_plus_reg,macro_f1,3,-0.00030819806862543664,0.0005338147136538557
if_minus_lif,234x234,e2e_wc,task_only,accuracy,3,0.4429223744292237,0.055362354579827175
if_minus_lif,234x234,e2e_wc,task_only,balanced_accuracy,3,0.4194906944906945,0.05803474148962117
if_minus_lif,234x234,e2e_wc,task_only,macro_f1,3,0.47412615710959044,0.07538169997432918
if_minus_lif,234x234,e2e_wc,task_plus_reg,accuracy,3,0.2899543378995434,0.23581280974749513
if_minus_lif,234x234,e2e_wc,task_plus_reg,balanced_accuracy,3,0.2788473100973101,0.21982382672102813
if_minus_lif,234x234,e2e_wc,task_plus_reg,macro_f1,3,0.31281445861203666,0.2371709066211134
if_minus_lif,234x234,local_tsce,task_only,accuracy,3,0.4863013698630138,0.01186336169567729
if_minus_lif,234x234,local_tsce,task_only,balanced_accuracy,3,0.4645916583416583,0.017967375982256246
if_minus_lif,234x234,local_tsce,task_only,macro_f1,3,0.5206916009781074,0.03396915717905997
if_minus_lif,234x234,local_tsce,task_plus_reg,accuracy,3,0.4200913242009133,0.09980590408399267
if_minus_lif,234x234,local_tsce,task_plus_reg,balanced_accuracy,3,0.40425269175269163,0.10284752330967431
if_minus_lif,234x234,local_tsce,task_plus_reg,macro_f1,3,0.42834646995764364,0.11935338178436253
if_minus_lif,34x234,e2e_wc,task_only,accuracy,3,0.4109589041095891,0.04745344678270899
if_minus_lif,34x234,e2e_wc,task_only,balanced_accuracy,3,0.3914257039257039,0.04927255595160647
if_minus_lif,34x234,e2e_wc,task_only,macro_f1,3,0.4310071545833573,0.0729872155154212
if_minus_lif,34x234,e2e_wc,task_plus_reg,accuracy,3,0.4429223744292237,0.0689482596828379
if_minus_lif,34x234,e2e_wc,task_plus_reg,balanced_accuracy,3,0.4202769452769453,0.07143469171043856
if_minus_lif,34x234,e2e_wc,task_plus_reg,macro_f1,3,0.46821828200562227,0.0910045779824702
if_minus_lif,34x234,local_tsce,task_only,accuracy,3,0.502283105022831,0.027681177289913577
if_minus_lif,34x234,local_tsce,task_only,balanced_accuracy,3,0.47911625411625414,0.035748980023127874
if_minus_lif,34x234,local_tsce,task_only,macro_f1,3,0.5370384453906284,0.0430324539687222
if_minus_lif,34x234,local_tsce,task_plus_reg,accuracy,3,0.5091324200913242,0.02851597259542648
if_minus_lif,34x234,local_tsce,task_plus_reg,balanced_accuracy,3,0.4884687072187071,0.03131825399408614
