contrast,architecture,training_family,regularization,seed,metric,delta
native_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,11,macro_f1,0.006871224430125555
probe_analog_minus_native_analog,34x234,e2e_wc,task_plus_reg,11,accuracy,0.06849315068493156
probe_analog_minus_native_analog,34x234,e2e_wc,task_plus_reg,11,balanced_accuracy,0.06663128538128543
probe_analog_minus_native_analog,34x234,e2e_wc,task_plus_reg,11,macro_f1,0.055334611478530304
probe_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,11,accuracy,0.07534246575342468
probe_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,11,balanced_accuracy,0.07250735375735379
probe_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,11,macro_f1,0.06220583590865586
analog_minus_if,34x234,e2e_wc,task_plus_reg,23,accuracy,0.0273972602739726
analog_minus_if,34x234,e2e_wc,task_plus_reg,23,balanced_accuracy,0.02763833388833381
analog_minus_if,34x234,e2e_wc,task_plus_reg,23,macro_f1,0.025660066665824433
if_minus_lif,34x234,e2e_wc,task_plus_reg,23,accuracy,0.5068493150684932
if_minus_lif,34x234,e2e_wc,task_plus_reg,23,balanced_accuracy,0.4871656121656121
if_minus_lif,34x234,e2e_wc,task_plus_reg,23,macro_f1,0.5574552315497956
analog_minus_lif,34x234,e2e_wc,task_plus_reg,23,accuracy,0.5342465753424658
analog_minus_lif,34x234,e2e_wc,task_plus_reg,23,balanced_accuracy,0.5148039460539459
analog_minus_lif,34x234,e2e_wc,task_plus_reg,23,macro_f1,0.58311529821562
multispike_minus_lif,34x234,e2e_wc,task_plus_reg,23,accuracy,0.0
multispike_minus_lif,34x234,e2e_wc,task_plus_reg,23,balanced_accuracy,0.0
multispike_minus_lif,34x234,e2e_wc,task_plus_reg,23,macro_f1,0.0
bipolar_minus_lif,34x234,e2e_wc,task_plus_reg,23,accuracy,0.0
bipolar_minus_lif,34x234,e2e_wc,task_plus_reg,23,balanced_accuracy,0.0
bipolar_minus_lif,34x234,e2e_wc,task_plus_reg,23,macro_f1,0.0
native_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,23,accuracy,0.0273972602739726
native_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,23,balanced_accuracy,0.027813852813852735
native_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,23,macro_f1,0.02788559073218888
probe_analog_minus_native_analog,34x234,e2e_wc,task_plus_reg,23,accuracy,0.047945205479452024
probe_analog_minus_native_analog,34x234,e2e_wc,task_plus_reg,23,balanced_accuracy,0.04533313908313896
probe_analog_minus_native_analog,34x234,e2e_wc,task_plus_reg,23,macro_f1,0.0564859582804218
probe_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,23,accuracy,0.07534246575342463
probe_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,23,balanced_accuracy,0.0731469918969917
probe_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,23,macro_f1,0.08437154901261068
analog_minus_if,34x234,e2e_wc,task_plus_reg,37,accuracy,0.04109589041095896
analog_minus_if,34x234,e2e_wc,task_plus_reg,37,balanced_accuracy,0.03946886446886433
analog_minus_if,34x234,e2e_wc,task_plus_reg,37,macro_f1,0.05826179526513492
if_minus_lif,34x234,e2e_wc,task_plus_reg,37,accuracy,0.452054794520548
if_minus_lif,34x234,e2e_wc,task_plus_reg,37,balanced_accuracy,0.42863386613386617
if_minus_lif,34x234,e2e_wc,task_plus_reg,37,macro_f1,0.47165611109479305
analog_minus_lif,34x234,e2e_wc,task_plus_reg,37,accuracy,0.49315068493150693
analog_minus_lif,34x234,e2e_wc,task_plus_reg,37,balanced_accuracy,0.4681027306027305
analog_minus_lif,34x234,e2e_wc,task_plus_reg,37,macro_f1,0.529917906359928
multispike_minus_lif,34x234,e2e_wc,task_plus_reg,37,accuracy,0.0
multispike_minus_lif,34x234,e2e_wc,task_plus_reg,37,balanced_accuracy,0.0
multispike_minus_lif,34x234,e2e_wc,task_plus_reg,37,macro_f1,0.0
bipolar_minus_lif,34x234,e2e_wc,task_plus_reg,37,accuracy,0.0
bipolar_minus_lif,34x234,e2e_wc,task_plus_reg,37,balanced_accuracy,0.0
bipolar_minus_lif,34x234,e2e_wc,task_plus_reg,37,macro_f1,0.0
native_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,37,accuracy,0.0
native_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,37,balanced_accuracy,-0.0015782828282827621
native_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,37,macro_f1,-0.00566451808306484
probe_analog_minus_native_analog,34x234,e2e_wc,task_plus_reg,37,accuracy,0.0273972602739726
probe_analog_minus_native_analog,34x234,e2e_wc,task_plus_reg,37,balanced_accuracy,0.025092962592962453
probe_analog_minus_native_analog,34x234,e2e_wc,task_plus_reg,37,macro_f1,0.044409547382398495
probe_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,37,accuracy,0.0273972602739726
probe_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,37,balanced_accuracy,0.02351467976467969
probe_analog_minus_native_lif,34x234,e2e_wc,task_plus_reg,37,macro_f1,0.038745029299333655
analog_minus_if,34x234,local_tsce,task_only,11,accuracy,0.08904109589041098
analog_minus_if,34x234,local_tsce,task_only,11,balanced_accuracy,0.08769286269286258
analog_minus_if,34x234,local_tsce,task_only,11,macro_f1,0.1028801808264237
if_minus_lif,34x234,local_tsce,task_only,11,accuracy,0.4726027397260274
if_minus_lif,34x234,local_tsce,task_only,11,balanced_accuracy,0.44480172605172613
if_minus_lif,34x234,local_tsce,task_only,11,macro_f1,0.49191613580404703
analog_minus_lif,34x234,local_tsce,task_only,11,accuracy,0.5616438356164384
analog_minus_lif,34x234,local_tsce,task_only,11,balanced_accuracy,0.5324945887445887
analog_minus_lif,34x234,local_tsce,task_only,11,macro_f1,0.5947963166304707
multispike_minus_lif,34x234,local_tsce,task_only,11,accuracy,0.0
multispike_minus_lif,34x234,local_tsce,task_only,11,balanced_accuracy,0.0
multispike_minus_lif,34x234,local_tsce,task_only,11,macro_f1,0.0
bipolar_minus_lif,34x234,local_tsce,task_only,11,accuracy,0.0
bipolar_minus_lif,34x234,local_tsce,task_only,11,balanced_accuracy,0.0
bipolar_minus_lif,34x234,local_tsce,task_only,11,macro_f1,0.0
analog_minus_if,34x234,local_tsce,task_only,23,accuracy,0.020547945205479423
analog_minus_if,34x234,local_tsce,task_only,23,balanced_accuracy,0.02884199134199139
analog_minus_if,34x234,local_tsce,task_only,23,macro_f1,0.03376534933398245
if_minus_lif,34x234,local_tsce,task_only,23,accuracy,0.5068493150684932
if_minus_lif,34x234,local_tsce,task_only,23,balanced_accuracy,0.4764020701520701
if_minus_lif,34x234,local_tsce,task_only,23,macro_f1,0.5415780858815713
analog_minus_lif,34x234,local_tsce,task_only,23,accuracy,0.5273972602739726
analog_minus_lif,34x234,local_tsce,task_only,23,balanced_accuracy,0.5052440614940614
analog_minus_lif,34x234,local_tsce,task_only,23,macro_f1,0.5753434352155538
multispike_minus_lif,34x234,local_tsce,task_only,23,accuracy,0.0
multispike_minus_lif,34x234,local_tsce,task_only,23,balanced_accuracy,0.0
multispike_minus_lif,34x234,local_tsce,task_only,23,macro_f1,0.0
bipolar_minus_lif,34x234,local_tsce,task_only,23,accuracy,0.0
bipolar_minus_lif,34x234,local_tsce,task_only,23,balanced_accuracy,0.0
bipolar_minus_lif,34x234,local_tsce,task_only,23,macro_f1,0.0
analog_minus_if,34x234,local_tsce,task_only,37,accuracy,0.013698630136986356
analog_minus_if,34x234,local_tsce,task_only,37,balanced_accuracy,0.004079254079254135
analog_minus_if,34x234,local_tsce,task_only,37,macro_f1,0.004027313609449301
if_minus_lif,34x234,local_tsce,task_only,37,accuracy,0.5273972602739726
if_minus_lif,34x234,local_tsce,task_only,37,balanced_accuracy,0.5161449661449661
if_minus_lif,34x234,local_tsce,task_only,37,macro_f1,0.577621114486267
analog_minus_lif,34x234,local_tsce,task_only,37,accuracy,0.541095890410959
analog_minus_lif,34x234,local_tsce,task_only,37,balanced_accuracy,0.5202242202242202
analog_minus_lif,34x234,local_tsce,task_only,37,macro_f1,0.5816484280957163
multispike_minus_lif,34x234,local_tsce,task_only,37,accuracy,0.0
multispike_minus_lif,34x234,local_tsce,task_only,37,balanced_accuracy,0.0
multispike_minus_lif,34x234,local_tsce,task_only,37,macro_f1,0.0
bipolar_minus_lif,34x234,local_tsce,task_only,37,accuracy,0.0
bipolar_minus_lif,34x234,local_tsce,task_only,37,balanced_accuracy,0.0
bipolar_minus_lif,34x234,local_tsce,task_only,37,macro_f1,0.0
analog_minus_if,34x234,local_tsce,task_plus_reg,11,accuracy,0.13013698630136983
analog_minus_if,34x234,local_tsce,task_plus_reg,11,balanced_accuracy,0.1328178765678767
analog_minus_if,34x234,local_tsce,task_plus_reg,11,macro_f1,0.15374918400014315
if_minus_lif,34x234,local_tsce,task_plus_reg,11,accuracy,0.48630136986301375
if_minus_lif,34x234,local_tsce,task_plus_reg,11,balanced_accuracy,0.46162864912864904
if_minus_lif,34x234,local_tsce,task_plus_reg,11,macro_f1,0.5142000685793549
analog_minus_lif,34x234,local_tsce,task_plus_reg,11,accuracy,0.6164383561643836
analog_minus_lif,34x234,local_tsce,task_plus_reg,11,balanced_accuracy,0.5944465256965257
analog_minus_lif,34x234,local_tsce,task_plus_reg,11,macro_f1,0.667949252579498
multispike_minus_lif,34x234,local_tsce,task_plus_reg,11,accuracy,0.0
multispike_minus_lif,34x234,local_tsce,task_plus_reg,11,balanced_accuracy,0.0
multispike_minus_lif,34x234,local_tsce,task_plus_reg,11,macro_f1,0.0
bipolar_minus_lif,34x234,local_tsce,task_plus_reg,11,accuracy,0.0
bipolar_minus_lif,34x234,local_tsce,task_plus_reg,11,balanced_accuracy,0.0
bipolar_minus_lif,34x234,local_tsce,task_plus_reg,11,macro_f1,0.0
analog_minus_if,34x234,local_tsce,task_plus_reg,23,accuracy,-0.006849315068493178
analog_minus_if,34x234,local_tsce,task_plus_reg,23,balanced_accuracy,-0.0050616050616050234
analog_minus_if,34x234,local_tsce,task_plus_reg,23,macro_f1,-0.012805281055662365
if_minus_lif,34x234,local_tsce,task_plus_reg,23,accuracy,0.541095890410959
if_minus_lif,34x234,local_tsce,task_plus_reg,23,balanced_accuracy,0.5228778166278165
if_minus_lif,34x234,local_tsce,task_plus_reg,23,macro_f1,0.6006118594506962
analog_minus_lif,34x234,local_tsce,task_plus_reg,23,accuracy,0.5342465753424658
analog_minus_lif,34x234,local_tsce,task_plus_reg,23,balanced_accuracy,0.5178162115662115
analog_minus_lif,34x234,local_tsce,task_plus_reg,23,macro_f1,0.5878065783950338
multispike_minus_lif,34x234,local_tsce,task_plus_reg,23,accuracy,0.0
multispike_minus_lif,34x234,local_tsce,task_plus_reg,23,balanced_accuracy,0.0
multispike_minus_lif,34x234,local_tsce,task_plus_reg,23,macro_f1,0.0
bipolar_minus_lif,34x234,local_tsce,task_plus_reg,23,accuracy,0.0
bipolar_minus_lif,34x234,local_tsce,task_plus_reg,23,balanced_accuracy,0.0
bipolar_minus_lif,34x234,local_tsce,task_plus_reg,23,macro_f1,0.0
analog_minus_if,34x234,local_tsce,task_plus_reg,37,accuracy,0.0273972602739726
analog_minus_if,34x234,local_tsce,task_plus_reg,37,balanced_accuracy,0.03352064602064608
analog_minus_if,34x234,local_tsce,task_plus_reg,37,macro_f1,0.04043558208682496
if_minus_lif,34x234,local_tsce,task_plus_reg,37,accuracy,0.5
if_minus_lif,34x234,local_tsce,task_plus_reg,37,balanced_accuracy,0.48089965589965594
if_minus_lif,34x234,local_tsce,task_plus_reg,37,macro_f1,0.5408840183717872
analog_minus_lif,34x234,local_tsce,task_plus_reg,37,accuracy,0.5273972602739726
analog_minus_lif,34x234,local_tsce,task_plus_reg,37,balanced_accuracy,0.514420301920302
analog_minus_lif,34x234,local_tsce,task_plus_reg,37,macro_f1,0.5813196004586122
multispike_minus_lif,34x234,local_tsce,task_plus_reg,37,accuracy,0.0
multispike_minus_lif,34x234,local_tsce,task_plus_reg,37,balanced_accuracy,0.0
multispike_minus_lif,34x234,local_tsce,task_plus_reg,37,macro_f1,0.0
bipolar_minus_lif,34x234,local_tsce,task_plus_reg,37,accuracy,0.0
bipolar_minus_lif,34x234,local_tsce,task_plus_reg,37,balanced_accuracy,0.0
bipolar_minus_lif,34x234,local_tsce,task_plus_reg,37,macro_f1,0.0
analog_minus_if,34x34,e2e_wc,task_only,11,accuracy,-0.03424657534246578
analog_minus_if,34x34,e2e_wc,task_only,11,balanced_accuracy,-0.032318376068376065
analog_minus_if,34x34,e2e_wc,task_only,11,macro_f1,-0.03066691356641771
if_minus_lif,34x34,e2e_wc,task_only,11,accuracy,0.48630136986301375
if_minus_lif,34x34,e2e_wc,task_only,11,balanced_accuracy,0.4684267121767121
if_minus_lif,34x34,e2e_wc,task_only,11,macro_f1,0.5320629959864962
analog_minus_lif,34x34,e2e_wc,task_only,11,accuracy,0.452054794520548
analog_minus_lif,34x34,e2e_wc,task_only,11,balanced_accuracy,0.43610833610833605
analog_minus_lif,34x34,e2e_wc,task_only,11,macro_f1,0.5013960824200785
multispike_minus_lif,34x34,e2e_wc,task_only,11,accuracy,0.0
multispike_minus_lif,34x34,e2e_wc,task_only,11,balanced_accuracy,0.0
multispike_minus_lif,34x34,e2e_wc,task_only,11,macro_f1,0.0
bipolar_minus_lif,34x34,e2e_wc,task_only,11,accuracy,0.0
bipolar_minus_lif,34x34,e2e_wc,task_only,11,balanced_accuracy,0.0
bipolar_minus_lif,34x34,e2e_wc,task_only,11,macro_f1,0.0
native_analog_minus_native_lif,34x34,e2e_wc,task_only,11,accuracy,0.0273972602739726
native_analog_minus_native_lif,34x34,e2e_wc,task_only,11,balanced_accuracy,0.026298701298701266
native_analog_minus_native_lif,34x34,e2e_wc,task_only,11,macro_f1,0.02849932914572828
probe_analog_minus_native_analog,34x34,e2e_wc,task_only,11,accuracy,-0.013698630136986356
probe_analog_minus_native_analog,34x34,e2e_wc,task_only,11,balanced_accuracy,-0.012441031191031238
probe_analog_minus_native_analog,34x34,e2e_wc,task_only,11,macro_f1,-0.024845924523287932
probe_analog_minus_native_lif,34x34,e2e_wc,task_only,11,accuracy,0.013698630136986245
probe_analog_minus_native_lif,34x34,e2e_wc,task_only,11,balanced_accuracy,0.013857670107670028
probe_analog_minus_native_lif,34x34,e2e_wc,task_only,11,macro_f1,0.0036534046224403482
analog_minus_if,34x34,e2e_wc,task_only,23,accuracy,0.027397260273972657
analog_minus_if,34x34,e2e_wc,task_only,23,balanced_accuracy,0.031410256410256465
analog_minus_if,34x34,e2e_wc,task_only,23,macro_f1,0.027430251586258225
if_minus_lif,34x34,e2e_wc,task_only,23,accuracy,0.3972602739726028
if_minus_lif,34x34,e2e_wc,task_only,23,balanced_accuracy,0.3833388833388833
if_minus_lif,34x34,e2e_wc,task_only,23,macro_f1,0.44288405734874037
analog_minus_lif,34x34,e2e_wc,task_only,23,accuracy,0.4246575342465754
analog_minus_lif,34x34,e2e_wc,task_only,23,balanced_accuracy,0.41474913974913974
analog_minus_lif,34x34,e2e_wc,task_only,23,macro_f1,0.4703143089349986
multispike_minus_lif,34x34,e2e_wc,task_only,23,accuracy,0.0
multispike_minus_lif,34x34,e2e_wc,task_only,23,balanced_accuracy,0.0
multispike_minus_lif,34x34,e2e_wc,task_only,23,macro_f1,0.0
bipolar_minus_lif,34x34,e2e_wc,task_only,23,accuracy,0.0
bipolar_minus_lif,34x34,e2e_wc,task_only,23,balanced_accuracy,0.0
bipolar_minus_lif,34x34,e2e_wc,task_only,23,macro_f1,-0.001005469755469758
native_analog_minus_native_lif,34x34,e2e_wc,task_only,23,accuracy,0.034246575342465835
native_analog_minus_native_lif,34x34,e2e_wc,task_only,23,balanced_accuracy,0.03514194139194138
native_analog_minus_native_lif,34x34,e2e_wc,task_only,23,macro_f1,0.05028005580617151
probe_analog_minus_native_analog,34x34,e2e_wc,task_only,23,accuracy,0.0
probe_analog_minus_native_analog,34x34,e2e_wc,task_only,23,balanced_accuracy,0.0061979686979687365
probe_analog_minus_native_analog,34x34,e2e_wc,task_only,23,macro_f1,0.01994508780939863
probe_analog_minus_native_lif,34x34,e2e_wc,task_only,23,accuracy,0.034246575342465835
probe_analog_minus_native_lif,34x34,e2e_wc,task_only,23,balanced_accuracy,0.041339910089910115
probe_analog_minus_native_lif,34x34,e2e_wc,task_only,23,macro_f1,0.07022514361557014
analog_minus_if,34x34,e2e_wc,task_only,37,accuracy,0.0
analog_minus_if,34x34,e2e_wc,task_only,37,balanced_accuracy,0.004032079032079028
analog_minus_if,34x34,e2e_wc,task_only,37,macro_f1,0.014904579919838734
if_minus_lif,34x34,e2e_wc,task_only,37,accuracy,0.45890410958904115
if_minus_lif,34x34,e2e_wc,task_only,37,balanced_accuracy,0.4386377511377512
if_minus_lif,34x34,e2e_wc,task_only,37,macro_f1,0.4897927262236932
analog_minus_lif,34x34,e2e_wc,task_only,37,accuracy,0.45890410958904115
analog_minus_lif,34x34,e2e_wc,task_only,37,balanced_accuracy,0.44266983016983025
analog_minus_lif,34x34,e2e_wc,task_only,37,macro_f1,0.5046973061435319
multispike_minus_lif,34x34,e2e_wc,task_only,37,accuracy,0.0
multispike_minus_lif,34x34,e2e_wc,task_only,37,balanced_accuracy,0.0
multispike_minus_lif,34x34,e2e_wc,task_only,37,macro_f1,0.0
bipolar_minus_lif,34x34,e2e_wc,task_only,37,accuracy,0.0
bipolar_minus_lif,34x34,e2e_wc,task_only,37,balanced_accuracy,0.0
bipolar_minus_lif,34x34,e2e_wc,task_only,37,macro_f1,0.0
native_analog_minus_native_lif,34x34,e2e_wc,task_only,37,accuracy,0.020547945205479423
native_analog_minus_native_lif,34x34,e2e_wc,task_only,37,balanced_accuracy,0.023486929736929674
native_analog_minus_native_lif,34x34,e2e_wc,task_only,37,macro_f1,0.021304967466411973
probe_analog_minus_native_analog,34x34,e2e_wc,task_only,37,accuracy,0.05479452054794526
probe_analog_minus_native_analog,34x34,e2e_wc,task_only,37,balanced_accuracy,0.06288850038850052
probe_analog_minus_native_analog,34x34,e2e_wc,task_only,37,macro_f1,0.08077815567661734
probe_analog_minus_native_lif,34x34,e2e_wc,task_only,37,accuracy,0.07534246575342468
probe_analog_minus_native_lif,34x34,e2e_wc,task_only,37,balanced_accuracy,0.0863754301254302
probe_analog_minus_native_lif,34x34,e2e_wc,task_only,37,macro_f1,0.10208312314302931
analog_minus_if,34x34,e2e_wc,task_plus_reg,11,accuracy,0.041095890410958846
analog_minus_if,34x34,e2e_wc,task_plus_reg,11,balanced_accuracy,0.042616411366411366
analog_minus_if,34x34,e2e_wc,task_plus_reg,11,macro_f1,0.04393507736720459
if_minus_lif,34x34,e2e_wc,task_plus_reg,11,accuracy,0.43150684931506855
if_minus_lif,34x34,e2e_wc,task_plus_reg,11,balanced_accuracy,0.42086177711177714
if_minus_lif,34x34,e2e_wc,task_plus_reg,11,macro_f1,0.48850551900273587
analog_minus_lif,34x34,e2e_wc,task_plus_reg,11,accuracy,0.4726027397260274
analog_minus_lif,34x34,e2e_wc,task_plus_reg,11,balanced_accuracy,0.4634781884781885
analog_minus_lif,34x34,e2e_wc,task_plus_reg,11,macro_f1,0.5324405963699405
multispike_minus_lif,34x34,e2e_wc,task_plus_reg,11,accuracy,0.0
multispike_minus_lif,34x34,e2e_wc,task_plus_reg,11,balanced_accuracy,0.0
multispike_minus_lif,34x34,e2e_wc,task_plus_reg,11,macro_f1,0.0
bipolar_minus_lif,34x34,e2e_wc,task_plus_reg,11,accuracy,0.0
bipolar_minus_lif,34x34,e2e_wc,task_plus_reg,11,balanced_accuracy,0.0
bipolar_minus_lif,34x34,e2e_wc,task_plus_reg,11,macro_f1,0.0
native_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,11,accuracy,0.034246575342465724
native_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,11,balanced_accuracy,0.03693875568875571
native_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,11,macro_f1,0.033899968006680437
probe_analog_minus_native_analog,34x34,e2e_wc,task_plus_reg,11,accuracy,0.0547945205479452
probe_analog_minus_native_analog,34x34,e2e_wc,task_plus_reg,11,balanced_accuracy,0.056379037629037676
probe_analog_minus_native_analog,34x34,e2e_wc,task_plus_reg,11,macro_f1,0.061463715463182744
probe_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,11,accuracy,0.08904109589041093
probe_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,11,balanced_accuracy,0.09331779331779338
probe_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,11,macro_f1,0.09536368346986318
analog_minus_if,34x34,e2e_wc,task_plus_reg,23,accuracy,0.020547945205479534
analog_minus_if,34x34,e2e_wc,task_plus_reg,23,balanced_accuracy,0.020299145299145227
analog_minus_if,34x34,e2e_wc,task_plus_reg,23,macro_f1,0.030820249266858002
if_minus_lif,34x34,e2e_wc,task_plus_reg,23,accuracy,0.3972602739726027
if_minus_lif,34x34,e2e_wc,task_plus_reg,23,balanced_accuracy,0.38399239649239647
if_minus_lif,34x34,e2e_wc,task_plus_reg,23,macro_f1,0.4201282475572304
analog_minus_lif,34x34,e2e_wc,task_plus_reg,23,accuracy,0.41780821917808225
analog_minus_lif,34x34,e2e_wc,task_plus_reg,23,balanced_accuracy,0.4042915417915417
analog_minus_lif,34x34,e2e_wc,task_plus_reg,23,macro_f1,0.4509484968240884
multispike_minus_lif,34x34,e2e_wc,task_plus_reg,23,accuracy,0.0
multispike_minus_lif,34x34,e2e_wc,task_plus_reg,23,balanced_accuracy,0.0
multispike_minus_lif,34x34,e2e_wc,task_plus_reg,23,macro_f1,0.0
bipolar_minus_lif,34x34,e2e_wc,task_plus_reg,23,accuracy,-0.00684931506849315
bipolar_minus_lif,34x34,e2e_wc,task_plus_reg,23,balanced_accuracy,-0.007575757575757583
bipolar_minus_lif,34x34,e2e_wc,task_plus_reg,23,macro_f1,-0.0017592536609344067
native_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,23,accuracy,0.03424657534246578
native_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,23,balanced_accuracy,0.037833694083694025
native_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,23,macro_f1,0.049131215539295336
probe_analog_minus_native_analog,34x34,e2e_wc,task_plus_reg,23,accuracy,0.08219178082191786
probe_analog_minus_native_analog,34x34,e2e_wc,task_plus_reg,23,balanced_accuracy,0.08277694527694518
probe_analog_minus_native_analog,34x34,e2e_wc,task_plus_reg,23,macro_f1,0.09484726757019207
probe_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,23,accuracy,0.11643835616438364
probe_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,23,balanced_accuracy,0.1206106393606392
probe_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,23,macro_f1,0.1439784831094874
analog_minus_if,34x34,e2e_wc,task_plus_reg,37,accuracy,0.0
analog_minus_if,34x34,e2e_wc,task_plus_reg,37,balanced_accuracy,0.004290848040848005
analog_minus_if,34x34,e2e_wc,task_plus_reg,37,macro_f1,0.014693639021416072
if_minus_lif,34x34,e2e_wc,task_plus_reg,37,accuracy,0.43835616438356173
if_minus_lif,34x34,e2e_wc,task_plus_reg,37,balanced_accuracy,0.42212440337440343
if_minus_lif,34x34,e2e_wc,task_plus_reg,37,macro_f1,0.473512204874511
analog_minus_lif,34x34,e2e_wc,task_plus_reg,37,accuracy,0.43835616438356173
analog_minus_lif,34x34,e2e_wc,task_plus_reg,37,balanced_accuracy,0.42641525141525144
analog_minus_lif,34x34,e2e_wc,task_plus_reg,37,macro_f1,0.4882058438959271
multispike_minus_lif,34x34,e2e_wc,task_plus_reg,37,accuracy,0.0
multispike_minus_lif,34x34,e2e_wc,task_plus_reg,37,balanced_accuracy,0.0
multispike_minus_lif,34x34,e2e_wc,task_plus_reg,37,macro_f1,0.0
bipolar_minus_lif,34x34,e2e_wc,task_plus_reg,37,accuracy,0.0
bipolar_minus_lif,34x34,e2e_wc,task_plus_reg,37,balanced_accuracy,0.0
bipolar_minus_lif,34x34,e2e_wc,task_plus_reg,37,macro_f1,0.0
native_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,37,accuracy,0.0
native_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,37,balanced_accuracy,7.631257631257604e-05
native_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,37,macro_f1,0.0005256759987894988
probe_analog_minus_native_analog,34x34,e2e_wc,task_plus_reg,37,accuracy,0.0
probe_analog_minus_native_analog,34x34,e2e_wc,task_plus_reg,37,balanced_accuracy,0.006169524919524938
probe_analog_minus_native_analog,34x34,e2e_wc,task_plus_reg,37,macro_f1,0.016350928358578154
probe_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,37,accuracy,0.0
probe_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,37,balanced_accuracy,0.006245837495837514
probe_analog_minus_native_lif,34x34,e2e_wc,task_plus_reg,37,macro_f1,0.016876604357367653
analog_minus_if,34x34,local_tsce,task_only,11,accuracy,0.041095890410958846
analog_minus_if,34x34,local_tsce,task_only,11,balanced_accuracy,0.04163544788544793
analog_minus_if,34x34,local_tsce,task_only,11,macro_f1,0.044174004883846485
if_minus_lif,34x34,local_tsce,task_only,11,accuracy,0.49315068493150693
if_minus_lif,34x34,local_tsce,task_only,11,balanced_accuracy,0.47243381618381614
if_minus_lif,34x34,local_tsce,task_only,11,macro_f1,0.5389033455991622
analog_minus_lif,34x34,local_tsce,task_only,11,accuracy,0.5342465753424658
analog_minus_lif,34x34,local_tsce,task_only,11,balanced_accuracy,0.514069264069264
analog_minus_lif,34x34,local_tsce,task_only,11,macro_f1,0.5830773504830087
multispike_minus_lif,34x34,local_tsce,task_only,11,accuracy,0.0
multispike_minus_lif,34x34,local_tsce,task_only,11,balanced_accuracy,0.0
multispike_minus_lif,34x34,local_tsce,task_only,11,macro_f1,0.0
bipolar_minus_lif,34x34,local_tsce,task_only,11,accuracy,0.0
bipolar_minus_lif,34x34,local_tsce,task_only,11,balanced_accuracy,0.0
bipolar_minus_lif,34x34,local_tsce,task_only,11,macro_f1,0.0
analog_minus_if,34x34,local_tsce,task_only,23,accuracy,0.07534246575342463
analog_minus_if,34x34,local_tsce,task_only,23,balanced_accuracy,0.08170440670440665
analog_minus_if,34x34,local_tsce,task_only,23,macro_f1,0.11155338658574032
if_minus_lif,34x34,local_tsce,task_only,23,accuracy,0.43835616438356173
if_minus_lif,34x34,local_tsce,task_only,23,balanced_accuracy,0.41150654900654904
if_minus_lif,34x34,local_tsce,task_only,23,macro_f1,0.44545666830920394
analog_minus_lif,34x34,local_tsce,task_only,23,accuracy,0.5136986301369864
analog_minus_lif,34x34,local_tsce,task_only,23,balanced_accuracy,0.4932109557109557
analog_minus_lif,34x34,local_tsce,task_only,23,macro_f1,0.5570100548949443
multispike_minus_lif,34x34,local_tsce,task_only,23,accuracy,0.0
multispike_minus_lif,34x34,local_tsce,task_only,23,balanced_accuracy,0.0
multispike_minus_lif,34x34,local_tsce,task_only,23,macro_f1,0.0
bipolar_minus_lif,34x34,local_tsce,task_only,23,accuracy,0.0
bipolar_minus_lif,34x34,local_tsce,task_only,23,balanced_accuracy,0.0
bipolar_minus_lif,34x34,local_tsce,task_only,23,macro_f1,0.0
analog_minus_if,34x34,local_tsce,task_only,37,accuracy,-0.0273972602739726
analog_minus_if,34x34,local_tsce,task_only,37,balanced_accuracy,-0.032859501609501685
analog_minus_if,34x34,local_tsce,task_only,37,macro_f1,-0.033674894264138944
if_minus_lif,34x34,local_tsce,task_only,37,accuracy,0.5068493150684932
