architecture,training_family,regularization,source,n,events_per_neuron_second_mean,mean_abs_evidence_mean,mean_abs_final_membrane_mean,mean_events_per_valid_output_position_mean,mean_total_output_events_per_sample_mean,negative_evidence_fraction_mean,potential_multi_crossing_fraction_mean,zero_spike_sample_fraction_mean,negative_event_fraction_mean,positive_event_fraction_mean,events_per_neuron_second_std,mean_abs_evidence_std,mean_abs_final_membrane_std,mean_events_per_valid_output_position_std,mean_total_output_events_per_sample_std,negative_evidence_fraction_std,potential_multi_crossing_fraction_std,zero_spike_sample_fraction_std,negative_event_fraction_std,positive_event_fraction_std
34x345,e2e_wc,task_plus_reg,native_e2e_lif,3,6.69626684338414,0.21883933766591887,0.4120872249566649,0.10462916942787719,103.81506849315069,0.3520773507105515,0.014047658493483543,0.0319634703196347,,,0.6823358613007552,0.04345239996947664,0.10966498117200967,0.0106614978328243,10.578542616810003,0.0699241935553871,0.00260959046138924,0.027681177289913563,0.0,0.0
34x345,e2e_wc,task_plus_reg,native_w_analog_sum,3,,0.21883933766591887,,,,0.3520773507105515,,,,,0.0,0.04345239996947664,0.0,0.0,0.0,0.0699241935553871,0.0,0.0,0.0,0.0
34x345,e2e_wc,task_plus_reg,probe_analog_sum,3,,0.032903445972516356,,,,0.3697099808556071,,,,,0.0,0.013124149436349089,0.0,0.0,0.0,0.0214603778042197,0.0,0.0,0.0,0.0
34x345,e2e_wc,task_plus_reg,probe_bipolar_lif_beta05_cap1,3,0.07215963478388926,0.032903445972516356,0.04868419364008497,0.0011274942934982697,1.1187214611872147,0.3697099808556071,0.0,0.8150684931506849,0.17210884353741496,0.16122448979591839,0.12498415370131064,0.013124149436349089,0.015429391580199816,0.0019528774015829787,1.9376824102939494,0.0214603778042197,0.0,0.3203107657832855,0.2981012614387251,0.2792490077509006
34x345,e2e_wc,task_plus_reg,probe_if_beta1_cap1,3,1.3538031072822323,0.032903445972516356,1.0655711293219412,0.02115317355128488,20.988584474885844,0.3697099808556071,2.3010087622413666e-06,0.0684931506849315,,,0.5017551686179657,0.013124149436349089,0.3161168866157226,0.007839924509655713,7.778923453197023,0.0214603778042197,3.985464084863222e-06,0.031387504759971506,0.0,0.0
34x345,e2e_wc,task_plus_reg,probe_lif_beta05_cap1,3,0.03490170090567705,0.032903445972516356,0.09044133624608797,0.0005453390766512039,0.541095890410959,0.3697099808556071,0.0,0.867579908675799,,,0.06045151923920535,0.013124149436349089,0.02595563755380085,0.0009445549881125836,0.937205573958502,0.0214603778042197,0.0,0.2293583261164267,0.0,0.0
34x345,e2e_wc,task_plus_reg,probe_lif_beta05_cap31,3,0.03490170090567705,0.032903445972516356,0.09044133624608797,0.0005453390766512039,0.541095890410959,0.3697099808556071,0.0,0.867579908675799,,,0.06045151923920535,0.013124149436349089,0.02595563755380085,0.0009445549881125836,0.937205573958502,0.0214603778042197,0.0,0.2293583261164267,0.0,0.0
34x345,local_tsce,task_only,probe_analog_sum,3,,0.026976413266661725,,,,0.3991743980561078,,,,,0.0,0.006683338486979078,0.0,0.0,0.0,0.0015892559638376624,0.0,0.0,0.0,0.0
34x345,local_tsce,task_only,probe_bipolar_lif_beta05_cap1,3,0.0,0.026976413266661725,0.03900907570482241,0.0,0.0,0.3991743980561078,0.0,1.0,0.0,0.0,0.0,0.006683338486979078,0.008708793555547899,0.0,0.0,0.0015892559638376624,0.0,0.0,0.0,0.0
34x345,local_tsce,task_only,probe_if_beta1_cap1,3,1.3143362049922687,0.026976413266661725,1.0763394805003677,0.020536503203004198,20.376712328767123,0.3991743980561078,0.0,0.0182648401826484,,,0.32557137057377894,0.006683338486979078,0.20807403214335266,0.005087052665215296,5.047471214340744,0.0015892559638376624,0.0,0.02593108833698755,0.0,0.0
34x345,local_tsce,task_only,probe_lif_beta05_cap1,3,0.0,0.026976413266661725,0.07671399593752294,0.0,0.0,0.3991743980561078,0.0,1.0,,,0.0,0.006683338486979078,0.016723876807268903,0.0,0.0,0.0015892559638376624,0.0,0.0,0.0,0.0
34x345,local_tsce,task_only,probe_lif_beta05_cap31,3,0.0,0.026976413266661725,0.07671399593752294,0.0,0.0,0.3991743980561078,0.0,1.0,,,0.0,0.006683338486979078,0.016723876807268903,0.0,0.0,0.0015892559638376624,0.0,0.0,0.0,0.0
34x345,local_tsce,task_plus_reg,probe_analog_sum,3,,0.017685368074956607,,,,0.4040916537810176,,,,,0.0,0.0006998284439242321,0.0,0.0,0.0,0.003640011863784273,0.0,0.0,0.0,0.0
34x345,local_tsce,task_plus_reg,probe_bipolar_lif_beta05_cap1,3,0.0,0.017685368074956607,0.02633782296044496,0.0,0.0,0.4040916537810176,0.0,1.0,0.0,0.0,0.0,0.0006998284439242321,0.0012021520050612892,0.0,0.0,0.003640011863784273,0.0,0.0,0.0,0.0
34x345,local_tsce,task_plus_reg,probe_if_beta1_cap1,3,0.8257123923127899,0.017685368074956607,0.7600035288130599,0.012901756129887343,12.801369863013699,0.4040916537810176,0.0,0.06164383561643835,,,0.053153123108089076,0.0006998284439242321,0.033541961223934796,0.0008305175485638918,0.8240554394189017,0.003640011863784273,0.0,0.0136986301369863,0.0,0.0
34x345,local_tsce,task_plus_reg,probe_lif_beta05_cap1,3,0.0,0.017685368074956607,0.052044138744698897,0.0,0.0,0.4040916537810176,0.0,1.0,,,0.0,0.0006998284439242321,0.00241442003111504,0.0,0.0,0.003640011863784273,0.0,0.0,0.0,0.0
34x345,local_tsce,task_plus_reg,probe_lif_beta05_cap31,3,0.0,0.017685368074956607,0.052044138744698897,0.0,0.0,0.4040916537810176,0.0,1.0,,,0.0,0.0006998284439242321,0.00241442003111504,0.0,0.0,0.003640011863784273,0.0,0.0,0.0,0.0
34x45,e2e_wc,task_only,native_e2e_lif,3,7.172814962079375,0.27066456014209034,0.5260434714516563,0.11207523378249024,111.20319634703196,0.4272881231131728,0.01803530667844783,0.0,,,0.265730851062982,0.02899516757490849,0.0567813416959312,0.004152044547859094,4.119738228637401,0.0405558694676077,0.0034475992093120455,0.0,0.0,0.0
34x45,e2e_wc,task_only,native_w_analog_sum,3,,0.27066456014209034,,,,0.4272881231131728,,,,,0.0,0.02899516757490849,0.0,0.0,0.0,0.0405558694676077,0.0,0.0,0.0,0.0
34x45,e2e_wc,task_only,probe_analog_sum,3,,0.047443811491386656,,,,0.3968871953464399,,,,,0.0,0.022885762825819857,0.0,0.0,0.0,0.012091265518264489,0.0,0.0,0.0,0.0
34x45,e2e_wc,task_only,probe_bipolar_lif_beta05_cap1,3,0.18113540976364037,0.047443811491386656,0.06455700921491803,0.002830240777556881,2.808219178082192,0.3968871953464399,0.0,0.636986301369863,0.33017692170736374,0.33648974495930295,0.26235664045792795,0.022885762825819857,0.025277275855283426,0.004099322507155124,4.067426408743287,0.012091265518264489,0.0,0.45241786996908867,0.2893533345767173,0.29475712689710376
34x45,e2e_wc,task_only,probe_if_beta1_cap1,3,2.100287165893528,0.047443811491386656,1.5550529188546989,0.032816986967086376,32.561643835616444,0.3968871953464399,0.0,0.01598173515981735,,,1.01613353691057,0.022885762825819857,0.6363479326611046,0.015877086514227656,15.753549731486812,0.012091265518264489,0.0,0.017237064920709474,0.0,0.0
34x45,e2e_wc,task_only,probe_lif_beta05_cap1,3,0.09763640379942566,0.047443811491386656,0.12392420510260109,0.001525568809366026,1.5136986301369861,0.3968871953464399,0.0,0.7100456621004566,,,0.14531386034575958,0.022885762825819857,0.0481471659700223,0.0022705290679024934,2.252862485565937,0.012091265518264489,0.0,0.37417158972532644,0.0,0.0
34x45,e2e_wc,task_only,probe_lif_beta05_cap31,3,0.09763640379942566,0.047443811491386656,0.12392420510260109,0.001525568809366026,1.5136986301369861,0.3968871953464399,0.0,0.7100456621004566,,,0.14531386034575958,0.022885762825819857,0.0481471659700223,0.0022705290679024934,2.252862485565937,0.012091265518264489,0.0,0.37417158972532644,0.0,0.0
34x45,e2e_wc,task_plus_reg,native_e2e_lif,3,6.56770488182019,0.24408474520140677,0.5081972635574614,0.10262038877844047,101.82191780821917,0.39032241734776524,0.01471495103453354,0.0091324200913242,,,0.4909138958209675,0.04411614482061487,0.1253183325097547,0.007670529622202617,7.610846597196984,0.06412645411796881,0.002904864765602729,0.007908907797118161,0.0,0.0
34x45,e2e_wc,task_plus_reg,native_w_analog_sum,3,,0.24408474520140677,,,,0.39032241734776524,,,,,0.0,0.04411614482061487,0.0,0.0,0.0,0.06412645411796881,0.0,0.0,0.0,0.0
34x45,e2e_wc,task_plus_reg,probe_analog_sum,3,,0.048572679411589,,,,0.3831432700095722,,,,,0.0,0.04290145084989468,0.0,0.0,0.0,0.014423942940744177,0.0,0.0,0.0,0.0
34x45,e2e_wc,task_plus_reg,probe_bipolar_lif_beta05_cap1,3,0.8561961563949635,0.048572679411589,0.06116753471774261,0.013378064943671305,13.273972602739725,0.3831432700095722,3.221412267137913e-05,0.6940639269406392,0.16746932691205138,0.16586400642128196,1.4829752441212654,0.04290145084989468,0.042095093141338275,0.02317148818939477,22.991194966222494,0.014423942940744177,5.57964971880851e-05,0.5298968224069168,0.2900653829210349,0.2872848862685909
34x45,e2e_wc,task_plus_reg,probe_if_beta1_cap1,3,2.0431485163095497,0.048572679411589,1.5084056663005414,0.031924195567336715,31.67579908675799,0.3831432700095722,0.0004210846034901701,0.04794520547945205,,,1.7328175701440132,0.04290145084989468,1.10544043330248,0.027075274533500206,26.864606643979272,0.014423942940744177,0.0007293399275299697,0.018121584322360208,0.0,0.0
34x45,e2e_wc,task_plus_reg,probe_lif_beta05_cap1,3,0.4161696487740225,0.048572679411589,0.1206101011477921,0.006502650762094102,6.452054794520548,0.3831432700095722,2.0709078860172296e-05,0.7054794520547946,,,0.7208269762447017,0.04290145084989468,0.0863976673910705,0.011262921503823464,11.175286717327962,0.014423942940744177,3.586917676376899e-05,0.5101245529141214,0.0,0.0
34x45,e2e_wc,task_plus_reg,probe_lif_beta05_cap31,3,0.41675870701715634,0.048572679411589,0.12061010114782526,0.006511854797143068,6.461187214611872,0.3831432700095722,2.3010087622413667e-05,0.7054794520547946,,,0.7218472550504267,0.04290145084989468,0.08639766739112793,0.011278863360162917,11.191104532922198,0.014423942940744177,3.9854640848632226e-05,0.5101245529141214,0.0,0.0
34x45,local_tsce,task_only,probe_analog_sum,3,,0.02552612234270953,,,,0.400930067741698,,,,,0.0,0.006920714619871757,0.0,0.0,0.0,0.003701247517356584,0.0,0.0,0.0,0.0
34x45,local_tsce,task_only,probe_bipolar_lif_beta05_cap1,3,0.0,0.02552612234270953,0.03742727605744336,0.0,0.0,0.400930067741698,0.0,1.0,0.0,0.0,0.0,0.006920714619871757,0.009688016023406888,0.0,0.0,0.003701247517356584,0.0,0.0,0.0,0.0
34x45,local_tsce,task_only,probe_if_beta1_cap1,3,1.2429128930122966,0.02552612234270953,1.029928273546016,0.019420513953317134,19.269406392694066,0.400930067741698,0.0,0.0182648401826484,,,0.3578240649596292,0.006920714619871757,0.2185069234763118,0.005591001014994206,5.547498431754254,0.003701247517356584,0.0,0.020925003173314336,0.0,0.0
34x45,local_tsce,task_only,probe_lif_beta05_cap1,3,0.0,0.02552612234270953,0.07387859792197358,0.0,0.0,0.400930067741698,0.0,1.0,,,0.0,0.006920714619871757,0.018890707522966756,0.0,0.0,0.003701247517356584,0.0,0.0,0.0,0.0
34x45,local_tsce,task_only,probe_lif_beta05_cap31,3,0.0,0.02552612234270953,0.07387859792197358,0.0,0.0,0.400930067741698,0.0,1.0,,,0.0,0.006920714619871757,0.018890707522966756,0.0,0.0,0.003701247517356584,0.0,0.0,0.0,0.0
34x45,local_tsce,task_plus_reg,probe_analog_sum,3,,0.043321628419689805,,,,0.39914448494219873,,,,,0.0,0.03620100878108202,0.0,0.0,0.0,0.0059539725538407815,0.0,0.0,0.0,0.0
34x45,local_tsce,task_plus_reg,probe_bipolar_lif_beta05_cap1,3,0.47522273764818496,0.043321628419689805,0.05624185416255379,0.00742535527575289,7.3675799086758,0.39914448494219873,0.0,0.7009132420091323,0.15287676892882965,0.18045656440450367,0.8231099265186314,0.03620100878108202,0.04048665853242806,0.012861092601853615,12.761022730650152,0.0059539725538407815,0.0,0.5180334607112396,0.2647903310817001,0.3125599381079257
34x45,local_tsce,task_plus_reg,probe_if_beta1_cap1,3,2.053309771003608,0.043321628419689805,1.5387461338476005,0.03208296517193138,31.833333333333332,0.39914448494219873,0.00011505043811206833,0.0273972602739726,,,1.702268227372222,0.03620100878108202,1.0770781701783831,0.02659794105269097,26.39098720997962,0.0059539725538407815,0.0001992732042431611,0.036243168644720415,0.0,0.0
34x45,local_tsce,task_plus_reg,probe_lif_beta05_cap1,3,0.25727118768868273,0.043321628419689805,0.11350683558388837,0.004019862307635668,3.9885844748858443,0.39914448494219873,0.0,0.7168949771689498,,,0.44560676840038715,0.03620100878108202,0.08426109446504045,0.006962605756256049,6.908430960782713,0.0059539725538407815,0.0,0.4903522834213259,0.0,0.0
34x45,local_tsce,task_plus_reg,probe_lif_beta05_cap31,3,0.25727118768868273,0.043321628419689805,0.11350683558388837,0.004019862307635668,3.9885844748858443,0.39914448494219873,0.0,0.7168949771689498,,,0.44560676840038715,0.03620100878108202,0.08426109446504045,0.006962605756256049,6.908430960782713,0.0059539725538407815,0.0,0.4903522834213259,0.0,0.0
4x4,e2e_wc,task_only,native_e2e_lif,3,8.008246815403874,0.2666479286146765,0.47340206935510976,0.12512885649068553,124.15525114155251,0.408060893895884,0.020762002061703852,0.0,,,0.11183693876251508,0.011000922895708204,0.029215027882928447,0.001747452168164298,1.7338555540339362,0.010426738050975232,0.0008475930611546953,0.0,0.0,0.0
4x4,e2e_wc,task_only,native_w_analog_sum,3,,0.2666479286146765,,,,0.408060893895884,,,,,0.0,0.011000922895708204,0.0,0.0,0.0,0.010426738050975232,0.0,0.0,0.0,0.0
4x4,e2e_wc,task_only,probe_analog_sum,3,,0.03302628794155051,,,,0.3985899418304985,,,,,0.0,0.010026905043550893,0.0,0.0,0.0,0.002854560655021326,0.0,0.0,0.0,0.0
4x4,e2e_wc,task_only,probe_bipolar_lif_beta05_cap1,3,0.005596053309771004,0.03302628794155051,0.04636351707872786,8.743833296517194e-05,0.0867579908675799,0.3985899418304985,0.0,0.9611872146118721,0.1842105263157895,0.14912280701754385,0.009692648654387357,0.010026905043550893,0.012256909202852101,0.00015144763522480245,0.15026924814524506,0.002854560655021326,0.0,0.06722571627550437,0.3190619908679511,0.25828827832167467
4x4,e2e_wc,task_only,probe_if_beta1_cap1,3,1.4389220234150653,0.03302628794155051,1.1387857031797066,0.022483156615860395,22.308219178082194,0.3985899418304985,0.0,0.0136986301369863,,,0.37308711371010383,0.010026905043550893,0.22613413586930953,0.005829486151720372,5.784127958101506,0.002854560655021326,0.0,0.00684931506849315,0.0,0.0
4x4,e2e_wc,task_only,probe_lif_beta05_cap1,3,0.002503497533318607,0.03302628794155051,0.0886987672879509,3.9117148958103236e-05,0.03881278538812785,0.3985899418304985,0.0,0.9794520547945206,,,0.004336184924331185,0.010026905043550893,0.02137510664901993,6.775288944267477e-05,0.06722571627550437,0.002854560655021326,0.0,0.03559008508703173,0.0,0.0
4x4,e2e_wc,task_only,probe_lif_beta05_cap31,3,0.002503497533318607,0.03302628794155051,0.0886987672879509,3.9117148958103236e-05,0.03881278538812785,0.3985899418304985,0.0,0.9794520547945206,,,0.004336184924331185,0.010026905043550893,0.02137510664901993,6.775288944267477e-05,0.06722571627550437,0.002854560655021326,0.0,0.03559008508703173,0.0,0.0
4x4,e2e_wc,task_plus_reg,native_e2e_lif,3,7.1579412414402475,0.28270785354240563,0.5485806740997367,0.11184283189750387,110.97260273972603,0.4170003129371917,0.020764303070466093,0.00228310502283105,,,0.4000033766284272,0.013315454028691621,0.0069791422861824924,0.006250052759819175,6.201422212318114,0.016735900473230637,0.0016459194649651795,0.003954453898559081,0.0,0.0
4x4,e2e_wc,task_plus_reg,native_w_analog_sum,3,,0.28270785354240563,,,,0.4170003129371917,,,,,0.0,0.013315454028691621,0.0,0.0,0.0,0.016735900473230637,0.0,0.0,0.0,0.0
4x4,e2e_wc,task_plus_reg,probe_analog_sum,3,,0.03640737617889878,,,,0.39033852440910094,,,,,0.0,0.017613616085289947,0.0,0.0,0.0,0.009321048807741006,0.0,0.0,0.0,0.0
4x4,e2e_wc,task_plus_reg,probe_bipolar_lif_beta05_cap1,3,0.028716589352772253,0.03640737617889878,0.051484239092487456,0.00044869670863706645,0.4452054794520548,0.39033852440910094,0.0,0.8287671232876712,0.1763157894736842,0.4903508771929825,0.024893809740633183,0.017613616085289947,0.02327661137606543,0.0003889657771973935,0.3859393037528988,0.009321048807741006,0.0,0.15300210892937452,0.17501483910176638,0.43318326117876055
4x4,e2e_wc,task_plus_reg,probe_if_beta1_cap1,3,1.5642441646417788,0.03640737617889878,1.2102990279839148,0.024441315072527794,24.251141552511413,0.39033852440910094,0.0,0.0273972602739726,,,0.735253579031002,0.017613616085289947,0.4472292074028049,0.011488337172359406,11.39894846668954,0.009321048807741006,0.0,0.01186336169567724,0.0,0.0
4x4,e2e_wc,task_plus_reg,probe_lif_beta05_cap1,3,0.02105883219203299,0.03640737617889878,0.0970796360549559,0.00032904425300051546,0.3264840182648402,0.39033852440910094,0.0,0.8698630136986302,,,0.018462183917665628,0.017613616085289947,0.042029916819309836,0.00028847162371352543,0.28622707738106945,0.009321048807741006,0.0,0.11522331398123781,0.0,0.0
4x4,e2e_wc,task_plus_reg,probe_lif_beta05_cap31,3,0.02105883219203299,0.03640737617889878,0.0970796360549559,0.00032904425300051546,0.3264840182648402,0.39033852440910094,0.0,0.8698630136986302,,,0.018462183917665628,0.017613616085289947,0.042029916819309836,0.00028847162371352543,0.28622707738106945,0.009321048807741006,0.0,0.11522331398123781,0.0,0.0
4x4,local_tsce,task_only,probe_analog_sum,3,,0.03463725841344078,,,,0.40274096163758194,,,,,0.0,0.017022235400411437,0.0,0.0,0.0,0.0038105351213829864,0.0,0.0,0.0,0.0
4x4,local_tsce,task_only,probe_bipolar_lif_beta05_cap1,3,0.007363228039172373,0.03463725841344078,0.049416983330057535,0.00011505043811206833,0.1141552511415525,0.40274096163758194,0.0,0.9474885844748858,0.19999999999999998,0.13333333333333333,0.01275348507156231,0.017022235400411437,0.023060717804836112,0.0001992732042431611,0.19772269492795402,0.0038105351213829864,0.0,0.09095243966685881,0.34641016151377546,0.23094010767585033
4x4,local_tsce,task_only,probe_if_beta1_cap1,3,1.6954568882998304,0.03463725841344078,1.3150061124691057,0.02649151387968485,26.285388127853878,0.40274096163758194,0.0,0.0045662100456621,,,0.8167983030236083,0.017022235400411437,0.5148961839568803,0.01276247348474388,12.663170951328338,0.0038105351213829864,0.0,0.003954453898559081,0.0,0.0
4x4,local_tsce,task_only,probe_lif_beta05_cap1,3,0.0029452912156689493,0.03463725841344078,0.09683693903734768,4.602017524482733e-05,0.045662100456621,0.40274096163758194,0.0,0.9748858447488584,,,0.005101394028624925,0.017022235400411437,0.044034110992022146,7.970928169726445e-05,0.0790890779711816,0.0038105351213829864,0.0,0.04349899288414985,0.0,0.0
4x4,local_tsce,task_only,probe_lif_beta05_cap31,3,0.0029452912156689493,0.03463725841344078,0.09683693903734768,4.602017524482733e-05,0.045662100456621,0.40274096163758194,0.0,0.9748858447488584,,,0.005101394028624925,0.017022235400411437,0.044034110992022146,7.970928169726445e-05,0.0790890779711816,0.0038105351213829864,0.0,0.04349899288414985,0.0,0.0
4x4,local_tsce,task_plus_reg,probe_analog_sum,3,,0.02683009129600675,,,,0.3976465282379795,,,,,0.0,0.007180832175349307,0.0,0.0,0.0,0.008675962615736256,0.0,0.0,0.0,0.0
4x4,local_tsce,task_plus_reg,probe_bipolar_lif_beta05_cap1,3,0.0,0.02683009129600675,0.03957752982389386,0.0,0.0,0.3976465282379795,0.0,1.0,0.0,0.0,0.0,0.007180832175349307,0.010285098764127832,0.0,0.0,0.008675962615736256,0.0,0.0,0.0,0.0
4x4,local_tsce,task_plus_reg,probe_if_beta1_cap1,3,1.302555040129593,0.02683009129600675,1.0635163155196377,0.02035242250202489,20.19406392694064,0.3976465282379795,0.0,0.0182648401826484,,,0.3641946078830867,0.007180832175349307,0.23049310585958707,0.00569054074817323,5.646263663995661,0.008675962615736256,0.0,0.02593108833698755,0.0,0.0
4x4,local_tsce,task_plus_reg,probe_lif_beta05_cap1,3,0.0,0.02683009129600675,0.07800253180068265,0.0,0.0,0.3976465282379795,0.0,1.0,,,0.0,0.007180832175349307,0.020042444473403365,0.0,0.0,0.008675962615736256,0.0,0.0,0.0,0.0
4x4,local_tsce,task_plus_reg,probe_lif_beta05_cap31,3,0.0,0.02683009129600675,0.07800253180068265,0.0,0.0,0.3976465282379795,0.0,1.0,,,0.0,0.007180832175349307,0.020042444473403365,0.0,0.0,0.008675962615736256,0.0,0.0,0.0,0.0
5x5,e2e_wc,task_only,native_e2e_lif,3,7.476769015536411,0.18533137277461467,0.32994277368341085,0.11682451586775643,115.91552511415524,0.3148010087622413,0.004763088137839629,0.0,,,0.9704127042367546,0.008264523614281562,0.04256891601118441,0.015162698503699291,15.044720246848595,0.04736641219465522,0.0003050637811186266,0.0,0.0,0.0
5x5,e2e_wc,task_only,native_w_analog_sum,3,,0.18533137277461467,,,,0.3148010087622413,,,,,0.0,0.008264523614281562,0.0,0.0,0.0,0.04736641219465522,0.0,0.0,0.0,0.0
5x5,e2e_wc,task_only,probe_analog_sum,3,,0.027141150220933025,,,,0.38071340475664533,,,,,0.0,0.006362974637750842,0.0,0.0,0.0,0.0064657310347309375,0.0,0.0,0.0,0.0
5x5,e2e_wc,task_only,probe_bipolar_lif_beta05_cap1,3,0.0,0.027141150220933025,0.043895350961825653,0.0,0.0,0.38071340475664533,0.0,1.0,0.0,0.0,0.0,0.006362974637750842,0.009816833383927324,0.0,0.0,0.0064657310347309375,0.0,0.0,0.0,0.0
5x5,e2e_wc,task_only,probe_if_beta1_cap1,3,1.4433399602385686,0.027141150220933025,1.1721858386204194,0.022552186878727634,22.376712328767123,0.38071340475664533,0.0,0.0091324200913242,,,0.36206926243601467,0.006362974637750842,0.23402442050431788,0.005657332225562729,5.613313530985747,0.0064657310347309375,0.0,0.007908907797118161,0.0,0.0
5x5,e2e_wc,task_only,probe_lif_beta05_cap1,3,0.0,0.027141150220933025,0.08737746386048806,0.0,0.0,0.38071340475664533,0.0,1.0,,,0.0,0.006362974637750842,0.019499735940339193,0.0,0.0,0.0064657310347309375,0.0,0.0,0.0,0.0
5x5,e2e_wc,task_only,probe_lif_beta05_cap31,3,0.0,0.027141150220933025,0.08737746386048806,0.0,0.0,0.38071340475664533,0.0,1.0,,,0.0,0.006362974637750842,0.019499735940339193,0.0,0.0,0.0064657310347309375,0.0,0.0,0.0,0.0
5x5,e2e_wc,task_plus_reg,native_e2e_lif,3,5.017156321331272,0.19745078768199034,0.4672135800739831,0.07839306752080112,77.78310502283105,0.38803521463809737,0.004155621824607908,0.0182648401826484,,,2.6064734857219514,0.02037332292716235,0.17148344869224819,0.04072614821440549,40.40926530775094,0.0967614596889161,0.0035833489106681464,0.020925003173314336,0.0,0.0
5x5,e2e_wc,task_plus_reg,native_w_analog_sum,3,,0.19745078768199034,,,,0.38803521463809737,,,,,0.0,0.02037332292716235,0.0,0.0,0.0,0.0967614596889161,0.0,0.0,0.0,0.0
5x5,e2e_wc,task_plus_reg,probe_analog_sum,3,,0.012966381909484776,,,,0.369613338487593,,,,,0.0,0.01149260408708945,0.0,0.0,0.0,0.008089534935288207,0.0,0.0,0.0,0.0
5x5,e2e_wc,task_plus_reg,probe_bipolar_lif_beta05_cap1,3,0.0,0.012966381909484776,0.021522136116707644,0.0,0.0,0.369613338487593,0.0,1.0,0.0,0.0,0.0,0.01149260408708945,0.017972446658851778,0.0,0.0,0.008089534935288207,0.0,0.0,0.0,0.0
5x5,e2e_wc,task_plus_reg,probe_if_beta1_cap1,3,0.5953906192474782,0.012966381909484776,0.6030131371852804,0.009302978425741846,9.230593607305936,0.369613338487593,0.0,0.1735159817351598,,,0.6256006539415092,0.01149260408708945,0.41524000930305455,0.009775010217836081,9.698952604086342,0.008089534935288207,0.0,0.14257986297713238,0.0,0.0
5x5,e2e_wc,task_plus_reg,probe_lif_beta05_cap1,3,0.0,0.012966381909484776,0.042759890884658876,0.0,0.0,0.369613338487593,0.0,1.0,,,0.0,0.01149260408708945,0.03550049012470003,0.0,0.0,0.008089534935288207,0.0,0.0,0.0,0.0
5x5,e2e_wc,task_plus_reg,probe_lif_beta05_cap31,3,0.0,0.012966381909484776,0.042759890884658876,0.0,0.0,0.369613338487593,0.0,1.0,,,0.0,0.01149260408708945,0.03550049012470003,0.0,0.0,0.008089534935288207,0.0,0.0,0.0,0.0
5x5,local_tsce,task_only,probe_analog_sum,3,,0.026995697540452095,,,,0.3897517671747294,,,,,0.0,0.013490314512411427,0.0,0.0,0.0,0.0016808975317276784,0.0,0.0,0.0,0.0
5x5,local_tsce,task_only,probe_bipolar_lif_beta05_cap1,3,0.0,0.026995697540452095,0.040721076295181034,0.0,0.0,0.3897517671747294,0.0,1.0,0.0,0.0,0.0,0.013490314512411427,0.018063116741904233,0.0,0.0,0.0016808975317276784,0.0,0.0,0.0,0.0
5x5,local_tsce,task_only,probe_if_beta1_cap1,3,1.4110890214269933,0.026995697540452095,1.145986190327158,0.02204826595979677,21.876712328767123,0.3897517671747294,0.0,0.0091324200913242,,,0.7311600020055751,0.013490314512411427,0.45844480256059783,0.01142437503133711,11.335484003696024,0.0016808975317276784,0.0,0.007908907797118161,0.0,0.0
5x5,local_tsce,task_only,probe_lif_beta05_cap1,3,0.0,0.026995697540452095,0.08101083654341656,0.0,0.0,0.3897517671747294,0.0,1.0,,,0.0,0.013490314512411427,0.03555045371244487,0.0,0.0,0.0016808975317276784,0.0,0.0,0.0,0.0
5x5,local_tsce,task_only,probe_lif_beta05_cap31,3,0.0,0.026995697540452095,0.08101083654341656,0.0,0.0,0.3897517671747294,0.0,1.0,,,0.0,0.013490314512411427,0.03555045371244487,0.0,0.0,0.0016808975317276784,0.0,0.0,0.0,0.0
5x5,local_tsce,task_plus_reg,probe_analog_sum,3,,0.029541101181586288,,,,0.38650044179368237,,,,,0.0,0.012278422058129837,0.0,0.0,0.0,0.004103853481761073,0.0,0.0,0.0,0.0
5x5,local_tsce,task_plus_reg,probe_bipolar_lif_beta05_cap1,3,0.0005890582431337898,0.029541101181586288,0.04543623990600714,9.204035048965466e-06,0.0091324200913242,0.38650044179368237,0.0,0.9954337899543378,0.3333333333333333,0.0,0.001020278805724985,0.012278422058129837,0.016587805630425893,1.594185633945289e-05,0.015817815594236322,0.004103853481761073,0.0,0.007908907797118177,0.5773502691896258,0.0
5x5,local_tsce,task_plus_reg,probe_if_beta1_cap1,3,1.5308151093439364,0.029541101181586288,1.2215575473112434,0.023918986083499006,23.73287671232877,0.38650044179368237,0.0,0.01141552511415525,,,0.66411613097102,0.012278422058129837,0.4198060180426631,0.010376814546422187,10.29607440036235,0.004103853481761073,0.0,0.014257986297713236,0.0,0.0
5x5,local_tsce,task_plus_reg,probe_lif_beta05_cap1,3,0.0,0.029541101181586288,0.09030981706992763,0.0,0.0,0.38650044179368237,0.0,1.0,,,0.0,0.012278422058129837,0.03262569304090264,0.0,0.0,0.004103853481761073,0.0,0.0,0.0,0.0
5x5,local_tsce,task_plus_reg,probe_lif_beta05_cap31,3,0.0,0.029541101181586288,0.09030981706992763,0.0,0.0,0.38650044179368237,0.0,1.0,,,0.0,0.012278422058129837,0.03262569304090264,0.0,0.0,0.004103853481761073,0.0,0.0,0.0,0.0
