architecture,training_family,regularization,seed,source,events_per_neuron_second,mean_abs_evidence,mean_abs_final_membrane,mean_events_per_valid_output_position,mean_total_output_events_per_sample,negative_evidence_fraction,potential_multi_crossing_fraction,zero_spike_sample_fraction,negative_event_fraction,positive_event_fraction
234x234,e2e_wc,task_only,11,native_e2e_lif,9.847581179589131,0.3064235379452685,0.5160605292959519,0.15386845593108017,152.67123287671234,0.3990984647669538,0.03066324276562845,0.0,,
234x234,e2e_wc,task_only,11,native_w_analog_sum,,0.3064235379452685,,,,0.3990984647669538,,,,
234x234,e2e_wc,task_only,11,probe_analog_sum,,0.03338610486197929,,,,0.40482797658493486,,,,
234x234,e2e_wc,task_only,11,probe_bipolar_lif_beta05_cap1,0.0,0.03338610486197929,0.046844862690209606,0.0,0.0,0.40482797658493486,0.0,1.0,0.0,0.0
234x234,e2e_wc,task_only,11,probe_if_beta1_cap1,1.4676386127678374,0.03338610486197929,1.1685917648700201,0.02293185332449746,22.753424657534246,0.40482797658493486,0.0,0.0,,
234x234,e2e_wc,task_only,11,probe_lif_beta05_cap1,0.0,0.03338610486197929,0.08787218912990385,0.0,0.0,0.40482797658493486,0.0,1.0,,
234x234,e2e_wc,task_only,11,probe_lif_beta05_cap31,0.0,0.03338610486197929,0.08787218912990385,0.0,0.0,0.40482797658493486,0.0,1.0,,
234x234,e2e_wc,task_only,23,native_e2e_lif,10.029158383035123,0.28773273622169093,0.4732804617087193,0.1567055997349238,155.486301369863,0.3821446322067594,0.02572757897062072,0.0,,
234x234,e2e_wc,task_only,23,native_w_analog_sum,,0.28773273622169093,,,,0.3821446322067594,,,,
234x234,e2e_wc,task_only,23,probe_analog_sum,,0.032919592977391325,,,,0.4046968190854871,,,,
234x234,e2e_wc,task_only,23,probe_bipolar_lif_beta05_cap1,0.0,0.032919592977391325,0.04369992468767409,0.0,0.0,0.4046968190854871,0.0,1.0,0.0,0.0
234x234,e2e_wc,task_only,23,probe_if_beta1_cap1,1.4203666887563509,0.032919592977391325,1.1247603574500165,0.022193229511817982,22.02054794520548,0.4046968190854871,0.0,0.0,,
234x234,e2e_wc,task_only,23,probe_lif_beta05_cap1,0.0,0.032919592977391325,0.08231122474829977,0.0,0.0,0.4046968190854871,0.0,1.0,,
234x234,e2e_wc,task_only,23,probe_lif_beta05_cap31,0.0,0.032919592977391325,0.08231122474829977,0.0,0.0,0.4046968190854871,0.0,1.0,,
234x234,e2e_wc,task_only,37,native_e2e_lif,9.681908548707753,0.3049546408630795,0.503081057763958,0.15127982107355864,150.1027397260274,0.4003272034459907,0.02828860172299536,0.0,,
234x234,e2e_wc,task_only,37,native_w_analog_sum,,0.3049546408630795,,,,0.4003272034459907,,,,
234x234,e2e_wc,task_only,37,probe_analog_sum,,0.019873271889708062,,,,0.4091354649878507,,,,
234x234,e2e_wc,task_only,37,probe_bipolar_lif_beta05_cap1,0.0,0.019873271889708062,0.0278198688912592,0.0,0.0,0.4091354649878507,0.0,1.0,0.0,0.0
234x234,e2e_wc,task_only,37,probe_if_beta1_cap1,0.9454384802297328,0.019873271889708062,0.8440155464235316,0.014772476253589574,14.657534246575343,0.4091354649878507,0.0,0.00684931506849315,,
234x234,e2e_wc,task_only,37,probe_lif_beta05_cap1,0.0,0.019873271889708062,0.054681104235896845,0.0,0.0,0.4091354649878507,0.0,1.0,,
234x234,e2e_wc,task_only,37,probe_lif_beta05_cap31,0.0,0.019873271889708062,0.054681104235896845,0.0,0.0,0.4091354649878507,0.0,1.0,,
234x234,e2e_wc,task_plus_reg,11,native_e2e_lif,9.18842500552242,0.3075719918247273,0.5405418941967769,0.14356914071128782,142.45205479452054,0.39644079964656503,0.029351667771150874,0.0,,
234x234,e2e_wc,task_plus_reg,11,native_w_analog_sum,,0.3075719918247273,,,,0.39644079964656503,,,,
234x234,e2e_wc,task_plus_reg,11,probe_analog_sum,,0.1133462140195068,,,,0.40299867461895295,,,,
234x234,e2e_wc,task_plus_reg,11,probe_bipolar_lif_beta05_cap1,3.3881157499447756,0.1133462140195068,0.11096759056023145,0.05293930859288712,52.52739726027397,0.40299867461895295,0.0006626905235255136,0.0410958904109589,0.48650410744556005,0.51349589255444
234x234,e2e_wc,task_plus_reg,11,probe_if_beta1_cap1,4.2990943229511815,0.1133462140195068,2.958131969249678,0.06717334879611221,66.65068493150685,0.40299867461895295,0.005122045504749282,0.0,,
234x234,e2e_wc,task_plus_reg,11,probe_lif_beta05_cap1,1.694278771813563,0.1133462140195068,0.22649343948051878,0.026473105809586922,26.267123287671232,0.40299867461895295,0.0005315330240777557,0.0684931506849315,,
234x234,e2e_wc,task_plus_reg,11,probe_lif_beta05_cap31,1.7128341064722774,0.1133462140195068,0.2259994851219867,0.026763032913629334,26.554794520547944,0.40299867461895295,0.0003658603931963773,0.0684931506849315,,
234x234,e2e_wc,task_plus_reg,23,native_e2e_lif,9.525955378838082,0.3218317993828468,0.5608796866264717,0.14884305279434504,147.68493150684932,0.4109164457698255,0.02676993593991606,0.0,,
234x234,e2e_wc,task_plus_reg,23,native_w_analog_sum,,0.3218317993828468,,,,0.4109164457698255,,,,
234x234,e2e_wc,task_plus_reg,23,probe_analog_sum,,0.03231751269957405,,,,0.4041514800088359,,,,
234x234,e2e_wc,task_plus_reg,23,probe_bipolar_lif_beta05_cap1,0.0,0.03231751269957405,0.04271298312967344,0.0,0.0,0.4041514800088359,0.0,1.0,0.0,0.0
234x234,e2e_wc,task_plus_reg,23,probe_if_beta1_cap1,1.3549812237685002,0.03231751269957405,1.0837259591908803,0.021171581621382815,21.006849315068493,0.4041514800088359,0.0,0.0,,
234x234,e2e_wc,task_plus_reg,23,probe_lif_beta05_cap1,0.0,0.03231751269957405,0.08011962568966771,0.0,0.0,0.4041514800088359,0.0,1.0,,
234x234,e2e_wc,task_plus_reg,23,probe_lif_beta05_cap31,0.0,0.03231751269957405,0.08011962568966771,0.0,0.0,0.4041514800088359,0.0,1.0,,
