architecture,training_family,regularization,seed,source,events_per_neuron_second,mean_abs_evidence,mean_abs_final_membrane,mean_events_per_valid_output_position,mean_total_output_events_per_sample,negative_evidence_fraction,potential_multi_crossing_fraction,zero_spike_sample_fraction,negative_event_fraction,positive_event_fraction
234x234,e2e_wc,task_plus_reg,37,native_e2e_lif,8.983432736911862,0.29200659606722484,0.5117607273006167,0.14036613651424784,139.27397260273972,0.38037745747735807,0.02823337751270157,0.0,,
234x234,e2e_wc,task_plus_reg,37,native_w_analog_sum,,0.29200659606722484,,,,0.38037745747735807,,,,
234x234,e2e_wc,task_plus_reg,37,probe_analog_sum,,0.017406513478168843,,,,0.3928857411089021,,,,
234x234,e2e_wc,task_plus_reg,37,probe_bipolar_lif_beta05_cap1,0.0,0.017406513478168843,0.02616235624682346,0.0,0.0,0.3928857411089021,0.0,1.0,0.0,0.0
234x234,e2e_wc,task_plus_reg,37,probe_if_beta1_cap1,0.781974817760106,0.017406513478168843,0.7200147759943927,0.012218356527501657,12.123287671232877,0.3928857411089021,0.0,0.07534246575342465,,
234x234,e2e_wc,task_plus_reg,37,probe_lif_beta05_cap1,0.0,0.017406513478168843,0.050908209236684626,0.0,0.0,0.3928857411089021,0.0,1.0,,
234x234,e2e_wc,task_plus_reg,37,probe_lif_beta05_cap31,0.0,0.017406513478168843,0.050908209236684626,0.0,0.0,0.3928857411089021,0.0,1.0,,
234x234,local_tsce,task_only,11,probe_analog_sum,,0.034763937536368715,,,,0.4026397172520433,,,,
234x234,local_tsce,task_only,11,probe_bipolar_lif_beta05_cap1,0.0,0.034763937536368715,0.0469928700387063,0.0,0.0,0.4026397172520433,0.0,1.0,0.0,0.0
234x234,local_tsce,task_only,11,probe_if_beta1_cap1,1.6204992268610559,0.034763937536368715,1.2548953546344297,0.025320300419703998,25.123287671232877,0.4026397172520433,0.0,0.00684931506849315,,
234x234,local_tsce,task_only,11,probe_lif_beta05_cap1,0.0,0.034763937536368715,0.09085803102039083,0.0,0.0,0.4026397172520433,0.0,1.0,,
234x234,local_tsce,task_only,11,probe_lif_beta05_cap31,0.0,0.034763937536368715,0.09085803102039083,0.0,0.0,0.4026397172520433,0.0,1.0,,
234x234,local_tsce,task_only,23,probe_analog_sum,,0.034850155063810874,,,,0.4021841175171195,,,,
234x234,local_tsce,task_only,23,probe_bipolar_lif_beta05_cap1,0.0,0.034850155063810874,0.04712059923098173,0.0,0.0,0.4021841175171195,0.0,1.0,0.0,0.0
234x234,local_tsce,task_only,23,probe_if_beta1_cap1,1.6059200353434946,0.034850155063810874,1.2527908864125215,0.025092500552242103,24.897260273972602,0.4021841175171195,0.0,0.0,,
234x234,local_tsce,task_only,23,probe_lif_beta05_cap1,0.0,0.034850155063810874,0.09110935754412432,0.0,0.0,0.4021841175171195,0.0,1.0,,
234x234,local_tsce,task_only,23,probe_lif_beta05_cap31,0.0,0.034850155063810874,0.09110935754412432,0.0,0.0,0.4021841175171195,0.0,1.0,,
234x234,local_tsce,task_only,37,probe_analog_sum,,0.020141337969361357,,,,0.4065951513143362,,,,
234x234,local_tsce,task_only,37,probe_bipolar_lif_beta05_cap1,0.0,0.020141337969361357,0.028131534749346234,0.0,0.0,0.4065951513143362,0.0,1.0,0.0,0.0
234x234,local_tsce,task_only,37,probe_if_beta1_cap1,0.9458802739120831,0.020141337969361357,0.835576230457271,0.014779379279876298,14.664383561643836,0.4065951513143362,0.0,0.02054794520547945,,
234x234,local_tsce,task_only,37,probe_lif_beta05_cap1,0.0,0.020141337969361357,0.05539144960313704,0.0,0.0,0.4065951513143362,0.0,1.0,,
234x234,local_tsce,task_only,37,probe_lif_beta05_cap31,0.0,0.020141337969361357,0.05539144960313704,0.0,0.0,0.4065951513143362,0.0,1.0,,
234x234,local_tsce,task_plus_reg,11,probe_analog_sum,,0.05774777807382015,,,,0.40529047934614537,,,,
234x234,local_tsce,task_plus_reg,11,probe_bipolar_lif_beta05_cap1,0.18599514026949415,0.05774777807382015,0.07645607188861632,0.002906174066710846,2.8835616438356166,0.40529047934614537,0.0,0.4452054794520548,0.6009501187648456,0.3990498812351544
234x234,local_tsce,task_plus_reg,11,probe_if_beta1_cap1,2.5738899933730948,0.05774777807382015,1.850215114482148,0.040217031146454606,39.9041095890411,0.40529047934614537,0.0,0.0,,
234x234,local_tsce,task_plus_reg,11,probe_lif_beta05_cap1,0.07422133863485753,0.05774777807382015,0.1454533101986579,0.0011597084161696488,1.1506849315068493,0.40529047934614537,0.0,0.5958904109589042,,
234x234,local_tsce,task_plus_reg,11,probe_lif_beta05_cap31,0.07422133863485753,0.05774777807382015,0.1454533101986579,0.0011597084161696488,1.1506849315068493,0.40529047934614537,0.0,0.5958904109589042,,
234x234,local_tsce,task_plus_reg,23,probe_analog_sum,,0.060746711049592186,,,,0.3997680583167661,,,,
234x234,local_tsce,task_plus_reg,23,probe_bipolar_lif_beta05_cap1,0.26419262204550475,0.060746711049592186,0.07925131123189282,0.004128009719461012,4.095890410958904,0.3997680583167661,0.0,0.3287671232876712,0.6220735785953178,0.3779264214046823
234x234,local_tsce,task_plus_reg,23,probe_if_beta1_cap1,2.762977689419041,0.060746711049592186,1.9825263222010998,0.04317152639717252,42.83561643835616,0.3997680583167661,0.0,0.0,,
234x234,local_tsce,task_plus_reg,23,probe_lif_beta05_cap1,0.09984537221117738,0.060746711049592186,0.15496737624416407,0.0015600839407996466,1.547945205479452,0.3997680583167661,0.0,0.5273972602739726,,
234x234,local_tsce,task_plus_reg,23,probe_lif_beta05_cap31,0.09984537221117738,0.060746711049592186,0.15496737624416407,0.0015600839407996466,1.547945205479452,0.3997680583167661,0.0,0.5273972602739726,,
234x234,local_tsce,task_plus_reg,37,probe_analog_sum,,0.033365788311924736,,,,0.3958609454384802,,,,
234x234,local_tsce,task_plus_reg,37,probe_bipolar_lif_beta05_cap1,0.0,0.033365788311924736,0.046118221530359264,0.0,0.0,0.3958609454384802,0.0,1.0,0.0,0.0
234x234,local_tsce,task_plus_reg,37,probe_if_beta1_cap1,1.5352330461674397,0.033365788311924736,1.2150990288905514,0.023988016346366246,23.801369863013697,0.3958609454384802,0.0,0.0136986301369863,,
234x234,local_tsce,task_plus_reg,37,probe_lif_beta05_cap1,0.0,0.033365788311924736,0.08905043114834808,0.0,0.0,0.3958609454384802,0.0,1.0,,
234x234,local_tsce,task_plus_reg,37,probe_lif_beta05_cap31,0.0,0.033365788311924736,0.08905043114834808,0.0,0.0,0.3958609454384802,0.0,1.0,,
34x234,e2e_wc,task_only,11,native_e2e_lif,9.25071791473382,0.25617595437090207,0.4240104068828714,0.14454246741771593,143.41780821917808,0.3493345482659598,0.02385685884691849,0.0,,
34x234,e2e_wc,task_only,11,native_w_analog_sum,,0.25617595437090207,,,,0.3493345482659598,,,,
34x234,e2e_wc,task_only,11,probe_analog_sum,,0.030972549950849474,,,,0.3917812569030263,,,,
34x234,e2e_wc,task_only,11,probe_bipolar_lif_beta05_cap1,0.0,0.030972549950849474,0.04274628217936462,0.0,0.0,0.3917812569030263,0.0,1.0,0.0,0.0
34x234,e2e_wc,task_only,11,probe_if_beta1_cap1,1.2635299315219792,0.030972549950849474,1.0327854177074713,0.019742655180030926,19.589041095890412,0.3917812569030263,0.0,0.0273972602739726,,
34x234,e2e_wc,task_only,11,probe_lif_beta05_cap1,0.0,0.030972549950849474,0.07957663546665805,0.0,0.0,0.3917812569030263,0.0,1.0,,
34x234,e2e_wc,task_only,11,probe_lif_beta05_cap31,0.0,0.030972549950849474,0.07957663546665805,0.0,0.0,0.3917812569030263,0.0,1.0,,
34x234,e2e_wc,task_only,23,native_e2e_lif,10.192622045504748,0.25284505838886157,0.3781197297198698,0.1592597194610117,158.0205479452055,0.3432046609233488,0.024512646344157278,0.0,,
34x234,e2e_wc,task_only,23,native_w_analog_sum,,0.25284505838886157,,,,0.3432046609233488,,,,
34x234,e2e_wc,task_only,23,probe_analog_sum,,0.059822361132421474,,,,0.40016153081510936,,,,
34x234,e2e_wc,task_only,23,probe_bipolar_lif_beta05_cap1,0.26198365363375303,0.059822361132421474,0.0751525963326162,0.004093494588027391,4.061643835616438,0.40016153081510936,0.0,0.4246575342465753,0.5598650927487352,0.44013490725126475
34x234,e2e_wc,task_only,23,probe_if_beta1_cap1,2.394521758338856,0.059822361132421474,1.7281511519479549,0.03741440247404462,37.12328767123287,0.40016153081510936,0.0,0.0,,
34x234,e2e_wc,task_only,23,probe_lif_beta05_cap1,0.113540976364038,0.059822361132421474,0.13595566133058695,0.0017740777556880937,1.7602739726027397,0.40016153081510936,0.0,0.5205479452054794,,
34x234,e2e_wc,task_only,23,probe_lif_beta05_cap31,0.113540976364038,0.059822361132421474,0.13595566133058695,0.0017740777556880937,1.7602739726027397,0.40016153081510936,0.0,0.5205479452054794,,
34x234,e2e_wc,task_only,37,native_e2e_lif,9.38104705102717,0.2975989247439583,0.5207380902338299,0.14657886017229954,145.43835616438355,0.41378810470510274,0.0283852440910095,0.0,,
34x234,e2e_wc,task_only,37,native_w_analog_sum,,0.2975989247439583,,,,0.41378810470510274,,,,
34x234,e2e_wc,task_only,37,probe_analog_sum,,0.020337234356182912,,,,0.4112615970841617,,,,
34x234,e2e_wc,task_only,37,probe_bipolar_lif_beta05_cap1,0.0,0.020337234356182912,0.029191828142420648,0.0,0.0,0.4112615970841617,0.0,1.0,0.0,0.0
34x234,e2e_wc,task_only,37,probe_if_beta1_cap1,0.9900596421471173,0.020337234356182912,0.869917018622771,0.015469681908548708,15.349315068493151,0.4112615970841617,0.0,0.0,,
34x234,e2e_wc,task_only,37,probe_lif_beta05_cap1,0.0,0.020337234356182912,0.05747492427257188,0.0,0.0,0.4112615970841617,0.0,1.0,,
34x234,e2e_wc,task_only,37,probe_lif_beta05_cap31,0.0,0.020337234356182912,0.05747492427257188,0.0,0.0,0.4112615970841617,0.0,1.0,,
34x234,e2e_wc,task_plus_reg,11,native_e2e_lif,8.469184890656063,0.3099130325834918,0.5831585604018542,0.13233101391650098,131.3013698630137,0.411655069582505,0.028012480671526396,0.0,,
34x234,e2e_wc,task_plus_reg,11,native_w_analog_sum,,0.3099130325834918,,,,0.411655069582505,,,,
34x234,e2e_wc,task_plus_reg,11,probe_analog_sum,,0.017558762686934532,,,,0.4064570907886017,,,,
34x234,e2e_wc,task_plus_reg,11,probe_bipolar_lif_beta05_cap1,0.0,0.017558762686934532,0.025088715172297365,0.0,0.0,0.4064570907886017,0.0,1.0,0.0,0.0
34x234,e2e_wc,task_plus_reg,11,probe_if_beta1_cap1,0.7771150872542523,0.017558762686934532,0.7278247720765416,0.012142423238347692,12.047945205479452,0.4064570907886017,0.0,0.06164383561643835,,
34x234,e2e_wc,task_plus_reg,11,probe_lif_beta05_cap1,0.0,0.017558762686934532,0.0483946775058359,0.0,0.0,0.4064570907886017,0.0,1.0,,
34x234,e2e_wc,task_plus_reg,11,probe_lif_beta05_cap31,0.0,0.017558762686934532,0.0483946775058359,0.0,0.0,0.4064570907886017,0.0,1.0,,
34x234,e2e_wc,task_plus_reg,23,native_e2e_lif,8.819969074442236,0.29716673699961066,0.5047074149556704,0.13781201678815994,136.73972602739727,0.41699801192842945,0.026176275679257788,0.0,,
34x234,e2e_wc,task_plus_reg,23,native_w_analog_sum,,0.29716673699961066,,,,0.41699801192842945,,,,
34x234,e2e_wc,task_plus_reg,23,probe_analog_sum,,0.030353859814183076,,,,0.4091147559089905,,,,
34x234,e2e_wc,task_plus_reg,23,probe_bipolar_lif_beta05_cap1,0.0,0.030353859814183076,0.042763321769537885,0.0,0.0,0.4091147559089905,0.0,1.0,0.0,0.0
34x234,e2e_wc,task_plus_reg,23,probe_if_beta1_cap1,1.2436492158162138,0.030353859814183076,1.0136234735056362,0.01943201899712834,19.28082191780822,0.4091147559089905,0.0,0.00684931506849315,,
34x234,e2e_wc,task_plus_reg,23,probe_lif_beta05_cap1,0.0,0.030353859814183076,0.08016431006077139,0.0,0.0,0.4091147559089905,0.0,1.0,,
34x234,e2e_wc,task_plus_reg,23,probe_lif_beta05_cap31,0.0,0.030353859814183076,0.08016431006077139,0.0,0.0,0.4091147559089905,0.0,1.0,,
34x234,e2e_wc,task_plus_reg,37,native_e2e_lif,8.949856417053237,0.26811448779734814,0.47439332570136805,0.13984150651645683,138.75342465753425,0.38085376629114204,0.022165617406671084,0.0,,
34x234,e2e_wc,task_plus_reg,37,native_w_analog_sum,,0.26811448779734814,,,,0.38085376629114204,,,,
34x234,e2e_wc,task_plus_reg,37,probe_analog_sum,,0.030433507735728917,,,,0.3984840954274354,,,,
34x234,e2e_wc,task_plus_reg,37,probe_bipolar_lif_beta05_cap1,0.0,0.030433507735728917,0.044581587417236494,0.0,0.0,0.3984840954274354,0.0,1.0,0.0,0.0
34x234,e2e_wc,task_plus_reg,37,probe_if_beta1_cap1,1.334216920698034,0.030433507735728917,1.0741372858000677,0.020847139385906783,20.684931506849313,0.3984840954274354,0.0,0.0136986301369863,,
34x234,e2e_wc,task_plus_reg,37,probe_lif_beta05_cap1,0.0,0.030433507735728917,0.08510262409815897,0.0,0.0,0.3984840954274354,0.0,1.0,,
34x234,e2e_wc,task_plus_reg,37,probe_lif_beta05_cap31,0.0,0.030433507735728917,0.08510262409815897,0.0,0.0,0.3984840954274354,0.0,1.0,,
34x234,local_tsce,task_only,11,probe_analog_sum,,0.020885051338246863,,,,0.4051386127678374,,,,
34x234,local_tsce,task_only,11,probe_bipolar_lif_beta05_cap1,0.0,0.020885051338246863,0.0291252496461108,0.0,0.0,0.4051386127678374,0.0,1.0,0.0,0.0
34x234,local_tsce,task_only,11,probe_if_beta1_cap1,1.0108239452175833,0.020885051338246863,0.8831012124859796,0.01579412414402474,15.67123287671233,0.4051386127678374,0.0,0.00684931506849315,,
34x234,local_tsce,task_only,11,probe_lif_beta05_cap1,0.0,0.020885051338246863,0.057392704001034286,0.0,0.0,0.4051386127678374,0.0,1.0,,
34x234,local_tsce,task_only,11,probe_lif_beta05_cap31,0.0,0.020885051338246863,0.057392704001034286,0.0,0.0,0.4051386127678374,0.0,1.0,,
34x234,local_tsce,task_only,23,probe_analog_sum,,0.03452066233299509,,,,0.40105202120609673,,,,
34x234,local_tsce,task_only,23,probe_bipolar_lif_beta05_cap1,0.0,0.03452066233299509,0.046645494815495646,0.0,0.0,0.40105202120609673,0.0,1.0,0.0,0.0
34x234,local_tsce,task_only,23,probe_if_beta1_cap1,1.614314115308151,0.03452066233299509,1.2567790384026305,0.02522365805168986,25.027397260273972,0.40105202120609673,0.0,0.0,,
34x234,local_tsce,task_only,23,probe_lif_beta05_cap1,0.0,0.03452066233299509,0.09038102396895147,0.0,0.0,0.40105202120609673,0.0,1.0,,
34x234,local_tsce,task_only,23,probe_lif_beta05_cap31,0.0,0.03452066233299509,0.09038102396895147,0.0,0.0,0.40105202120609673,0.0,1.0,,
34x234,local_tsce,task_only,37,probe_analog_sum,,0.034137097852385806,,,,0.4006516456814668,,,,
34x234,local_tsce,task_only,37,probe_bipolar_lif_beta05_cap1,0.0,0.034137097852385806,0.04757976764593511,0.0,0.0,0.4006516456814668,0.0,1.0,0.0,0.0
34x234,local_tsce,task_only,37,probe_if_beta1_cap1,1.6165230837199027,0.034137097852385806,1.2683625637792975,0.02525817318312348,25.061643835616437,0.4006516456814668,0.0,0.0,,
34x234,local_tsce,task_only,37,probe_lif_beta05_cap1,0.0,0.034137097852385806,0.0925752708988331,0.0,0.0,0.4006516456814668,0.0,1.0,,
34x234,local_tsce,task_only,37,probe_lif_beta05_cap31,0.0,0.034137097852385806,0.0925752708988331,0.0,0.0,0.4006516456814668,0.0,1.0,,
34x234,local_tsce,task_plus_reg,11,probe_analog_sum,,0.01946228889239225,,,,0.40652612105146896,,,,
34x234,local_tsce,task_plus_reg,11,probe_bipolar_lif_beta05_cap1,0.0,0.01946228889239225,0.028040461823183125,0.0,0.0,0.40652612105146896,0.0,1.0,0.0,0.0
34x234,local_tsce,task_plus_reg,11,probe_if_beta1_cap1,0.9025844930417495,0.01946228889239225,0.8061779156553289,0.014102882703777336,13.993150684931507,0.40652612105146896,0.0,0.03424657534246575,,
34x234,local_tsce,task_plus_reg,11,probe_lif_beta05_cap1,0.0,0.01946228889239225,0.05494849632595331,0.0,0.0,0.40652612105146896,0.0,1.0,,
34x234,local_tsce,task_plus_reg,11,probe_lif_beta05_cap31,0.0,0.01946228889239225,0.05494849632595331,0.0,0.0,0.40652612105146896,0.0,1.0,,
34x234,local_tsce,task_plus_reg,23,probe_analog_sum,,0.034112922011221514,,,,0.3966547934614535,,,,
34x234,local_tsce,task_plus_reg,23,probe_bipolar_lif_beta05_cap1,0.0,0.034112922011221514,0.04627462234708082,0.0,0.0,0.3966547934614535,0.0,1.0,0.0,0.0
34x234,local_tsce,task_plus_reg,23,probe_if_beta1_cap1,1.5895736690965319,0.034112922011221514,1.2451132735837271,0.02483708857963331,24.643835616438356,0.3966547934614535,0.0,0.0,,
34x234,local_tsce,task_plus_reg,23,probe_lif_beta05_cap1,0.0,0.034112922011221514,0.08951525534829383,0.0,0.0,0.3966547934614535,0.0,1.0,,
34x234,local_tsce,task_plus_reg,23,probe_lif_beta05_cap31,0.0,0.034112922011221514,0.08951525534829383,0.0,0.0,0.3966547934614535,0.0,1.0,,
34x234,local_tsce,task_plus_reg,37,probe_analog_sum,,0.03348407094679664,,,,0.39978186436933955,,,,
34x234,local_tsce,task_plus_reg,37,probe_bipolar_lif_beta05_cap1,0.0,0.03348407094679664,0.04711888102264582,0.0,0.0,0.39978186436933955,0.0,1.0,0.0,0.0
34x234,local_tsce,task_plus_reg,37,probe_if_beta1_cap1,1.541859951402695,0.03348407094679664,1.2108640264419226,0.02409156174066711,23.904109589041095,0.39978186436933955,0.0,0.00684931506849315,,
34x234,local_tsce,task_plus_reg,37,probe_lif_beta05_cap1,0.0,0.03348407094679664,0.09150372570978407,0.0,0.0,0.39978186436933955,0.0,1.0,,
34x234,local_tsce,task_plus_reg,37,probe_lif_beta05_cap31,0.0,0.03348407094679664,0.09150372570978407,0.0,0.0,0.39978186436933955,0.0,1.0,,
34x34,e2e_wc,task_only,11,native_e2e_lif,9.030704660923348,0.3036150118660095,0.5585492567897608,0.14110476032692731,140.0068493150685,0.41093715484868565,0.025313397393417276,0.0,,
34x34,e2e_wc,task_only,11,native_w_analog_sum,,0.3036150118660095,,,,0.41093715484868565,,,,
34x34,e2e_wc,task_only,11,probe_analog_sum,,0.030356609201468765,,,,0.40460707974375965,,,,
34x34,e2e_wc,task_only,11,probe_bipolar_lif_beta05_cap1,0.0,0.030356609201468765,0.043850577584125534,0.0,0.0,0.40460707974375965,0.0,1.0,0.0,0.0
34x34,e2e_wc,task_only,11,probe_if_beta1_cap1,1.3744201457919152,0.030356609201468765,1.1069196778793544,0.021475314777998675,21.30821917808219,0.40460707974375965,0.0,0.00684931506849315,,
34x34,e2e_wc,task_only,11,probe_lif_beta05_cap1,0.0,0.030356609201468765,0.08426277940907007,0.0,0.0,0.40460707974375965,0.0,1.0,,
34x34,e2e_wc,task_only,11,probe_lif_beta05_cap31,0.0,0.030356609201468765,0.08426277940907007,0.0,0.0,0.40460707974375965,0.0,1.0,,
34x34,e2e_wc,task_only,23,native_e2e_lif,9.155732273028496,0.3143316046059512,0.5635916072719416,0.14305831676607025,141.94520547945206,0.42963055003313455,0.028647559089905014,0.0,,
34x34,e2e_wc,task_only,23,native_w_analog_sum,,0.3143316046059512,,,,0.42963055003313455,,,,
34x34,e2e_wc,task_only,23,probe_analog_sum,,0.050342711152136586,,,,0.4122349237905898,,,,
34x34,e2e_wc,task_only,23,probe_bipolar_lif_beta05_cap1,0.02429865252926883,0.050342711152136586,0.06718310094352595,0.0003796664457698255,0.3767123287671233,0.4122349237905898,0.0,0.8082191780821918,0.5272727272727272,0.4727272727272727
34x34,e2e_wc,task_only,23,probe_if_beta1_cap1,2.1400485973050585,0.050342711152136586,1.572130362097572,0.03343825933289154,33.178082191780824,0.4122349237905898,0.0,0.0,,
34x34,e2e_wc,task_only,23,probe_lif_beta05_cap1,0.011486635741108902,0.050342711152136586,0.12597622548663942,0.0001794786834548266,0.1780821917808219,0.4122349237905898,0.0,0.8835616438356164,,
34x34,e2e_wc,task_only,23,probe_lif_beta05_cap31,0.011486635741108902,0.050342711152136586,0.12597622548663942,0.0001794786834548266,0.1780821917808219,0.4122349237905898,0.0,0.8835616438356164,,
34x34,e2e_wc,task_only,37,native_e2e_lif,9.499447757897062,0.29458899312180603,0.5441123445792355,0.1484288712171416,147.27397260273972,0.4030953169869671,0.024754252264192624,0.0,,
34x34,e2e_wc,task_only,37,native_w_analog_sum,,0.29458899312180603,,,,0.4030953169869671,,,,
34x34,e2e_wc,task_only,37,probe_analog_sum,,0.03259772399352961,,,,0.405173127899271,,,,
34x34,e2e_wc,task_only,37,probe_bipolar_lif_beta05_cap1,0.0,0.03259772399352961,0.0478538805037182,0.0,0.0,0.405173127899271,0.0,1.0,0.0,0.0
34x34,e2e_wc,task_only,37,probe_if_beta1_cap1,1.5219792356969295,0.03259772399352961,1.1996775586967718,0.023780925557764523,23.595890410958905,0.405173127899271,0.0,0.0,,
34x34,e2e_wc,task_only,37,probe_lif_beta05_cap1,0.0,0.03259772399352961,0.09222235404106201,0.0,0.0,0.405173127899271,0.0,1.0,,
34x34,e2e_wc,task_only,37,probe_lif_beta05_cap31,0.0,0.03259772399352961,0.09222235404106201,0.0,0.0,0.405173127899271,0.0,1.0,,
34x34,e2e_wc,task_plus_reg,11,native_e2e_lif,8.223989396951623,0.3042422099380566,0.5746572752201904,0.1284998343273691,127.5,0.41370526838966204,0.026486911862160373,0.0,,
34x34,e2e_wc,task_plus_reg,11,native_w_analog_sum,,0.3042422099380566,,,,0.41370526838966204,,,,
34x34,e2e_wc,task_plus_reg,11,probe_analog_sum,,0.02829493640931973,,,,0.40480726750607465,,,,
