k,same_label_micro,same_label_macro
1,0.5039370078740157,0.4911014911014911
3,0.5249343832020996,0.5148108064774731
5,0.5307086614173228,0.5173400673400673
10,0.5118110236220471,0.5001292688792689
20,0.47992125984251965,0.4682133838383839
50,0.41086614173228353,0.3999007936507937
