condition,CNN_test_balanced_accuracy,CNN_test_accuracy,CNN_test_macro_f1,kNN_selected_k,kNN_test_balanced_accuracy,kNN_test_accuracy,kNN_test_macro_f1,prototype_test_balanced_accuracy,prototype_test_accuracy,prototype_test_macro_f1,linear_probe_test_balanced_accuracy,linear_probe_test_accuracy,linear_probe_test_macro_f1,retrieval_macro_mAP,retrieval_micro_mAP,SameLabel_macro_at_1,SameLabel_micro_at_1,D_intra_macro,D_inter_centroids,D_inter_over_D_intra,NMI_arithmetic,ARI,silhouette_macro,silhouette_micro
D_mixed_to_raw,0.5552849927849928,0.5748031496062992,0.5615775018076151,5,0.5528499278499278,0.5748031496062992,0.5254027028432801,0.5915704665704665,0.6062992125984252,0.5616458218930513,0.5270863395863395,0.5433070866141733,0.501360877447834,0.4456628136339178,0.45825735298137743,0.5263648388648389,0.5354330708661418,0.06056792040712846,0.083070307970047,1.371523199249526,0.6773046299181615,0.41217172416004455,0.08915527699559385,0.09725749643261303
D_mixed_to_reconstruction,0.5499037999037999,0.5669291338582677,0.5315672250454859,5,0.6033549783549783,0.6141732283464567,0.5889765878542969,0.5894660894660895,0.5984251968503937,0.5805729779056438,0.5891654641654643,0.5905511811023622,0.5793961791156742,0.4677838158857817,0.4786513850259234,0.566017316017316,0.5748031496062992,0.05990217549465094,0.09838784486055374,1.6424753199104924,0.6275980069090364,0.42100996808655544,0.13548280802297627,0.1410311330753274
