configuration,configuration_label,objective,seed,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_hidden_1_firing_rate,train_hidden_2_firing_rate,train_output_firing_rate,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_hidden_1_firing_rate,val_hidden_2_firing_rate,val_output_firing_rate,val_silent_output_fraction,val_hidden_1_shift_3_firing_rate,val_hidden_2_shift_3_firing_rate
single_scale_3,Single-scale 3,relative_10bin_ce,23,1,2.466158119618585,0.10843373493975904,0.10367170516490865,0.059476084348912446,0.001040759458689936,0.0010261045606042843,0.0013133580093903003,2.4860126972198486,0.07936507936507936,0.08333333333333333,0.01243781094527363,0.00029971578439118605,0.0001063065139144939,5.852573669271062e-05,0.9841269841269841,0.00029971578439118605,0.0001063065139144939
single_scale_3,Single-scale 3,relative_10bin_ce,23,2,2.448589814919818,0.1153184165232358,0.10906457476287297,0.07180392873792717,0.0010675831560788517,0.0011115478503358066,0.001747422133641505,2.4820520877838135,0.07936507936507936,0.08333333333333333,0.01243781094527363,0.0003244063295584233,0.00013785554385040822,9.510432212565475e-05,0.9761904761904762,0.0003244063295584233,0.00013785554385040822
single_scale_3,Single-scale 3,relative_10bin_ce,23,3,2.4253426722528193,0.1342512908777969,0.1291240489256135,0.10310330014052473,0.0011502786524193143,0.0013305862377945635,0.002918418275914047,2.474429130554199,0.0873015873015873,0.09027777777777778,0.025351841141314824,0.00035252611710999914,0.00018174984636994118,0.00027799724929037544,0.9761904761904762,0.00035252611710999914,0.00018174984636994118
single_scale_3,Single-scale 3,relative_10bin_ce,23,4,2.4065019809440575,0.1342512908777969,0.12908131520039737,0.1020145384180472,0.0012550873431925904,0.0016410868909843067,0.004381116675320035,2.4760727882385254,0.07936507936507936,0.08194444444444444,0.024270894499902135,0.00041699587393556316,0.00028805636028443507,0.0006072045181868727,0.9444444444444444,0.00041699587393556316,0.00028805636028443507
single_scale_3,Single-scale 3,relative_10bin_ce,23,5,2.3846566512949905,0.14457831325301204,0.14008799647044337,0.11942732270999845,0.0013312404743162443,0.0018862947393102987,0.005027327895668291,2.4717857837677,0.07936507936507936,0.08194444444444444,0.02444841979725701,0.0004547175401632868,0.0004032789043982091,0.0010022532408626693,0.9365079365079365,0.0004547175401632868,0.0004032789043982091
single_scale_3,Single-scale 3,relative_10bin_ce,23,6,2.360354046403028,0.13769363166953527,0.13321058738715197,0.1065851752704357,0.00142819832682935,0.002256069221364329,0.0071139062421491615,2.4756462574005127,0.07936507936507936,0.08194444444444444,0.024725274725274724,0.0005157580546045124,0.0005061561759283646,0.0016826149299154303,0.9126984126984127,0.0005157580546045124,0.0005061561759283646
single_scale_3,Single-scale 3,relative_10bin_ce,23,7,2.3292059734232864,0.15834767641996558,0.15284328551827778,0.13227925163034496,0.0015137724638652084,0.0026355264039392367,0.009034395743659314,2.486996650695801,0.0873015873015873,0.09384920634920635,0.045653846153846156,0.0005719976297076639,0.0006392107804406988,0.002282503731015714,0.8968253968253969,0.0005719976297076639,0.0006392107804406988
single_scale_3,Single-scale 3,relative_10bin_ce,23,8,2.296191844185125,0.18416523235800344,0.1786969864186413,0.17026755488884027,0.0016078516756829182,0.003072425553117725,0.010706449830003182,2.49448823928833,0.09523809523809523,0.10079365079365078,0.05555555555555555,0.0006213787200421386,0.000807243657273286,0.0029555497029818863,0.8650793650793651,0.0006213787200421386,0.000807243657273286
single_scale_3,Single-scale 3,relative_10bin_ce,23,9,2.265479146510927,0.19965576592082615,0.19450727239402157,0.192268566651102,0.0017261376388028205,0.0036912024553234966,0.01343226087393438,2.4934561252593994,0.10317460317460317,0.1126984126984127,0.06846583266074792,0.0006906494162057765,0.0010267151698709507,0.0040602229830568,0.8412698412698413,0.0006906494162057765,0.0010267151698709507
single_scale_3,Single-scale 3,relative_10bin_ce,23,10,2.228013822420944,0.20654044750430292,0.20205887565640915,0.19944432369505885,0.0018217870182725643,0.004247434346056576,0.015354146080024118,2.4956467151641846,0.09523809523809523,0.10436507936507937,0.06559802283486493,0.0007283710824335001,0.0011707433500131683,0.004221168758961754,0.8253968253968254,0.0007283710824335001,0.0011707433500131683
single_scale_3,Single-scale 3,relative_10bin_ce,23,11,2.198470640510782,0.21858864027538727,0.21303123094803933,0.22031192195729635,0.0019073611553084228,0.00472725141105733,0.01712948230525734,2.477104425430298,0.09523809523809523,0.10033068783068784,0.06941554532498805,0.0007784380212448424,0.0013668960143973312,0.005033213355573113,0.8174603174603174,0.0007784380212448424,0.0013668960143973312
single_scale_3,Single-scale 3,relative_10bin_ce,23,12,2.1621456712535654,0.24268502581755594,0.2368928827689031,0.25161434711643466,0.0019962064749526856,0.005173964108061031,0.019100217171632582,2.4534456729888916,0.10317460317460317,0.10866402116402117,0.07347440571124782,0.000841536081116671,0.0016041995873935563,0.0061159394843882595,0.7936507936507936,0.000841536081116671,0.0016041995873935563
