seed,timestep_test_ba,whole_fixed250_test_ba,causal_fixed250_test_ba,causal_minus_whole_ba,causal_minus_timestep_ba
11,0.5013604451104451,0.532777639027639,0.46673742923742917,-0.0660402097902098,-0.03462301587301592
23,0.4636412198912198,0.5194368131868131,0.5292603230103229,0.009823509823509768,0.06561910311910307
101,0.5599664224664225,0.5255987068487068,0.5539647852147852,0.028366078366078407,-0.006001637251637271
