objective,seed,best_epoch,head_parameters,backbone_parameters,total_parameters,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1
timestep_ce,11,99,1548,20224,21772,1.5708741017339973,0.8278829604130808,0.8248329210944226,0.8237685441189025,2.040449380874634,0.5,0.49848484848484836,0.4810238615116413,2.0621522158792573,0.5136986301369864,0.5013604451104451,0.4838606652764073
timestep_ce,23,98,1548,20224,21772,1.5641939738531325,0.8158347676419966,0.8070075148387477,0.8082147398443326,2.042844533920288,0.47619047619047616,0.4596620971620972,0.4127057174851292,2.0572775390050184,0.4863013698630137,0.4636412198912198,0.40513728121055265
timestep_ce,101,99,1548,20224,21772,1.5544416186321213,0.8158347676419966,0.8079184507359966,0.8079052661800707,2.0040230751037598,0.46825396825396826,0.4677669552669554,0.44182914052370775,2.0310086028216636,0.5821917808219178,0.5599664224664225,0.5372594321742928
whole_fixed250_ce,11,30,24588,20224,44812,0.1850689239864095,0.9621342512908778,0.9633268083210277,0.9636809537060674,1.9731181859970093,0.5634920634920635,0.5568542568542568,0.5681785525263786,2.4165236362039226,0.547945205479452,0.532777639027639,0.5185497835497836
whole_fixed250_ce,23,68,24588,20224,44812,0.02035086807753192,0.9948364888123924,0.9949115971174795,0.995032116862785,3.2556262016296387,0.5476190476190477,0.5422138047138046,0.5515311848645182,3.2802145840370494,0.5342465753424658,0.5194368131868131,0.5319416154832822
whole_fixed250_ce,101,52,24588,20224,44812,0.04136846504589341,0.9913941480206541,0.9917052831453498,0.9919291954595337,2.3762145042419434,0.6111111111111112,0.6121512746512746,0.6173168193472186,2.892383630961588,0.5342465753424658,0.5255987068487068,0.5067307493238491
causal_fixed250_prefix_ce,11,18,24588,20224,44812,1.0998206396111112,0.846815834767642,0.8467147684100994,0.8489371063787425,1.9127148389816284,0.5476190476190477,0.5447450697450696,0.5411387672602984,2.161187955777939,0.4794520547945205,0.46673742923742917,0.459378682454747
causal_fixed250_prefix_ce,23,30,24588,20224,44812,0.7823266843510166,0.9397590361445783,0.9413592341311988,0.9417876861560516,1.9857324361801147,0.5158730158730159,0.5172138047138047,0.5210625485625485,2.170462085776133,0.547945205479452,0.5292603230103229,0.5191459417775207
causal_fixed250_prefix_ce,101,38,24588,20224,44812,0.6129013275320476,0.9621342512908778,0.963354810867528,0.9626980831978188,1.9769682884216309,0.5873015873015873,0.5871151996151996,0.5718702901608314,2.169402778965153,0.5684931506849316,0.5539647852147852,0.5294840694827786
