epoch,train_ba,val_ba,train_loss,val_loss,grad_l1,grad_l2,grad_out
1.0,0.07874330161564204,0.055466428995840755,2.490293302424687,2.4814151814703407,0.004461699351668358,0.02247867379337549,0.1271124541759491
2.0,0.11408479849129345,0.09245395127748068,2.476283882378604,2.474831459790292,0.00450049638748169,0.026937909610569476,0.13989447355270385
3.0,0.14253573307724646,0.13434343434343435,2.4681097774654046,2.4683816503490923,0.005132656963542104,0.03075137659907341,0.1514175444841385
4.0,0.13304582910645937,0.13722519310754605,2.4594261785425564,2.4600434514897813,0.005111266672611236,0.02879301514476538,0.19484440833330155
5.0,0.13464053987570226,0.10502861431654002,2.4486032506371287,2.448227265882774,0.003205499658361077,0.014881989359855652,0.08892365619540214
6.0,0.12231333096594654,0.10674078243737688,2.436625012163986,2.4373054264565193,0.007120358431711793,0.054422884434461596,0.2771585702896118
7.0,0.11318437534842911,0.10674078243737688,2.424166097715207,2.4259050160470093,0.013321099756285548,0.0599053431302309,0.388554348051548
8.0,0.12712949045035912,0.09628160474716202,2.413605688147044,2.4138887394109423,0.01118206330575049,0.059028655663132666,0.31179219484329224
9.0,0.1323165090122377,0.12576060527879412,2.40590399063051,2.4049239031661895,0.011293761385604738,0.0695183139294386,0.45237014442682266
10.0,0.1386947742040927,0.11870084357506956,2.3962434813206297,2.3947040950052836,0.008328067231923341,0.04105481170117855,0.20394073128700257
11.0,0.14196421646129692,0.10992891375050817,2.382667985871608,2.3805582029579657,0.007420276291668415,0.04497249945998192,0.23777065575122833
12.0,0.17150004628408086,0.1174764283703912,2.3692653457478325,2.3673641004505948,0.013215320836752652,0.0771965380758047,0.5375539153814316
13.0,0.2066708352637604,0.1516603730806517,2.3536746919387044,2.3627637786978095,0.016184864286333322,0.09460056349635124,0.5121443301439286
14.0,0.20112903147617592,0.15299873737373737,2.3420816126500585,2.354740213360307,0.01440775217488408,0.07817384600639343,0.3793464094400406
15.0,0.20242793836968767,0.15588049613784907,2.3300671493960725,2.3322834474800604,0.007469166163355112,0.03199989497661591,0.16632121652364731
16.0,0.234914026309903,0.19006444084810958,2.315452746380164,2.3148977925791545,0.018324805516749622,0.0909938458353281,0.44433971047401427
17.0,0.2593310784560185,0.19522439956843982,2.295843991787981,2.3032051910310103,0.020709809102118015,0.10219117738306523,0.5876302629709244
18.0,0.2006741980446188,0.1920190683929074,2.2885698353733996,2.313675932630279,0.01924198316410184,0.10142046958208084,0.6001024872064591
19.0,0.1777315579002309,0.19095883369296682,2.2875853197120044,2.313365610393547,0.009639976918697358,0.04279430098831653,0.20726843401789666
20.0,0.2387907465829998,0.1712854160803077,2.2695360016730044,2.28150295082634,0.019728774018585683,0.10729760378599167,0.5530974179506302
