condition,seed,metric,state,value
clock,11,entropy_mean,,1.5345749793687224
clock,11,entropy_median,,1.5446521382244158
clock,11,total_variation_l1_mean,,0.012413341246566017
clock,11,argmax_transitions_per_second,,1.8245849404662082
clock,11,mean_dwell_seconds,,0.3881172839506173
clock,11,median_dwell_seconds,,0.40625
clock,11,occupancy,0.0,0.22858461140697567
clock,11,occupancy,1.0,0.28005606184217946
clock,11,occupancy,2.0,0.24310575209488886
clock,11,occupancy,3.0,0.15164033089739112
clock,11,occupancy,4.0,0.0683896137565631
clock,11,occupancy,5.0,0.02222990578725086
clock,11,occupancy,6.0,0.005153488137286953
clock,11,occupancy,7.0,0.0008402307526801565
clock,23,entropy_mean,,1.5345749838471734
clock,23,entropy_median,,1.544652187247881
clock,23,total_variation_l1_mean,,0.01241334289620226
clock,23,argmax_transitions_per_second,,1.8245849404662082
clock,23,mean_dwell_seconds,,0.3881172839506173
clock,23,median_dwell_seconds,,0.40625
clock,23,occupancy,0.0,0.22858461536139354
clock,23,occupancy,1.0,0.28005606549279116
clock,23,occupancy,2.0,0.2431057554029664
clock,23,occupancy,3.0,0.15164033200275806
clock,23,occupancy,4.0,0.06838961399587414
clock,23,occupancy,5.0,0.022229905800018743
clock,23,occupancy,6.0,0.005153488146325245
clock,23,occupancy,7.0,0.0008402307469977734
clock,37,entropy_mean,,1.5345749838471734
clock,37,entropy_median,,1.544652187247881
clock,37,total_variation_l1_mean,,0.01241334289620226
clock,37,argmax_transitions_per_second,,1.8245849404662082
clock,37,mean_dwell_seconds,,0.3881172839506173
clock,37,median_dwell_seconds,,0.40625
clock,37,occupancy,0.0,0.22858461536139354
clock,37,occupancy,1.0,0.28005606549279116
clock,37,occupancy,2.0,0.2431057554029664
clock,37,occupancy,3.0,0.15164033200275806
clock,37,occupancy,4.0,0.06838961399587414
clock,37,occupancy,5.0,0.022229905800018743
clock,37,occupancy,6.0,0.005153488146325245
clock,37,occupancy,7.0,0.0008402307469977734
clock,53,entropy_mean,,1.5345749838471734
clock,53,entropy_median,,1.544652187247881
clock,53,total_variation_l1_mean,,0.01241334289620226
clock,53,argmax_transitions_per_second,,1.8245849404662082
clock,53,mean_dwell_seconds,,0.3881172839506173
clock,53,median_dwell_seconds,,0.40625
clock,53,occupancy,0.0,0.22858461536139354
clock,53,occupancy,1.0,0.28005606549279116
clock,53,occupancy,2.0,0.2431057554029664
clock,53,occupancy,3.0,0.15164033200275806
clock,53,occupancy,4.0,0.06838961399587414
clock,53,occupancy,5.0,0.022229905800018743
clock,53,occupancy,6.0,0.005153488146325245
clock,53,occupancy,7.0,0.0008402307469977734
clock,71,entropy_mean,,1.5345749838471734
clock,71,entropy_median,,1.544652187247881
clock,71,total_variation_l1_mean,,0.01241334289620226
clock,71,argmax_transitions_per_second,,1.8245849404662082
clock,71,mean_dwell_seconds,,0.3881172839506173
clock,71,median_dwell_seconds,,0.40625
clock,71,occupancy,0.0,0.22858461536139354
clock,71,occupancy,1.0,0.28005606549279116
clock,71,occupancy,2.0,0.2431057554029664
clock,71,occupancy,3.0,0.15164033200275806
clock,71,occupancy,4.0,0.06838961399587414
clock,71,occupancy,5.0,0.022229905800018743
clock,71,occupancy,6.0,0.005153488146325245
clock,71,occupancy,7.0,0.0008402307469977734
oracle_progress,11,entropy_mean,,1.6046769015462186
oracle_progress,11,entropy_median,,1.650280338078292
oracle_progress,11,total_variation_l1_mean,,0.0395064669687751
oracle_progress,11,argmax_transitions_per_second,,5.4844876739896025
oracle_progress,11,mean_dwell_seconds,,0.16149400684931506
oracle_progress,11,median_dwell_seconds,,0.15625
oracle_progress,11,occupancy,0.0,0.08826663814393611
oracle_progress,11,occupancy,1.0,0.12380016271817854
oracle_progress,11,occupancy,2.0,0.14172562544506698
oracle_progress,11,occupancy,3.0,0.1462075779715342
oracle_progress,11,occupancy,4.0,0.14620757773592624
oracle_progress,11,occupancy,5.0,0.14172562218760773
oracle_progress,11,occupancy,6.0,0.12380015921648892
oracle_progress,11,occupancy,7.0,0.08826663569784407
oracle_progress,23,entropy_mean,,1.6046769015462186
oracle_progress,23,entropy_median,,1.650280338078292
oracle_progress,23,total_variation_l1_mean,,0.0395064669687751
oracle_progress,23,argmax_transitions_per_second,,5.4844876739896025
oracle_progress,23,mean_dwell_seconds,,0.16149400684931506
oracle_progress,23,median_dwell_seconds,,0.15625
oracle_progress,23,occupancy,0.0,0.08826663814393611
oracle_progress,23,occupancy,1.0,0.12380016271817854
oracle_progress,23,occupancy,2.0,0.14172562544506698
oracle_progress,23,occupancy,3.0,0.1462075779715342
oracle_progress,23,occupancy,4.0,0.14620757773592624
oracle_progress,23,occupancy,5.0,0.14172562218760773
oracle_progress,23,occupancy,6.0,0.12380015921648892
oracle_progress,23,occupancy,7.0,0.08826663569784407
oracle_progress,37,entropy_mean,,1.6046769015462186
oracle_progress,37,entropy_median,,1.650280338078292
oracle_progress,37,total_variation_l1_mean,,0.0395064669687751
oracle_progress,37,argmax_transitions_per_second,,5.4844876739896025
oracle_progress,37,mean_dwell_seconds,,0.16149400684931506
oracle_progress,37,median_dwell_seconds,,0.15625
oracle_progress,37,occupancy,0.0,0.08826663814393611
oracle_progress,37,occupancy,1.0,0.12380016271817854
oracle_progress,37,occupancy,2.0,0.14172562544506698
oracle_progress,37,occupancy,3.0,0.1462075779715342
oracle_progress,37,occupancy,4.0,0.14620757773592624
oracle_progress,37,occupancy,5.0,0.14172562218760773
oracle_progress,37,occupancy,6.0,0.12380015921648892
oracle_progress,37,occupancy,7.0,0.08826663569784407
oracle_progress,53,entropy_mean,,1.6046769029480368
oracle_progress,53,entropy_median,,1.650280338078292
oracle_progress,53,total_variation_l1_mean,,0.03950646703874534
oracle_progress,53,argmax_transitions_per_second,,5.4844876739896025
oracle_progress,53,mean_dwell_seconds,,0.16149400684931506
oracle_progress,53,median_dwell_seconds,,0.15625
oracle_progress,53,occupancy,0.0,0.08826663877058262
oracle_progress,53,occupancy,1.0,0.12380016338460248
oracle_progress,53,occupancy,2.0,0.1417256258972757
oracle_progress,53,occupancy,3.0,0.14620757826500264
oracle_progress,53,occupancy,4.0,0.14620757793110897
oracle_progress,53,occupancy,5.0,0.1417256223417963
oracle_progress,53,occupancy,6.0,0.12380015945398577
oracle_progress,53,occupancy,7.0,0.0882666359631215
oracle_progress,71,entropy_mean,,1.6046769029480368
oracle_progress,71,entropy_median,,1.650280338078292
oracle_progress,71,total_variation_l1_mean,,0.03950646703874534
oracle_progress,71,argmax_transitions_per_second,,5.4844876739896025
oracle_progress,71,mean_dwell_seconds,,0.16149400684931506
oracle_progress,71,median_dwell_seconds,,0.15625
oracle_progress,71,occupancy,0.0,0.08826663877058262
oracle_progress,71,occupancy,1.0,0.12380016338460248
oracle_progress,71,occupancy,2.0,0.1417256258972757
oracle_progress,71,occupancy,3.0,0.14620757826500264
oracle_progress,71,occupancy,4.0,0.14620757793110897
oracle_progress,71,occupancy,5.0,0.1417256223417963
oracle_progress,71,occupancy,6.0,0.12380015945398577
oracle_progress,71,occupancy,7.0,0.0882666359631215
reset_gru,11,entropy_mean,,1.9576377906917004
reset_gru,11,entropy_median,,1.9962997483528575
reset_gru,11,total_variation_l1_mean,,0.18322121987702505
reset_gru,11,argmax_transitions_per_second,,21.84135502263961
reset_gru,11,mean_dwell_seconds,,0.04474027514231499
reset_gru,11,median_dwell_seconds,,0.015625
reset_gru,11,occupancy,0.0,0.07383983609614668
reset_gru,11,occupancy,1.0,0.10990614222218835
reset_gru,11,occupancy,2.0,0.16394258021886818
reset_gru,11,occupancy,3.0,0.14684498601891174
reset_gru,11,occupancy,4.0,0.09851746779519045
reset_gru,11,occupancy,5.0,0.19222830942596789
reset_gru,11,occupancy,6.0,0.12117800963678409
reset_gru,11,occupancy,7.0,0.09354265916471063
reset_gru,23,entropy_mean,,2.0593871022166095
reset_gru,23,entropy_median,,2.062231204279205
reset_gru,23,total_variation_l1_mean,,0.07378746343440164
reset_gru,23,argmax_transitions_per_second,,22.324333389233608
reset_gru,23,mean_dwell_seconds,,0.043805155596841616
reset_gru,23,median_dwell_seconds,,0.015625
reset_gru,23,occupancy,0.0,0.12187893370091125
reset_gru,23,occupancy,1.0,0.1219643889232048
reset_gru,23,occupancy,2.0,0.09585222971025112
reset_gru,23,occupancy,3.0,0.14647099622904838
reset_gru,23,occupancy,4.0,0.1479864462906454
reset_gru,23,occupancy,5.0,0.14291492891741694
reset_gru,23,occupancy,6.0,0.11519766336330382
reset_gru,23,occupancy,7.0,0.10773441600727474
reset_gru,37,entropy_mean,,2.041109924446044
reset_gru,37,entropy_median,,2.0438820646595106
reset_gru,37,total_variation_l1_mean,,0.12586435161495987
reset_gru,37,argmax_transitions_per_second,,29.220191178936776
reset_gru,37,mean_dwell_seconds,,0.03373725630477553
reset_gru,37,median_dwell_seconds,,0.015625
reset_gru,37,occupancy,0.0,0.13409859666291
reset_gru,37,occupancy,1.0,0.1400319292352611
reset_gru,37,occupancy,2.0,0.1515130254707248
reset_gru,37,occupancy,3.0,0.10512437405326386
reset_gru,37,occupancy,4.0,0.1315930011204516
reset_gru,37,occupancy,5.0,0.1234894460153558
reset_gru,37,occupancy,6.0,0.0878744402922248
reset_gru,37,occupancy,7.0,0.12627519542972246
reset_gru,53,entropy_mean,,2.0383178743008004
reset_gru,53,entropy_median,,2.045507007187531
reset_gru,53,total_variation_l1_mean,,0.09327633077106619
reset_gru,53,argmax_transitions_per_second,,24.014757672312594
reset_gru,53,mean_dwell_seconds,,0.040819086777753734
reset_gru,53,median_dwell_seconds,,0.015625
reset_gru,53,occupancy,0.0,0.08890881469026406
reset_gru,53,occupancy,1.0,0.1217490841836389
reset_gru,53,occupancy,2.0,0.15474568275121306
reset_gru,53,occupancy,3.0,0.14857969471334306
reset_gru,53,occupancy,4.0,0.1602264394091209
reset_gru,53,occupancy,5.0,0.09759003194227983
reset_gru,53,occupancy,6.0,0.1025012953304411
reset_gru,53,occupancy,7.0,0.12569895153032026
reset_gru,71,entropy_mean,,2.0421699518195764
reset_gru,71,entropy_median,,2.0512581662122003
reset_gru,71,total_variation_l1_mean,,0.09702717599090556
reset_gru,71,argmax_transitions_per_second,,21.8950192855945
reset_gru,71,mean_dwell_seconds,,0.044634406057737816
reset_gru,71,median_dwell_seconds,,0.015625
reset_gru,71,occupancy,0.0,0.11218972923851284
reset_gru,71,occupancy,1.0,0.1331668489188637
reset_gru,71,occupancy,2.0,0.11617155822865403
reset_gru,71,occupancy,3.0,0.15480062377011444
reset_gru,71,occupancy,4.0,0.17179511456501612
reset_gru,71,occupancy,5.0,0.09050964157410568
reset_gru,71,occupancy,6.0,0.11182982996575204
reset_gru,71,occupancy,7.0,0.10953664758802448
ordered_gru,11,entropy_mean,,2.041209740834139
ordered_gru,11,entropy_median,,2.0483768620496385
ordered_gru,11,total_variation_l1_mean,,0.053372459503619456
ordered_gru,11,argmax_transitions_per_second,,11.307060204595002
ordered_gru,11,mean_dwell_seconds,,0.08372170439414114
ordered_gru,11,median_dwell_seconds,,0.03125
ordered_gru,11,occupancy,0.0,0.10145900811385326
ordered_gru,11,occupancy,1.0,0.10259497884261028
ordered_gru,11,occupancy,2.0,0.13048265392461889
ordered_gru,11,occupancy,3.0,0.14447945206703197
ordered_gru,11,occupancy,4.0,0.10892322739417128
ordered_gru,11,occupancy,5.0,0.16539639326811054
