condition,seed,metric,state,value
ordered_gru,11,occupancy,6.0,0.14090053996872318
ordered_gru,11,occupancy,7.0,0.10576374559571276
ordered_gru,23,entropy_mean,,2.0428952599102383
ordered_gru,23,entropy_median,,2.049743175263507
ordered_gru,23,total_variation_l1_mean,,0.0500845432949335
ordered_gru,23,argmax_transitions_per_second,,10.217675666610766
ordered_gru,23,mean_dwell_seconds,,0.09201219512195122
ordered_gru,23,median_dwell_seconds,,0.03125
ordered_gru,23,occupancy,0.0,0.1216070180403339
ordered_gru,23,occupancy,1.0,0.12389969104447947
ordered_gru,23,occupancy,2.0,0.09368272429002564
ordered_gru,23,occupancy,3.0,0.15111403907491838
ordered_gru,23,occupancy,4.0,0.15640769824521422
ordered_gru,23,occupancy,5.0,0.14304585842695888
ordered_gru,23,occupancy,6.0,0.10365739976308347
ordered_gru,23,occupancy,7.0,0.10658557435980276
ordered_gru,37,entropy_mean,,2.0290891048103625
ordered_gru,37,entropy_median,,2.031205565181405
ordered_gru,37,total_variation_l1_mean,,0.053562920781406266
ordered_gru,37,argmax_transitions_per_second,,13.780982726815362
ordered_gru,37,mean_dwell_seconds,,0.06950073691967576
ordered_gru,37,median_dwell_seconds,,0.03125
ordered_gru,37,occupancy,0.0,0.13379354299570084
ordered_gru,37,occupancy,1.0,0.14835304807133434
ordered_gru,37,occupancy,2.0,0.1552359246271752
ordered_gru,37,occupancy,3.0,0.0976737847930034
ordered_gru,37,occupancy,4.0,0.12634327556972494
ordered_gru,37,occupancy,5.0,0.12595470248079058
ordered_gru,37,occupancy,6.0,0.0888615808371921
ordered_gru,37,occupancy,7.0,0.12378413634031586
ordered_gru,53,entropy_mean,,1.9875698080743072
ordered_gru,53,entropy_median,,2.0043800363568147
ordered_gru,53,total_variation_l1_mean,,0.05891629010120305
ordered_gru,53,argmax_transitions_per_second,,13.169210129129633
ordered_gru,53,mean_dwell_seconds,,0.07254807692307692
ordered_gru,53,median_dwell_seconds,,0.015625
ordered_gru,53,occupancy,0.0,0.07492015731701167
ordered_gru,53,occupancy,1.0,0.11621264783024289
ordered_gru,53,occupancy,2.0,0.15798069288734423
ordered_gru,53,occupancy,3.0,0.1524480215528075
ordered_gru,53,occupancy,4.0,0.16694966141341872
ordered_gru,53,occupancy,5.0,0.09434680506831432
ordered_gru,53,occupancy,6.0,0.11022890174981748
ordered_gru,53,occupancy,7.0,0.1269131140966114
ordered_gru,71,entropy_mean,,2.010034960511086
ordered_gru,71,entropy_median,,2.028236429233157
ordered_gru,71,total_variation_l1_mean,,0.052963942250306525
ordered_gru,71,argmax_transitions_per_second,,11.323159483481469
ordered_gru,71,mean_dwell_seconds,,0.08361037234042554
ordered_gru,71,median_dwell_seconds,,0.03125
ordered_gru,71,occupancy,0.0,0.1066595642519479
ordered_gru,71,occupancy,1.0,0.1358115412279435
ordered_gru,71,occupancy,2.0,0.11790335490235614
ordered_gru,71,occupancy,3.0,0.1680303695978877
ordered_gru,71,occupancy,4.0,0.18563745416345345
ordered_gru,71,occupancy,5.0,0.08164293934236853
ordered_gru,71,occupancy,6.0,0.10268264549992351
ordered_gru,71,occupancy,7.0,0.1016321302002149
