condition,seed,accuracy,balanced_accuracy,feature,loss,macro_f1,n_samples,split
reset_gru,11,0.6678141135972461,0.6514113917927855,mean_q,0.9456873237220389,0.6515319403925274,581,train
reset_gru,11,0.373015873015873,0.36013107263107264,mean_q,1.90305000065898,0.3440407832048699,126,val
reset_gru,11,0.4383561643835616,0.42432498057498047,mean_q,1.8924170152905375,0.4023990353376318,146,test
reset_gru,11,0.3270223752151463,0.31196831854550133,final_q,1.8629654036523566,0.2942788841145923,581,train
reset_gru,11,0.2619047619047619,0.25007816257816257,final_q,2.1275608188128396,0.22074497616545666,126,val
reset_gru,11,0.2534246575342466,0.2416139416139416,final_q,2.035020931232569,0.2186921401975165,146,test
reset_gru,23,0.7160068846815835,0.7096439043518007,mean_q,0.8740631911094254,0.7085523827612864,581,train
reset_gru,23,0.46825396825396826,0.45136483886483886,mean_q,1.6421272684463617,0.4530119094012282,126,val
reset_gru,23,0.4520547945205479,0.44440281940281934,mean_q,1.7409951371593486,0.45312286397812707,146,test
reset_gru,23,0.3528399311531842,0.3480480000097242,final_q,1.9177472932372075,0.3387886305783701,581,train
reset_gru,23,0.2698412698412698,0.259493746993747,final_q,2.199506320742605,0.2621804850221079,126,val
reset_gru,23,0.2671232876712329,0.25385864135864133,final_q,2.155841342854656,0.23136895867159027,146,test
reset_gru,37,0.6506024096385542,0.6366797801021871,mean_q,1.029140894373204,0.6252712945498727,581,train
reset_gru,37,0.35714285714285715,0.3595719095719096,mean_q,1.8889840852422528,0.3448566230428975,126,val
reset_gru,37,0.363013698630137,0.3600441225441225,mean_q,2.2062412101505573,0.33501861171250163,146,test
reset_gru,37,0.3029259896729776,0.2918806929991262,final_q,1.9761033727289756,0.28430546866361156,581,train
reset_gru,37,0.20634920634920634,0.20036676286676283,final_q,2.2620432680818285,0.19975093344658565,126,val
reset_gru,37,0.2534246575342466,0.24365218115218112,final_q,2.318377041644416,0.22783775415999355,146,test
reset_gru,53,0.6402753872633391,0.630145290691928,mean_q,0.9767815368994056,0.6295515884809173,581,train
reset_gru,53,0.373015873015873,0.3588624338624338,mean_q,1.8194851382096504,0.3353666688126297,126,val
reset_gru,53,0.4794520547945205,0.47197594072594073,mean_q,1.7405676301263586,0.4666858360937309,146,test
reset_gru,53,0.35800344234079173,0.33914004492246413,final_q,1.89502355218145,0.3208871964263083,581,train
reset_gru,53,0.2619047619047619,0.25096200096200094,final_q,2.229093455114915,0.23699593371849473,126,val
reset_gru,53,0.3356164383561644,0.32524281274281275,final_q,1.9563785027022536,0.2952975650892317,146,test
reset_gru,71,0.6402753872633391,0.6288092993152335,mean_q,1.0319869731827185,0.6294738947006381,581,train
reset_gru,71,0.4365079365079365,0.4266534391534392,mean_q,1.5077667409948472,0.4341924736902751,126,val
reset_gru,71,0.4794520547945205,0.4652500277500277,mean_q,2.042924091127107,0.4480005062511787,146,test
reset_gru,71,0.33390705679862304,0.3288269953577095,final_q,1.914690925819745,0.3207586721287881,581,train
reset_gru,71,0.2777777777777778,0.26706950456950457,final_q,2.223776144381558,0.26806157991512675,126,val
reset_gru,71,0.3013698630136986,0.2851558164058164,final_q,2.15936531871043,0.2727800468758311,146,test
ordered_gru,11,0.6643717728055077,0.6505588907058749,mean_q,0.9154061336946585,0.6503222540835726,581,train
ordered_gru,11,0.36507936507936506,0.35599446849446853,mean_q,1.8816527085428685,0.34277089162451896,126,val
ordered_gru,11,0.3698630136986301,0.3533091908091908,mean_q,1.9720127776632879,0.33201044053985235,146,test
ordered_gru,11,0.45266781411359724,0.4391800725913808,final_q,1.5771044707531048,0.4306488767503061,581,train
ordered_gru,11,0.30952380952380953,0.29296536796536804,final_q,2.041153743083547,0.2889941751027681,126,val
ordered_gru,11,0.3493150684931507,0.3404845154845155,final_q,1.932654311145069,0.3306074492611543,146,test
ordered_gru,23,0.6660929432013769,0.6563792445443583,mean_q,0.928484136151366,0.6536816322210149,581,train
ordered_gru,23,0.46825396825396826,0.46297498797498804,mean_q,1.6872807246198607,0.46177467088199803,126,val
ordered_gru,23,0.4315068493150685,0.42730533355533357,mean_q,1.7550246492203685,0.4251581932935738,146,test
ordered_gru,23,0.4044750430292599,0.39468715346065625,final_q,1.7195848141958816,0.3839873881398507,581,train
ordered_gru,23,0.2698412698412698,0.2539081289081289,final_q,2.260246100855584,0.2633129478252969,126,val
ordered_gru,23,0.3082191780821918,0.288017538017538,final_q,2.140885992661836,0.27600053081931947,146,test
ordered_gru,37,0.6660929432013769,0.657719001050037,mean_q,0.9937449652533666,0.6527125801330622,581,train
ordered_gru,37,0.36507936507936506,0.38080206830206825,mean_q,1.9983792925099335,0.36512981311574655,126,val
ordered_gru,37,0.3150684931506849,0.31860292485292485,mean_q,2.22548823989303,0.29276562330860134,146,test
ordered_gru,37,0.4406196213425129,0.4334290453219018,final_q,1.6623301283557637,0.4265222913404146,581,train
ordered_gru,37,0.2619047619047619,0.2633658008658009,final_q,2.1062025581004318,0.25190503940503944,126,val
ordered_gru,37,0.3219178082191781,0.31900391275391277,final_q,2.0098129830101024,0.3114893238806282,146,test
ordered_gru,53,0.6695352839931153,0.6641441068969548,mean_q,0.9762422519270565,0.6613943998631095,581,train
ordered_gru,53,0.3968253968253968,0.38465608465608453,mean_q,1.790291521020573,0.36992669801594297,126,val
ordered_gru,53,0.410958904109589,0.4030656843156843,mean_q,1.6999234429092258,0.3995155165783087,146,test
ordered_gru,53,0.4423407917383821,0.427970238599781,final_q,1.58916839254931,0.41906835419105054,581,train
ordered_gru,53,0.23015873015873015,0.22814454064454062,final_q,2.12753465454662,0.2255332817689797,126,val
ordered_gru,53,0.3835616438356164,0.3739121989121989,final_q,1.8399205364383941,0.3779802609618414,146,test
ordered_gru,71,0.6833046471600689,0.6700573369558471,mean_q,0.9480314347043812,0.6696777156020324,581,train
ordered_gru,71,0.4603174603174603,0.4512265512265512,mean_q,1.4575402241414124,0.4460929193772331,126,val
ordered_gru,71,0.4315068493150685,0.417035742035742,mean_q,2.0585937627499056,0.40211589354908783,146,test
ordered_gru,71,0.49225473321858865,0.4857520587380182,final_q,1.5738336874415477,0.48211622460951636,581,train
ordered_gru,71,0.29365079365079366,0.28045935545935546,final_q,1.9717615634136703,0.2735588079886325,126,val
