seed,split_seed,fixed250_val_balanced_accuracy,fixed250_test_balanced_accuracy,fixed250_test_accuracy,fixed250_test_macro_f1,streaming_max_abs_delta
11,12345,0.5252886002886002,0.6094488844488843,0.6232876712328768,0.6141804262766505,1.4210854715202004e-14
23,12345,0.6115620490620491,0.5931318681318681,0.6095890410958904,0.5918175391859603,1.4210854715202004e-14
37,12345,0.5457431457431458,0.5873126873126873,0.5958904109589042,0.5844731019251654,1.5987211554602254e-14
53,12345,0.5111652236652237,0.5857767232767231,0.5958904109589042,0.5836537024875518,1.5987211554602254e-14
71,12345,0.5429713804713804,0.6004821567321567,0.6164383561643836,0.6021233087899754,1.0658141036401503e-14
