temporal_mode,primitive_width,seed,representation,quantile,threshold,val_ba,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test,events_per_true_stroke_test,event_inside_stroke_fraction_test,cross_primitive_pair_fraction_le_16_steps,cross_primitive_pair_fraction_le_32_steps
t0,16,11,r2_ms_qnorm,0.6,0.4070322513580322,0.5072150072150071,0.4556970806970806,0.4726027397260274,0.4514257957463429,0.2669814446653413,22.075342465753423,0.0,10.888513513513514,0.6925224945702761,0.5024406117800195,0.5027624309392266
t0,16,11,r2_ms_qnorm,0.8,0.7193230986595154,0.4506012506012506,0.4247807747807747,0.4315068493150685,0.4229248282598172,0.142312789927104,11.767123287671232,0.0068493150684931,5.804054054054054,0.6769499417927823,0.3926174496644295,0.412779552715655
t0,16,11,r2_ms_qnorm,0.9,0.9885950684547424,0.3903860028860028,0.3787490287490287,0.3904109589041096,0.3812318610564225,0.0743041749502982,6.1438356164383565,0.0342465753424657,3.0304054054054053,0.653288740245262,0.2850241545893719,0.3726027397260274
t0,16,23,r2_mh_qraw,0.2,0.0454080812633037,0.5121753246753246,0.5558032245532245,0.5684931506849316,0.5549902262178478,0.522117296222664,43.17123287671233,0.0,21.29391891891892,0.6966523877518642,0.8195549780737372,0.8195549780737372
t0,16,23,r2_mh_qraw,0.4,0.2033984959125518,0.5452441077441077,0.5764991952491952,0.589041095890411,0.5739820141626798,0.3972001325381047,32.842465753424655,0.0,16.199324324324323,0.6982273201251303,0.6949881694988169,0.6949881694988169
t0,16,23,r2_mh_qraw,0.6,0.4126268029212951,0.5125060125060125,0.5090048840048839,0.5273972602739726,0.5023755575347426,0.2729456593770709,22.568493150684933,0.0,11.131756756756756,0.7034901365705615,0.5733799237611181,0.5735154017148301
t0,16,23,r2_mh_qraw,0.8,0.7405224442481995,0.4574134199134199,0.436723692973693,0.4520547945205479,0.438577996121825,0.1399933730947647,11.575342465753424,0.0,5.70945945945946,0.7159763313609467,0.4453496266123557,0.4665801427644386
t0,16,23,r2_mh_qraw,0.9,1.0275123119354248,0.3967712842712843,0.4218066655566655,0.4383561643835616,0.4166989127666876,0.0709078860172299,5.863013698630137,0.0136986301369863,2.891891891891892,0.6962616822429907,0.3555194805194805,0.4104046242774566
t0,16,23,r2_mh_qnorm,0.2,0.0454080812633037,0.4998376623376624,0.504443473193473,0.5205479452054794,0.510252783722942,0.522117296222664,43.17123287671233,0.0,21.29391891891892,0.6966523877518642,0.8195549780737372,0.8195549780737372
t0,16,23,r2_mh_qnorm,0.4,0.2033984959125518,0.5197450697450697,0.5023691586191587,0.5136986301369864,0.5056141836109631,0.3972001325381047,32.842465753424655,0.0,16.199324324324323,0.6982273201251303,0.6949881694988169,0.6949881694988169
t0,16,23,r2_mh_qnorm,0.6,0.4126268029212951,0.4919372294372293,0.4904643967143967,0.5,0.4989071037288608,0.2729456593770709,22.568493150684933,0.0,11.131756756756756,0.7034901365705615,0.5733799237611181,0.5735154017148301
t0,16,23,r2_mh_qnorm,0.8,0.7405224442481995,0.4372113997113997,0.4090111277611277,0.4178082191780822,0.4140073978309272,0.1399933730947647,11.575342465753424,0.0,5.70945945945946,0.7159763313609467,0.4453496266123557,0.4665801427644386
t0,16,23,r2_mh_qnorm,0.9,1.0275123119354248,0.3248136123136123,0.3737796925296925,0.3835616438356164,0.3750318248302615,0.0709078860172299,5.863013698630137,0.0136986301369863,2.891891891891892,0.6962616822429907,0.3555194805194805,0.4104046242774566
t0,16,23,r2_ms_qraw,0.2,0.0454080812633037,0.5044733044733044,0.5493166555666554,0.5616438356164384,0.5502655955637688,0.522117296222664,43.17123287671233,0.0,21.29391891891892,0.6966523877518642,0.8195549780737372,0.8195549780737372
t0,16,23,r2_ms_qraw,0.4,0.2033984959125518,0.52996632996633,0.5605901043401044,0.5753424657534246,0.561855441307774,0.3972001325381047,32.842465753424655,0.0,16.199324324324323,0.6982273201251303,0.6949881694988169,0.6949881694988169
t0,16,23,r2_ms_qraw,0.6,0.4126268029212951,0.5111171236171236,0.517038517038517,0.5342465753424658,0.5131755665697151,0.2729456593770709,22.568493150684933,0.0,11.131756756756756,0.7034901365705615,0.5733799237611181,0.5735154017148301
t0,16,23,r2_ms_qraw,0.8,0.7405224442481995,0.478577441077441,0.4307713120213119,0.4452054794520548,0.4345619176950222,0.1399933730947647,11.575342465753424,0.0,5.70945945945946,0.7159763313609467,0.4453496266123557,0.4665801427644386
t0,16,23,r2_ms_qraw,0.9,1.0275123119354248,0.3814935064935065,0.4166118603618603,0.4315068493150685,0.4158509415608806,0.0709078860172299,5.863013698630137,0.0136986301369863,2.891891891891892,0.6962616822429907,0.3555194805194805,0.4104046242774566
t0,16,23,r2_ms_qnorm,0.2,0.0454080812633037,0.5282467532467532,0.4961101398601397,0.5136986301369864,0.4996109202830909,0.522117296222664,43.17123287671233,0.0,21.29391891891892,0.6966523877518642,0.8195549780737372,0.8195549780737372
t0,16,23,r2_ms_qnorm,0.4,0.2033984959125518,0.5266895141895142,0.508779415029415,0.5205479452054794,0.5134319163857703,0.3972001325381047,32.842465753424655,0.0,16.199324324324323,0.6982273201251303,0.6949881694988169,0.6949881694988169
t0,16,23,r2_ms_qnorm,0.6,0.4126268029212951,0.4830086580086579,0.4719759407259407,0.4794520547945205,0.474865311846736,0.2729456593770709,22.568493150684933,0.0,11.131756756756756,0.7034901365705615,0.5733799237611181,0.5735154017148301
t0,16,23,r2_ms_qnorm,0.8,0.7405224442481995,0.4004689754689754,0.3951832889332889,0.4041095890410959,0.4002195968315061,0.1399933730947647,11.575342465753424,0.0,5.70945945945946,0.7159763313609467,0.4453496266123557,0.4665801427644386
t0,16,23,r2_ms_qnorm,0.9,1.0275123119354248,0.3245189995189995,0.3560959873459873,0.363013698630137,0.3571377430108145,0.0709078860172299,5.863013698630137,0.0136986301369863,2.891891891891892,0.6962616822429907,0.3555194805194805,0.4104046242774566
t0,16,37,r2_mh_qraw,0.2,0.0416301004588604,0.5458393458393459,0.5088807026307026,0.5136986301369864,0.5070700405350016,0.4810304837640822,39.773972602739725,0.0,19.61824324324324,0.6943344239710694,0.7586998763469351,0.7586998763469351
t0,16,37,r2_mh_qraw,0.4,0.1946279257535934,0.5298039923039924,0.4857024919524919,0.4863013698630137,0.4800989493940812,0.3735917826375083,30.89041095890411,0.0,15.236486486486486,0.7024390243902439,0.6196150320806599,0.6196150320806599
t0,16,37,r2_mh_qraw,0.6,0.3934101164340973,0.5055254930254931,0.4913551726051726,0.4931506849315068,0.4825474744553692,0.2619284294234592,21.65753424657534,0.0,10.682432432432432,0.715370018975332,0.4920318725099601,0.4927055702917772
t0,16,37,r2_mh_qraw,0.8,0.7084382772445679,0.4385642135642135,0.3712433399933399,0.3767123287671233,0.3582131512509521,0.1339463220675944,11.075342465753424,0.0,5.462837837837838,0.7316017316017316,0.3549075391180654,0.3718386876281613
t0,16,37,r2_mh_qraw,0.9,1.0024925470352173,0.3795995670995671,0.2920537795537795,0.2945205479452055,0.2778882269276052,0.0680914512922465,5.63013698630137,0.047945205479452,2.777027027027027,0.7226277372262774,0.2328308207705192,0.2876712328767123
t0,16,37,r2_mh_qnorm,0.2,0.0416301004588604,0.5143578643578642,0.4731913919413918,0.4794520547945205,0.471316739114363,0.4810304837640822,39.773972602739725,0.0,19.61824324324324,0.6943344239710694,0.7586998763469351,0.7586998763469351
t0,16,37,r2_mh_qnorm,0.4,0.1946279257535934,0.4948773448773448,0.4726572039072039,0.4794520547945205,0.4659860934391199,0.3735917826375083,30.89041095890411,0.0,15.236486486486486,0.7024390243902439,0.6196150320806599,0.6196150320806599
t0,16,37,r2_mh_qnorm,0.6,0.3934101164340973,0.4962662337662337,0.4393620268620268,0.4452054794520548,0.4322667720900435,0.2619284294234592,21.65753424657534,0.0,10.682432432432432,0.715370018975332,0.4920318725099601,0.4927055702917772
t0,16,37,r2_mh_qnorm,0.8,0.7084382772445679,0.4112493987493987,0.3471022033522034,0.3493150684931507,0.3387589648006315,0.1339463220675944,11.075342465753424,0.0,5.462837837837838,0.7316017316017316,0.3549075391180654,0.3718386876281613
t0,16,37,r2_mh_qnorm,0.9,1.0024925470352173,0.3598244348244348,0.2997176434676434,0.2945205479452055,0.2704082050271858,0.0680914512922465,5.63013698630137,0.047945205479452,2.777027027027027,0.7226277372262774,0.2328308207705192,0.2876712328767123
t0,16,37,r2_ms_qraw,0.2,0.0416301004588604,0.5611171236171236,0.4955870518370517,0.5,0.4956919225998173,0.4810304837640822,39.773972602739725,0.0,19.61824324324324,0.6943344239710694,0.7586998763469351,0.7586998763469351
t0,16,37,r2_ms_qraw,0.4,0.1946279257535934,0.543524531024531,0.4965028027528027,0.5,0.4920567136623581,0.3735917826375083,30.89041095890411,0.0,15.236486486486486,0.7024390243902439,0.6196150320806599,0.6196150320806599
t0,16,37,r2_ms_qraw,0.6,0.3934101164340973,0.5194143819143819,0.4847714785214785,0.4863013698630137,0.4756686302800629,0.2619284294234592,21.65753424657534,0.0,10.682432432432432,0.715370018975332,0.4920318725099601,0.4927055702917772
t0,16,37,r2_ms_qraw,0.8,0.7084382772445679,0.44752886002886,0.3999229936729936,0.4041095890410959,0.3842372058453114,0.1339463220675944,11.075342465753424,0.0,5.462837837837838,0.7316017316017316,0.3549075391180654,0.3718386876281613
t0,16,37,r2_ms_qraw,0.9,1.0024925470352173,0.356583694083694,0.299356893106893,0.2945205479452055,0.2748636402419093,0.0680914512922465,5.63013698630137,0.047945205479452,2.777027027027027,0.7226277372262774,0.2328308207705192,0.2876712328767123
t0,16,37,r2_ms_qnorm,0.2,0.0416301004588604,0.5060245310245309,0.4731913919413918,0.4794520547945205,0.4709987928478528,0.4810304837640822,39.773972602739725,0.0,19.61824324324324,0.6943344239710694,0.7586998763469351,0.7586998763469351
t0,16,37,r2_ms_qnorm,0.4,0.1946279257535934,0.4931637806637807,0.4270014707514707,0.4315068493150685,0.4263841825051835,0.3735917826375083,30.89041095890411,0.0,15.236486486486486,0.7024390243902439,0.6196150320806599,0.6196150320806599
t0,16,37,r2_ms_qnorm,0.6,0.3934101164340973,0.5274170274170275,0.448252442002442,0.4589041095890411,0.4377971629906614,0.2619284294234592,21.65753424657534,0.0,10.682432432432432,0.715370018975332,0.4920318725099601,0.4927055702917772
t0,16,37,r2_ms_qnorm,0.8,0.7084382772445679,0.4196789321789321,0.346540959040959,0.3561643835616438,0.3335208913096246,0.1339463220675944,11.075342465753424,0.0,5.462837837837838,0.7316017316017316,0.3549075391180654,0.3718386876281613
t0,16,37,r2_ms_qnorm,0.9,1.0024925470352173,0.342099567099567,0.3097215284715284,0.3013698630136986,0.2870461396805482,0.0680914512922465,5.63013698630137,0.047945205479452,2.777027027027027,0.7226277372262774,0.2328308207705192,0.2876712328767123
t0,32,11,r2_mh_qraw,0.2,0.0376952402293682,0.5369107744107744,0.5135052447552447,0.5342465753424658,0.5013781469984097,0.5315606361829026,43.95205479452055,0.0,21.679054054054053,0.7074957145083373,0.8360446570972887,0.8360708021049275
t0,32,11,r2_mh_qraw,0.4,0.1620070040225982,0.5216329966329967,0.5432671495171495,0.5684931506849316,0.5347124123439913,0.4086315440689198,33.78767123287671,0.0,16.66554054054054,0.7084938171498074,0.718972001671542,0.7190307081679549
t0,32,11,r2_mh_qraw,0.6,0.3240085542201996,0.50251924001924,0.5276646964146964,0.547945205479452,0.518360997709116,0.2844599072233267,23.52054794520548,0.0,11.60135135135135,0.7140361094933023,0.6001217285453438,0.6003649635036497
t0,32,11,r2_mh_qraw,0.8,0.5692159533500671,0.4881373256373256,0.4550997613497614,0.4726027397260274,0.4365394145027566,0.1534128561961563,12.684931506849315,0.0,6.256756756756757,0.7197624190064795,0.4921592279855247,0.5026392961876833
t0,32,11,r2_mh_qraw,0.9,0.7895963788032532,0.368987493987494,0.4220640470640471,0.4452054794520548,0.3917925901555932,0.0814280980781974,6.732876712328767,0.0136986301369863,3.320945945945946,0.7212614445574771,0.3920220082530949,0.4346764346764347
t0,32,11,r2_mh_qnorm,0.2,0.0376952402293682,0.5253727753727754,0.5029532967032967,0.5136986301369864,0.4863516889932514,0.5315606361829026,43.95205479452055,0.0,21.679054054054053,0.7074957145083373,0.8360446570972887,0.8360708021049275
t0,32,11,r2_mh_qnorm,0.4,0.1620070040225982,0.5302970177970178,0.5111513486513486,0.5273972602739726,0.494359782890377,0.4086315440689198,33.78767123287671,0.0,16.66554054054054,0.7084938171498074,0.718972001671542,0.7190307081679549
t0,32,11,r2_mh_qnorm,0.6,0.3240085542201996,0.4934283309283309,0.5156517094017093,0.5342465753424658,0.5051569895761577,0.2844599072233267,23.52054794520548,0.0,11.60135135135135,0.7140361094933023,0.6001217285453438,0.6003649635036497
t0,32,11,r2_mh_qnorm,0.8,0.5692159533500671,0.4195526695526694,0.3907058219558219,0.4041095890410959,0.3722941063496115,0.1534128561961563,12.684931506849315,0.0,6.256756756756757,0.7197624190064795,0.4921592279855247,0.5026392961876833
t0,32,11,r2_mh_qnorm,0.9,0.7895963788032532,0.3543410293410293,0.371599234099234,0.3767123287671233,0.3570027419180233,0.0814280980781974,6.732876712328767,0.0136986301369863,3.320945945945946,0.7212614445574771,0.3920220082530949,0.4346764346764347
t0,32,11,r2_ms_qraw,0.2,0.0376952402293682,0.5207070707070707,0.5111242923742924,0.5342465753424658,0.5018075619205781,0.5315606361829026,43.95205479452055,0.0,21.679054054054053,0.7074957145083373,0.8360446570972887,0.8360708021049275
t0,32,11,r2_ms_qraw,0.4,0.1620070040225982,0.5424663299663299,0.529739010989011,0.5547945205479452,0.5193636624441579,0.4086315440689198,33.78767123287671,0.0,16.66554054054054,0.7084938171498074,0.718972001671542,0.7190307081679549
t0,32,11,r2_ms_qraw,0.6,0.3240085542201996,0.4905844155844156,0.5472714785214785,0.5684931506849316,0.5394956131559889,0.2844599072233267,23.52054794520548,0.0,11.60135135135135,0.7140361094933023,0.6001217285453438,0.6003649635036497
t0,32,11,r2_ms_qraw,0.8,0.5692159533500671,0.4762325637325637,0.446766428016428,0.4657534246575342,0.4287749285385547,0.1534128561961563,12.684931506849315,0.0,6.256756756756757,0.7197624190064795,0.4921592279855247,0.5026392961876833
t0,32,11,r2_ms_qraw,0.9,0.7895963788032532,0.3716029341029341,0.4519612332112332,0.4726027397260274,0.4274497880635987,0.0814280980781974,6.732876712328767,0.0136986301369863,3.320945945945946,0.7212614445574771,0.3920220082530949,0.4346764346764347
t0,32,11,r2_ms_qnorm,0.2,0.0376952402293682,0.5100949975949975,0.5044413919413919,0.5205479452054794,0.4894078866441949,0.5315606361829026,43.95205479452055,0.0,21.679054054054053,0.7074957145083373,0.8360446570972887,0.8360708021049275
t0,32,11,r2_ms_qnorm,0.4,0.1620070040225982,0.5372414622414622,0.5022227772227772,0.5273972602739726,0.4924039309455976,0.4086315440689198,33.78767123287671,0.0,16.66554054054054,0.7084938171498074,0.718972001671542,0.7190307081679549
t0,32,11,r2_ms_qnorm,0.6,0.3240085542201996,0.4743807118807119,0.5291798479298478,0.547945205479452,0.5159513562719487,0.2844599072233267,23.52054794520548,0.0,11.60135135135135,0.7140361094933023,0.6001217285453438,0.6003649635036497
t0,32,11,r2_ms_qnorm,0.8,0.5692159533500671,0.422955747955748,0.4216332278832278,0.4383561643835616,0.4033346925494556,0.1534128561961563,12.684931506849315,0.0,6.256756756756757,0.7197624190064795,0.4921592279855247,0.5026392961876833
t0,32,11,r2_ms_qnorm,0.9,0.7895963788032532,0.3404521404521405,0.3512029637029636,0.3561643835616438,0.3446974133141906,0.0814280980781974,6.732876712328767,0.0136986301369863,3.320945945945946,0.7212614445574771,0.3920220082530949,0.4346764346764347
t0,32,23,r2_mh_qraw,0.2,0.0342593677341938,0.6032888407888408,0.5568542568542568,0.5616438356164384,0.5571497775018786,0.540258449304175,44.67123287671233,0.0,22.033783783783782,0.7000919963201472,0.8510037641154329,0.8510037641154329
t0,32,23,r2_mh_qraw,0.4,0.1599156111478805,0.5993205868205868,0.5421356421356421,0.541095890410959,0.5325479589649924,0.4094599072233267,33.85616438356164,0.0,16.699324324324323,0.6999797693708274,0.7335834896810507,0.7335834896810507
t0,32,23,r2_mh_qraw,0.6,0.3266608119010925,0.5784151034151034,0.5551767676767677,0.5616438356164384,0.5389920496517199,0.277170311464546,22.91780821917808,0.0,11.304054054054054,0.7035265989240884,0.6167552360112535,0.616875
t0,32,23,r2_mh_qraw,0.8,0.579276442527771,0.4712662337662336,0.4534472471972472,0.4657534246575342,0.4434430683677315,0.1413187541418157,11.684931506849315,0.0,5.763513513513513,0.7192262602579133,0.4989979959919839,0.5151125401929261
t0,32,23,r2_mh_qraw,0.9,0.8063753843307495,0.3897907647907647,0.355604118104118,0.363013698630137,0.3494728281805082,0.0721504307488403,5.965753424657534,0.0068493150684931,2.9425675675675675,0.7210103329506314,0.4077046548956661,0.456490727532097
t0,32,23,r2_mh_qnorm,0.2,0.0342593677341938,0.560990860990861,0.5077762515262515,0.5136986301369864,0.5053413093236931,0.540258449304175,44.67123287671233,0.0,22.033783783783782,0.7000919963201472,0.8510037641154329,0.8510037641154329
t0,32,23,r2_mh_qnorm,0.4,0.1599156111478805,0.5460137085137083,0.5169372294372294,0.5273972602739726,0.5067416827497473,0.4094599072233267,33.85616438356164,0.0,16.699324324324323,0.6999797693708274,0.7335834896810507,0.7335834896810507
t0,32,23,r2_mh_qnorm,0.6,0.3266608119010925,0.5346019721019721,0.508910533910534,0.5136986301369864,0.4986719729218067,0.277170311464546,22.91780821917808,0.0,11.304054054054054,0.7035265989240884,0.6167552360112535,0.616875
t0,32,23,r2_mh_qnorm,0.8,0.579276442527771,0.4425685425685426,0.4247155622155622,0.4383561643835616,0.4039984933367286,0.1413187541418157,11.684931506849315,0.0,5.763513513513513,0.7192262602579133,0.4989979959919839,0.5151125401929261
t0,32,23,r2_mh_qnorm,0.9,0.8063753843307495,0.3918109668109668,0.341985791985792,0.3424657534246575,0.3369100634151449,0.0721504307488403,5.965753424657534,0.0068493150684931,2.9425675675675675,0.7210103329506314,0.4077046548956661,0.456490727532097
t0,32,23,r2_ms_qraw,0.2,0.0342593677341938,0.5963443963443963,0.5433261183261183,0.547945205479452,0.5421302649748697,0.540258449304175,44.67123287671233,0.0,22.033783783783782,0.7000919963201472,0.8510037641154329,0.8510037641154329
t0,32,23,r2_ms_qraw,0.4,0.1599156111478805,0.5923761423761423,0.5497113997113997,0.547945205479452,0.5394807320742361,0.4094599072233267,33.85616438356164,0.0,16.699324324324323,0.6999797693708274,0.7335834896810507,0.7335834896810507
t0,32,23,r2_ms_qraw,0.6,0.3266608119010925,0.5671416546416547,0.5476010101010101,0.5547945205479452,0.5333069384213548,0.277170311464546,22.91780821917808,0.0,11.304054054054054,0.7035265989240884,0.6167552360112535,0.616875
t0,32,23,r2_ms_qraw,0.8,0.579276442527771,0.4690897065897065,0.4254731379731379,0.4383561643835616,0.4033375042434384,0.1413187541418157,11.684931506849315,0.0,5.763513513513513,0.7192262602579133,0.4989979959919839,0.5151125401929261
t0,32,23,r2_ms_qraw,0.9,0.8063753843307495,0.3828463203463203,0.3583929958929959,0.363013698630137,0.3509114294036268,0.0721504307488403,5.965753424657534,0.0068493150684931,2.9425675675675675,0.7210103329506314,0.4077046548956661,0.456490727532097
t0,32,23,r2_ms_qnorm,0.2,0.0342593677341938,0.5679353054353055,0.5227543290043289,0.5273972602739726,0.5199279188826907,0.540258449304175,44.67123287671233,0.0,22.033783783783782,0.7000919963201472,0.8510037641154329,0.8510037641154329
t0,32,23,r2_ms_qnorm,0.4,0.1599156111478805,0.5529581529581529,0.5288419913419913,0.541095890410959,0.5213122973203619,0.4094599072233267,33.85616438356164,0.0,16.699324324324323,0.6999797693708274,0.7335834896810507,0.7335834896810507
t0,32,23,r2_ms_qnorm,0.6,0.3266608119010925,0.5460497835497836,0.4461420523920523,0.4520547945205479,0.4360757850415112,0.277170311464546,22.91780821917808,0.0,11.304054054054054,0.7035265989240884,0.6167552360112535,0.616875
t0,32,23,r2_ms_qnorm,0.8,0.579276442527771,0.4551046176046175,0.4111874236874236,0.4246575342465753,0.4088195292469301,0.1413187541418157,11.684931506849315,0.0,5.763513513513513,0.7192262602579133,0.4989979959919839,0.5151125401929261
t0,32,23,r2_ms_qnorm,0.9,0.8063753843307495,0.3918109668109668,0.3495615495615495,0.3493150684931507,0.3428927372670298,0.0721504307488403,5.965753424657534,0.0068493150684931,2.9425675675675675,0.7210103329506314,0.4077046548956661,0.456490727532097
t0,32,37,r2_mh_qraw,0.2,0.0383744016289711,0.5353234728234728,0.5359959484959486,0.541095890410959,0.5220519203770522,0.4954440026507621,40.965753424657535,0.0,20.20608108108108,0.6923591372680153,0.787317909168809,0.787317909168809
t0,32,37,r2_mh_qraw,0.4,0.1818777024745941,0.5558561808561809,0.5553411865911866,0.5684931506849316,0.5486713210241374,0.3759940357852883,31.08904109589041,0.0,15.33445945945946,0.693104207975325,0.643979057591623,0.643979057591623
t0,32,37,r2_mh_qraw,0.6,0.3762981295585632,0.5078703703703705,0.500344794094794,0.5136986301369864,0.4958121829331784,0.2638336646785951,21.815068493150687,0.0,10.760135135135137,0.6967032967032967,0.5080671715508726,0.508390918065153
t0,32,37,r2_mh_qraw,0.8,0.6716752052307129,0.4485810485810486,0.4536456598956598,0.4726027397260274,0.4418120454885161,0.1434724983432737,11.863013698630136,0.0,5.851351351351352,0.7107390300230947,0.3560105680317041,0.3770595690747782
t0,32,37,r2_mh_qraw,0.9,0.941403329372406,0.4444504569504569,0.3274385336885336,0.3356164383561644,0.3339596930172715,0.0788601722995361,6.52054794520548,0.0136986301369863,3.216216216216216,0.7237394957983193,0.2283687943262411,0.2751937984496124
t0,32,37,r2_mh_qnorm,0.2,0.0383744016289711,0.5276214526214527,0.4926698301698302,0.5,0.4836262676416129,0.4954440026507621,40.965753424657535,0.0,20.20608108108108,0.6923591372680153,0.787317909168809,0.787317909168809
t0,32,37,r2_mh_qnorm,0.4,0.1818777024745941,0.5370069745069745,0.5110230047730048,0.5273972602739726,0.4954963438356903,0.3759940357852883,31.08904109589041,0.0,15.33445945945946,0.693104207975325,0.643979057591623,0.643979057591623
t0,32,37,r2_mh_qnorm,0.6,0.3762981295585632,0.4913359788359788,0.4717012154512154,0.4863013698630137,0.4514504930913599,0.2638336646785951,21.815068493150687,0.0,10.760135135135137,0.6967032967032967,0.5080671715508726,0.508390918065153
t0,32,37,r2_mh_qnorm,0.8,0.6716752052307129,0.4567821067821068,0.4456120268620269,0.4657534246575342,0.4366451794485351,0.1434724983432737,11.863013698630136,0.0,5.851351351351352,0.7107390300230947,0.3560105680317041,0.3770595690747782
t0,32,37,r2_mh_qnorm,0.9,0.941403329372406,0.4114478114478114,0.3435460372960372,0.3561643835616438,0.3385642135642135,0.0788601722995361,6.52054794520548,0.0136986301369863,3.216216216216216,0.7237394957983193,0.2283687943262411,0.2751937984496124
t0,32,37,r2_ms_qraw,0.2,0.0383744016289711,0.5561568061568062,0.5281204906204906,0.5342465753424658,0.5166075146408992,0.4954440026507621,40.965753424657535,0.0,20.20608108108108,0.6923591372680153,0.787317909168809,0.787317909168809
