temporal_mode,primitive_width,representation,val_ba_mean,val_ba_std,test_ba_mean,test_ba_std
t0,16,r0_direct_l2,0.5617945326278659,0.005220577411459129,0.5862734487734488,0.00974412952227766
t0,16,r0a_integrated_128d,0.5617945326278659,0.005220577411459129,0.5862734487734488,0.00974412952227766
t0,16,r0b_analog_k,0.5450376783710117,0.017640885610887853,0.515129315129315,0.007445732220395773
t0,16,r1_raw_what,0.5544873336540004,0.011492785846675705,0.5200470825470825,0.01093951520991394
t0,16,r1_norm_what,0.5122113997113997,0.02137695083260174,0.4714681152181151,0.030810528530056433
t0,16,r2_mh_qraw,0.5613415905082572,0.0052167086082843105,0.5313767251267251,0.006534538555141186
t0,16,r2_mh_qnorm,0.5176426968093635,0.02091310558076319,0.5003935878935879,0.008176639806581143
t0,16,r2_ms_qraw,0.5576058201058202,0.012716438845275398,0.5216672216672217,0.010337082774584762
t0,16,r2_ms_qnorm,0.5348404681738015,0.02278838160674384,0.4966572779072779,0.012720071971265252
t0,16,r2_mh_qraw_hard,0.4510862594195928,0.01419606571413937,0.4406373718873719,0.05515961792496989
t0,16,r2_mh_qnorm_hard,0.4510862594195928,0.01419606571413937,0.4406373718873719,0.05515961792496989
t0,16,r2_ms_qraw_hard,0.47389369889369887,0.031039965692610607,0.4542476042476042,0.038220315496369846
t0,16,r2_ms_qnorm_hard,0.47389369889369887,0.031039965692610607,0.4542476042476042,0.038220315496369846
t0,32,r0_direct_l2,0.5617945326278659,0.005220577411459129,0.5862734487734488,0.00974412952227766
t0,32,r0a_integrated_128d,0.5617945326278659,0.005220577411459129,0.5862734487734488,0.00974412952227766
t0,32,r0b_analog_k,0.5587061087061087,0.019730297511718366,0.5525883838383838,0.0352043731987564
t0,32,r1_raw_what,0.5641454224787559,0.020468174504049457,0.5428682428682429,0.023342198445488533
t0,32,r1_norm_what,0.5303691678691679,0.008577071114480084,0.5151746401746401,0.02749923708498945
t0,32,r2_mh_qraw,0.5633457591790925,0.01624820578549698,0.5606231731231731,0.020465366391747564
t0,32,r2_mh_qnorm,0.5274891774891776,0.028448759750483204,0.5226271413771414,0.03974508295029021
t0,32,r2_ms_qraw,0.5601491101491102,0.01531662865456692,0.5687543937543936,0.028318219641039314
t0,32,r2_ms_qnorm,0.5246452621452622,0.023514606621176597,0.5249118936618936,0.044656623707534863
t0,32,r2_mh_qraw_hard,0.41670073753407083,0.05222200588803832,0.41336765086765087,0.055311219504466616
t0,32,r2_mh_qnorm_hard,0.41670073753407083,0.05222200588803832,0.41336765086765087,0.055311219504466616
t0,32,r2_ms_qraw_hard,0.40884239217572543,0.051311607442234154,0.4132113257113257,0.0641477173364301
t0,32,r2_ms_qnorm_hard,0.40884239217572543,0.051311607442234154,0.4132113257113257,0.0641477173364301
t0,64,r0_direct_l2,0.5617945326278659,0.005220577411459129,0.5862734487734488,0.00974412952227766
t0,64,r0a_integrated_128d,0.5617945326278659,0.005220577411459129,0.5862734487734488,0.00974412952227766
t0,64,r0b_analog_k,0.5592071508738176,0.01014926212284781,0.55254144004144,0.03201419287908707
t0,64,r1_raw_what,0.577178531345198,0.016277305567315655,0.555331474081474,0.01890429197004745
t0,64,r1_norm_what,0.5456930415263749,0.00820894105137644,0.5438362563362563,0.010594293359796135
t0,64,r2_mh_qraw,0.5730399230399231,0.027370538097250742,0.5408274595774595,0.04283478148868895
t0,64,r2_mh_qnorm,0.5494708994708994,0.02452408927444273,0.5428326303326303,0.016211875385070913
t0,64,r2_ms_qraw,0.5659852493185826,0.0393106712024865,0.5409800847300846,0.04274699551602476
t0,64,r2_ms_qnorm,0.5466931216931217,0.02316238091832902,0.545312789062789,0.006442491728126877
t0,64,r2_mh_qraw_hard,0.43466209716209714,0.02365590137547206,0.44701062826062826,0.04103762549718434
t0,64,r2_mh_qnorm_hard,0.43466209716209714,0.02365590137547206,0.44701062826062826,0.04103762549718434
t0,64,r2_ms_qraw_hard,0.4225268558601892,0.021839319148714738,0.43879384504384494,0.04188439185986147
t0,64,r2_ms_qnorm_hard,0.4225268558601892,0.021839319148714738,0.43879384504384494,0.04188439185986147
t0,128,r0_direct_l2,0.5617945326278659,0.005220577411459129,0.5862734487734488,0.00974412952227766
t0,128,r0a_integrated_128d,0.5617945326278659,0.005220577411459129,0.5862734487734488,0.00974412952227766
t0,128,r0b_analog_k,0.5546496713163379,0.012683167785016424,0.5542445979945979,0.03036295793064712
t0,128,r1_raw_what,0.5600489017155684,0.019905744259280354,0.5609568672068671,0.006214450050420328
t0,128,r1_norm_what,0.5502244668911336,0.0048609069096740305,0.5529128279128278,0.014666337747388913
t0,128,r2_mh_qraw,0.5554212762546097,0.0247426423106928,0.5609725922225922,0.00900659674168289
t0,128,r2_mh_qnorm,0.5479838063171396,0.02382349448535024,0.5462229899729899,0.021589497717677795
t0,128,r2_ms_qraw,0.5433120891454225,0.019754136160606138,0.5683235745735745,0.014024331010177162
t0,128,r2_ms_qnorm,0.5456689915023248,0.02776255255151142,0.5436225811225811,0.026715186768475754
t0,128,r2_mh_qraw_hard,0.4602553310886644,0.058579405255703446,0.42871364746364743,0.0390461240444814
t0,128,r2_mh_qnorm_hard,0.4602553310886644,0.058579405255703446,0.42871364746364743,0.0390461240444814
t0,128,r2_ms_qraw_hard,0.45979036395703066,0.05098059417939757,0.42202542827542827,0.034454361846423004
t0,128,r2_ms_qnorm_hard,0.45979036395703066,0.05098059417939757,0.42202542827542827,0.034454361846423004
ema,16,r0_direct_l2,0.5617945326278659,0.005220577411459129,0.5862734487734488,0.00974412952227766
ema,16,r0a_integrated_128d,0.5308842392175726,0.023825943474105632,0.5254349816849816,0.01207668401042451
ema,16,r0b_analog_k,0.510626102292769,0.01474766655092157,0.5126079938579938,0.06728982522067344
ema,16,r1_raw_what,0.5261143177809844,0.01161652935247017,0.4801029988529988,0.02833256362711008
ema,16,r1_norm_what,0.47847122013788684,0.007334814597751213,0.44996369371369366,0.016487731915542904
ema,16,r2_mh_qraw,0.5469777136443802,0.018725031121381887,0.5413177100677101,0.034777845777028
ema,16,r2_mh_qnorm,0.5067580567580569,0.0012176029825363415,0.5091903466903466,0.04982515203984157
ema,16,r2_ms_qraw,0.5312249478916146,0.024728341076423323,0.5335255022755022,0.042901832987972274
ema,16,r2_ms_qnorm,0.5111772486772487,0.008227298894084708,0.5062014374514374,0.058593413136506615
ema,16,r2_mh_qraw_hard,0.39489538239538247,0.015559686002246626,0.38129324379324375,0.040710836381635654
ema,16,r2_mh_qnorm_hard,0.39489538239538247,0.015559686002246626,0.38129324379324375,0.040710836381635654
ema,16,r2_ms_qraw_hard,0.37532667949334614,0.016586354498305637,0.37228650978650973,0.055863259068325184
ema,16,r2_ms_qnorm_hard,0.37532667949334614,0.016586354498305637,0.37228650978650973,0.055863259068325184
ema,32,r0_direct_l2,0.5617945326278659,0.005220577411459129,0.5862734487734488,0.00974412952227766
ema,32,r0a_integrated_128d,0.5308842392175726,0.023825943474105632,0.5254349816849816,0.01207668401042451
ema,32,r0b_analog_k,0.5054793971460638,0.052892263264063134,0.4897574647574647,0.03350366905870353
ema,32,r1_raw_what,0.5189273689273689,0.025505382877392107,0.48662726162726155,0.039075989500450825
ema,32,r1_norm_what,0.4680335097001764,0.040492560497512736,0.44668687793687784,0.04592390144588369
ema,32,r2_mh_qraw,0.5355018438351772,0.03107116358940046,0.5159840159840159,0.03531013652129565
ema,32,r2_mh_qnorm,0.5162497995831329,0.03546118873558703,0.4907164594664595,0.03604558244808284
ema,32,r2_ms_qraw,0.5266614558281225,0.027470310481060016,0.5084360084360083,0.03472333742414728
ema,32,r2_ms_qnorm,0.5067139650472984,0.04678963135020252,0.4753394753394753,0.06529877390129642
ema,32,r2_mh_qraw_hard,0.3619729036395703,0.07537029793913368,0.332043882043882,0.062280729767924425
ema,32,r2_mh_qnorm_hard,0.3619729036395703,0.07537029793913368,0.332043882043882,0.062280729767924425
ema,32,r2_ms_qraw_hard,0.3654000320666988,0.07276300404644973,0.34783411033411027,0.05059803579847734
ema,32,r2_ms_qnorm_hard,0.3654000320666988,0.07276300404644973,0.34783411033411027,0.05059803579847734
ema,64,r0_direct_l2,0.5617945326278659,0.005220577411459129,0.5862734487734488,0.00974412952227766
ema,64,r0a_integrated_128d,0.5308842392175726,0.023825943474105632,0.5254349816849816,0.01207668401042451
ema,64,r0b_analog_k,0.5093775052108385,0.030195908026143223,0.5100637788137788,0.02475931509750568
ema,64,r1_raw_what,0.530184784351451,0.030822825950464258,0.5354865042365041,0.03673972045345527
ema,64,r1_norm_what,0.4938953022286356,0.025081196276469694,0.4821569634069634,0.03007253546222796
ema,64,r2_mh_qraw,0.5269019560686227,0.022007001851961448,0.5414109039109039,0.028839119180021737
ema,64,r2_mh_qnorm,0.5174042007375341,0.034755698779540725,0.5389931827431828,0.03713297789534472
ema,64,r2_ms_qraw,0.5229337021003687,0.028260017404834987,0.5483095608095607,0.034199302516107234
ema,64,r2_ms_qnorm,0.5237854737854738,0.02866311325795578,0.5258738946238947,0.04619786395418709
ema,64,r2_mh_qraw_hard,0.34835457752124416,0.0623321298482071,0.3533723221223221,0.0075593189412753925
ema,64,r2_mh_qnorm_hard,0.34835457752124416,0.0623321298482071,0.3533723221223221,0.0075593189412753925
ema,64,r2_ms_qraw_hard,0.34388127304793964,0.06949947229717662,0.3608127983127982,0.01255607555485573
ema,64,r2_ms_qnorm_hard,0.34388127304793964,0.06949947229717662,0.3608127983127982,0.01255607555485573
ema,128,r0_direct_l2,0.5617945326278659,0.005220577411459129,0.5862734487734488,0.00974412952227766
ema,128,r0a_integrated_128d,0.5308842392175726,0.023825943474105632,0.5254349816849816,0.01207668401042451
ema,128,r0b_analog_k,0.5142175725509058,0.029893201777760014,0.5259166759166759,0.01825114966537745
ema,128,r1_raw_what,0.5186107102773769,0.03186163563769665,0.5266578329078329,0.033669184476234085
ema,128,r1_norm_what,0.46882515632515626,0.013246052915380712,0.4574966699966699,0.0356766246871637
