temporal_mode,primitive_width,what,magnitude,r0b_val_ba_mean,r0b_test_ba_mean,r1_val_ba_mean,r1_test_ba_mean,r2_val_ba_mean,r2_test_ba_mean,hard_val_ba_mean,hard_test_ba_mean,delta_softmax_val_pp,delta_softmax_test_pp,delta_magnitude_val_pp,delta_magnitude_test_pp,delta_hard_val_pp,delta_hard_test_pp
t0,16,raw,h,0.5450376783710117,0.515129315129315,0.5544873336540004,0.5200470825470825,0.5613415905082572,0.5313767251267251,0.4510862594195928,0.4406373718873719,0.9449655282988689,0.49177674177675046,0.6854256854256779,1.132964257964253,11.025533108866437,9.073935323935316
t0,16,raw,s,0.5450376783710117,0.515129315129315,0.5544873336540004,0.5200470825470825,0.5576058201058202,0.5216672216672217,0.47389369889369887,0.4542476042476042,0.9449655282988689,0.49177674177675046,0.31184864518197797,0.16201391201391413,8.37121212121213,6.74196174196175
t0,16,norm,h,0.5450376783710117,0.515129315129315,0.5122113997113997,0.4714681152181151,0.5176426968093635,0.5003935878935879,0.4510862594195928,0.4406373718873719,-3.2826278659611963,-4.3661199911199935,0.543129709796375,2.89254726754728,6.655643738977068,5.9756216006216
t0,16,norm,s,0.5450376783710117,0.515129315129315,0.5122113997113997,0.4714681152181151,0.5348404681738015,0.4966572779072779,0.47389369889369887,0.4542476042476042,-3.2826278659611963,-4.3661199911199935,2.262906846240176,2.5189162689162825,6.094676928010262,4.240967365967374
t0,32,raw,h,0.5587061087061087,0.5525883838383838,0.5641454224787559,0.5428682428682429,0.5633457591790925,0.5606231731231731,0.41670073753407083,0.41336765086765087,0.543931377264717,-0.9720140970140956,-0.07996632996634112,1.7754930254930246,14.664502164502164,14.725552225552224
t0,32,raw,s,0.5587061087061087,0.5525883838383838,0.5641454224787559,0.5428682428682429,0.5601491101491102,0.5687543937543936,0.40884239217572543,0.4132113257113257,0.543931377264717,-0.9720140970140956,-0.39963123296457015,2.588615088615076,15.130671797338474,15.554306804306794
t0,32,norm,h,0.5587061087061087,0.5525883838383838,0.5303691678691679,0.5151746401746401,0.5274891774891776,0.5226271413771414,0.41670073753407083,0.41336765086765087,-2.8336940836940827,-3.7413743663743726,-0.2879990379990316,0.7452501202501294,11.078843995510674,10.925949050949052
t0,32,norm,s,0.5587061087061087,0.5525883838383838,0.5303691678691679,0.5151746401746401,0.5246452621452622,0.5249118936618936,0.40884239217572543,0.4132113257113257,-2.8336940836940827,-3.7413743663743726,-0.5723905723905687,0.9737253487253517,11.580286996953676,11.170056795056793
t0,64,raw,h,0.5592071508738176,0.55254144004144,0.577178531345198,0.555331474081474,0.5730399230399231,0.5408274595774595,0.43466209716209714,0.44701062826062826,1.7971380471380471,0.2790034040033973,-0.41386083052749045,-1.4504014504014506,13.837782587782598,9.381683131683122
t0,64,raw,s,0.5592071508738176,0.55254144004144,0.577178531345198,0.555331474081474,0.5659852493185826,0.5409800847300846,0.4225268558601892,0.43879384504384494,1.7971380471380471,0.2790034040033973,-1.1193282026615403,-1.4351389351389354,14.345839345839345,10.21862396862397
