temporal_mode,primitive_width,seed,representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
ema,32,23,r2_ms_qnorm,32,0.9247706586154532,0.5587181337181338,0.5222964535464535,0.5273972602739726,0.5157482802833503
ema,32,23,r2_mh_qraw_hard,32,0.6557772766658428,0.4484968734968735,0.4026667776667776,0.410958904109589,0.3928010965364868
ema,32,23,r2_mh_qnorm_hard,32,0.6557772766658428,0.4484968734968735,0.4026667776667776,0.410958904109589,0.3928010965364868
ema,32,23,r2_ms_qraw_hard,32,0.7361113365980941,0.449392736892737,0.405581918081918,0.410958904109589,0.3980000023831629
ema,32,23,r2_ms_qnorm_hard,32,0.7361113365980941,0.449392736892737,0.405581918081918,0.410958904109589,0.3980000023831629
ema,32,37,r0_direct_l2,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
ema,32,37,r0a_integrated_128d,128,0.943264533686884,0.5162157287157286,0.5210699023199022,0.5273972602739726,0.5152861017277494
ema,32,37,r0b_analog_k,32,0.9634705442769138,0.474549062049062,0.4856872294372294,0.4863013698630137,0.4644349727782895
ema,32,37,r1_raw_what,32,0.9703140878546416,0.5122474747474747,0.5027618215118215,0.5,0.4910945317594934
ema,32,37,r1_norm_what,32,0.8950957360226631,0.458970658970659,0.4857774170274169,0.4931506849315068,0.4718145883906752
ema,32,37,r2_mh_qraw,32,0.9581797112044492,0.5107864357864357,0.4971341158841158,0.5,0.479011116878764
ema,32,37,r2_mh_qnorm,32,0.9003042557424189,0.5031204906204906,0.5148559773559773,0.5273972602739726,0.5096226790499235
ema,32,37,r2_ms_qraw,32,0.9549117373482402,0.5107864357864357,0.4987574925074924,0.5,0.4815933693331393
ema,32,37,r2_ms_qnorm,32,0.8976160836994082,0.4933982683982683,0.5029512154512153,0.5136986301369864,0.4961481513254557
ema,32,37,r2_mh_qraw_hard,32,0.6208679147191613,0.3105940355940356,0.3084880397380397,0.3082191780821918,0.2909427581910419
ema,32,37,r2_mh_qnorm_hard,32,0.6208679147191613,0.3105940355940356,0.3084880397380397,0.3082191780821918,0.2909427581910419
ema,32,37,r2_ms_qraw_hard,32,0.6474238348704443,0.3252405002405003,0.3266448828948828,0.3287671232876712,0.3119864420970447
ema,32,37,r2_ms_qnorm_hard,32,0.6474238348704443,0.3252405002405003,0.3266448828948828,0.3287671232876712,0.3119864420970447
ema,64,11,r0_direct_l2,128,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.5958904109589042,0.5647219342648474
ema,64,11,r0a_integrated_128d,128,0.9524424209606818,0.5180615680615681,0.5161477411477411,0.5273972602739726,0.5037371394492463
ema,64,11,r0b_analog_k,64,0.9935268979386628,0.4794733044733044,0.4887348762348762,0.5,0.4729497545365926
ema,64,11,r1_raw_what,64,0.988209908078662,0.4946248196248196,0.5075056887556887,0.5205479452054794,0.4873335902071534
ema,64,11,r1_norm_what,64,0.9849140028219724,0.4817881192881193,0.4745060495060495,0.4794520547945205,0.4484976073685751
ema,64,11,r2_mh_qraw,64,0.9656944943826604,0.504467291967292,0.5334727772227772,0.547945205479452,0.5234257825036687
ema,64,11,r2_mh_qnorm,64,0.9234064184437276,0.4825517075517075,0.5290084915084915,0.547945205479452,0.5141854447832545
ema,64,11,r2_ms_qraw,64,0.9641512845061172,0.4925625300625301,0.5258970196470196,0.541095890410959,0.511764173415589
ema,64,11,r2_ms_qnorm,64,0.9935268979386628,0.4947510822510821,0.4820748695748695,0.4931506849315068,0.4599742798968805
ema,64,11,r2_mh_qraw_hard,64,0.6272494220172129,0.2945165945165944,0.3520264457764457,0.3493150684931507,0.3533268827909932
ema,64,11,r2_mh_qnorm_hard,64,0.6272494220172129,0.2945165945165944,0.3520264457764457,0.3493150684931507,0.3533268827909932
ema,64,11,r2_ms_qraw_hard,64,0.6221633247927508,0.289556277056277,0.3655545843045842,0.363013698630137,0.3679941482056233
ema,64,11,r2_ms_qnorm_hard,64,0.6221633247927508,0.289556277056277,0.3655545843045842,0.363013698630137,0.3679941482056233
ema,64,23,r0_direct_l2,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
ema,64,23,r0a_integrated_128d,128,0.9900386164786832,0.5583754208754209,0.5390873015873016,0.547945205479452,0.5277767784642319
ema,64,23,r0b_analog_k,64,0.988984431363777,0.5398569023569023,0.5372155622155621,0.541095890410959,0.5360085547994883
ema,64,23,r1_raw_what,64,0.9925296243697544,0.5492544492544492,0.577092352092352,0.5821917808219178,0.5755920488529184
ema,64,23,r1_norm_what,64,1.0,0.4771645021645022,0.515315934065934,0.5273972602739726,0.5037437908332376
ema,64,23,r2_mh_qraw,64,0.971133684119763,0.5484547859547859,0.5733877233877233,0.5821917808219178,0.5722746986392919
ema,64,23,r2_mh_qnorm,64,0.9922548479000092,0.5520622895622896,0.58009768009768,0.589041095890411,0.5748268710544925
ema,64,23,r2_ms_qraw,64,0.9727362482223272,0.5484547859547859,0.5876734376734376,0.5958904109589042,0.5829290812687397
ema,64,23,r2_ms_qnorm,64,0.9922548479000092,0.5520622895622896,0.5741452991452991,0.5821917808219178,0.5686644880805153
ema,64,23,r2_mh_qraw_hard,64,0.7930487454491623,0.3339045214045213,0.3615141802641803,0.363013698630137,0.3534098347599492
ema,64,23,r2_mh_qnorm_hard,64,0.7930487454491623,0.3339045214045213,0.3615141802641803,0.363013698630137,0.3534098347599492
ema,64,23,r2_ms_qraw_hard,64,0.7947848565602734,0.3198893698893698,0.3703074703074703,0.3698630136986301,0.3589212533377293
ema,64,23,r2_ms_qnorm_hard,64,0.7947848565602734,0.3198893698893698,0.3703074703074703,0.3698630136986301,0.3589212533377293
ema,64,37,r0_direct_l2,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
ema,64,37,r0a_integrated_128d,128,0.943264533686884,0.5162157287157286,0.5210699023199022,0.5273972602739726,0.5152861017277494
ema,64,37,r0b_analog_k,64,0.9874109844286948,0.5088023088023087,0.504240897990898,0.5068493150684932,0.4863126096848508
ema,64,37,r1_raw_what,64,0.9833066903813268,0.5466750841750841,0.5218614718614718,0.5273972602739726,0.510325821367488
ema,64,37,r1_norm_what,64,0.9377421973513757,0.5227332852332852,0.4566489066489066,0.4589041095890411,0.4461762081843046
ema,64,37,r2_mh_qraw,64,0.9567421169359728,0.5277837902837903,0.5173722111222111,0.5205479452054794,0.5045701234843666
ema,64,37,r2_mh_qnorm,64,0.9301859683226638,0.5175986050986051,0.5078733766233766,0.5136986301369864,0.496066862559168
ema,64,37,r2_ms_qraw,64,0.9583761038640772,0.5277837902837903,0.5313582251082251,0.5342465753424658,0.5181764851075996
ema,64,37,r2_ms_qnorm,64,0.9265000708867664,0.5245430495430495,0.5214015151515151,0.5273972602739726,0.5168877966865584
ema,64,37,r2_mh_qraw_hard,64,0.8079011552192634,0.4166426166426167,0.3465763403263402,0.3561643835616438,0.3394173555794056
ema,64,37,r2_mh_qnorm_hard,64,0.8079011552192634,0.4166426166426167,0.3465763403263402,0.3561643835616438,0.3394173555794056
ema,64,37,r2_ms_qraw_hard,64,0.8071591746507462,0.4221981721981722,0.3465763403263402,0.3561643835616438,0.3381875583438612
ema,64,37,r2_ms_qnorm_hard,64,0.8071591746507462,0.4221981721981722,0.3465763403263402,0.3561643835616438,0.3381875583438612
ema,128,11,r0_direct_l2,128,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.5958904109589042,0.5647219342648474
ema,128,11,r0a_integrated_128d,128,0.9524424209606818,0.5180615680615681,0.5161477411477411,0.5273972602739726,0.5037371394492463
ema,128,11,r0b_analog_k,128,0.9951608848667672,0.4875060125060125,0.5108287545787545,0.5205479452054794,0.4942356947327659
ema,128,11,r1_raw_what,128,0.9973118279569894,0.4924362674362675,0.5271936396936396,0.5342465753424658,0.5146772920440522
ema,128,11,r1_norm_what,128,0.9110454805863504,0.4536796536796536,0.4648448773448773,0.4726027397260274,0.4533787084389288
ema,128,11,r2_mh_qraw,128,0.9043641018874928,0.4878968253968254,0.5048971861471861,0.5205479452054794,0.491790941780266
ema,128,11,r2_mh_qnorm,128,0.9983974358974358,0.4918049543049543,0.5212433399933399,0.5273972602739726,0.5020526185426089
ema,128,11,r2_ms_qraw,128,0.9493620090937364,0.495508658008658,0.5491563991563991,0.5616438356164384,0.5350130712199678
ema,128,11,r2_ms_qnorm,128,0.9983974358974358,0.4848605098605099,0.5108266733266733,0.5205479452054794,0.4909100350724391
ema,128,11,r2_mh_qraw_hard,128,0.8938471076448294,0.3636063011063011,0.2865995115995116,0.2945205479452055,0.2865931338331786
ema,128,11,r2_mh_qnorm_hard,128,0.8938471076448294,0.3636063011063011,0.2865995115995116,0.2945205479452055,0.2865931338331786
ema,128,11,r2_ms_qraw_hard,128,0.8890987695631579,0.3850709475709475,0.2872308247308248,0.2945205479452055,0.286157329442966
ema,128,11,r2_ms_qnorm_hard,128,0.8890987695631579,0.3850709475709475,0.2872308247308248,0.2945205479452055,0.286157329442966
ema,128,23,r0_direct_l2,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
ema,128,23,r0a_integrated_128d,128,0.9900386164786832,0.5583754208754209,0.5390873015873016,0.547945205479452,0.5277767784642319
ema,128,23,r0b_analog_k,128,0.9823213957791728,0.5465067340067341,0.5462031024531023,0.5547945205479452,0.5444697907647161
ema,128,23,r1_raw_what,128,0.9889844313637768,0.5540885040885041,0.5600559163059162,0.5753424657534246,0.5654789034994142
ema,128,23,r1_norm_what,128,0.964775673878612,0.474549062049062,0.4889270451770451,0.4931506849315068,0.4921260696408416
ema,128,23,r2_mh_qraw,128,0.9292664501073618,0.5416786916786916,0.5875450937950937,0.5958904109589042,0.5828384903052491
ema,128,23,r2_mh_qnorm,128,0.9382153203612632,0.5728655603655602,0.5775883838383838,0.589041095890411,0.5719054421569277
ema,128,23,r2_ms_qraw,128,0.9292664501073618,0.5416786916786916,0.5875450937950937,0.5958904109589042,0.5828384903052491
ema,128,23,r2_ms_qnorm,128,0.9382153203612632,0.5728655603655602,0.5716360028860029,0.5821917808219178,0.5666551369066225
ema,128,23,r2_mh_qraw_hard,128,0.780771606489544,0.2778138528138528,0.3184197746697746,0.3219178082191781,0.3345759795759795
ema,128,23,r2_mh_qnorm_hard,128,0.780771606489544,0.2778138528138528,0.3184197746697746,0.3219178082191781,0.3345759795759795
ema,128,23,r2_ms_qraw_hard,128,0.7785475905078528,0.2569805194805195,0.3184197746697746,0.3219178082191781,0.3338163673244319
ema,128,23,r2_ms_qnorm_hard,128,0.7785475905078528,0.2569805194805195,0.3184197746697746,0.3219178082191781,0.3338163673244319
ema,128,37,r0_direct_l2,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
ema,128,37,r0a_integrated_128d,128,0.943264533686884,0.5162157287157286,0.5210699023199022,0.5273972602739726,0.5152861017277494
ema,128,37,r0b_analog_k,128,0.906768502716792,0.5086399711399711,0.5207181707181707,0.5273972602739726,0.51433274611185
ema,128,37,r1_raw_what,128,0.9908956374416498,0.5093073593073593,0.4927239427239427,0.5,0.4812038088760225
ema,128,37,r1_norm_what,128,1.0,0.4782467532467532,0.4187180874680874,0.4246575342465753,0.4139063369455526
ema,128,37,r2_mh_qraw,128,0.9432366022864036,0.533008658008658,0.5364559052059052,0.541095890410959,0.5279303332450908
ema,128,37,r2_mh_qnorm,128,0.9782799473828856,0.4746753246753246,0.5020944333444333,0.5068493150684932,0.4851972061811879
ema,128,37,r2_ms_qraw,128,0.9432366022864036,0.533008658008658,0.5424082861582862,0.547945205479452,0.5348391651539227
ema,128,37,r2_ms_qnorm,128,0.9782799473828856,0.4746753246753246,0.5020944333444333,0.5068493150684932,0.4860695904039558
ema,128,37,r2_mh_qraw_hard,128,0.7870776656433199,0.3944324194324194,0.3974879287379287,0.410958904109589,0.3821102699106131
ema,128,37,r2_mh_qnorm_hard,128,0.7870776656433199,0.3944324194324194,0.3974879287379287,0.410958904109589,0.3821102699106131
ema,128,37,r2_ms_qraw_hard,128,0.8756574464527173,0.3859307359307359,0.3669053169053169,0.3767123287671233,0.3505010052488123
ema,128,37,r2_ms_qnorm_hard,128,0.8756574464527173,0.3859307359307359,0.3669053169053169,0.3767123287671233,0.3505010052488123
