temporal_mode,primitive_width,seed,best_epoch,analog_native_test_ba,r0a_val_ba,r0a_test_ba,r0b_val_ba,r0b_test_ba,projection_gap_val_pp,projection_gap_test_pp,wp_rank,wp_stable_rank,wp_effective_rank,raw_effective_k,raw_slots_per_stroke,raw_stroke_purity,raw_within_stroke_switches,raw_sustained_fragmented_fraction,norm_effective_k,norm_slots_per_stroke,norm_stroke_purity,norm_within_stroke_switches,norm_sustained_fragmented_fraction
t0,16,11,81,0.5240571928071928,0.5579184704184704,0.5758297258297258,0.5540464165464166,0.5107004107004106,-0.38720538720538045,-6.5129315129315195,16,10.092299317151815,15.746687967846427,10.74963487766204,5.219594594594595,0.5004480551288576,11.837837837837839,0.20945945945945946,10.74963487766204,5.219594594594595,0.5004480551288576,11.837837837837839,0.20945945945945946
t0,16,23,28,0.4965451215451215,0.5597342472342473,0.5878697691197691,0.5247113997113998,0.5237255799755799,-3.5022847522847456,-6.414418914418918,16,9.750034598681234,15.764934933726128,11.072354154038848,5.9324324324324325,0.468849946424171,13.506756756756756,0.13513513513513514,11.072354154038848,5.9324324324324325,0.468849946424171,13.506756756756756,0.13513513513513514
t0,16,37,97,0.47372557997557996,0.5677308802308801,0.5951208513708514,0.5563552188552189,0.5109619547119547,-1.1375661375661261,-8.415889665889665,16,9.74962180269666,15.685297951331355,10.027402481669947,5.114864864864865,0.5502051697474722,11.179054054054054,0.15202702702702703,10.027402481669947,5.114864864864865,0.5502051697474722,11.179054054054054,0.15202702702702703
t0,32,11,55,0.5144653957153957,0.5579184704184704,0.5758297258297258,0.5379329004329004,0.5437229437229437,-1.9985569985569995,-3.2106782106782084,32,14.430714311095345,30.920683317110896,12.367331458990261,6.14527027027027,0.470834794322083,13.97972972972973,0.1554054054054054,12.367331458990261,6.14527027027027,0.470834794322083,13.97972972972973,0.1554054054054054
t0,32,23,43,0.5567210567210567,0.5597342472342473,0.5878697691197691,0.5771945646945646,0.5913780663780663,1.7460317460317398,0.3508297258297266,32,14.95054622905776,30.965716187385503,15.34485720493913,6.783783783783784,0.46050343672832095,14.179054054054054,0.15878378378378377,15.34485720493913,6.783783783783784,0.46050343672832095,14.179054054054054,0.15878378378378377
t0,32,37,44,0.4479229104229104,0.5677308802308801,0.5951208513708514,0.560990860990861,0.5226641414141414,-0.6740019240019102,-7.245670995670994,32,16.1308808524181,30.941441240035505,12.506746327514037,5.918918918918919,0.5363265549680373,11.949324324324325,0.14189189189189189,12.506746327514037,5.918918918918919,0.5363265549680373,11.949324324324325,0.14189189189189189
t0,64,11,35,0.47782009657009655,0.5579184704184704,0.5758297258297258,0.5490259740259741,0.5184045121545121,-0.8892496392496341,-5.74252136752137,64,24.468466032782647,59.09295859470906,21.331022271207086,7.824324324324325,0.41594796125779554,14.733108108108109,0.12837837837837837,21.331022271207086,7.824324324324325,0.41594796125779554,14.733108108108109,0.12837837837837837
t0,64,23,20,0.5719759407259407,0.5597342472342473,0.5878697691197691,0.5693241943241943,0.5818944943944944,0.9589947089947093,-0.5975274725274704,64,24.60170742691032,59.4206444040123,12.481620490907513,6.408783783783784,0.5264806493710391,12.702702702702704,0.11148648648648649,12.481620490907513,6.408783783783784,0.5264806493710391,12.702702702702704,0.11148648648648649
t0,64,37,41,0.5327734765234765,0.5677308802308801,0.5951208513708514,0.5592712842712843,0.5573253135753136,-0.8459595959595889,-3.7795537795537792,64,22.89954563437083,59.2070122711264,25.124966743112797,8.378378378378379,0.4064021913146628,15.08445945945946,0.08445945945945946,25.124966743112797,8.378378378378379,0.4064021913146628,15.08445945945946,0.08445945945945946
t0,128,11,43,0.4880744255744256,0.5579184704184704,0.5758297258297258,0.5406144781144782,0.5191849816849816,-1.7303992303992266,-5.664474414474419,128,32.87067518030961,103.23033685021393,22.883352765894404,8.594594594594595,0.42709381687849024,15.182432432432432,0.09797297297297297,22.883352765894404,8.594594594594595,0.42709381687849024,15.182432432432432,0.09797297297297297
