temporal_mode,primitive_width,seed,best_epoch,analog_native_test_ba,r0a_val_ba,r0a_test_ba,r0b_val_ba,r0b_test_ba,projection_gap_val_pp,projection_gap_test_pp,wp_rank,wp_stable_rank,wp_effective_rank,raw_effective_k,raw_slots_per_stroke,raw_stroke_purity,raw_within_stroke_switches,raw_sustained_fragmented_fraction,norm_effective_k,norm_slots_per_stroke,norm_stroke_purity,norm_within_stroke_switches,norm_sustained_fragmented_fraction
t0,128,23,7,0.5233558108558108,0.5597342472342473,0.5878697691197691,0.5652898027898027,0.5719377844377843,0.5555555555555425,-1.5931984681984757,128,34.36557397864856,103.1214314655924,30.281905627508838,9.25,0.37032343950282315,16.02027027027027,0.07432432432432433,30.281905627508838,9.25,0.37032343950282315,16.02027027027027,0.07432432432432433
t0,128,37,11,0.5374521312021312,0.5677308802308801,0.5951208513708514,0.558044733044733,0.5716110278610279,-0.9686147186147132,-2.3509823509823446,128,32.97627906551325,103.08931161291729,20.387141392579714,8.003378378378379,0.44930849610403745,14.29391891891892,0.08783783783783784,20.387141392579714,8.003378378378379,0.44930849610403745,14.29391891891892,0.08783783783783784
ema,16,11,46,0.45236013986013984,0.5180615680615681,0.5161477411477411,0.5001743626743627,0.4378399378399378,-1.7887205387205452,-7.830780330780329,16,9.859269213427243,15.73338867440885,9.656242846324552,2.8885135135135136,0.6980416203680196,2.614864864864865,0.5945945945945946,9.656242846324552,2.8885135135135136,0.6980416203680196,2.614864864864865,0.5945945945945946
ema,16,23,92,0.539840021090021,0.5583754208754209,0.5390873015873016,0.52749518999519,0.5683011433011432,-3.088023088023095,2.921384171384167,16,8.49629997420149,15.722032002665406,8.350660037890533,2.6283783783783785,0.7216867771161031,2.1722972972972974,0.5641891891891891,8.350660037890533,2.6283783783783785,0.7216867771161031,2.1722972972972974,0.5641891891891891
ema,16,37,49,0.4781898656898656,0.5162157287157286,0.5210699023199022,0.5042087542087542,0.5316829004329003,-1.200697450697441,1.0612998112998095,16,9.660414077843168,15.740491085351975,7.33606457604815,2.7533783783783785,0.720268448399115,2.3175675675675675,0.5168918918918919,7.33606457604815,2.7533783783783785,0.720268448399115,2.3175675675675675,0.5168918918918919
ema,32,11,20,0.441050616050616,0.5180615680615681,0.5161477411477411,0.4753367003367004,0.4584748584748584,-4.272486772486772,-5.767288267288268,32,14.773644387306533,30.89947871387147,7.802977866934231,2.699324324324324,0.7124598270255829,2.2635135135135136,0.5506756756756757,7.802977866934231,2.699324324324324,0.7124598270255829,2.2635135135135136,0.5506756756756757
ema,32,23,18,0.49669219669219666,0.5583754208754209,0.5390873015873016,0.566552429052429,0.5251103063603063,0.817700817700806,-1.3976995226995248,32,14.47087640327379,30.910421998521404,10.522875214572569,2.9121621621621623,0.7130720910731128,2.6114864864864864,0.5101351351351351,10.522875214572569,2.9121621621621623,0.7130720910731128,2.6114864864864864,0.5101351351351351
ema,32,37,85,0.4544164169164169,0.5162157287157286,0.5210699023199022,0.474549062049062,0.4856872294372294,-4.1666666666666625,-3.5382672882672828,32,15.47843524738918,30.810710258291834,6.674168098045271,2.8513513513513513,0.7277144209088985,2.35472972972973,0.47297297297297297,6.674168098045271,2.8513513513513513,0.7277144209088985,2.35472972972973,0.47297297297297297
ema,64,11,14,0.4184627872127871,0.5180615680615681,0.5161477411477411,0.4794733044733044,0.4887348762348762,-3.8588263588263727,-2.7412864912864876,64,20.84037386410146,59.03224759746948,9.182274003517257,3.0067567567567566,0.7111216742047899,2.6554054054054053,0.5101351351351351,9.182274003517257,3.0067567567567566,0.7111216742047899,2.6554054054054053,0.5101351351351351
ema,64,23,51,0.5243950493950494,0.5583754208754209,0.5390873015873016,0.5398569023569023,0.5372155622155621,-1.85185185185186,-0.1871739371739456,64,23.726853998116695,59.54173470313212,11.331403047298592,3.070945945945946,0.6826788192582574,2.7635135135135136,0.543918918918919,11.331403047298592,3.070945945945946,0.6826788192582574,2.7635135135135136,0.543918918918919
ema,64,37,12,0.4572954822954822,0.5162157287157286,0.5210699023199022,0.5088023088023087,0.504240897990898,-0.7413419913419927,-1.682900432900425,64,23.99397566478337,59.24333923646356,15.666011441732492,3.3716216216216215,0.6413538920748381,2.9932432432432434,0.6216216216216216,15.666011441732492,3.3716216216216215,0.6413538920748381,2.9932432432432434,0.6216216216216216
ema,128,11,50,0.4279553779553779,0.5180615680615681,0.5161477411477411,0.4875060125060125,0.5108287545787545,-3.0555555555555616,-0.531898656898655,128,32.20706541533434,102.72249518081033,18.40670266997677,3.429054054054054,0.6412877495594685,3.199324324324324,0.5878378378378378,18.40670266997677,3.429054054054054,0.6412877495594685,3.199324324324324,0.5878378378378378
ema,128,23,16,0.49101245976245966,0.5583754208754209,0.5390873015873016,0.5465067340067341,0.5462031024531023,-1.1868686868686806,0.711580086580077,128,31.50220999738681,103.40903461802831,20.48516144438016,3.60472972972973,0.6259922872387144,3.4324324324324325,0.625,20.48516144438016,3.60472972972973,0.6259922872387144,3.4324324324324325,0.625
ema,128,37,29,0.45170385170385163,0.5162157287157286,0.5210699023199022,0.5086399711399711,0.5207181707181707,-0.7575757575757569,-0.035173160173151974,128,33.53095248824901,102.93783029189402,21.594252007923497,3.64527027027027,0.6320743232547803,3.5405405405405403,0.5608108108108109,21.594252007923497,3.64527027027027,0.6320743232547803,3.5405405405405403,0.5608108108108109
