temporal_mode,primitive_width,representation,quantile,val_ba_mean,test_ba_mean,events_per_sample_test_mean,events_per_true_stroke_test_mean,cross_primitive_pair_fraction_le_16_steps_mean,cross_primitive_pair_fraction_le_32_steps_mean
t0,32,r2_mh_qraw,0.9,0.40107623857623853,0.36836889961889957,6.4063926940639275,3.15990990990991,0.3426984858250007,0.38878698688604807
t0,32,r2_mh_qnorm,0.2,0.5379950296616963,0.5011331261331261,43.19634703196348,21.306306306306308,0.8247887767938434,0.8247974917963897
t0,32,r2_mh_qnorm,0.4,0.5377725669392336,0.5130371942871942,32.910958904109584,16.23310810810811,0.6988448496480718,0.6988644184802095
t0,32,r2_mh_qnorm,0.6,0.5064554272887606,0.4987544862544862,22.751141552511417,11.221846846846846,0.57498137870249,0.5752102938562675
t0,32,r2_mh_qnorm,0.8,0.4396344396344396,0.4203444703444703,12.077625570776256,5.957207207207207,0.44905593066973754,0.4649371351517959
t0,32,r2_mh_qnorm,0.9,0.38586660253326915,0.352377021127021,6.4063926940639275,3.15990990990991,0.3426984858250007,0.38878698688604807
t0,32,r2_ms_qraw,0.2,0.5577360910694243,0.5275236337736338,43.19634703196348,21.306306306306308,0.8247887767938434,0.8247974917963897
t0,32,r2_ms_qraw,0.4,0.5621232162898829,0.5490514115514116,32.910958904109584,16.23310810810811,0.6988448496480718,0.6988644184802095
t0,32,r2_ms_qraw,0.6,0.5243907327240661,0.5337232212232212,22.751141552511417,11.221846846846846,0.57498137870249,0.5752102938562675
t0,32,r2_ms_qraw,0.8,0.4610850569183902,0.4478058978058978,12.077625570776256,5.957207207207207,0.44905593066973754,0.4649371351517959
t0,32,r2_ms_qraw,0.9,0.3973184223184223,0.3788757538757539,6.4063926940639275,3.15990990990991,0.3426984858250007,0.38878698688604807
t0,32,r2_ms_qnorm,0.2,0.5352172518839186,0.5142396954896955,43.19634703196348,21.306306306306308,0.8247887767938434,0.8247974917963897
t0,32,r2_ms_qnorm,0.4,0.5396244187910854,0.5163440725940726,32.910958904109584,16.23310810810811,0.6988448496480718,0.6988644184802095
t0,32,r2_ms_qnorm,0.6,0.4988295654962322,0.47981578606578595,22.751141552511417,11.221846846846846,0.57498137870249,0.5752102938562675
t0,32,r2_ms_qnorm,0.8,0.44747274330607656,0.424776381026381,12.077625570776256,5.957207207207207,0.44905593066973754,0.4649371351517959
t0,32,r2_ms_qnorm,0.9,0.37845919512586174,0.3414897602397602,6.4063926940639275,3.15990990990991,0.3426984858250007,0.38878698688604807
t0,64,r2_mh_qraw,0.2,0.5499218374218374,0.5352388352388352,44.513698630136986,21.95608108108108,0.840751979233079,0.840751979233079
t0,64,r2_mh_qraw,0.4,0.5413239538239538,0.5487091612091611,33.730593607305934,16.63738738738739,0.7180545332339491,0.7180714188909786
t0,64,r2_mh_qraw,0.6,0.5375220458553792,0.5311757686757687,22.808219178082187,11.25,0.5936722980266832,0.5937903747959545
t0,64,r2_mh_qraw,0.8,0.5219015552348886,0.4925287675287675,11.600456621004566,5.721846846846847,0.45378514955084,0.46723156356042167
t0,64,r2_mh_qraw,0.9,0.4406144781144781,0.37417166167166166,5.878995433789954,2.899774774774775,0.33066471662503627,0.3768886696268849
t0,64,r2_mh_qnorm,0.2,0.5384559884559884,0.5288144725644726,44.513698630136986,21.95608108108108,0.840751979233079,0.840751979233079
t0,64,r2_mh_qnorm,0.4,0.5273108064774731,0.5313653938653938,33.730593607305934,16.63738738738739,0.7180545332339491,0.7180714188909786
t0,64,r2_mh_qnorm,0.6,0.5129028379028379,0.541851898101898,22.808219178082187,11.25,0.5936722980266832,0.5937903747959545
t0,64,r2_mh_qnorm,0.8,0.49506974506974505,0.46484580234580225,11.600456621004566,5.721846846846847,0.45378514955084,0.46723156356042167
t0,64,r2_mh_qnorm,0.9,0.40725709475709476,0.39004699004699,5.878995433789954,2.899774774774775,0.33066471662503627,0.3768886696268849
t0,64,r2_ms_qraw,0.2,0.5531084656084656,0.5399008399008398,44.513698630136986,21.95608108108108,0.840751979233079,0.840751979233079
t0,64,r2_ms_qraw,0.4,0.5316017316017315,0.5444974007474007,33.730593607305934,16.63738738738739,0.7180545332339491,0.7180714188909786
t0,64,r2_ms_qraw,0.6,0.5307740099406766,0.5386682761682762,22.808219178082187,11.25,0.5936722980266832,0.5937903747959545
t0,64,r2_ms_qraw,0.8,0.522298380631714,0.4836695711695711,11.600456621004566,5.721846846846847,0.45378514955084,0.46723156356042167
t0,64,r2_ms_qraw,0.9,0.44869528619528615,0.39512686387686385,5.878995433789954,2.899774774774775,0.33066471662503627,0.3768886696268849
t0,64,r2_ms_qnorm,0.2,0.5451058201058201,0.5174936174936174,44.513698630136986,21.95608108108108,0.840751979233079,0.840751979233079
t0,64,r2_ms_qnorm,0.4,0.529064454064454,0.5368992118992119,33.730593607305934,16.63738738738739,0.7180545332339491,0.7180714188909786
t0,64,r2_ms_qnorm,0.6,0.5157367324033991,0.5071921134421135,22.808219178082187,11.25,0.5936722980266832,0.5937903747959545
t0,64,r2_ms_qnorm,0.8,0.49356060606060614,0.4562682687682687,11.600456621004566,5.721846846846847,0.45378514955084,0.46723156356042167
t0,64,r2_ms_qnorm,0.9,0.40617684784351454,0.38682798682798686,5.878995433789954,2.899774774774775,0.33066471662503627,0.3768886696268849
t0,128,r2_mh_qraw,0.2,0.547406605739939,0.5720957283457283,46.25570776255708,22.815315315315313,0.8661043066143255,0.8661117614877402
t0,128,r2_mh_qraw,0.4,0.5550545133878466,0.5579198579198579,35.41552511415525,17.46846846846847,0.7659002553973289,0.7659169301900596
t0,128,r2_mh_qraw,0.6,0.5363155363155363,0.5622412309912309,24.456621004566212,12.063063063063062,0.6509988079274375,0.6511009028001599
t0,128,r2_mh_qraw,0.8,0.5328002244668911,0.5174117549117548,12.899543378995434,6.362612612612613,0.5069803909395038,0.5188299299007103
t0,128,r2_mh_qraw,0.9,0.49140612473945805,0.45272158397158396,6.853881278538814,3.380630630630631,0.36832926397330085,0.41653283466605023
t0,128,r2_mh_qnorm,0.2,0.5528880070546737,0.548891155141155,46.25570776255708,22.815315315315313,0.8661043066143255,0.8661117614877402
t0,128,r2_mh_qnorm,0.4,0.5441358024691358,0.5519004144004143,35.41552511415525,17.46846846846847,0.7659002553973289,0.7659169301900596
t0,128,r2_mh_qnorm,0.6,0.5464045214045214,0.5656322843822843,24.456621004566212,12.063063063063062,0.6509988079274375,0.6511009028001599
t0,128,r2_mh_qnorm,0.8,0.5255070546737214,0.5122689810189809,12.899543378995434,6.362612612612613,0.5069803909395038,0.5188299299007103
t0,128,r2_mh_qnorm,0.9,0.481657848324515,0.4516881266881266,6.853881278538814,3.380630630630631,0.36832926397330085,0.41653283466605023
t0,128,r2_ms_qraw,0.2,0.5480258938592272,0.5534095534095534,46.25570776255708,22.815315315315313,0.8661043066143255,0.8661117614877402
t0,128,r2_ms_qraw,0.4,0.5405042488375821,0.5564745439745439,35.41552511415525,17.46846846846847,0.7659002553973289,0.7659169301900596
t0,128,r2_ms_qraw,0.6,0.5383778258778259,0.5557477244977244,24.456621004566212,12.063063063063062,0.6509988079274375,0.6511009028001599
t0,128,r2_ms_qraw,0.8,0.53668430335097,0.5210944148444149,12.899543378995434,6.362612612612613,0.5069803909395038,0.5188299299007103
t0,128,r2_ms_qraw,0.9,0.4950256533589867,0.4356624856624856,6.853881278538814,3.380630630630631,0.36832926397330085,0.41653283466605023
t0,128,r2_ms_qnorm,0.2,0.5484567901234567,0.5496848059348058,46.25570776255708,22.815315315315313,0.8661043066143255,0.8661117614877402
t0,128,r2_ms_qnorm,0.4,0.5460437710437711,0.542802799052799,35.41552511415525,17.46846846846847,0.7659002553973289,0.7659169301900596
t0,128,r2_ms_qnorm,0.6,0.5417748917748918,0.5588862526362526,24.456621004566212,12.063063063063062,0.6509988079274375,0.6511009028001599
t0,128,r2_ms_qnorm,0.8,0.518099647266314,0.5102848540348539,12.899543378995434,6.362612612612613,0.5069803909395038,0.5188299299007103
t0,128,r2_ms_qnorm,0.9,0.4853174603174603,0.45720159470159466,6.853881278538814,3.380630630630631,0.36832926397330085,0.41653283466605023
ema,16,r2_mh_qraw,0.2,0.5273989898989899,0.5355817793317792,14.901826484018265,7.350225225225226,0.32610091058522733,0.32999125483682795
ema,16,r2_mh_qraw,0.4,0.5184924643257977,0.498298692048692,11.472602739726026,5.658783783783783,0.26579143032804464,0.29266774668444123
ema,16,r2_mh_qraw,0.6,0.4648088023088022,0.42551476301476293,7.856164383561644,3.875,0.2009639749112532,0.2554029304029304
ema,16,r2_mh_qraw,0.8,0.30316658649991984,0.2958194583194583,4.267123287671233,2.10472972972973,0.11262688067758676,0.17224584149620345
ema,16,r2_mh_qraw,0.9,0.23825957992624655,0.24026228401228397,2.353881278538813,1.161036036036036,0.06131796137844333,0.1292257320559207
ema,16,r2_mh_qnorm,0.2,0.5039121372454706,0.4709771709771709,14.901826484018265,7.350225225225226,0.32610091058522733,0.32999125483682795
ema,16,r2_mh_qnorm,0.4,0.4660794452461119,0.4533024845524845,11.472602739726026,5.658783783783783,0.26579143032804464,0.29266774668444123
ema,16,r2_mh_qnorm,0.6,0.43659211159211164,0.3705451955451955,7.856164383561644,3.875,0.2009639749112532,0.2554029304029304
ema,16,r2_mh_qnorm,0.8,0.29133798300464964,0.2685074185074185,4.267123287671233,2.10472972972973,0.11262688067758676,0.17224584149620345
ema,16,r2_mh_qnorm,0.9,0.22743907327240653,0.21162726162726156,2.353881278538813,1.161036036036036,0.06131796137844333,0.1292257320559207
ema,16,r2_ms_qraw,0.2,0.5204545454545455,0.5491392866392867,14.901826484018265,7.350225225225226,0.32610091058522733,0.32999125483682795
ema,16,r2_ms_qraw,0.4,0.5209616001282669,0.49455683205683193,11.472602739726026,5.658783783783783,0.26579143032804464,0.29266774668444123
ema,16,r2_ms_qraw,0.6,0.46023729357062687,0.42009078884078876,7.856164383561644,3.875,0.2009639749112532,0.2554029304029304
ema,16,r2_ms_qraw,0.8,0.3017897226230559,0.2877627002627002,4.267123287671233,2.10472972972973,0.11262688067758676,0.17224584149620345
ema,16,r2_ms_qraw,0.9,0.2382595799262465,0.22214960964960961,2.353881278538813,1.161036036036036,0.06131796137844333,0.1292257320559207
ema,16,r2_ms_qnorm,0.2,0.49032186948853623,0.48383954008954005,14.901826484018265,7.350225225225226,0.32610091058522733,0.32999125483682795
ema,16,r2_ms_qnorm,0.4,0.454381112714446,0.4594067969067968,11.472602739726026,5.658783783783783,0.26579143032804464,0.29266774668444123
ema,16,r2_ms_qnorm,0.6,0.4364518197851531,0.37635397010397004,7.856164383561644,3.875,0.2009639749112532,0.2554029304029304
ema,16,r2_ms_qnorm,0.8,0.29215568382235046,0.2696685259185259,4.267123287671233,2.10472972972973,0.11262688067758676,0.17224584149620345
ema,16,r2_ms_qnorm,0.9,0.2481301106301106,0.19318621193621188,2.353881278538813,1.161036036036036,0.06131796137844333,0.1292257320559207
ema,32,r2_mh_qraw,0.2,0.4992243867243868,0.5023259148259148,14.97716894977169,7.387387387387387,0.3158729579527442,0.3199845202980533
ema,32,r2_mh_qraw,0.4,0.46917789001122334,0.4749192936692936,11.415525114155251,5.63063063063063,0.23770848546984805,0.26034768059072944
ema,32,r2_mh_qraw,0.6,0.43388047138047137,0.4122160247160247,7.648401826484019,3.772522522522523,0.15312044743866568,0.19869408384540235
ema,32,r2_mh_qraw,0.8,0.3075356742023408,0.3441558441558441,3.867579908675799,1.9076576576576576,0.0669779720092671,0.10914748624168767
ema,32,r2_mh_qraw,0.9,0.2535614077280744,0.21846001221001218,1.9292237442922378,0.9515765765765766,0.0428154906067603,0.06895965238981998
ema,32,r2_mh_qnorm,0.2,0.4919953503286836,0.42999084249084246,14.97716894977169,7.387387387387387,0.3158729579527442,0.3199845202980533
ema,32,r2_mh_qnorm,0.4,0.4498116081449413,0.4504527879527879,11.415525114155251,5.63063063063063,0.23770848546984805,0.26034768059072944
ema,32,r2_mh_qnorm,0.6,0.3967452300785634,0.3758239445739446,7.648401826484019,3.772522522522523,0.15312044743866568,0.19869408384540235
ema,32,r2_mh_qnorm,0.8,0.3062590187590187,0.29632982757982756,3.867579908675799,1.9076576576576576,0.0669779720092671,0.10914748624168767
ema,32,r2_mh_qnorm,0.9,0.2520622895622895,0.23628200503200494,1.9292237442922378,0.9515765765765766,0.0428154906067603,0.06895965238981998
ema,32,r2_ms_qraw,0.2,0.49851090267756937,0.4977090039590039,14.97716894977169,7.387387387387387,0.3158729579527442,0.3199845202980533
ema,32,r2_ms_qraw,0.4,0.46177048260381587,0.4734769859769859,11.415525114155251,5.63063063063063,0.23770848546984805,0.26034768059072944
ema,32,r2_ms_qraw,0.6,0.4329545454545454,0.430558793058793,7.648401826484019,3.772522522522523,0.15312044743866568,0.19869408384540235
ema,32,r2_ms_qraw,0.8,0.3130471380471381,0.32568450068450067,3.867579908675799,1.9076576576576576,0.0669779720092671,0.10914748624168767
ema,32,r2_ms_qraw,0.9,0.2489317780984447,0.2197947885447885,1.9292237442922378,0.9515765765765766,0.0428154906067603,0.06895965238981998
ema,32,r2_ms_qnorm,0.2,0.48028098444765116,0.47384536759536755,14.97716894977169,7.387387387387387,0.3158729579527442,0.3199845202980533
ema,32,r2_ms_qnorm,0.4,0.46252204585537915,0.4469474969474969,11.415525114155251,5.63063063063063,0.23770848546984805,0.26034768059072944
ema,32,r2_ms_qnorm,0.6,0.39927048260381587,0.3916090853590853,7.648401826484019,3.772522522522523,0.15312044743866568,0.19869408384540235
ema,32,r2_ms_qnorm,0.8,0.3067219817219817,0.2897664835164835,3.867579908675799,1.9076576576576576,0.0669779720092671,0.10914748624168767
ema,32,r2_ms_qnorm,0.9,0.2583453583453583,0.23753861878861873,1.9292237442922378,0.9515765765765766,0.0428154906067603,0.06895965238981998
ema,64,r2_mh_qraw,0.2,0.5267175725509059,0.5175548988048987,15.920091324200916,7.8524774774774775,0.35806907625484663,0.36094899397858554
ema,64,r2_mh_qraw,0.4,0.49769320185986854,0.48735916860916856,11.961187214611874,5.899774774774774,0.29285865172808173,0.3161483822859484
ema,64,r2_mh_qraw,0.6,0.45268558601891934,0.44848137973137964,7.751141552511416,3.8231981981981984,0.20124738331794942,0.25358242364126643
ema,64,r2_mh_qraw,0.8,0.31274450857784186,0.30868413993413996,3.8721461187214614,1.90990990990991,0.11502530096993434,0.16472055081819556
ema,64,r2_mh_qraw,0.9,0.2527356902356902,0.2196944259444259,1.997716894977169,0.9853603603603603,0.07954023315865416,0.11050626585407212
ema,64,r2_mh_qnorm,0.2,0.5113736572069906,0.5080602268102268,15.920091324200916,7.8524774774774775,0.35806907625484663,0.36094899397858554
ema,64,r2_mh_qnorm,0.4,0.49932659932659934,0.48449467199467194,11.961187214611874,5.899774774774774,0.29285865172808173,0.3161483822859484
ema,64,r2_mh_qnorm,0.6,0.4390492223825557,0.40053303178303173,7.751141552511416,3.8231981981981984,0.20124738331794942,0.25358242364126643
ema,64,r2_mh_qnorm,0.8,0.32082531665864994,0.300256919006919,3.8721461187214614,1.90990990990991,0.11502530096993434,0.16472055081819556
ema,64,r2_mh_qnorm,0.9,0.24430415263748592,0.20469391719391714,1.997716894977169,0.9853603603603603,0.07954023315865416,0.11050626585407212
ema,64,r2_ms_qraw,0.2,0.5290323873657207,0.5167612480112479,15.920091324200916,7.8524774774774775,0.35806907625484663,0.36094899397858554
ema,64,r2_ms_qraw,0.4,0.4969877344877345,0.5135121822621822,11.961187214611874,5.899774774774774,0.29285865172808173,0.3161483822859484
ema,64,r2_ms_qraw,0.6,0.4522767356100689,0.44768772893772885,7.751141552511416,3.8231981981981984,0.20124738331794942,0.25358242364126643
ema,64,r2_ms_qraw,0.8,0.3152697611030944,0.3134460446960447,3.8721461187214614,1.90990990990991,0.11502530096993434,0.16472055081819556
ema,64,r2_ms_qraw,0.9,0.24995791245791243,0.2196944259444259,1.997716894977169,0.9853603603603603,0.07954023315865416,0.11050626585407212
ema,64,r2_ms_qnorm,0.2,0.510602052268719,0.49083208458208455,15.920091324200916,7.8524774774774775,0.35806907625484663,0.36094899397858554
ema,64,r2_ms_qnorm,0.4,0.4896905563572229,0.4721593221593221,11.961187214611874,5.899774774774774,0.29285865172808173,0.3161483822859484
ema,64,r2_ms_qnorm,0.6,0.4420254128587462,0.4167036667036667,7.751141552511416,3.8231981981981984,0.20124738331794942,0.25358242364126643
ema,64,r2_ms_qnorm,0.8,0.3215969215969216,0.319774901024901,3.8721461187214614,1.90990990990991,0.11502530096993434,0.16472055081819556
ema,64,r2_ms_qnorm,0.9,0.24121773288439952,0.21079892329892327,1.997716894977169,0.9853603603603603,0.07954023315865416,0.11050626585407212
ema,128,r2_mh_qraw,0.2,0.512960958794292,0.5461119898619898,17.458904109589042,8.611486486486486,0.41415274304370975,0.4152116214839278
ema,128,r2_mh_qraw,0.4,0.5402437069103736,0.540114515114515,13.15068493150685,6.486486486486487,0.36321345863569104,0.37629570566620757
ema,128,r2_mh_qraw,0.6,0.48515712682379347,0.4670766733266733,8.611872146118722,4.247747747747748,0.2942262495712397,0.34205934930205784
ema,128,r2_mh_qraw,0.8,0.35074154240820904,0.3591434028934029,4.2534246575342465,2.0979729729729732,0.19628749691700575,0.27091489150983045
ema,128,r2_mh_qraw,0.9,0.2658549783549783,0.22684676434676432,2.180365296803653,1.0754504504504505,0.11530923680808007,0.17349193985499214
ema,128,r2_mh_qnorm,0.2,0.5119027577360912,0.5221768971768971,17.458904109589042,8.611486486486486,0.41415274304370975,0.4152116214839278
ema,128,r2_mh_qnorm,0.4,0.5131493506493507,0.4944321881821881,13.15068493150685,6.486486486486487,0.36321345863569104,0.37629570566620757
ema,128,r2_mh_qnorm,0.6,0.49219576719576724,0.4286858974358974,8.611872146118722,4.247747747747748,0.2942262495712397,0.34205934930205784
ema,128,r2_mh_qnorm,0.8,0.3877625460958794,0.31322335072335067,4.2534246575342465,2.0979729729729732,0.19628749691700575,0.27091489150983045
ema,128,r2_mh_qnorm,0.9,0.27686988936988927,0.2342458467458467,2.180365296803653,1.0754504504504505,0.11530923680808007,0.17349193985499214
ema,128,r2_ms_qraw,0.2,0.5102372935706269,0.5397718022718022,17.458904109589042,8.611486486486486,0.41415274304370975,0.4152116214839278
ema,128,r2_ms_qraw,0.4,0.5471881513548179,0.5351211288711287,13.15068493150685,6.486486486486487,0.36321345863569104,0.37629570566620757
ema,128,r2_ms_qraw,0.6,0.48284231200897865,0.4685723998223998,8.611872146118722,4.247747747747748,0.2942262495712397,0.34205934930205784
ema,128,r2_ms_qraw,0.8,0.35814894981561646,0.3506657694157694,4.2534246575342465,2.0979729729729732,0.19628749691700575,0.27091489150983045
ema,128,r2_ms_qraw,0.9,0.2661515953182619,0.23439477189477187,2.180365296803653,1.0754504504504505,0.11530923680808007,0.17349193985499214
ema,128,r2_ms_qnorm,0.2,0.5107784191117525,0.5241610241610241,17.458904109589042,8.611486486486486,0.41415274304370975,0.4152116214839278
ema,128,r2_ms_qnorm,0.4,0.5101310726310727,0.4775851463351463,13.15068493150685,6.486486486486487,0.36321345863569104,0.37629570566620757
ema,128,r2_ms_qnorm,0.6,0.4895181978515312,0.43591524216524213,8.611872146118722,4.247747747747748,0.2942262495712397,0.34205934930205784
ema,128,r2_ms_qnorm,0.8,0.39219376302709635,0.3293144355644355,4.2534246575342465,2.0979729729729732,0.19628749691700575,0.27091489150983045
ema,128,r2_ms_qnorm,0.9,0.2791847041847041,0.2342458467458467,2.180365296803653,1.0754504504504505,0.11530923680808007,0.17349193985499214
