seed,sample_index,scale,gap_ms,gap_steps,stroke_index,layer,state,corr_mean,context_sensitivity,count
11,1,stroke,250,16,0,L1,spike50,0.805014170795103,0.19498582920489704,16
11,1,stroke,250,16,0,L1,syn_current,0.9825396297881521,0.017460370211847875,16
11,1,stroke,250,16,0,L1,pre_reset,0.9758308256663906,0.024169174333609433,16
11,1,stroke,250,16,0,L2,spike50,0.5396303439487614,0.4603696560512386,14
11,1,stroke,250,16,0,L2,syn_current,0.6683408753086127,0.33165912469138725,16
11,1,stroke,250,16,0,L2,pre_reset,0.5931720401608958,0.40682795983910425,16
11,1,stroke,250,16,1,L1,spike50,0.9452168645950608,0.054783135404939176,47
11,1,stroke,250,16,1,L1,syn_current,0.9925014720394518,0.007498527960548174,48
11,1,stroke,250,16,1,L1,pre_reset,0.98686278634422,0.013137213655780022,48
11,1,stroke,250,16,1,L2,spike50,0.8917316484666407,0.10826835153335934,46
11,1,stroke,250,16,1,L2,syn_current,0.9490451713239645,0.05095482867603551,47
11,1,stroke,250,16,1,L2,pre_reset,0.9424231193723221,0.05757688062767785,47
11,2,stroke,250,16,0,L1,spike50,0.9228030004664766,0.07719699953352344,13
11,2,stroke,250,16,0,L1,syn_current,0.9865947156104272,0.01340528438957278,15
11,2,stroke,250,16,0,L1,pre_reset,0.9770435270069012,0.022956472993098775,15
11,2,stroke,250,16,0,L2,spike50,0.8226155635327851,0.1773844364672149,13
11,2,stroke,250,16,0,L2,syn_current,0.9539440850317866,0.046055914968213374,13
11,2,stroke,250,16,0,L2,pre_reset,0.940109666997675,0.05989033300232505,13
11,2,stroke,250,16,1,L1,spike50,0.8310272179747373,0.16897278202526267,14
11,2,stroke,250,16,1,L1,syn_current,0.9776988740251994,0.022301125974800606,14
11,2,stroke,250,16,1,L1,pre_reset,0.9628978184714299,0.037102181528570144,14
11,2,stroke,250,16,1,L2,spike50,0.7613634337106077,0.23863656628939234,12
11,2,stroke,250,16,1,L2,syn_current,0.7879090486650489,0.21209095133495115,14
11,2,stroke,250,16,1,L2,pre_reset,0.7578318438593297,0.24216815614067033,14
11,3,stroke,250,16,0,L1,spike50,0.797406655559124,0.20259334444087596,13
11,3,stroke,250,16,0,L1,syn_current,0.9620011095700652,0.03799889042993476,17
11,3,stroke,250,16,0,L1,pre_reset,0.9481327898744131,0.05186721012558693,17
11,3,stroke,250,16,0,L2,spike50,0.37810209241082054,0.6218979075891795,12
11,3,stroke,250,16,0,L2,syn_current,0.5956401718941726,0.4043598281058274,13
11,3,stroke,250,16,0,L2,pre_reset,0.532922938871079,0.467077061128921,13
11,3,stroke,250,16,1,L1,spike50,0.9818451996815479,0.01815480031845207,31
11,3,stroke,250,16,1,L1,syn_current,0.9983102927210535,0.0016897072789464618,34
11,3,stroke,250,16,1,L1,pre_reset,0.9953475498239357,0.0046524501760643044,34
11,3,stroke,250,16,1,L2,spike50,0.7471238652274154,0.25287613477258464,34
11,3,stroke,250,16,1,L2,syn_current,0.8954538818198065,0.10454611818019355,34
11,3,stroke,250,16,1,L2,pre_reset,0.8815573343914562,0.11844266560854377,34
11,3,stroke,250,16,2,L1,spike50,0.845294786743975,0.15470521325602504,13
11,3,stroke,250,16,2,L1,syn_current,0.9685428889537822,0.031457111046217845,16
11,3,stroke,250,16,2,L1,pre_reset,0.9588673593039597,0.04113264069604028,16
11,3,stroke,250,16,2,L2,spike50,0.5315089231272827,0.4684910768727173,10
11,3,stroke,250,16,2,L2,syn_current,0.5635090190088932,0.43649098099110684,13
11,3,stroke,250,16,2,L2,pre_reset,0.5213417233735663,0.4786582766264337,13
11,4,stroke,250,16,0,L1,spike50,0.8630949672274729,0.13690503277252708,36
11,4,stroke,250,16,0,L1,syn_current,0.9868892483429388,0.013110751657061215,39
11,4,stroke,250,16,0,L1,pre_reset,0.9780763477060859,0.02192365229391413,39
11,4,stroke,250,16,0,L2,spike50,0.718437615599997,0.28156238440000303,32
11,4,stroke,250,16,0,L2,syn_current,0.7644912207626252,0.2355087792373748,36
11,4,stroke,250,16,0,L2,pre_reset,0.7459370187682108,0.25406298123178916,36
11,4,stroke,250,16,1,L1,spike50,0.9410881665254389,0.05891183347456108,36
11,4,stroke,250,16,1,L1,syn_current,0.9973762939510711,0.00262370604892892,36
11,4,stroke,250,16,1,L1,pre_reset,0.9916362319474915,0.008363768052508491,36
11,4,stroke,250,16,1,L2,spike50,0.8505374127285363,0.14946258727146366,35
11,4,stroke,250,16,1,L2,syn_current,0.932734940262794,0.06726505973720598,36
11,4,stroke,250,16,1,L2,pre_reset,0.9226103529471035,0.07738964705289653,36
11,6,stroke,250,16,0,L1,spike50,0.9260771386120942,0.07392286138790582,13
11,6,stroke,250,16,0,L1,syn_current,0.995517200749223,0.004482799250776992,14
11,6,stroke,250,16,0,L1,pre_reset,0.9887498998514589,0.011250100148541109,14
