seed,sample_index,scale,gap_ms,gap_steps,stroke_index,layer,state,corr_mean,context_sensitivity,count
23,1,stroke,0,0,0,L1,spike50,0.6727293578204065,0.32727064217959345,16
23,1,stroke,0,0,0,L1,syn_current,0.9071124446951564,0.0928875553048436,16
23,1,stroke,0,0,0,L1,pre_reset,0.887723145504799,0.11227685449520097,16
23,1,stroke,0,0,0,L2,spike50,0.14260588181420947,0.8573941181857905,15
23,1,stroke,0,0,0,L2,syn_current,0.23686400134952582,0.7631359986504742,16
23,1,stroke,0,0,0,L2,pre_reset,0.14742543806799419,0.8525745619320058,16
23,1,stroke,0,0,1,L1,spike50,0.9009283115814657,0.09907168841853431,47
23,1,stroke,0,0,1,L1,syn_current,0.9727412290437422,0.02725877095625784,48
23,1,stroke,0,0,1,L1,pre_reset,0.9605883566280946,0.03941164337190539,48
23,1,stroke,0,0,1,L2,spike50,0.7689906044506125,0.2310093955493875,47
23,1,stroke,0,0,1,L2,syn_current,0.8901131789014337,0.10988682109856629,47
23,1,stroke,0,0,1,L2,pre_reset,0.8897847006710695,0.11021529932893048,47
23,2,stroke,0,0,0,L1,spike50,0.8135781980683834,0.18642180193161662,13
23,2,stroke,0,0,0,L1,syn_current,0.930823619185363,0.06917638081463695,15
23,2,stroke,0,0,0,L1,pre_reset,0.9107339500617121,0.0892660499382879,15
23,2,stroke,0,0,0,L2,spike50,0.7274052502150723,0.2725947497849277,13
23,2,stroke,0,0,0,L2,syn_current,0.8441979805179288,0.15580201948207117,13
23,2,stroke,0,0,0,L2,pre_reset,0.8165540325721788,0.18344596742782115,13
23,2,stroke,0,0,1,L1,spike50,0.7258606042576338,0.27413939574236623,14
23,2,stroke,0,0,1,L1,syn_current,0.9341218440252675,0.06587815597473246,14
23,2,stroke,0,0,1,L1,pre_reset,0.9158980607128432,0.08410193928715681,14
23,2,stroke,0,0,1,L2,spike50,0.466816634786365,0.5331833652136351,13
23,2,stroke,0,0,1,L2,syn_current,0.6255331075916833,0.37446689240831665,14
23,2,stroke,0,0,1,L2,pre_reset,0.5831627915252459,0.41683720847475414,14
