seed,sample_index,scale,gap_ms,gap_steps,stroke_index,layer,state,corr_mean,context_sensitivity,count
37,1,stroke,100,6,0,L1,spike50,0.7426319024556156,0.2573680975443844,16
37,1,stroke,100,6,0,L1,syn_current,0.9405248417363092,0.059475158263690764,16
37,1,stroke,100,6,0,L1,pre_reset,0.9250271899406772,0.07497281005932277,16
37,1,stroke,100,6,0,L2,spike50,0.3808629301154925,0.6191370698845076,15
37,1,stroke,100,6,0,L2,syn_current,0.600910355755155,0.39908964424484505,16
37,1,stroke,100,6,0,L2,pre_reset,0.5539242064939013,0.4460757935060987,16
37,1,stroke,100,6,1,L1,spike50,0.9070055893349965,0.09299441066500347,47
37,1,stroke,100,6,1,L1,syn_current,0.9790833367247912,0.020916663275208802,48
37,1,stroke,100,6,1,L1,pre_reset,0.9690482698056821,0.03095173019431785,48
37,1,stroke,100,6,1,L2,spike50,0.7739567538484032,0.22604324615159677,47
37,1,stroke,100,6,1,L2,syn_current,0.8679284063302835,0.13207159366971655,47
37,1,stroke,100,6,1,L2,pre_reset,0.8626478879466558,0.1373521120533442,47
37,2,stroke,100,6,0,L1,spike50,0.8402252332689704,0.15977476673102964,13
37,2,stroke,100,6,0,L1,syn_current,0.951861622628998,0.04813837737100202,15
37,2,stroke,100,6,0,L1,pre_reset,0.9397156154230658,0.06028438457693419,15
37,2,stroke,100,6,0,L2,spike50,0.7459581393999783,0.25404186060002165,13
37,2,stroke,100,6,0,L2,syn_current,0.8955053037052243,0.1044946962947757,13
37,2,stroke,100,6,0,L2,pre_reset,0.8741117668024254,0.12588823319757458,13
37,2,stroke,100,6,1,L1,spike50,0.7431035975552968,0.25689640244470324,14
37,2,stroke,100,6,1,L1,syn_current,0.9390003226206746,0.060999677379325434,14
37,2,stroke,100,6,1,L1,pre_reset,0.9216799609590733,0.07832003904092666,14
37,2,stroke,100,6,1,L2,spike50,0.666721427376887,0.333278572623113,12
37,2,stroke,100,6,1,L2,syn_current,0.7370807556199983,0.2629192443800017,14
37,2,stroke,100,6,1,L2,pre_reset,0.7290387111377518,0.27096128886224824,14
37,3,stroke,100,6,0,L1,spike50,0.8072464699761633,0.19275353002383666,7
37,3,stroke,100,6,0,L1,syn_current,0.8954016182398489,0.10459838176015113,17
37,3,stroke,100,6,0,L1,pre_reset,0.8719085863027347,0.1280914136972653,17
37,3,stroke,100,6,0,L2,spike50,0.42957482199582014,0.5704251780041798,5
37,3,stroke,100,6,0,L2,syn_current,0.4607526841729482,0.5392473158270519,7
37,3,stroke,100,6,0,L2,pre_reset,0.40470855039011217,0.5952914496098878,7
37,3,stroke,100,6,1,L1,spike50,0.9306114807821262,0.06938851921787381,27
37,3,stroke,100,6,1,L1,syn_current,0.9687365963302296,0.03126340366977043,34
37,3,stroke,100,6,1,L1,pre_reset,0.9514901364459443,0.04850986355405573,34
37,3,stroke,100,6,1,L2,spike50,0.7898937768837045,0.21010622311629545,27
37,3,stroke,100,6,1,L2,syn_current,0.9114309467454446,0.08856905325455544,27
37,3,stroke,100,6,1,L2,pre_reset,0.9014646366199159,0.09853536338008406,27
37,3,stroke,100,6,2,L1,spike50,0.8946421782294389,0.10535782177056108,16
37,3,stroke,100,6,2,L1,syn_current,0.9832358473371572,0.016764152662842813,16
37,3,stroke,100,6,2,L1,pre_reset,0.9763715482522313,0.02362845174776873,16
37,3,stroke,100,6,2,L2,spike50,0.6274914962766349,0.3725085037233651,16
37,3,stroke,100,6,2,L2,syn_current,0.7639686667673037,0.23603133323269632,16
37,3,stroke,100,6,2,L2,pre_reset,0.7717707301828465,0.22822926981715352,16
37,4,stroke,100,6,0,L1,spike50,0.8943405136032634,0.10565948639673661,32
37,4,stroke,100,6,0,L1,syn_current,0.9620996492776928,0.03790035072230724,39
37,4,stroke,100,6,0,L1,pre_reset,0.9462007841551124,0.05379921584488756,39
37,4,stroke,100,6,0,L2,spike50,0.6702442493239351,0.3297557506760649,31
37,4,stroke,100,6,0,L2,syn_current,0.7832184743619163,0.21678152563808373,32
37,4,stroke,100,6,0,L2,pre_reset,0.7662628571972088,0.23373714280279123,32
37,4,stroke,100,6,1,L1,spike50,0.9123111017139837,0.08768889828601634,34
37,4,stroke,100,6,1,L1,syn_current,0.9854266398143472,0.014573360185652806,36
