seed,sample_index,scale,gap_ms,gap_steps,stroke_index,layer,state,corr_mean,context_sensitivity,count
23,1,stroke,50,3,0,L1,spike50,0.6995533026306764,0.3004466973693236,16
23,1,stroke,50,3,0,L1,syn_current,0.9276591383824859,0.07234086161751407,16
23,1,stroke,50,3,0,L1,pre_reset,0.9119555670981545,0.08804443290184549,16
23,1,stroke,50,3,0,L2,spike50,0.17252396295696498,0.827476037043035,15
23,1,stroke,50,3,0,L2,syn_current,0.2617942390643662,0.7382057609356338,16
23,1,stroke,50,3,0,L2,pre_reset,0.16941396591289426,0.8305860340871057,16
23,1,stroke,50,3,1,L1,spike50,0.9128173845017022,0.08718261549829776,47
23,1,stroke,50,3,1,L1,syn_current,0.9789346066340788,0.02106539336592117,48
23,1,stroke,50,3,1,L1,pre_reset,0.9687280990308121,0.03127190096918786,48
23,1,stroke,50,3,1,L2,spike50,0.7637032734496108,0.23629672655038925,47
23,1,stroke,50,3,1,L2,syn_current,0.8934033884175286,0.10659661158247136,47
23,1,stroke,50,3,1,L2,pre_reset,0.8914890316260299,0.10851096837397012,47
23,2,stroke,50,3,0,L1,spike50,0.8486702576623529,0.15132974233764707,13
23,2,stroke,50,3,0,L1,syn_current,0.944656816096201,0.055343183903799,15
23,2,stroke,50,3,0,L1,pre_reset,0.9256169914237008,0.0743830085762992,15
23,2,stroke,50,3,0,L2,spike50,0.8076926682282793,0.19230733177172066,13
23,2,stroke,50,3,0,L2,syn_current,0.9098839368837939,0.09011606311620612,13
23,2,stroke,50,3,0,L2,pre_reset,0.8834414223674956,0.11655857763250443,13
23,2,stroke,50,3,1,L1,spike50,0.774246597291019,0.22575340270898103,14
23,2,stroke,50,3,1,L1,syn_current,0.9484903210884721,0.05150967891152791,14
23,2,stroke,50,3,1,L1,pre_reset,0.9312488065662564,0.06875119343374358,14
23,2,stroke,50,3,1,L2,spike50,0.5040425731835383,0.4959574268164617,13
23,2,stroke,50,3,1,L2,syn_current,0.6654146525015612,0.3345853474984388,14
23,2,stroke,50,3,1,L2,pre_reset,0.6230788945378704,0.37692110546212965,14
23,3,stroke,50,3,0,L1,spike50,1.0,0.0,13
23,3,stroke,50,3,0,L1,syn_current,1.0,0.0,17
23,3,stroke,50,3,0,L1,pre_reset,1.0,0.0,17
23,3,stroke,50,3,0,L2,spike50,1.0,0.0,7
23,3,stroke,50,3,0,L2,syn_current,1.0,0.0,13
23,3,stroke,50,3,0,L2,pre_reset,1.0,0.0,13
23,3,stroke,50,3,1,L1,spike50,0.9615671299223488,0.03843287007765117,34
23,3,stroke,50,3,1,L1,syn_current,0.9961401361953337,0.003859863804666297,34
23,3,stroke,50,3,1,L1,pre_reset,0.9923938090871338,0.007606190912866184,34
23,3,stroke,50,3,1,L2,spike50,0.6274238672097684,0.3725761327902316,34
23,3,stroke,50,3,1,L2,syn_current,0.750983027434195,0.24901697256580502,34
23,3,stroke,50,3,1,L2,pre_reset,0.7248864447122125,0.27511355528778747,34
23,3,stroke,50,3,2,L1,spike50,0.8393737045040832,0.16062629549591678,16
23,3,stroke,50,3,2,L1,syn_current,0.9693987709342848,0.030601229065715163,16
23,3,stroke,50,3,2,L1,pre_reset,0.9588589869669317,0.041141013033068274,16
23,3,stroke,50,3,2,L2,spike50,0.12938879847689647,0.8706112015231036,16
23,3,stroke,50,3,2,L2,syn_current,0.16476198807084497,0.835238011929155,16
23,3,stroke,50,3,2,L2,pre_reset,0.140489543271753,0.859510456728247,16
23,4,stroke,50,3,0,L1,spike50,0.8632253344598231,0.13677466554017692,31
23,4,stroke,50,3,0,L1,syn_current,0.9542269324499763,0.04577306755002375,39
23,4,stroke,50,3,0,L1,pre_reset,0.9414506410096822,0.05854935899031777,39
23,4,stroke,50,3,0,L2,spike50,0.5486815068163298,0.45131849318367023,30
23,4,stroke,50,3,0,L2,syn_current,0.6436575989967133,0.35634240100328674,31
23,4,stroke,50,3,0,L2,pre_reset,0.6017627015285137,0.39823729847148626,31
23,4,stroke,50,3,1,L1,spike50,0.8980251051705592,0.10197489482944078,36
23,4,stroke,50,3,1,L1,syn_current,0.9828683423371967,0.017131657662803335,36
23,4,stroke,50,3,1,L1,pre_reset,0.9743959827156002,0.02560401728439976,36
23,4,stroke,50,3,1,L2,spike50,0.7693416901650518,0.23065830983494817,33
23,4,stroke,50,3,1,L2,syn_current,0.8087969286387182,0.19120307136128178,36
23,4,stroke,50,3,1,L2,pre_reset,0.7818892346280539,0.21811076537194607,36
23,6,stroke,50,3,0,L1,spike50,0.7941444506154849,0.2058555493845151,13
23,6,stroke,50,3,0,L1,syn_current,0.962296004261584,0.037703995738415985,14
23,6,stroke,50,3,0,L1,pre_reset,0.9477827332933547,0.05221726670664528,14
23,6,stroke,50,3,0,L2,spike50,0.5590224921118793,0.44097750788812073,12
23,6,stroke,50,3,0,L2,syn_current,0.7871741891477815,0.21282581085221852,13
23,6,stroke,50,3,0,L2,pre_reset,0.7593172141639857,0.24068278583601432,13
23,6,stroke,50,3,1,L1,spike50,0.8521095612217752,0.14789043877822483,22
23,6,stroke,50,3,1,L1,syn_current,0.9705937324241638,0.029406267575836198,22
23,6,stroke,50,3,1,L1,pre_reset,0.9604487192222081,0.03955128077779191,22
23,6,stroke,50,3,1,L2,spike50,0.0788517123738261,0.9211482876261738,22
23,6,stroke,50,3,1,L2,syn_current,0.016551381393505024,0.983448618606495,22
23,6,stroke,50,3,1,L2,pre_reset,-0.054111923672062655,1.0541119236720626,22
23,6,stroke,50,3,2,L1,spike50,0.8706418560766355,0.12935814392336453,17
23,6,stroke,50,3,2,L1,syn_current,0.9635784100846717,0.03642158991532829,19
23,6,stroke,50,3,2,L1,pre_reset,0.9495340332711618,0.050465966728838185,19
23,6,stroke,50,3,2,L2,spike50,0.7975288423435062,0.20247115765649382,17
23,6,stroke,50,3,2,L2,syn_current,0.9183307550514211,0.08166924494857886,17
23,6,stroke,50,3,2,L2,pre_reset,0.9134846705908322,0.08651532940916784,17
23,7,stroke,50,3,0,L1,spike50,0.748034676617881,0.25196532338211897,18
23,7,stroke,50,3,0,L1,syn_current,0.954195018207954,0.04580498179204595,19
23,7,stroke,50,3,0,L1,pre_reset,0.9471946344511,0.05280536554890003,19
23,7,stroke,50,3,0,L2,spike50,0.1883369131606963,0.8116630868393037,18
23,7,stroke,50,3,0,L2,syn_current,0.34151596562741127,0.6584840343725887,18
23,7,stroke,50,3,0,L2,pre_reset,0.2897910139189359,0.7102089860810641,18
23,7,stroke,50,3,1,L1,spike50,0.8674888336457836,0.13251116635421645,35
23,7,stroke,50,3,1,L1,syn_current,0.972205942455772,0.027794057544228035,37
23,7,stroke,50,3,1,L1,pre_reset,0.9597061321598719,0.04029386784012812,37
23,7,stroke,50,3,1,L2,spike50,0.7170231248395751,0.2829768751604249,32
23,7,stroke,50,3,1,L2,syn_current,0.839528548572732,0.16047145142726804,35
23,7,stroke,50,3,1,L2,pre_reset,0.8076024401337987,0.19239755986620133,35
23,8,stroke,50,3,0,L1,spike50,0.8304830896573984,0.16951691034260163,13
23,8,stroke,50,3,0,L1,syn_current,0.9384824798438551,0.06151752015614487,16
23,8,stroke,50,3,0,L1,pre_reset,0.9203784739412276,0.07962152605877237,16
23,8,stroke,50,3,0,L2,spike50,0.4347971125955693,0.5652028874044307,13
