seed,sample_index,scale,gap_ms,gap_steps,stroke_index,layer,state,corr_mean,context_sensitivity,count
11,1,stroke,100,6,0,L1,spike50,0.7377052095548311,0.2622947904451689,16
11,1,stroke,100,6,0,L1,syn_current,0.9487443828376823,0.051255617162317746,16
11,1,stroke,100,6,0,L1,pre_reset,0.9364472471578458,0.06355275284215423,16
11,1,stroke,100,6,0,L2,spike50,0.2531658292678688,0.7468341707321312,14
11,1,stroke,100,6,0,L2,syn_current,0.3185829235251606,0.6814170764748394,16
11,1,stroke,100,6,0,L2,pre_reset,0.2312841001677769,0.7687158998322231,16
11,1,stroke,100,6,1,L1,spike50,0.9064468562302311,0.09355314376976887,47
11,1,stroke,100,6,1,L1,syn_current,0.9800183611279637,0.0199816388720363,48
11,1,stroke,100,6,1,L1,pre_reset,0.9720130719442773,0.02798692805572267,48
11,1,stroke,100,6,1,L2,spike50,0.8201850874926194,0.17981491250738058,46
11,1,stroke,100,6,1,L2,syn_current,0.8988586548474042,0.10114134515259576,47
11,1,stroke,100,6,1,L2,pre_reset,0.8934885473986541,0.10651145260134587,47
11,2,stroke,100,6,0,L1,spike50,0.8393123139026623,0.16068768609733775,13
11,2,stroke,100,6,0,L1,syn_current,0.9615954047324895,0.0384045952675105,15
11,2,stroke,100,6,0,L1,pre_reset,0.9522877896386751,0.04771221036132489,15
11,2,stroke,100,6,0,L2,spike50,0.7085577979050414,0.29144220209495864,13
11,2,stroke,100,6,0,L2,syn_current,0.8749443241404707,0.12505567585952926,13
11,2,stroke,100,6,0,L2,pre_reset,0.8438825099933582,0.15611749000664177,13
11,2,stroke,100,6,1,L1,spike50,0.7583027358376132,0.2416972641623868,14
11,2,stroke,100,6,1,L1,syn_current,0.9416566784813893,0.05834332151861066,14
11,2,stroke,100,6,1,L1,pre_reset,0.9180685245844146,0.08193147541558543,14
11,2,stroke,100,6,1,L2,spike50,0.7031417137313861,0.2968582862686139,12
11,2,stroke,100,6,1,L2,syn_current,0.7462184765903064,0.2537815234096936,14
11,2,stroke,100,6,1,L2,pre_reset,0.7195920922221152,0.2804079077778848,14
11,3,stroke,100,6,0,L1,spike50,0.7696578081144215,0.23034219188557847,13
11,3,stroke,100,6,0,L1,syn_current,0.9483644510966158,0.051635548903384176,17
11,3,stroke,100,6,0,L1,pre_reset,0.938263226503729,0.06173677349627105,17
11,3,stroke,100,6,0,L2,spike50,0.28829673186750454,0.7117032681324955,12
11,3,stroke,100,6,0,L2,syn_current,0.40650098471893165,0.5934990152810684,13
11,3,stroke,100,6,0,L2,pre_reset,0.3443945535333456,0.6556054464666544,13
11,3,stroke,100,6,1,L1,spike50,0.8889369061138205,0.11106309388617952,29
11,3,stroke,100,6,1,L1,syn_current,0.9727503023416638,0.02724969765833618,34
11,3,stroke,100,6,1,L1,pre_reset,0.9612735900439084,0.038726409956091556,34
11,3,stroke,100,6,1,L2,spike50,0.6810155576071472,0.31898444239285284,28
11,3,stroke,100,6,1,L2,syn_current,0.8269925023135337,0.17300749768646628,29
11,3,stroke,100,6,1,L2,pre_reset,0.8072189530975656,0.19278104690243436,29
11,3,stroke,100,6,2,L1,spike50,0.9928312028769561,0.007168797123043857,16
11,3,stroke,100,6,2,L1,syn_current,0.9999102206822907,8.977931770925984e-05,16
11,3,stroke,100,6,2,L1,pre_reset,0.99830879463695,0.001691205363050008,16
11,3,stroke,100,6,2,L2,spike50,0.9239397331474164,0.0760602668525836,16
11,3,stroke,100,6,2,L2,syn_current,0.954918723907928,0.04508127609207202,16
11,3,stroke,100,6,2,L2,pre_reset,0.9422568213377045,0.0577431786622955,16
11,4,stroke,100,6,0,L1,spike50,0.8228355494070679,0.17716445059293207,36
11,4,stroke,100,6,0,L1,syn_current,0.9668897670515297,0.033110232948470264,39
11,4,stroke,100,6,0,L1,pre_reset,0.9589958845067903,0.0410041154932097,39
11,4,stroke,100,6,0,L2,spike50,0.4984640318261477,0.5015359681738523,32
11,4,stroke,100,6,0,L2,syn_current,0.5270607644118243,0.47293923558817574,36
11,4,stroke,100,6,0,L2,pre_reset,0.4989685553883181,0.5010314446116819,36
11,4,stroke,100,6,1,L1,spike50,0.8939479735837287,0.10605202641627132,36
11,4,stroke,100,6,1,L1,syn_current,0.9914496498446828,0.008550350155317243,36
11,4,stroke,100,6,1,L1,pre_reset,0.9843217232588142,0.015678276741185826,36
11,4,stroke,100,6,1,L2,spike50,0.7620265182573756,0.23797348174262445,35
11,4,stroke,100,6,1,L2,syn_current,0.8505502262089165,0.14944977379108348,36
11,4,stroke,100,6,1,L2,pre_reset,0.8352503413342188,0.16474965866578117,36
11,6,stroke,100,6,0,L1,spike50,0.8919524972295891,0.10804750277041086,13
11,6,stroke,100,6,0,L1,syn_current,0.985846781088244,0.014153218911756027,14
11,6,stroke,100,6,0,L1,pre_reset,0.9760357435881183,0.023964256411881713,14
11,6,stroke,100,6,0,L2,spike50,0.6812971505882562,0.31870284941174376,13
11,6,stroke,100,6,0,L2,syn_current,0.8798693365061462,0.12013066349385382,13
11,6,stroke,100,6,0,L2,pre_reset,0.8589009578402883,0.1410990421597117,13
11,6,stroke,100,6,1,L1,spike50,0.6701522891601758,0.3298477108398242,20
11,6,stroke,100,6,1,L1,syn_current,0.959151875422894,0.04084812457710596,22
11,6,stroke,100,6,1,L1,pre_reset,0.9399141407608437,0.060085859239156325,22
11,6,stroke,100,6,1,L2,spike50,0.45291887432946115,0.5470811256705388,17
11,6,stroke,100,6,1,L2,syn_current,0.6199244719631032,0.3800755280368968,20
