seed,sample_index,scale,gap_ms,gap_steps,stroke_index,layer,state,corr_mean,context_sensitivity,count
23,1,stroke,250,16,0,L1,spike50,0.8225306499289704,0.1774693500710296,16
23,1,stroke,250,16,0,L1,syn_current,0.9798167345139808,0.02018326548601923,16
23,1,stroke,250,16,0,L1,pre_reset,0.9723751038082837,0.027624896191716264,16
23,1,stroke,250,16,0,L2,spike50,0.5747670055857912,0.4252329944142088,15
23,1,stroke,250,16,0,L2,syn_current,0.6919407299565243,0.30805927004347566,16
23,1,stroke,250,16,0,L2,pre_reset,0.6117448188227598,0.3882551811772402,16
23,1,stroke,250,16,1,L1,spike50,0.9501109572487125,0.04988904275128747,47
23,1,stroke,250,16,1,L1,syn_current,0.9938182705548014,0.006181729445198569,48
23,1,stroke,250,16,1,L1,pre_reset,0.9887096276610464,0.01129037233895358,48
23,1,stroke,250,16,1,L2,spike50,0.8629595263546703,0.13704047364532967,47
23,1,stroke,250,16,1,L2,syn_current,0.953934766934137,0.046065233065862965,47
23,1,stroke,250,16,1,L2,pre_reset,0.9505281029593333,0.04947189704066668,47
23,2,stroke,250,16,0,L1,spike50,0.9449601114188142,0.0550398885811858,13
23,2,stroke,250,16,0,L1,syn_current,0.9828463018881842,0.017153698111815774,15
23,2,stroke,250,16,0,L1,pre_reset,0.9712242754246053,0.02877572457539468,15
23,2,stroke,250,16,0,L2,spike50,0.8711348746817194,0.12886512531828065,13
23,2,stroke,250,16,0,L2,syn_current,0.9679388435912497,0.03206115640875029,13
23,2,stroke,250,16,0,L2,pre_reset,0.9545375345326175,0.04546246546738253,13
23,2,stroke,250,16,1,L1,spike50,0.8698756144686748,0.13012438553132522,14
23,2,stroke,250,16,1,L1,syn_current,0.9841531799507706,0.015846820049229438,14
23,2,stroke,250,16,1,L1,pre_reset,0.9756071421710202,0.02439285782897982,14
23,2,stroke,250,16,1,L2,spike50,0.7238154642867541,0.27618453571324586,13
23,2,stroke,250,16,1,L2,syn_current,0.8332841660756191,0.16671583392438094,14
23,2,stroke,250,16,1,L2,pre_reset,0.7938818662819715,0.20611813371802845,14
23,3,stroke,250,16,0,L1,spike50,0.7897321789947532,0.21026782100524677,13
23,3,stroke,250,16,0,L1,syn_current,0.9564931748626084,0.04350682513739157,17
23,3,stroke,250,16,0,L1,pre_reset,0.9358810260306136,0.06411897396938637,17
23,3,stroke,250,16,0,L2,spike50,0.2225700940307403,0.7774299059692598,7
23,3,stroke,250,16,0,L2,syn_current,0.5510247277681621,0.44897527223183786,13
23,3,stroke,250,16,0,L2,pre_reset,0.5694774380152826,0.4305225619847174,13
23,3,stroke,250,16,1,L1,spike50,0.9563081795627547,0.04369182043724529,28
