variant,stage,l1_mem_shift,l1_beta,l1_tau_mem_ms,coding,objective,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
postencode_mask,e2e_retrain,3,0.875,117.0136826471659,bb,l2_wcce,0,37,input__events__whole_count,input,events,whole_count,30,0.1,0.4598096348096348,733928576,"[{""C"": 0.001, ""val_ba"": 0.3034188034188034}, {""C"": 0.01, ""val_ba"": 0.38593940781440783}, {""C"": 0.1, ""val_ba"": 0.4598096348096348}, {""C"": 1.0, ""val_ba"": 0.4502608502608502}, {""C"": 10.0, ""val_ba"": 0.3973228160728161}]",0.6588235294117647,0.6484503504004652,0.6501724821191205,0.48520710059171596,0.4598096348096348,0.4492913742726336,0.41379310344827586,0.4066306446821153,0.4024094173835049,0.3894736842105263,0.3770833333333334,0.36400133682742375,0.4430379746835443,0.4459325396825396,0.4354377104377105
postencode_mask,e2e_retrain,3,0.875,117.0136826471659,bb,l2_wcce,0,37,input__events__fixed250_count,input,events,fixed250_count,480,0.1,0.5976662226662227,2227490530,"[{""C"": 0.001, ""val_ba"": 0.4389003357753358}, {""C"": 0.01, ""val_ba"": 0.5629079254079254}, {""C"": 0.1, ""val_ba"": 0.5976662226662227}, {""C"": 1.0, ""val_ba"": 0.5884646603396603}, {""C"": 10.0, ""val_ba"": 0.5657960095460095}]",1.0,1.0,1.0,0.6035502958579881,0.5976662226662227,0.5919785147108986,0.6666666666666666,0.6578262831939302,0.6593279579800227,0.6,0.586574074074074,0.5890929790310594,0.7468354430379747,0.7513888888888888,0.7457403163285518
postencode_mask,e2e_retrain,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.5053450022200022,128395802,"[{""C"": 0.001, ""val_ba"": 0.3598748473748474}, {""C"": 0.01, ""val_ba"": 0.4328771922521922}, {""C"": 0.1, ""val_ba"": 0.46669094794094795}, {""C"": 1.0, ""val_ba"": 0.4918508574758574}, {""C"": 10.0, ""val_ba"": 0.5053450022200022}]",0.888235294117647,0.8907911955143214,0.8923645549608737,0.514792899408284,0.5053450022200022,0.5097575684861919,0.47701149425287354,0.47579099821746884,0.47370734908544954,0.4631578947368421,0.46041666666666664,0.454844651535828,0.4936708860759494,0.5061507936507936,0.4922195859695859
postencode_mask,e2e_retrain,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,0.01,0.7179688367188368,3039617022,"[{""C"": 0.001, ""val_ba"": 0.6489881646131647}, {""C"": 0.01, ""val_ba"": 0.7179688367188368}, {""C"": 0.1, ""val_ba"": 0.7036695942945944}, {""C"": 1.0, ""val_ba"": 0.6638267982017981}, {""C"": 10.0, ""val_ba"": 0.6607153263403263}]",0.9803921568627451,0.9778172154561973,0.9791951400900746,0.7218934911242604,0.7179688367188368,0.7187007690903823,0.7126436781609196,0.7138261860688332,0.7058444724823659,0.7052631578947368,0.6988425925925926,0.6943663362781011,0.7215189873417721,0.7373015873015872,0.7221019176901531
postencode_mask,e2e_retrain,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,0.1,0.5436348373848373,1512930536,"[{""C"": 0.001, ""val_ba"": 0.3682921245421245}, {""C"": 0.01, ""val_ba"": 0.47002615440115436}, {""C"": 0.1, ""val_ba"": 0.5436348373848373}, {""C"": 1.0, ""val_ba"": 0.4848682567432567}, {""C"": 10.0, ""val_ba"": 0.46174173049173045}]",0.8901960784313725,0.8905589768510023,0.8935364203653188,0.5621301775147929,0.5436348373848373,0.5455505426733048,0.5517241379310345,0.5451406028611911,0.5444655110656808,0.5052631578947369,0.4847222222222222,0.47878995876371017,0.6075949367088608,0.6116071428571429,0.6014226027383921
postencode_mask,e2e_retrain,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,0.01,0.6949189699189701,726057870,"[{""C"": 0.001, ""val_ba"": 0.6491754773004773}, {""C"": 0.01, ""val_ba"": 0.6949189699189701}, {""C"": 0.1, ""val_ba"": 0.6502150627150627}, {""C"": 1.0, ""val_ba"": 0.663432400932401}, {""C"": 10.0, ""val_ba"": 0.6397983960483961}]",0.9941176470588236,0.994602048857368,0.9945645752097364,0.7100591715976331,0.6949189699189701,0.6940632162034014,0.7586206896551724,0.754094536998949,0.7519515648341537,0.7263157894736842,0.7150462962962963,0.7131895774504134,0.7974683544303798,0.8075396825396824,0.7967639658816129
postencode_mask,e2e_retrain,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__spike__whole_mean,l1,spike,whole_mean,128,0.1,0.5326704545454545,132802751,"[{""C"": 0.001, ""val_ba"": 0.42477834665334663}, {""C"": 0.01, ""val_ba"": 0.522837925962926}, {""C"": 0.1, ""val_ba"": 0.5326704545454545}, {""C"": 1.0, ""val_ba"": 0.5051160644910644}, {""C"": 10.0, ""val_ba"": 0.46388646076146073}]",0.9215686274509803,0.9209073578305017,0.9249005614301069,0.5443786982248521,0.5326704545454545,0.5436602107689963,0.4885057471264368,0.4760813736916678,0.467384630280067,0.5052631578947369,0.48124999999999996,0.4766235540532215,0.46835443037974683,0.47371031746031744,0.450087875087875
postencode_mask,e2e_retrain,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,0.1,0.6916829698079697,3695663858,"[{""C"": 0.001, ""val_ba"": 0.6043584887334886}, {""C"": 0.01, ""val_ba"": 0.6863143800643802}, {""C"": 0.1, ""val_ba"": 0.6916829698079697}, {""C"": 1.0, ""val_ba"": 0.6825788794538794}, {""C"": 10.0, ""val_ba"": 0.646120546120546}]",1.0,1.0,1.0,0.6863905325443787,0.6916829698079697,0.6822453585470862,0.6666666666666666,0.6605862070935601,0.6470845202455114,0.6,0.5796296296296296,0.5449778356318604,0.7468354430379747,0.7533730158730158,0.744658527746763
postencode_mask,e2e_retrain,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,0.1,0.5307244838494838,812873048,"[{""C"": 0.001, ""val_ba"": 0.3846611721611721}, {""C"": 0.01, ""val_ba"": 0.4910804473304473}, {""C"": 0.1, ""val_ba"": 0.5307244838494838}, {""C"": 1.0, ""val_ba"": 0.46177815240315234}, {""C"": 10.0, ""val_ba"": 0.43733904983904986}]",0.9254901960784314,0.9260792903911845,0.9273466601491257,0.5443786982248521,0.5307244838494838,0.5332402573396221,0.5517241379310345,0.5463425259381143,0.5457701582355338,0.5052631578947369,0.48587962962962966,0.4792486582618161,0.6075949367088608,0.6116071428571429,0.603094188233507
postencode_mask,e2e_retrain,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,0.1,0.6938120906870907,3751458926,"[{""C"": 0.001, ""val_ba"": 0.632880661005661}, {""C"": 0.01, ""val_ba"": 0.6750391969141969}, {""C"": 0.1, ""val_ba"": 0.6938120906870907}, {""C"": 1.0, ""val_ba"": 0.6798104673104673}, {""C"": 10.0, ""val_ba"": 0.6522963147963147}]",1.0,1.0,1.0,0.6982248520710059,0.6938120906870907,0.691298758058393,0.7528735632183908,0.7494989487636547,0.7459342115976529,0.7263157894736842,0.7150462962962963,0.714441639228791,0.7848101265822784,0.7986111111111112,0.7875173437673438
