architecture,training_family,regularization,seed,layer,shift,tau_syn_ms,valid_firing_fraction,valid_spikes_per_neuron_second,active_neuron_sample_fraction,p32_violation_fraction,p84_violation_fraction,mean_max_run_length,p95_max_run_length,global_max_run_length
234x234,local_tsce,task_only,11,L1,2,54.31342963722199,0.003664062138795136,0.2344999768828887,0.16725071678878622,0.00011252813203300826,6.313795643481006e-05,0.19703727301688437,1.0,6
234x234,local_tsce,task_only,11,L1,3,117.0136826471659,0.018127668099927566,1.1601707583953642,0.390729531697993,0.0009989339440123189,0.0026223297905924444,0.5250079643198471,2.0,13
234x234,local_tsce,task_only,11,L1,4,242.10347130039656,0.11670256240335763,7.468963993814889,0.6159491193737769,0.03915635863853181,0.07678302090066796,3.234344422700587,16.0,81
234x234,local_tsce,task_only,11,L2,2,54.31342963722199,0.19429161465316627,12.434663337802641,0.8126791971965595,0.1138251668180203,0.16266231716300117,8.367633004141446,31.0,97
234x234,local_tsce,task_only,11,L2,3,117.0136826471659,0.2528376254103287,16.18160802626104,0.8287671232876712,0.1834011134362538,0.23223192675997054,13.773176170755017,49.0,94
234x234,local_tsce,task_only,11,L2,4,242.10347130039656,0.37125658745937073,23.760421597399727,0.8789954337899544,0.31132266149244076,0.35862098685628097,24.12573385518591,69.0,104
