architecture,training_family,regularization,seed,layer,shift,tau_syn_ms,valid_firing_fraction,valid_spikes_per_neuron_second,active_neuron_sample_fraction,p32_violation_fraction,p84_violation_fraction,mean_max_run_length,p95_max_run_length,global_max_run_length
234x234,local_tsce,task_plus_reg,37,L1,2,54.31342963722199,0.0051551158167275415,0.32992741227056266,0.1913029627269831,0.0001520116871323094,0.0001978322634957382,0.22714240203886588,1.0,7
234x234,local_tsce,task_plus_reg,37,L1,3,117.0136826471659,0.021154083252423444,1.3538613281551004,0.38180949346925774,0.001697792869269949,0.004143954540671367,0.5743867473717744,2.0,27
234x234,local_tsce,task_plus_reg,37,L1,4,242.10347130039656,0.07000852030673105,4.480545299630787,0.5197325505544683,0.020781793192659066,0.03982762335703512,2.019569471624266,7.0,85
234x234,local_tsce,task_plus_reg,37,L2,2,54.31342963722199,0.11645052167614468,7.45283338727326,0.7053201656578528,0.05436885537173767,0.08645059454908977,4.512265052564511,18.0,59
234x234,local_tsce,task_plus_reg,37,L2,3,117.0136826471659,0.2108087906668516,13.491762602678502,0.7871933736858873,0.14159000276384887,0.18732400294643797,10.710895189550813,41.0,98
234x234,local_tsce,task_plus_reg,37,L2,4,242.10347130039656,0.286797074694689,18.355012780460097,0.7865296803652968,0.23013784461152884,0.2722861452273217,17.656881930854535,61.0,105
