condition,family,shifts_mem,tau_mem_ms,shifts_syn,tau_syn_ms,recurrent,seed,ablation,replicate,native_val_phase_ba,native_test_phase_ba,native_test_progress_mae,probe_val_phase_ba,probe_test_phase_ba,probe_test_progress_mae
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,53,temporal_shuffle,0,0.17252356298912883,0.16445554225466386,0.16000838475684598,0.40361512198136423,0.40241953048340606,0.09786887466907501
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,53,temporal_shuffle,1,0.1710848679236321,0.1655598459051824,0.15841558208204295,0.3943035576971498,0.4093572247651359,0.09670953452587128
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,53,temporal_shuffle,2,0.1660934655049811,0.16858018355376123,0.1604658887810903,0.394561257135231,0.41121473000595987,0.09396591782569885
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,53,temporal_shuffle,3,0.16634080191368,0.16128685373964774,0.15955358662017405,0.4041720142914761,0.413827966823772,0.0938468724489212
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,53,temporal_shuffle,4,0.16253034011602216,0.16841975804586715,0.15881275477474682,0.392936436571718,0.4020271383027302,0.0963025763630867
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,71,ordered,0,0.35543884097435097,0.36858307789130723,0.17263163769081846,0.33485659914460697,0.3465252443738797,0.11900102347135544
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,71,state_reset,0,0.14349179040599208,0.1399027183191363,0.26492158354145207,0.29698251349335764,0.3147048010235408,0.14416219294071198
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,71,temporal_shuffle,0,0.14181722701729962,0.14672700013048146,0.19421463959837612,0.42849809566998454,0.45048688354750527,0.10202767699956894
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,71,temporal_shuffle,1,0.15041187698833833,0.1410305789584593,0.19459638693561293,0.4203493880843344,0.4380642510110226,0.10085546225309372
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,71,temporal_shuffle,2,0.1471089299641899,0.1551940103425372,0.19045323705020017,0.42838234575363454,0.43854818134541906,0.10169883817434311
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,71,temporal_shuffle,3,0.14724902811797497,0.14771347618270192,0.19011670595979038,0.4164136458741344,0.440552159472489,0.10216852277517319
mem_multi_s456,mem,"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",[1],[22.542110013890053],False,71,temporal_shuffle,4,0.15081948458910852,0.14693417393612107,0.19404937143195167,0.41518052357877966,0.44332357185789845,0.10005726665258408
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,11,ordered,0,0.3334277518972495,0.33524742270111973,0.18193634568828426,0.32183463522611877,0.3173636708770804,0.12062227725982666
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,11,state_reset,0,0.18056189421001442,0.18614886619639148,0.2569306484640461,0.2969164631443105,0.31338901514072875,0.14411595463752747
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,11,temporal_shuffle,0,0.11254218656279084,0.11165276161886228,0.2431201510233422,0.21793390882328417,0.21115456862868714,0.1904623657464981
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,11,temporal_shuffle,1,0.11960480938710619,0.11715861676701422,0.23908676513253826,0.21956257683965763,0.22339007419015858,0.18941611051559448
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,11,temporal_shuffle,2,0.10956928428112059,0.10103864284674569,0.23662627886419427,0.21108773731910163,0.21987472415213646,0.18815630674362183
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,11,temporal_shuffle,3,0.1121473275811834,0.11653125442669507,0.2362956167900399,0.21822383860947264,0.23236243508012308,0.18234999477863312
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,11,temporal_shuffle,4,0.10659587468035714,0.1131659708812478,0.2372941350283688,0.21370594696308504,0.23114970230362855,0.19080743193626404
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,23,ordered,0,0.3381671286391407,0.35186759760914005,0.16704621543622997,0.3322866666623213,0.3395463448230798,0.11050058156251907
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,23,state_reset,0,0.18092050741863086,0.18459773174657643,0.25673395640229524,0.3145470361527899,0.3264265451280992,0.13689692318439484
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,23,temporal_shuffle,0,0.1095776163831937,0.11400995397288397,0.23424992496020172,0.2218143692621501,0.23360276764740848,0.1889413446187973
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,23,temporal_shuffle,1,0.11030717949141104,0.10630416181878517,0.23260488248851202,0.22502813637019692,0.22418521792571816,0.19022218883037567
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,23,temporal_shuffle,2,0.11447025030217109,0.11906130925703465,0.2293475131465964,0.21557746909228498,0.2174417685130588,0.1909678429365158
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,23,temporal_shuffle,3,0.11064666879655274,0.11375698640293226,0.23203315473582647,0.21786896209474124,0.225445913412449,0.19095663726329803
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,23,temporal_shuffle,4,0.102968261480369,0.11162324966267893,0.23117497849137816,0.222562896766869,0.22218088020448207,0.18409980833530426
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,37,ordered,0,0.35480590407708473,0.34289746670527455,0.1664815406276755,0.34801116401685694,0.3373525636266243,0.11204633861780167
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,37,state_reset,0,0.2195339291951815,0.2201664486008356,0.2511509901856723,0.31243742715501466,0.32095466076092194,0.14378894865512848
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,37,temporal_shuffle,0,0.10696001137341918,0.10307395440810829,0.23534670594620377,0.24989765573643635,0.2345810161549003,0.17466753721237183
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,37,temporal_shuffle,1,0.10696902357594062,0.10493833433522096,0.23743732008215498,0.24568988092362692,0.2377403888105103,0.17667093873023987
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,37,temporal_shuffle,2,0.10513611888053971,0.10575750577384842,0.2373333940767262,0.2380864280540315,0.24223698920877962,0.17389927804470062
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,37,temporal_shuffle,3,0.11254547637316256,0.11260043431261257,0.2329295367410738,0.23999729165297884,0.2413804906378269,0.17620913684368134
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,37,temporal_shuffle,4,0.1160477183529273,0.10452663607866189,0.23767545778457433,0.23804380447482193,0.2539459991881025,0.17816062271595
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,53,ordered,0,0.3108161519460262,0.31021817612206004,0.16795618566748213,0.3457179725547731,0.3358567778113807,0.11498701572418213
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,53,state_reset,0,0.116678372155354,0.121207014333889,0.25656559042734645,0.3017552014902156,0.3097777697843779,0.14237545430660248
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,53,temporal_shuffle,0,0.11967198780935054,0.1049594641828006,0.2327101377591695,0.22177492911261193,0.22807046539662407,0.1907242238521576
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,53,temporal_shuffle,1,0.1093832378174141,0.11402706177205453,0.23099674100745216,0.22574495430717212,0.23377256543316483,0.182491272687912
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,53,temporal_shuffle,2,0.110496182491133,0.09790026804950551,0.23445319476192944,0.22421133797215137,0.22539043143365997,0.188621386885643
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,53,temporal_shuffle,3,0.10860510146279975,0.11117846772874744,0.23324703843626257,0.2197998165921032,0.2387891115676255,0.1888357698917389
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,53,temporal_shuffle,4,0.10206172462963996,0.1067085100851903,0.23376967482370872,0.22654898849086935,0.21907769580608463,0.18849247694015503
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,71,ordered,0,0.34268633010312693,0.34640791555508715,0.1650389302266787,0.323703411126325,0.34247632606147904,0.11726928502321243
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,71,state_reset,0,0.19041463901428274,0.1968771565100505,0.25645037219948963,0.2951330240207216,0.3127598025089023,0.14550471305847168
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,71,temporal_shuffle,0,0.09978703617927709,0.10572354282263079,0.23870634706053015,0.21059746108194122,0.2242132146838669,0.1914929300546646
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,71,temporal_shuffle,1,0.11397983699125329,0.11087463084937561,0.23763463595142104,0.21993680280983546,0.22399144458906967,0.1912275105714798
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,71,temporal_shuffle,2,0.10927457291013457,0.11802527483328462,0.23458314105255962,0.2196079263676427,0.2330645281306068,0.1895005702972412
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,71,temporal_shuffle,3,0.10814486813905297,0.10977130846373115,0.2336744249683537,0.21192991039665005,0.22875138617125584,0.19024533033370972
syn_single_s4,syn,[1],[22.542110013890053],[4],[242.10347130039656],False,71,temporal_shuffle,4,0.11551654426495268,0.109423047650369,0.2398316304977626,0.22059212608555384,0.23132643594745392,0.18921557068824768
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,11,ordered,0,0.33904348070664725,0.3260941269437651,0.17221369971967723,0.31677351010046645,0.30609322822757246,0.1181449294090271
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,11,state_reset,0,0.14700844938874263,0.14684484065033998,0.2598879533271267,0.2951089998994529,0.3176764740701164,0.14467988908290863
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,11,temporal_shuffle,0,0.12966388078834626,0.10765621976891589,0.22441730270647023,0.2782866927727135,0.2705123817987565,0.14852267503738403
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,11,temporal_shuffle,1,0.11836104096718376,0.126213196236525,0.2217569988067836,0.2615346757625639,0.2794775627818777,0.1480913758277893
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,11,temporal_shuffle,2,0.12215943856419946,0.10955546717741964,0.21953436936417672,0.2663076553829604,0.2773990006912097,0.14775754511356354
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,11,temporal_shuffle,3,0.11965050939353636,0.11244046815087771,0.2199330509525456,0.27428553341109674,0.2844392442147043,0.14031967520713806
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,11,temporal_shuffle,4,0.10780847034633693,0.10888928608373846,0.2193894974172932,0.27150775268633415,0.2878313572715422,0.14874684810638428
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,23,ordered,0,0.33644467492992663,0.33741495517616815,0.16981793919654742,0.32755439860477537,0.33044325694178195,0.10627401620149612
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,23,state_reset,0,0.1413443204753564,0.14542795254321117,0.26121608851707145,0.31617254136529827,0.32690055198962087,0.13713279366493225
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,23,temporal_shuffle,0,0.1278305942956354,0.11664355779049973,0.20822544293860867,0.2735611653328975,0.28533060858151776,0.14766237139701843
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,23,temporal_shuffle,1,0.11417745512124851,0.10905081003009957,0.20768195472351492,0.277920697163618,0.29084663041267744,0.14916065335273743
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,23,temporal_shuffle,2,0.12479663126537499,0.12185881344370104,0.20567329289161995,0.2593445412351199,0.2739549291052154,0.1502310037612915
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,23,temporal_shuffle,3,0.11948290627593523,0.11999282560887323,0.20727900772878569,0.25849669155495586,0.27937387843620637,0.1491221934556961
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,23,temporal_shuffle,4,0.11584962723603434,0.11744259226637946,0.20691514995000135,0.2635847655173666,0.29000302774041053,0.14558088779449463
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,37,ordered,0,0.358927570100492,0.34471538594146267,0.17459058108395092,0.3534706060821038,0.3377022978275396,0.10904013365507126
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,37,state_reset,0,0.18916048196183013,0.1864423720356533,0.2567956610901715,0.3117015554126502,0.31609101984122573,0.14464566111564636
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,37,temporal_shuffle,0,0.10856272940764126,0.11112031324107727,0.20536696094356172,0.3046598440054979,0.3062584653896824,0.13316695392131805
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,37,temporal_shuffle,1,0.11386911808287312,0.10975689817884189,0.20625912979857564,0.3039147579967505,0.30608813335587415,0.13503633439540863
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,37,temporal_shuffle,2,0.11057409602709929,0.11096126574314288,0.20784693874724924,0.3078087831657507,0.29005856964823373,0.13496941328048706
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,37,temporal_shuffle,3,0.1163204075242071,0.11518727647336222,0.20394533790954172,0.2945535289768545,0.30390184383401697,0.1377621442079544
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,37,temporal_shuffle,4,0.11490402867316758,0.11035209711483593,0.2076432900886013,0.2951662869040181,0.31620377942559214,0.13878369331359863
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,53,ordered,0,0.306146812032531,0.30496047569226536,0.1690673583174405,0.34425096180698594,0.3304987100356035,0.11203228682279587
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,53,state_reset,0,0.10205755561232939,0.10071224159482424,0.2597564801777879,0.3039525721779375,0.3150522088455969,0.14293359220027924
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,53,temporal_shuffle,0,0.12475226749922504,0.11399290627663779,0.2112104206869047,0.2704339829462544,0.28893152972619696,0.14693602919578552
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,53,temporal_shuffle,1,0.11288761494237327,0.11906558050047603,0.20793010763926048,0.2767254710273258,0.28379307463860426,0.14044946432113647
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,53,temporal_shuffle,2,0.12316660602809075,0.11079332258049637,0.21228011177010733,0.28631492493635613,0.2755909322789528,0.1440771222114563
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,53,temporal_shuffle,3,0.11998164540541909,0.12167898241585098,0.21095627954561416,0.27497561741823606,0.2896134366737285,0.14652615785598755
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,53,temporal_shuffle,4,0.11729794338926813,0.1138536854001834,0.2117767627925089,0.2761850676358128,0.2694492083496979,0.1460999995470047
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,71,ordered,0,0.3408003675236019,0.3348294029518947,0.18287201123694852,0.3240949406544963,0.33485720569656985,0.11255276948213577
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,71,state_reset,0,0.1596495213088043,0.1638203809410303,0.2611488577437727,0.2947317635507878,0.3136146968901572,0.14553532004356384
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,71,temporal_shuffle,0,0.11354976708155569,0.11134503160906528,0.21418168120188255,0.2707910491476117,0.28258699352280237,0.14797505736351013
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,71,temporal_shuffle,1,0.124678506671443,0.1110327484876662,0.21418019516827308,0.27903411580437054,0.2802083231937588,0.1483246386051178
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,71,temporal_shuffle,2,0.11831403216156063,0.11673383187929849,0.20936974760604232,0.2728727045866637,0.28500397028983465,0.14856913685798645
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,71,temporal_shuffle,3,0.10816187091996636,0.11872265154392155,0.2100064166604656,0.2756018239406298,0.2898873271030657,0.1486995369195938
syn_single_s5,syn,[1],[22.542110013890053],[5],[492.1461612435418],False,71,temporal_shuffle,4,0.11397704939248517,0.10975552372222505,0.2145065330479243,0.274269598477738,0.28000506305522194,0.14661738276481628
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,11,ordered,0,0.33131368514761966,0.3276185463897379,0.16748207399289902,0.31945784803798144,0.3043085128462576,0.11725111305713654
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,11,state_reset,0,0.13533894775172697,0.1355704982335438,0.2607204358871669,0.29681335755905736,0.3172638372327041,0.14499348402023315
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,11,temporal_shuffle,0,0.12322251089799627,0.11746239174158919,0.21297841366023235,0.3310935236340506,0.3270785986158489,0.1249874010682106
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,11,temporal_shuffle,1,0.12219150835431747,0.12892899254857088,0.2102840159037342,0.31269724076068567,0.33139937058460867,0.1284492164850235
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,11,temporal_shuffle,2,0.1230234233063209,0.11718792291907634,0.20939388830367833,0.3086145804861129,0.32644384402499277,0.12580619752407074
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,11,temporal_shuffle,3,0.11767656170589683,0.11940540558334196,0.20946208744832914,0.3208361514465111,0.3377770318737525,0.12003535032272339
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,11,temporal_shuffle,4,0.11598907709238224,0.11299678661845562,0.20814990017512072,0.3138455858865066,0.3284306845007687,0.124569833278656
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,23,ordered,0,0.32383348833965675,0.3386930954270372,0.1574006488878433,0.32785879861816447,0.3322258799002803,0.1043466180562973
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,23,state_reset,0,0.12972233477442574,0.13227407160380933,0.26232144603990526,0.3139874885209025,0.3247061368566736,0.13749510049819946
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,23,temporal_shuffle,0,0.1243752594620231,0.12228044205972392,0.20556263074482958,0.32215122573717236,0.3357962738573538,0.12833677232265472
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,23,temporal_shuffle,1,0.12219837595167746,0.1195345511938842,0.20547162506678332,0.32405817646994073,0.3320699168790413,0.1289585828781128
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,23,temporal_shuffle,2,0.12382803491196066,0.12899948788754295,0.20320346257457994,0.3087122667211923,0.3232253020606629,0.12896005809307098
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,23,temporal_shuffle,3,0.12552511426362187,0.12106069381659004,0.20468954517416757,0.30868854234804693,0.3253287623146683,0.12774606049060822
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,23,temporal_shuffle,4,0.1283980259500061,0.11871119862312396,0.20443661735482413,0.3152522318337174,0.32764935770809733,0.12657396495342255
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,37,ordered,0,0.36107445038707786,0.3243876866730247,0.17705891230334975,0.3509085792203043,0.3315167033232978,0.10781225562095642
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,37,state_reset,0,0.16816450112209375,0.16759324758951002,0.2597626431347573,0.3129735901756788,0.3140646988210252,0.14532802999019623
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,37,temporal_shuffle,0,0.12495074149362147,0.11567825330930785,0.18758121255325944,0.35240171316414665,0.34648057523988685,0.11600002646446228
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,37,temporal_shuffle,1,0.12448481548312666,0.1222344092574732,0.18844552236060574,0.34976301129467785,0.35148591248182687,0.1171925961971283
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,37,temporal_shuffle,2,0.12162717262073759,0.11538147469232111,0.19035024838904813,0.3598038787125196,0.3289803597660391,0.11981631815433502
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,37,temporal_shuffle,3,0.12059355603133562,0.12079496018210985,0.1875212796746868,0.3497714264527968,0.34388726807456244,0.12246652692556381
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,37,temporal_shuffle,4,0.12809369303862575,0.11392853630523858,0.1897102708685888,0.3579473730745967,0.3568641417656198,0.1213708370923996
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,53,ordered,0,0.3008117644241517,0.29446791159533914,0.1692626868208794,0.34389187270306343,0.3286744085375418,0.11219513416290283
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,53,state_reset,0,0.1011341719895816,0.10020133136829996,0.2601500243356783,0.3029349450234112,0.3115510056298499,0.14359457790851593
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,53,temporal_shuffle,0,0.12434556774173426,0.11617059987556451,0.20096202092627957,0.3120487728357521,0.3254451505966077,0.12544026970863342
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,53,temporal_shuffle,1,0.11357094910933518,0.11950034250540424,0.19790155267062254,0.32666672692269794,0.3250515965850477,0.11977678537368774
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,53,temporal_shuffle,2,0.12327826738618204,0.11482517074070345,0.2020204197870542,0.33456993900889614,0.3168792480224683,0.12122122198343277
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,53,temporal_shuffle,3,0.11916861949947695,0.11830580927192484,0.19988198966196138,0.3228186133020463,0.3260143995372927,0.12471075356006622
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,53,temporal_shuffle,4,0.11624529744777685,0.11953179533892407,0.20176255539672017,0.3221098663219048,0.3225954482546921,0.1235952228307724
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,71,ordered,0,0.33287346461861866,0.3430482516939689,0.16295007810200732,0.32756804848149323,0.33095349469585245,0.11077676713466644
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,71,state_reset,0,0.14420423664368928,0.14570146067069328,0.2627353537572573,0.2961021390785636,0.3112483977863184,0.14572255313396454
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,71,temporal_shuffle,0,0.11516086657912894,0.12145231032808448,0.20419153775254342,0.3172815109718231,0.32431274232844653,0.12842485308647156
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,71,temporal_shuffle,1,0.12747760387107804,0.11838590641867312,0.20420951549321004,0.3184448292026558,0.32273456533531525,0.12978406250476837
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,71,temporal_shuffle,2,0.13000249162529162,0.12537183686856684,0.199833969547324,0.33026209065334067,0.3340029886324595,0.12890402972698212
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,71,temporal_shuffle,3,0.11941513148802851,0.12380511542331493,0.19912460078931835,0.32450741705596153,0.3305702096258989,0.12973515689373016
syn_single_s6,syn,[1],[22.542110013890053],[6],[992.1669944116244],False,71,temporal_shuffle,4,0.12564787096082192,0.11776195813521521,0.20416226778944876,0.32530043102402806,0.32206905163253774,0.12816233932971954
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,11,ordered,0,0.3486289659894897,0.3495818261418354,0.17860112941428408,0.33798864234880555,0.31714737750195465,0.12283749133348465
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,11,state_reset,0,0.13586174336118684,0.13563089705377532,0.2679465078327754,0.29607303738598684,0.3196302763846134,0.14493311941623688
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,11,temporal_shuffle,0,0.14183744686202532,0.162656953536445,0.16433195545248788,0.4274552808329039,0.4221753169944029,0.11148611456155777
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,11,temporal_shuffle,1,0.15231942347320748,0.16729695416588536,0.16461253492799524,0.4322574035671483,0.4181615626624466,0.11544109135866165
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,11,temporal_shuffle,2,0.14766770865947865,0.16012852408275488,0.16292676697038624,0.4329038315622028,0.4155611069090693,0.1144079715013504
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,11,temporal_shuffle,3,0.13985913527552607,0.16887227489408518,0.16292096980630535,0.4346667925416298,0.4247886686657587,0.11191072314977646
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,11,temporal_shuffle,4,0.13797828362019768,0.16107390331046206,0.16299164785097722,0.42932978620331064,0.4385706710091578,0.1102302223443985
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,23,ordered,0,0.36691160250372357,0.3599610587200257,0.1606613479248465,0.33684935930279203,0.3293515039453944,0.10893689095973969
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,23,state_reset,0,0.13018904925298316,0.131264913408254,0.2654418651371786,0.31012226953831906,0.322686681445855,0.13699349761009216
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,23,temporal_shuffle,0,0.15317794510632626,0.16603648501523616,0.17442445232443612,0.42352648298611717,0.4413641366146838,0.11025851219892502
syn_multi_s456,syn,[1],[22.542110013890053],"[4, 5, 6]","[242.10347130039656, 492.1461612435418, 992.1669944116244]",False,23,temporal_shuffle,1,0.16731381830697017,0.16475540790200002,0.17249112259851743,0.41554065541119395,0.4321536750802596,0.11353244632482529
