condition,family,shifts_mem,tau_mem_ms,shifts_syn,tau_syn_ms,recurrent,seed,best_epoch,trainable_parameters,native_train_loss,native_train_phase_accuracy,native_train_phase_balanced_accuracy,native_train_phase_ce,native_train_phase_macro_f1,native_train_progress_loss,native_train_progress_mae,native_train_progress_r2,native_train_progress_sample_balanced_mae,native_val_loss,native_val_phase_accuracy,native_val_phase_balanced_accuracy,native_val_phase_ce,native_val_phase_macro_f1,native_val_progress_loss,native_val_progress_mae,native_val_progress_r2,native_val_progress_sample_balanced_mae,native_test_loss,native_test_phase_accuracy,native_test_phase_balanced_accuracy,native_test_phase_ce,native_test_phase_macro_f1,native_test_progress_loss,native_test_progress_mae,native_test_progress_r2,native_test_progress_sample_balanced_mae
mem_single_s4,mem,[4],[242.10347130039656],[1],[22.542110013890053],False,11,82,17803,1.546746758914035,0.4438508047632606,0.440697937710112,1.527371847280742,0.4195898079268948,0.019374903454966265,0.16328519582748413,0.5213764309883118,0.15808769429612282,1.857511043548584,0.34290229128259153,0.33914480515914774,1.836559534072876,0.316079693326134,0.02095145545899868,0.16694089770317078,0.5080310106277466,0.1663353026859344,1.9191981913292244,0.3520543406229291,0.3474267770066005,1.899595363499367,0.3218316913073352,0.019602859979622984,0.15794292092323303,0.5558172464370728,0.16109409234295152
mem_single_s4,mem,[4],[242.10347130039656],[1],[22.542110013890053],False,23,91,17803,1.5075782258416206,0.4609342288173916,0.45751537786570873,1.4898641296179898,0.44544201934158983,0.017714090417692254,0.14960135519504547,0.5797428488731384,0.14881924712924663,1.8577052354812622,0.34597489245895885,0.3417932669454082,1.8354398012161255,0.32051689779783754,0.022265445441007614,0.16942811012268066,0.49390268325805664,0.17246971433124844,1.9365091389172697,0.3605864811133201,0.3560021248987184,1.9151389762146833,0.33665572861994275,0.021370183676481247,0.16098570823669434,0.5340156555175781,0.16794469748457816
mem_single_s4,mem,[4],[242.10347130039656],[1],[22.542110013890053],False,37,74,17803,1.5658856509269412,0.44308037583532917,0.439770688356835,1.5475913085133197,0.419886786381095,0.01829434683780457,0.15001891553401947,0.56779944896698,0.1495466954531645,1.837326169013977,0.35343692388727943,0.349549893433845,1.815759301185608,0.32495120722580395,0.02156691625714302,0.16896231472492218,0.4938821792602539,0.16899068014962332,1.9979319017227382,0.34691848906560635,0.342527966593248,1.9736735984070661,0.3160240569325481,0.024258292599083627,0.16922850906848907,0.477317750453949,0.17799474605142254
mem_single_s4,mem,[4],[242.10347130039656],[1],[22.542110013890053],False,53,92,17803,1.5128015199749894,0.4163330932721456,0.4168268558857603,1.4949995878436273,0.3947885135663115,0.017801937530147433,0.1501174122095108,0.5784361958503723,0.14966625108571144,1.8809274435043335,0.3007637608638399,0.30226659237107156,1.857927680015564,0.2698745890806201,0.022999748587608337,0.17538103461265564,0.4710366725921631,0.17729563940139043,1.9274581556450832,0.3067428760768721,0.3084674217199471,1.90486887219834,0.2778968963585208,0.022589230272051408,0.16799017786979675,0.5018969178199768,0.17387361069248147
mem_single_s4,mem,[4],[242.10347130039656],[1],[22.542110013890053],False,71,50,17803,1.642173287995711,0.42855946538931783,0.42522604667995456,1.6201329534927866,0.4072916264754639,0.02204031493072358,0.17051367461681366,0.467268705368042,0.16735055073198066,1.8677376508712769,0.3434290229128259,0.3387765113911775,1.8426576852798462,0.30869814337148993,0.025079982355237007,0.1840876042842865,0.41647958755493164,0.1848838140094091,1.9569646005761134,0.36232604373757454,0.357109869994825,1.933862418344576,0.33162868004056734,0.023102126556308302,0.17273488640785217,0.46543067693710327,0.17430108214077883
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,11,76,17803,1.5808341142027391,0.43314854204699615,0.42956042391295507,1.5628306498420834,0.4064729883689173,0.01800346856362951,0.15048395097255707,0.5733497142791748,0.14965334939874594,1.8908241987228394,0.3389518040558335,0.33517266890683556,1.8686643838882446,0.3092053931275006,0.022159768268465996,0.16862106323242188,0.49676454067230225,0.17135716998387898,1.9866140607285172,0.3441848906560636,0.3397323724002849,1.9629405802243376,0.3169670574317137,0.023673469532434255,0.1701747477054596,0.48687463998794556,0.17816311365937534
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,23,79,17803,1.5761063507214677,0.4336509956956471,0.4304908190418354,1.55756775934807,0.41525572152796125,0.018538584676210522,0.15471923351287842,0.556474506855011,0.1527458706328873,1.8833086490631104,0.34658941269423227,0.34299587077792615,1.8602174520492554,0.3193674180647793,0.023091193288564682,0.17370367050170898,0.4723277688026428,0.1757599361359127,1.9293066932730478,0.35213717693836977,0.34741219044544247,1.907796364941009,0.32410436377555996,0.021510293911377043,0.16331851482391357,0.5174860954284668,0.16756617533017512
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,37,77,17803,1.5745165592216583,0.4421927077227126,0.4385096476161632,1.556546633502087,0.4180808803932615,0.017969911571803682,0.1469459980726242,0.5836045742034912,0.14835897370172654,1.8654067516326904,0.34702835571942764,0.34311144731827625,1.8436075448989868,0.31831307257222136,0.021799199283123016,0.16882134974002838,0.4949299097061157,0.1700663793654669,1.996332583362109,0.34551027170311466,0.34059098522373704,1.9712961144643286,0.3145800977536659,0.025036460375540876,0.17076510190963745,0.4643459916114807,0.18035971301875703
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,53,84,17803,1.596319417124566,0.378515081983687,0.3778421255026433,1.5778953871095036,0.33391816949651787,0.018424045515732387,0.15220136940479279,0.5672314167022705,0.1525618771472609,1.8960676193237305,0.30050039504872267,0.3009613013889662,1.8733402490615845,0.2570389624594499,0.02272740937769413,0.17282140254974365,0.47674793004989624,0.17504537673223586,1.9467957248426464,0.30781974817760105,0.3083567977681859,1.9230380090948653,0.26446565655877663,0.023757758767229235,0.1718216836452484,0.4780352711677551,0.17817435199267243
mem_single_s5,mem,[5],[492.1461612435418],[1],[22.542110013890053],False,71,84,17803,1.573001618844917,0.4383573115380106,0.4347602295630312,1.554620703198208,0.41411127805196457,0.01838091063263494,0.15324103832244873,0.5634094476699829,0.15203143725501897,1.8454149961471558,0.3460626810639979,0.3411034673716878,1.823021650314331,0.3095725101929038,0.022393373772501945,0.170540913939476,0.49236440658569336,0.17355449615962923,2.0129289039193767,0.3466699801192843,0.3410838073691404,1.9902257298770016,0.30950028239245314,0.022703231146482573,0.16769014298915863,0.4958954453468323,0.1728871554544527
