accuracy,actual_duration_ms,balanced_accuracy,classifier,condition,eval_split,experiment,feature_dim,macro_f1,n_bins,protocol_version,representation_family,requested_duration_ms,samples_per_bin,split_seed
0.3577981651376147,156.25,0.34699074074074066,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.3538680220745438,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,11
0.1566265060240964,156.25,0.14037698412698413,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.08034722222222222,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,11
0.6697247706422018,156.25,0.672685185185185,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.6666910187572457,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,11
0.3253012048192771,156.25,0.3333333333333333,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.3067506726989485,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,11
0.22340425531914893,156.25,0.20965608465608468,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.22376954768259114,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,23
0.1839080459770115,156.25,0.1755952380952381,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.1716025503259546,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,23
0.5106382978723404,156.25,0.5071759259259259,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.521991652138711,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,23
0.5287356321839081,156.25,0.53125,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.5233126544078558,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,23
0.3333333333333333,156.25,0.3283730158730158,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.25224458204334366,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,37
0.4270833333333333,156.25,0.4108796296296296,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.4012028430506691,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,37
0.4666666666666667,156.25,0.4865079365079365,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.4651826115061409,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,37
0.6041666666666666,156.25,0.6078703703703704,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.5914599833717481,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,37
0.2441860465116279,156.25,0.24900793650793648,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.25520953683997166,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,53
0.205607476635514,156.25,0.19894179894179895,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.20580496395713788,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,53
0.4883720930232558,156.25,0.4895833333333333,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.46792582417582423,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,53
0.5887850467289719,156.25,0.5938161375661376,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.585048480930834,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,53
0.23711340206185566,156.25,0.2337962962962963,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.21228341563027156,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,71
0.24242424242424243,156.25,0.23263888888888892,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.21183551323302874,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,71
0.6082474226804123,156.25,0.6121031746031746,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.608958786154012,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,71
0.5454545454545454,156.25,0.5300925925925926,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.5240666003243403,26,linear_angular_accel_60event_v2,fixed_duration,150.0,10.0,71
0.4954128440366973,250.0,0.48287037037037034,5nn,fixed_0250ms,test,withGyro_experiment_0_1_temporal_representation_probe,960,0.4754708880444174,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,11
0.1927710843373494,250.0,0.17609126984126985,5nn,fixed_0250ms,val,withGyro_experiment_0_1_temporal_representation_probe,960,0.13049577737077736,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,11
0.7247706422018348,250.0,0.725462962962963,linear,fixed_0250ms,test,withGyro_experiment_0_1_temporal_representation_probe,960,0.7232057974705034,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,11
0.39759036144578314,250.0,0.3968253968253968,linear,fixed_0250ms,val,withGyro_experiment_0_1_temporal_representation_probe,960,0.3773937173937174,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,11
0.3723404255319149,250.0,0.3625992063492063,5nn,fixed_0250ms,test,withGyro_experiment_0_1_temporal_representation_probe,960,0.40513124867963574,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,23
0.3103448275862069,250.0,0.3005952380952381,5nn,fixed_0250ms,val,withGyro_experiment_0_1_temporal_representation_probe,960,0.3110690235690235,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,23
0.5425531914893617,250.0,0.5327050264550265,linear,fixed_0250ms,test,withGyro_experiment_0_1_temporal_representation_probe,960,0.5430651501522412,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,23
0.6091954022988506,250.0,0.6220238095238095,linear,fixed_0250ms,val,withGyro_experiment_0_1_temporal_representation_probe,960,0.5988343785557407,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,23
0.49333333333333335,250.0,0.49742063492063493,5nn,fixed_0250ms,test,withGyro_experiment_0_1_temporal_representation_probe,960,0.45420492032334137,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,37
0.5416666666666666,250.0,0.5368055555555556,5nn,fixed_0250ms,val,withGyro_experiment_0_1_temporal_representation_probe,960,0.5242008593401782,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,37
0.64,250.0,0.6492063492063491,linear,fixed_0250ms,test,withGyro_experiment_0_1_temporal_representation_probe,960,0.6277498101027513,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,37
0.65625,250.0,0.6599537037037037,linear,fixed_0250ms,val,withGyro_experiment_0_1_temporal_representation_probe,960,0.6562163169361311,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,37
0.313953488372093,250.0,0.3040674603174603,5nn,fixed_0250ms,test,withGyro_experiment_0_1_temporal_representation_probe,960,0.3124238288781017,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,53
0.4485981308411215,250.0,0.4545965608465609,5nn,fixed_0250ms,val,withGyro_experiment_0_1_temporal_representation_probe,960,0.4432757447850327,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,53
0.46511627906976744,250.0,0.4583333333333333,linear,fixed_0250ms,test,withGyro_experiment_0_1_temporal_representation_probe,960,0.43872000032990743,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,53
0.6074766355140186,250.0,0.5975529100529101,linear,fixed_0250ms,val,withGyro_experiment_0_1_temporal_representation_probe,960,0.594479743234487,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,53
0.4020618556701031,250.0,0.4080687830687831,5nn,fixed_0250ms,test,withGyro_experiment_0_1_temporal_representation_probe,960,0.4014654713302721,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,71
0.5353535353535354,250.0,0.5277777777777778,5nn,fixed_0250ms,val,withGyro_experiment_0_1_temporal_representation_probe,960,0.5209442881011508,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,71
0.5051546391752577,250.0,0.5044642857142857,linear,fixed_0250ms,test,withGyro_experiment_0_1_temporal_representation_probe,960,0.5113215557008463,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,71
0.6464646464646465,250.0,0.6377314814814814,linear,fixed_0250ms,val,withGyro_experiment_0_1_temporal_representation_probe,960,0.6315971065971066,16,linear_angular_accel_60event_v2,fixed_duration,250.0,16.0,71
0.5229357798165137,343.75,0.5171296296296296,5nn,fixed_0350ms,test,withGyro_experiment_0_1_temporal_representation_probe,720,0.5278368980955188,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,11
0.2289156626506024,343.75,0.2177579365079365,5nn,fixed_0350ms,val,withGyro_experiment_0_1_temporal_representation_probe,720,0.1679713804713805,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,11
0.7522935779816514,343.75,0.7562500000000001,linear,fixed_0350ms,test,withGyro_experiment_0_1_temporal_representation_probe,720,0.7477885676415088,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,11
0.39759036144578314,343.75,0.3953373015873016,linear,fixed_0350ms,val,withGyro_experiment_0_1_temporal_representation_probe,720,0.379360914790902,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,11
0.39361702127659576,343.75,0.3928240740740741,5nn,fixed_0350ms,test,withGyro_experiment_0_1_temporal_representation_probe,720,0.4233790719084836,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,23
0.41379310344827586,343.75,0.40625,5nn,fixed_0350ms,val,withGyro_experiment_0_1_temporal_representation_probe,720,0.3993346160012827,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,23
0.5851063829787234,343.75,0.568584656084656,linear,fixed_0350ms,test,withGyro_experiment_0_1_temporal_representation_probe,720,0.5813053285586601,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,23
0.5747126436781609,343.75,0.5803571428571429,linear,fixed_0350ms,val,withGyro_experiment_0_1_temporal_representation_probe,720,0.5803537557214028,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,23
0.5066666666666667,343.75,0.4976190476190476,5nn,fixed_0350ms,test,withGyro_experiment_0_1_temporal_representation_probe,720,0.4799719887955181,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,37
0.5208333333333334,343.75,0.5108796296296296,5nn,fixed_0350ms,val,withGyro_experiment_0_1_temporal_representation_probe,720,0.5039663318116003,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,37
0.6266666666666667,343.75,0.6373015873015873,linear,fixed_0350ms,test,withGyro_experiment_0_1_temporal_representation_probe,720,0.6175116550116551,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,37
0.6875,343.75,0.680324074074074,linear,fixed_0350ms,val,withGyro_experiment_0_1_temporal_representation_probe,720,0.6732139706984909,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,37
0.27906976744186046,343.75,0.2698412698412698,5nn,fixed_0350ms,test,withGyro_experiment_0_1_temporal_representation_probe,720,0.24194685145772107,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,53
0.5046728971962616,343.75,0.5172949735449736,5nn,fixed_0350ms,val,withGyro_experiment_0_1_temporal_representation_probe,720,0.48942173023055374,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,53
0.5348837209302325,343.75,0.5376984126984127,linear,fixed_0350ms,test,withGyro_experiment_0_1_temporal_representation_probe,720,0.5388627576127577,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,53
0.6542056074766355,343.75,0.651223544973545,linear,fixed_0350ms,val,withGyro_experiment_0_1_temporal_representation_probe,720,0.6535905750259969,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,53
0.4845360824742268,343.75,0.49338624338624343,5nn,fixed_0350ms,test,withGyro_experiment_0_1_temporal_representation_probe,720,0.463563258636788,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,71
0.5252525252525253,343.75,0.5162037037037037,5nn,fixed_0350ms,val,withGyro_experiment_0_1_temporal_representation_probe,720,0.4956591741118595,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,71
0.6391752577319587,343.75,0.632936507936508,linear,fixed_0350ms,test,withGyro_experiment_0_1_temporal_representation_probe,720,0.634416844478764,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,71
0.6565656565656566,343.75,0.6585648148148148,linear,fixed_0350ms,val,withGyro_experiment_0_1_temporal_representation_probe,720,0.6501246438746439,12,linear_angular_accel_60event_v2,fixed_duration,350.0,22.0,71
0.5871559633027523,453.125,0.5849537037037037,5nn,fixed_0450ms,test,withGyro_experiment_0_1_temporal_representation_probe,540,0.5881612987751095,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,11
0.3253012048192771,453.125,0.3194444444444444,5nn,fixed_0450ms,val,withGyro_experiment_0_1_temporal_representation_probe,540,0.2960302393872374,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,11
0.7339449541284404,453.125,0.7310185185185185,linear,fixed_0450ms,test,withGyro_experiment_0_1_temporal_representation_probe,540,0.7177002871855813,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,11
0.3855421686746988,453.125,0.3759920634920635,linear,fixed_0450ms,val,withGyro_experiment_0_1_temporal_representation_probe,540,0.3534063385779072,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,11
0.43617021276595747,453.125,0.44004629629629616,5nn,fixed_0450ms,test,withGyro_experiment_0_1_temporal_representation_probe,540,0.43965700161352333,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,23
0.45977011494252873,453.125,0.45386904761904767,5nn,fixed_0450ms,val,withGyro_experiment_0_1_temporal_representation_probe,540,0.4629552412161107,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,23
0.5638297872340425,453.125,0.5533399470899472,linear,fixed_0450ms,test,withGyro_experiment_0_1_temporal_representation_probe,540,0.5479302098867316,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,23
0.6091954022988506,453.125,0.6235119047619048,linear,fixed_0450ms,val,withGyro_experiment_0_1_temporal_representation_probe,540,0.602692038353803,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,23
0.48,453.125,0.489484126984127,5nn,fixed_0450ms,test,withGyro_experiment_0_1_temporal_representation_probe,540,0.4742889420520999,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,37
0.6458333333333334,453.125,0.6476851851851851,5nn,fixed_0450ms,val,withGyro_experiment_0_1_temporal_representation_probe,540,0.6389407241948076,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,37
0.5866666666666667,453.125,0.6023809523809524,linear,fixed_0450ms,test,withGyro_experiment_0_1_temporal_representation_probe,540,0.5829278421383685,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,37
0.6041666666666666,453.125,0.6136574074074074,linear,fixed_0450ms,val,withGyro_experiment_0_1_temporal_representation_probe,540,0.6086445610632917,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,37
0.3372093023255814,453.125,0.3313492063492064,5nn,fixed_0450ms,test,withGyro_experiment_0_1_temporal_representation_probe,540,0.29465821416285815,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,53
0.48598130841121495,453.125,0.4835648148148148,5nn,fixed_0450ms,val,withGyro_experiment_0_1_temporal_representation_probe,540,0.4628420520254885,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,53
0.5581395348837209,453.125,0.5515873015873016,linear,fixed_0450ms,test,withGyro_experiment_0_1_temporal_representation_probe,540,0.5341455684838037,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,53
0.5981308411214953,453.125,0.5910714285714286,linear,fixed_0450ms,val,withGyro_experiment_0_1_temporal_representation_probe,540,0.5968204596687569,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,53
0.41237113402061853,453.125,0.40658068783068785,5nn,fixed_0450ms,test,withGyro_experiment_0_1_temporal_representation_probe,540,0.4039869170790224,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,71
0.5959595959595959,453.125,0.5833333333333334,5nn,fixed_0450ms,val,withGyro_experiment_0_1_temporal_representation_probe,540,0.5777043003436192,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,71
0.5876288659793815,453.125,0.5808531746031746,linear,fixed_0450ms,test,withGyro_experiment_0_1_temporal_representation_probe,540,0.5853049728049728,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,71
0.6868686868686869,453.125,0.6817129629629629,linear,fixed_0450ms,val,withGyro_experiment_0_1_temporal_representation_probe,540,0.6773150274504763,9,linear_angular_accel_60event_v2,fixed_duration,450.0,29.0,71
0.5596330275229358,546.875,0.5631944444444444,5nn,fixed_0550ms,test,withGyro_experiment_0_1_temporal_representation_probe,480,0.5701713800807443,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,11
0.2891566265060241,546.875,0.2718253968253968,5nn,fixed_0550ms,val,withGyro_experiment_0_1_temporal_representation_probe,480,0.23557969807969806,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,11
0.6972477064220184,546.875,0.7034722222222222,linear,fixed_0550ms,test,withGyro_experiment_0_1_temporal_representation_probe,480,0.6860458484297495,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,11
0.46987951807228917,546.875,0.46279761904761907,linear,fixed_0550ms,val,withGyro_experiment_0_1_temporal_representation_probe,480,0.445090040678276,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,11
0.39361702127659576,546.875,0.40578703703703706,5nn,fixed_0550ms,test,withGyro_experiment_0_1_temporal_representation_probe,480,0.39122368806293295,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,23
0.367816091954023,546.875,0.36904761904761907,5nn,fixed_0550ms,val,withGyro_experiment_0_1_temporal_representation_probe,480,0.3499976874976875,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,23
0.48936170212765956,546.875,0.4847222222222223,linear,fixed_0550ms,test,withGyro_experiment_0_1_temporal_representation_probe,480,0.4960508464894429,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,23
0.5402298850574713,546.875,0.5491071428571429,linear,fixed_0550ms,val,withGyro_experiment_0_1_temporal_representation_probe,480,0.5347474421003832,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,23
0.5466666666666666,546.875,0.5509920634920634,5nn,fixed_0550ms,test,withGyro_experiment_0_1_temporal_representation_probe,480,0.5328148431089607,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,37
0.5833333333333334,546.875,0.5733796296296296,5nn,fixed_0550ms,val,withGyro_experiment_0_1_temporal_representation_probe,480,0.5543199814299559,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,37
0.6533333333333333,546.875,0.6698412698412698,linear,fixed_0550ms,test,withGyro_experiment_0_1_temporal_representation_probe,480,0.6420974858474858,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,37
0.6666666666666666,546.875,0.6703703703703704,linear,fixed_0550ms,val,withGyro_experiment_0_1_temporal_representation_probe,480,0.6671462152112309,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,37
0.3488372093023256,546.875,0.35466269841269843,5nn,fixed_0550ms,test,withGyro_experiment_0_1_temporal_representation_probe,480,0.3500589463345218,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,53
0.4766355140186916,546.875,0.48839285714285724,5nn,fixed_0550ms,val,withGyro_experiment_0_1_temporal_representation_probe,480,0.4517463593624584,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,53
0.5232558139534884,546.875,0.5332341269841271,linear,fixed_0550ms,test,withGyro_experiment_0_1_temporal_representation_probe,480,0.5261556662291956,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,53
0.719626168224299,546.875,0.713260582010582,linear,fixed_0550ms,val,withGyro_experiment_0_1_temporal_representation_probe,480,0.7167714125686263,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,53
0.4536082474226804,546.875,0.47007275132275134,5nn,fixed_0550ms,test,withGyro_experiment_0_1_temporal_representation_probe,480,0.45591308201602326,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,71
0.5555555555555556,546.875,0.5462962962962962,5nn,fixed_0550ms,val,withGyro_experiment_0_1_temporal_representation_probe,480,0.5455941174981422,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,71
0.6185567010309279,546.875,0.6178902116402117,linear,fixed_0550ms,test,withGyro_experiment_0_1_temporal_representation_probe,480,0.6207355907803478,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,71
0.7272727272727273,546.875,0.7280092592592592,linear,fixed_0550ms,val,withGyro_experiment_0_1_temporal_representation_probe,480,0.7149597693328342,8,linear_angular_accel_60event_v2,fixed_duration,550.0,35.0,71
0.5963302752293578,656.25,0.5967592592592593,5nn,fixed_0650ms,test,withGyro_experiment_0_1_temporal_representation_probe,420,0.593555858629388,7,linear_angular_accel_60event_v2,fixed_duration,650.0,42.0,11
0.24096385542168675,656.25,0.23462301587301584,5nn,fixed_0650ms,val,withGyro_experiment_0_1_temporal_representation_probe,420,0.21853128804348318,7,linear_angular_accel_60event_v2,fixed_duration,650.0,42.0,11
0.6605504587155964,656.25,0.6604166666666667,linear,fixed_0650ms,test,withGyro_experiment_0_1_temporal_representation_probe,420,0.6493910280752385,7,linear_angular_accel_60event_v2,fixed_duration,650.0,42.0,11
0.42168674698795183,656.25,0.4156746031746032,linear,fixed_0650ms,val,withGyro_experiment_0_1_temporal_representation_probe,420,0.39302225552225556,7,linear_angular_accel_60event_v2,fixed_duration,650.0,42.0,11
0.4148936170212766,656.25,0.425,5nn,fixed_0650ms,test,withGyro_experiment_0_1_temporal_representation_probe,420,0.4114498926998927,7,linear_angular_accel_60event_v2,fixed_duration,650.0,42.0,23
0.45977011494252873,656.25,0.4702380952380953,5nn,fixed_0650ms,val,withGyro_experiment_0_1_temporal_representation_probe,420,0.459054344348462,7,linear_angular_accel_60event_v2,fixed_duration,650.0,42.0,23
0.5638297872340425,656.25,0.5518518518518519,linear,fixed_0650ms,test,withGyro_experiment_0_1_temporal_representation_probe,420,0.5826217663174185,7,linear_angular_accel_60event_v2,fixed_duration,650.0,42.0,23
0.5632183908045977,656.25,0.5639880952380952,linear,fixed_0650ms,val,withGyro_experiment_0_1_temporal_representation_probe,420,0.5478729603729603,7,linear_angular_accel_60event_v2,fixed_duration,650.0,42.0,23
0.5866666666666667,656.25,0.5785714285714286,5nn,fixed_0650ms,test,withGyro_experiment_0_1_temporal_representation_probe,420,0.5643069986142741,7,linear_angular_accel_60event_v2,fixed_duration,650.0,42.0,37
0.5625,656.25,0.5541666666666667,5nn,fixed_0650ms,val,withGyro_experiment_0_1_temporal_representation_probe,420,0.5580095830095829,7,linear_angular_accel_60event_v2,fixed_duration,650.0,42.0,37
0.5733333333333334,656.25,0.5896825396825397,linear,fixed_0650ms,test,withGyro_experiment_0_1_temporal_representation_probe,420,0.579008954008954,7,linear_angular_accel_60event_v2,fixed_duration,650.0,42.0,37
0.5625,656.25,0.5615740740740741,linear,fixed_0650ms,val,withGyro_experiment_0_1_temporal_representation_probe,420,0.554904059405843,7,linear_angular_accel_60event_v2,fixed_duration,650.0,42.0,37
