split_seed,condition,split,user
37,fixed_0350ms,train,user_0
37,fixed_0350ms,train,user_11
37,fixed_0350ms,train,user_12
37,fixed_0350ms,train,user_15
37,fixed_0350ms,train,user_16
37,fixed_0350ms,train,user_18
37,fixed_0350ms,train,user_19
37,fixed_0350ms,train,user_2
37,fixed_0350ms,train,user_3
37,fixed_0350ms,train,user_6
37,fixed_0350ms,train,user_7
37,fixed_0350ms,train,user_8
37,fixed_0350ms,val,user_1
37,fixed_0350ms,val,user_13
37,fixed_0350ms,val,user_20
37,fixed_0350ms,val,user_5
37,fixed_0450ms,test,user_10
37,fixed_0450ms,test,user_14
37,fixed_0450ms,test,user_4
37,fixed_0450ms,test,user_9
37,fixed_0450ms,train,user_0
37,fixed_0450ms,train,user_11
37,fixed_0450ms,train,user_12
37,fixed_0450ms,train,user_15
37,fixed_0450ms,train,user_16
37,fixed_0450ms,train,user_18
37,fixed_0450ms,train,user_19
37,fixed_0450ms,train,user_2
37,fixed_0450ms,train,user_3
37,fixed_0450ms,train,user_6
37,fixed_0450ms,train,user_7
37,fixed_0450ms,train,user_8
37,fixed_0450ms,val,user_1
37,fixed_0450ms,val,user_13
37,fixed_0450ms,val,user_20
37,fixed_0450ms,val,user_5
37,fixed_0550ms,test,user_10
37,fixed_0550ms,test,user_14
37,fixed_0550ms,test,user_4
37,fixed_0550ms,test,user_9
37,fixed_0550ms,train,user_0
37,fixed_0550ms,train,user_11
37,fixed_0550ms,train,user_12
37,fixed_0550ms,train,user_15
37,fixed_0550ms,train,user_16
37,fixed_0550ms,train,user_18
37,fixed_0550ms,train,user_19
37,fixed_0550ms,train,user_2
37,fixed_0550ms,train,user_3
37,fixed_0550ms,train,user_6
37,fixed_0550ms,train,user_7
37,fixed_0550ms,train,user_8
37,fixed_0550ms,val,user_1
37,fixed_0550ms,val,user_13
37,fixed_0550ms,val,user_20
37,fixed_0550ms,val,user_5
37,fixed_0650ms,test,user_10
37,fixed_0650ms,test,user_14
37,fixed_0650ms,test,user_4
37,fixed_0650ms,test,user_9
37,fixed_0650ms,train,user_0
37,fixed_0650ms,train,user_11
37,fixed_0650ms,train,user_12
37,fixed_0650ms,train,user_15
37,fixed_0650ms,train,user_16
37,fixed_0650ms,train,user_18
37,fixed_0650ms,train,user_19
37,fixed_0650ms,train,user_2
37,fixed_0650ms,train,user_3
37,fixed_0650ms,train,user_6
37,fixed_0650ms,train,user_7
37,fixed_0650ms,train,user_8
37,fixed_0650ms,val,user_1
37,fixed_0650ms,val,user_13
37,fixed_0650ms,val,user_20
37,fixed_0650ms,val,user_5
37,fixed_0750ms,test,user_10
37,fixed_0750ms,test,user_14
37,fixed_0750ms,test,user_4
37,fixed_0750ms,test,user_9
37,fixed_0750ms,train,user_0
37,fixed_0750ms,train,user_11
37,fixed_0750ms,train,user_12
37,fixed_0750ms,train,user_15
37,fixed_0750ms,train,user_16
37,fixed_0750ms,train,user_18
37,fixed_0750ms,train,user_19
37,fixed_0750ms,train,user_2
37,fixed_0750ms,train,user_3
37,fixed_0750ms,train,user_6
37,fixed_0750ms,train,user_7
37,fixed_0750ms,train,user_8
37,fixed_0750ms,val,user_1
37,fixed_0750ms,val,user_13
37,fixed_0750ms,val,user_20
37,fixed_0750ms,val,user_5
37,fixed_0850ms,test,user_10
37,fixed_0850ms,test,user_14
37,fixed_0850ms,test,user_4
37,fixed_0850ms,test,user_9
37,fixed_0850ms,train,user_0
37,fixed_0850ms,train,user_11
37,fixed_0850ms,train,user_12
37,fixed_0850ms,train,user_15
37,fixed_0850ms,train,user_16
37,fixed_0850ms,train,user_18
37,fixed_0850ms,train,user_19
37,fixed_0850ms,train,user_2
37,fixed_0850ms,train,user_3
37,fixed_0850ms,train,user_6
37,fixed_0850ms,train,user_7
37,fixed_0850ms,train,user_8
37,fixed_0850ms,val,user_1
37,fixed_0850ms,val,user_13
37,fixed_0850ms,val,user_20
37,fixed_0850ms,val,user_5
37,fixed_0950ms,test,user_10
37,fixed_0950ms,test,user_14
37,fixed_0950ms,test,user_4
37,fixed_0950ms,test,user_9
37,fixed_0950ms,train,user_0
37,fixed_0950ms,train,user_11
37,fixed_0950ms,train,user_12
37,fixed_0950ms,train,user_15
37,fixed_0950ms,train,user_16
37,fixed_0950ms,train,user_18
37,fixed_0950ms,train,user_19
37,fixed_0950ms,train,user_2
37,fixed_0950ms,train,user_3
37,fixed_0950ms,train,user_6
37,fixed_0950ms,train,user_7
37,fixed_0950ms,train,user_8
37,fixed_0950ms,val,user_1
37,fixed_0950ms,val,user_13
37,fixed_0950ms,val,user_20
37,fixed_0950ms,val,user_5
37,fixed_1050ms,test,user_10
37,fixed_1050ms,test,user_14
37,fixed_1050ms,test,user_4
37,fixed_1050ms,test,user_9
37,fixed_1050ms,train,user_0
37,fixed_1050ms,train,user_11
37,fixed_1050ms,train,user_12
37,fixed_1050ms,train,user_15
37,fixed_1050ms,train,user_16
37,fixed_1050ms,train,user_18
37,fixed_1050ms,train,user_19
37,fixed_1050ms,train,user_2
37,fixed_1050ms,train,user_3
37,fixed_1050ms,train,user_6
37,fixed_1050ms,train,user_7
37,fixed_1050ms,train,user_8
37,fixed_1050ms,val,user_1
37,fixed_1050ms,val,user_13
37,fixed_1050ms,val,user_20
37,fixed_1050ms,val,user_5
37,relative_01bin,test,user_10
37,relative_01bin,test,user_14
37,relative_01bin,test,user_4
37,relative_01bin,test,user_9
37,relative_01bin,train,user_0
37,relative_01bin,train,user_11
37,relative_01bin,train,user_12
37,relative_01bin,train,user_15
37,relative_01bin,train,user_16
37,relative_01bin,train,user_18
37,relative_01bin,train,user_19
37,relative_01bin,train,user_2
37,relative_01bin,train,user_3
37,relative_01bin,train,user_6
37,relative_01bin,train,user_7
37,relative_01bin,train,user_8
37,relative_01bin,val,user_1
37,relative_01bin,val,user_13
37,relative_01bin,val,user_20
37,relative_01bin,val,user_5
37,relative_02bin,test,user_10
37,relative_02bin,test,user_14
37,relative_02bin,test,user_4
37,relative_02bin,test,user_9
37,relative_02bin,train,user_0
37,relative_02bin,train,user_11
37,relative_02bin,train,user_12
37,relative_02bin,train,user_15
37,relative_02bin,train,user_16
37,relative_02bin,train,user_18
37,relative_02bin,train,user_19
37,relative_02bin,train,user_2
37,relative_02bin,train,user_3
37,relative_02bin,train,user_6
37,relative_02bin,train,user_7
37,relative_02bin,train,user_8
37,relative_02bin,val,user_1
37,relative_02bin,val,user_13
37,relative_02bin,val,user_20
37,relative_02bin,val,user_5
37,relative_04bin,test,user_10
37,relative_04bin,test,user_14
37,relative_04bin,test,user_4
37,relative_04bin,test,user_9
37,relative_04bin,train,user_0
37,relative_04bin,train,user_11
37,relative_04bin,train,user_12
37,relative_04bin,train,user_15
37,relative_04bin,train,user_16
37,relative_04bin,train,user_18
37,relative_04bin,train,user_19
37,relative_04bin,train,user_2
37,relative_04bin,train,user_3
37,relative_04bin,train,user_6
37,relative_04bin,train,user_7
37,relative_04bin,train,user_8
37,relative_04bin,val,user_1
37,relative_04bin,val,user_13
37,relative_04bin,val,user_20
37,relative_04bin,val,user_5
37,relative_06bin,test,user_10
37,relative_06bin,test,user_14
37,relative_06bin,test,user_4
37,relative_06bin,test,user_9
37,relative_06bin,train,user_0
37,relative_06bin,train,user_11
37,relative_06bin,train,user_12
37,relative_06bin,train,user_15
37,relative_06bin,train,user_16
37,relative_06bin,train,user_18
37,relative_06bin,train,user_19
37,relative_06bin,train,user_2
37,relative_06bin,train,user_3
37,relative_06bin,train,user_6
37,relative_06bin,train,user_7
37,relative_06bin,train,user_8
37,relative_06bin,val,user_1
37,relative_06bin,val,user_13
37,relative_06bin,val,user_20
37,relative_06bin,val,user_5
37,relative_08bin,test,user_10
37,relative_08bin,test,user_14
37,relative_08bin,test,user_4
37,relative_08bin,test,user_9
37,relative_08bin,train,user_0
37,relative_08bin,train,user_11
37,relative_08bin,train,user_12
37,relative_08bin,train,user_15
37,relative_08bin,train,user_16
37,relative_08bin,train,user_18
37,relative_08bin,train,user_19
37,relative_08bin,train,user_2
37,relative_08bin,train,user_3
37,relative_08bin,train,user_6
37,relative_08bin,train,user_7
37,relative_08bin,train,user_8
37,relative_08bin,val,user_1
37,relative_08bin,val,user_13
37,relative_08bin,val,user_20
37,relative_08bin,val,user_5
37,relative_10bin,test,user_10
37,relative_10bin,test,user_14
37,relative_10bin,test,user_4
37,relative_10bin,test,user_9
37,relative_10bin,train,user_0
37,relative_10bin,train,user_11
37,relative_10bin,train,user_12
37,relative_10bin,train,user_15
37,relative_10bin,train,user_16
37,relative_10bin,train,user_18
37,relative_10bin,train,user_19
37,relative_10bin,train,user_2
37,relative_10bin,train,user_3
37,relative_10bin,train,user_6
37,relative_10bin,train,user_7
37,relative_10bin,train,user_8
37,relative_10bin,val,user_1
37,relative_10bin,val,user_13
37,relative_10bin,val,user_20
37,relative_10bin,val,user_5
37,relative_12bin,test,user_10
37,relative_12bin,test,user_14
37,relative_12bin,test,user_4
37,relative_12bin,test,user_9
37,relative_12bin,train,user_0
37,relative_12bin,train,user_11
37,relative_12bin,train,user_12
37,relative_12bin,train,user_15
37,relative_12bin,train,user_16
37,relative_12bin,train,user_18
37,relative_12bin,train,user_19
37,relative_12bin,train,user_2
37,relative_12bin,train,user_3
37,relative_12bin,train,user_6
37,relative_12bin,train,user_7
37,relative_12bin,train,user_8
37,relative_12bin,val,user_1
37,relative_12bin,val,user_13
37,relative_12bin,val,user_20
37,relative_12bin,val,user_5
37,relative_16bin,test,user_10
37,relative_16bin,test,user_14
37,relative_16bin,test,user_4
37,relative_16bin,test,user_9
37,relative_16bin,train,user_0
37,relative_16bin,train,user_11
37,relative_16bin,train,user_12
37,relative_16bin,train,user_15
37,relative_16bin,train,user_16
37,relative_16bin,train,user_18
37,relative_16bin,train,user_19
37,relative_16bin,train,user_2
37,relative_16bin,train,user_3
37,relative_16bin,train,user_6
37,relative_16bin,train,user_7
37,relative_16bin,train,user_8
37,relative_16bin,val,user_1
37,relative_16bin,val,user_13
37,relative_16bin,val,user_20
37,relative_16bin,val,user_5
37,relative_20bin,test,user_10
37,relative_20bin,test,user_14
37,relative_20bin,test,user_4
37,relative_20bin,test,user_9
37,relative_20bin,train,user_0
37,relative_20bin,train,user_11
37,relative_20bin,train,user_12
37,relative_20bin,train,user_15
37,relative_20bin,train,user_16
37,relative_20bin,train,user_18
37,relative_20bin,train,user_19
37,relative_20bin,train,user_2
37,relative_20bin,train,user_3
37,relative_20bin,train,user_6
37,relative_20bin,train,user_7
37,relative_20bin,train,user_8
37,relative_20bin,val,user_1
37,relative_20bin,val,user_13
37,relative_20bin,val,user_20
37,relative_20bin,val,user_5
53,fixed_0050ms,test,user_0
53,fixed_0050ms,test,user_11
53,fixed_0050ms,test,user_18
53,fixed_0050ms,test,user_2
53,fixed_0050ms,train,user_1
53,fixed_0050ms,train,user_10
53,fixed_0050ms,train,user_12
53,fixed_0050ms,train,user_13
53,fixed_0050ms,train,user_14
53,fixed_0050ms,train,user_15
53,fixed_0050ms,train,user_19
53,fixed_0050ms,train,user_20
53,fixed_0050ms,train,user_5
53,fixed_0050ms,train,user_7
53,fixed_0050ms,train,user_8
53,fixed_0050ms,train,user_9
53,fixed_0050ms,val,user_16
53,fixed_0050ms,val,user_3
53,fixed_0050ms,val,user_4
53,fixed_0050ms,val,user_6
53,fixed_0150ms,test,user_0
53,fixed_0150ms,test,user_11
53,fixed_0150ms,test,user_18
53,fixed_0150ms,test,user_2
53,fixed_0150ms,train,user_1
53,fixed_0150ms,train,user_10
53,fixed_0150ms,train,user_12
53,fixed_0150ms,train,user_13
53,fixed_0150ms,train,user_14
53,fixed_0150ms,train,user_15
53,fixed_0150ms,train,user_19
53,fixed_0150ms,train,user_20
53,fixed_0150ms,train,user_5
53,fixed_0150ms,train,user_7
53,fixed_0150ms,train,user_8
53,fixed_0150ms,train,user_9
53,fixed_0150ms,val,user_16
53,fixed_0150ms,val,user_3
53,fixed_0150ms,val,user_4
53,fixed_0150ms,val,user_6
53,fixed_0250ms,test,user_0
53,fixed_0250ms,test,user_11
53,fixed_0250ms,test,user_18
53,fixed_0250ms,test,user_2
53,fixed_0250ms,train,user_1
53,fixed_0250ms,train,user_10
53,fixed_0250ms,train,user_12
53,fixed_0250ms,train,user_13
53,fixed_0250ms,train,user_14
53,fixed_0250ms,train,user_15
53,fixed_0250ms,train,user_19
53,fixed_0250ms,train,user_20
53,fixed_0250ms,train,user_5
53,fixed_0250ms,train,user_7
53,fixed_0250ms,train,user_8
53,fixed_0250ms,train,user_9
53,fixed_0250ms,val,user_16
53,fixed_0250ms,val,user_3
53,fixed_0250ms,val,user_4
53,fixed_0250ms,val,user_6
53,fixed_0350ms,test,user_0
53,fixed_0350ms,test,user_11
53,fixed_0350ms,test,user_18
53,fixed_0350ms,test,user_2
53,fixed_0350ms,train,user_1
53,fixed_0350ms,train,user_10
53,fixed_0350ms,train,user_12
53,fixed_0350ms,train,user_13
53,fixed_0350ms,train,user_14
53,fixed_0350ms,train,user_15
53,fixed_0350ms,train,user_19
53,fixed_0350ms,train,user_20
53,fixed_0350ms,train,user_5
53,fixed_0350ms,train,user_7
53,fixed_0350ms,train,user_8
53,fixed_0350ms,train,user_9
53,fixed_0350ms,val,user_16
53,fixed_0350ms,val,user_3
53,fixed_0350ms,val,user_4
53,fixed_0350ms,val,user_6
53,fixed_0450ms,test,user_0
53,fixed_0450ms,test,user_11
53,fixed_0450ms,test,user_18
53,fixed_0450ms,test,user_2
53,fixed_0450ms,train,user_1
53,fixed_0450ms,train,user_10
53,fixed_0450ms,train,user_12
53,fixed_0450ms,train,user_13
53,fixed_0450ms,train,user_14
53,fixed_0450ms,train,user_15
53,fixed_0450ms,train,user_19
53,fixed_0450ms,train,user_20
53,fixed_0450ms,train,user_5
53,fixed_0450ms,train,user_7
53,fixed_0450ms,train,user_8
53,fixed_0450ms,train,user_9
53,fixed_0450ms,val,user_16
53,fixed_0450ms,val,user_3
53,fixed_0450ms,val,user_4
53,fixed_0450ms,val,user_6
53,fixed_0550ms,test,user_0
53,fixed_0550ms,test,user_11
53,fixed_0550ms,test,user_18
53,fixed_0550ms,test,user_2
53,fixed_0550ms,train,user_1
53,fixed_0550ms,train,user_10
53,fixed_0550ms,train,user_12
53,fixed_0550ms,train,user_13
53,fixed_0550ms,train,user_14
53,fixed_0550ms,train,user_15
53,fixed_0550ms,train,user_19
53,fixed_0550ms,train,user_20
53,fixed_0550ms,train,user_5
53,fixed_0550ms,train,user_7
53,fixed_0550ms,train,user_8
53,fixed_0550ms,train,user_9
53,fixed_0550ms,val,user_16
53,fixed_0550ms,val,user_3
53,fixed_0550ms,val,user_4
53,fixed_0550ms,val,user_6
53,fixed_0650ms,test,user_0
53,fixed_0650ms,test,user_11
53,fixed_0650ms,test,user_18
53,fixed_0650ms,test,user_2
53,fixed_0650ms,train,user_1
53,fixed_0650ms,train,user_10
53,fixed_0650ms,train,user_12
53,fixed_0650ms,train,user_13
53,fixed_0650ms,train,user_14
53,fixed_0650ms,train,user_15
53,fixed_0650ms,train,user_19
53,fixed_0650ms,train,user_20
53,fixed_0650ms,train,user_5
53,fixed_0650ms,train,user_7
53,fixed_0650ms,train,user_8
53,fixed_0650ms,train,user_9
53,fixed_0650ms,val,user_16
53,fixed_0650ms,val,user_3
53,fixed_0650ms,val,user_4
53,fixed_0650ms,val,user_6
53,fixed_0750ms,test,user_0
53,fixed_0750ms,test,user_11
53,fixed_0750ms,test,user_18
53,fixed_0750ms,test,user_2
53,fixed_0750ms,train,user_1
53,fixed_0750ms,train,user_10
53,fixed_0750ms,train,user_12
53,fixed_0750ms,train,user_13
53,fixed_0750ms,train,user_14
53,fixed_0750ms,train,user_15
53,fixed_0750ms,train,user_19
53,fixed_0750ms,train,user_20
53,fixed_0750ms,train,user_5
53,fixed_0750ms,train,user_7
53,fixed_0750ms,train,user_8
53,fixed_0750ms,train,user_9
53,fixed_0750ms,val,user_16
53,fixed_0750ms,val,user_3
53,fixed_0750ms,val,user_4
53,fixed_0750ms,val,user_6
53,fixed_0850ms,test,user_0
53,fixed_0850ms,test,user_11
53,fixed_0850ms,test,user_18
53,fixed_0850ms,test,user_2
53,fixed_0850ms,train,user_1
53,fixed_0850ms,train,user_10
53,fixed_0850ms,train,user_12
53,fixed_0850ms,train,user_13
53,fixed_0850ms,train,user_14
53,fixed_0850ms,train,user_15
53,fixed_0850ms,train,user_19
53,fixed_0850ms,train,user_20
53,fixed_0850ms,train,user_5
53,fixed_0850ms,train,user_7
53,fixed_0850ms,train,user_8
53,fixed_0850ms,train,user_9
53,fixed_0850ms,val,user_16
53,fixed_0850ms,val,user_3
53,fixed_0850ms,val,user_4
53,fixed_0850ms,val,user_6
53,fixed_0950ms,test,user_0
53,fixed_0950ms,test,user_11
53,fixed_0950ms,test,user_18
53,fixed_0950ms,test,user_2
53,fixed_0950ms,train,user_1
53,fixed_0950ms,train,user_10
53,fixed_0950ms,train,user_12
53,fixed_0950ms,train,user_13
53,fixed_0950ms,train,user_14
53,fixed_0950ms,train,user_15
53,fixed_0950ms,train,user_19
53,fixed_0950ms,train,user_20
53,fixed_0950ms,train,user_5
53,fixed_0950ms,train,user_7
53,fixed_0950ms,train,user_8
53,fixed_0950ms,train,user_9
53,fixed_0950ms,val,user_16
53,fixed_0950ms,val,user_3
53,fixed_0950ms,val,user_4
53,fixed_0950ms,val,user_6
53,fixed_1050ms,test,user_0
53,fixed_1050ms,test,user_11
53,fixed_1050ms,test,user_18
53,fixed_1050ms,test,user_2
53,fixed_1050ms,train,user_1
53,fixed_1050ms,train,user_10
53,fixed_1050ms,train,user_12
53,fixed_1050ms,train,user_13
53,fixed_1050ms,train,user_14
53,fixed_1050ms,train,user_15
53,fixed_1050ms,train,user_19
53,fixed_1050ms,train,user_20
53,fixed_1050ms,train,user_5
53,fixed_1050ms,train,user_7
53,fixed_1050ms,train,user_8
53,fixed_1050ms,train,user_9
53,fixed_1050ms,val,user_16
53,fixed_1050ms,val,user_3
53,fixed_1050ms,val,user_4
53,fixed_1050ms,val,user_6
53,relative_01bin,test,user_0
53,relative_01bin,test,user_11
53,relative_01bin,test,user_18
53,relative_01bin,test,user_2
53,relative_01bin,train,user_1
53,relative_01bin,train,user_10
53,relative_01bin,train,user_12
53,relative_01bin,train,user_13
53,relative_01bin,train,user_14
53,relative_01bin,train,user_15
53,relative_01bin,train,user_19
53,relative_01bin,train,user_20
53,relative_01bin,train,user_5
53,relative_01bin,train,user_7
53,relative_01bin,train,user_8
53,relative_01bin,train,user_9
53,relative_01bin,val,user_16
53,relative_01bin,val,user_3
53,relative_01bin,val,user_4
53,relative_01bin,val,user_6
53,relative_02bin,test,user_0
53,relative_02bin,test,user_11
53,relative_02bin,test,user_18
53,relative_02bin,test,user_2
53,relative_02bin,train,user_1
53,relative_02bin,train,user_10
53,relative_02bin,train,user_12
53,relative_02bin,train,user_13
53,relative_02bin,train,user_14
53,relative_02bin,train,user_15
53,relative_02bin,train,user_19
53,relative_02bin,train,user_20
53,relative_02bin,train,user_5
53,relative_02bin,train,user_7
53,relative_02bin,train,user_8
53,relative_02bin,train,user_9
53,relative_02bin,val,user_16
53,relative_02bin,val,user_3
53,relative_02bin,val,user_4
53,relative_02bin,val,user_6
53,relative_04bin,test,user_0
53,relative_04bin,test,user_11
53,relative_04bin,test,user_18
53,relative_04bin,test,user_2
53,relative_04bin,train,user_1
53,relative_04bin,train,user_10
53,relative_04bin,train,user_12
53,relative_04bin,train,user_13
53,relative_04bin,train,user_14
53,relative_04bin,train,user_15
53,relative_04bin,train,user_19
53,relative_04bin,train,user_20
53,relative_04bin,train,user_5
53,relative_04bin,train,user_7
53,relative_04bin,train,user_8
53,relative_04bin,train,user_9
53,relative_04bin,val,user_16
53,relative_04bin,val,user_3
53,relative_04bin,val,user_4
53,relative_04bin,val,user_6
53,relative_06bin,test,user_0
53,relative_06bin,test,user_11
53,relative_06bin,test,user_18
53,relative_06bin,test,user_2
53,relative_06bin,train,user_1
53,relative_06bin,train,user_10
53,relative_06bin,train,user_12
53,relative_06bin,train,user_13
53,relative_06bin,train,user_14
53,relative_06bin,train,user_15
53,relative_06bin,train,user_19
53,relative_06bin,train,user_20
53,relative_06bin,train,user_5
53,relative_06bin,train,user_7
53,relative_06bin,train,user_8
53,relative_06bin,train,user_9
53,relative_06bin,val,user_16
53,relative_06bin,val,user_3
53,relative_06bin,val,user_4
53,relative_06bin,val,user_6
53,relative_08bin,test,user_0
53,relative_08bin,test,user_11
53,relative_08bin,test,user_18
53,relative_08bin,test,user_2
53,relative_08bin,train,user_1
53,relative_08bin,train,user_10
53,relative_08bin,train,user_12
53,relative_08bin,train,user_13
53,relative_08bin,train,user_14
53,relative_08bin,train,user_15
53,relative_08bin,train,user_19
53,relative_08bin,train,user_20
53,relative_08bin,train,user_5
53,relative_08bin,train,user_7
53,relative_08bin,train,user_8
53,relative_08bin,train,user_9
53,relative_08bin,val,user_16
53,relative_08bin,val,user_3
53,relative_08bin,val,user_4
53,relative_08bin,val,user_6
53,relative_10bin,test,user_0
53,relative_10bin,test,user_11
53,relative_10bin,test,user_18
53,relative_10bin,test,user_2
53,relative_10bin,train,user_1
53,relative_10bin,train,user_10
53,relative_10bin,train,user_12
53,relative_10bin,train,user_13
53,relative_10bin,train,user_14
53,relative_10bin,train,user_15
53,relative_10bin,train,user_19
53,relative_10bin,train,user_20
53,relative_10bin,train,user_5
53,relative_10bin,train,user_7
53,relative_10bin,train,user_8
53,relative_10bin,train,user_9
53,relative_10bin,val,user_16
53,relative_10bin,val,user_3
53,relative_10bin,val,user_4
53,relative_10bin,val,user_6
53,relative_12bin,test,user_0
53,relative_12bin,test,user_11
53,relative_12bin,test,user_18
53,relative_12bin,test,user_2
53,relative_12bin,train,user_1
53,relative_12bin,train,user_10
53,relative_12bin,train,user_12
53,relative_12bin,train,user_13
53,relative_12bin,train,user_14
53,relative_12bin,train,user_15
53,relative_12bin,train,user_19
53,relative_12bin,train,user_20
53,relative_12bin,train,user_5
53,relative_12bin,train,user_7
53,relative_12bin,train,user_8
53,relative_12bin,train,user_9
53,relative_12bin,val,user_16
53,relative_12bin,val,user_3
53,relative_12bin,val,user_4
53,relative_12bin,val,user_6
53,relative_16bin,test,user_0
53,relative_16bin,test,user_11
53,relative_16bin,test,user_18
53,relative_16bin,test,user_2
53,relative_16bin,train,user_1
53,relative_16bin,train,user_10
53,relative_16bin,train,user_12
53,relative_16bin,train,user_13
53,relative_16bin,train,user_14
53,relative_16bin,train,user_15
53,relative_16bin,train,user_19
53,relative_16bin,train,user_20
53,relative_16bin,train,user_5
53,relative_16bin,train,user_7
53,relative_16bin,train,user_8
53,relative_16bin,train,user_9
53,relative_16bin,val,user_16
53,relative_16bin,val,user_3
53,relative_16bin,val,user_4
53,relative_16bin,val,user_6
53,relative_20bin,test,user_0
53,relative_20bin,test,user_11
53,relative_20bin,test,user_18
53,relative_20bin,test,user_2
53,relative_20bin,train,user_1
53,relative_20bin,train,user_10
53,relative_20bin,train,user_12
53,relative_20bin,train,user_13
53,relative_20bin,train,user_14
53,relative_20bin,train,user_15
53,relative_20bin,train,user_19
53,relative_20bin,train,user_20
53,relative_20bin,train,user_5
53,relative_20bin,train,user_7
53,relative_20bin,train,user_8
53,relative_20bin,train,user_9
53,relative_20bin,val,user_16
53,relative_20bin,val,user_3
53,relative_20bin,val,user_4
53,relative_20bin,val,user_6
71,fixed_0050ms,test,user_16
71,fixed_0050ms,test,user_2
71,fixed_0050ms,test,user_4
71,fixed_0050ms,test,user_6
71,fixed_0050ms,train,user_1
71,fixed_0050ms,train,user_10
71,fixed_0050ms,train,user_11
71,fixed_0050ms,train,user_12
71,fixed_0050ms,train,user_13
71,fixed_0050ms,train,user_14
71,fixed_0050ms,train,user_18
71,fixed_0050ms,train,user_19
71,fixed_0050ms,train,user_20
71,fixed_0050ms,train,user_5
71,fixed_0050ms,train,user_7
71,fixed_0050ms,train,user_9
71,fixed_0050ms,val,user_0
71,fixed_0050ms,val,user_15
71,fixed_0050ms,val,user_3
71,fixed_0050ms,val,user_8
71,fixed_0150ms,test,user_16
71,fixed_0150ms,test,user_2
71,fixed_0150ms,test,user_4
71,fixed_0150ms,test,user_6
71,fixed_0150ms,train,user_1
71,fixed_0150ms,train,user_10
71,fixed_0150ms,train,user_11
71,fixed_0150ms,train,user_12
71,fixed_0150ms,train,user_13
71,fixed_0150ms,train,user_14
71,fixed_0150ms,train,user_18
71,fixed_0150ms,train,user_19
71,fixed_0150ms,train,user_20
71,fixed_0150ms,train,user_5
71,fixed_0150ms,train,user_7
71,fixed_0150ms,train,user_9
71,fixed_0150ms,val,user_0
71,fixed_0150ms,val,user_15
71,fixed_0150ms,val,user_3
71,fixed_0150ms,val,user_8
71,fixed_0250ms,test,user_16
71,fixed_0250ms,test,user_2
71,fixed_0250ms,test,user_4
71,fixed_0250ms,test,user_6
71,fixed_0250ms,train,user_1
71,fixed_0250ms,train,user_10
71,fixed_0250ms,train,user_11
71,fixed_0250ms,train,user_12
71,fixed_0250ms,train,user_13
71,fixed_0250ms,train,user_14
71,fixed_0250ms,train,user_18
71,fixed_0250ms,train,user_19
71,fixed_0250ms,train,user_20
71,fixed_0250ms,train,user_5
71,fixed_0250ms,train,user_7
71,fixed_0250ms,train,user_9
71,fixed_0250ms,val,user_0
71,fixed_0250ms,val,user_15
71,fixed_0250ms,val,user_3
71,fixed_0250ms,val,user_8
71,fixed_0350ms,test,user_16
71,fixed_0350ms,test,user_2
71,fixed_0350ms,test,user_4
71,fixed_0350ms,test,user_6
71,fixed_0350ms,train,user_1
71,fixed_0350ms,train,user_10
71,fixed_0350ms,train,user_11
71,fixed_0350ms,train,user_12
71,fixed_0350ms,train,user_13
71,fixed_0350ms,train,user_14
71,fixed_0350ms,train,user_18
71,fixed_0350ms,train,user_19
71,fixed_0350ms,train,user_20
71,fixed_0350ms,train,user_5
71,fixed_0350ms,train,user_7
71,fixed_0350ms,train,user_9
71,fixed_0350ms,val,user_0
71,fixed_0350ms,val,user_15
71,fixed_0350ms,val,user_3
71,fixed_0350ms,val,user_8
71,fixed_0450ms,test,user_16
71,fixed_0450ms,test,user_2
71,fixed_0450ms,test,user_4
71,fixed_0450ms,test,user_6
71,fixed_0450ms,train,user_1
71,fixed_0450ms,train,user_10
71,fixed_0450ms,train,user_11
71,fixed_0450ms,train,user_12
71,fixed_0450ms,train,user_13
71,fixed_0450ms,train,user_14
71,fixed_0450ms,train,user_18
71,fixed_0450ms,train,user_19
71,fixed_0450ms,train,user_20
71,fixed_0450ms,train,user_5
71,fixed_0450ms,train,user_7
71,fixed_0450ms,train,user_9
71,fixed_0450ms,val,user_0
71,fixed_0450ms,val,user_15
71,fixed_0450ms,val,user_3
71,fixed_0450ms,val,user_8
71,fixed_0550ms,test,user_16
71,fixed_0550ms,test,user_2
71,fixed_0550ms,test,user_4
71,fixed_0550ms,test,user_6
71,fixed_0550ms,train,user_1
71,fixed_0550ms,train,user_10
71,fixed_0550ms,train,user_11
71,fixed_0550ms,train,user_12
71,fixed_0550ms,train,user_13
71,fixed_0550ms,train,user_14
71,fixed_0550ms,train,user_18
71,fixed_0550ms,train,user_19
71,fixed_0550ms,train,user_20
71,fixed_0550ms,train,user_5
71,fixed_0550ms,train,user_7
71,fixed_0550ms,train,user_9
71,fixed_0550ms,val,user_0
71,fixed_0550ms,val,user_15
71,fixed_0550ms,val,user_3
71,fixed_0550ms,val,user_8
71,fixed_0650ms,test,user_16
71,fixed_0650ms,test,user_2
71,fixed_0650ms,test,user_4
71,fixed_0650ms,test,user_6
71,fixed_0650ms,train,user_1
71,fixed_0650ms,train,user_10
71,fixed_0650ms,train,user_11
71,fixed_0650ms,train,user_12
71,fixed_0650ms,train,user_13
