split,accuracy,balanced_accuracy,macro_f1,weighted_f1,loss
train,0.8495297805642633,0.8421424653464883,0.8456191404540282,0.8481336498187966,1.1059852857201078
val,0.5757575757575758,0.5583333333333333,0.5444149117136734,0.5507253582330983,1.6241211891174316
test,0.3333333333333333,0.3027777777777778,0.27632275132275136,0.3038926681783825,1.7508755922317505
