model,linear_probe_test_balanced_accuracy,prototype_test_balanced_accuracy,NMI_arithmetic,ARI,silhouette_macro,silhouette_micro
AccelerationCNN,0.22499999999999998,0.2951923076923077,0.6444703209102342,0.10791432941529318,-0.1510865443575748,-0.14840775191035185
