k,same_label_micro,same_label_macro
1,0.5238095238095238,0.49999999999999994
3,0.4708994708994709,0.4435185185185184
5,0.4285714285714286,0.40361111111111114
10,0.4269841269841271,0.4070833333333334
20,0.40634920634920635,0.3860416666666666
50,0.2984126984126984,0.2856111111111111
