label_idx,label,test_samples,intra_cosine_distance
0,A,5,0.08136158301351659
1,B,5,0.06784790874837388
2,C,6,0.05579604849586317
3,D,5,0.06819657695101178
4,E,6,0.06767862477340425
5,G,6,0.05847833956489745
6,H,6,0.06734815584624276
7,I,5,0.08866676423016351
8,J,6,0.09680994347404526
9,K,6,0.09098250810710862
10,L,3,0.10217048507057436
11,X,4,0.08517507194663343
