D_intra_macro,D_inter_centroids,D_inter_over_D_intra,prototype_balanced_accuracy,prototype_accuracy,prototype_macro_f1
0.07754266751848625,0.08509442210197449,1.0973883775740692,0.49444444444444446,0.5238095238095238,0.4733251633986928
