sample_id,user,action,stem,segment_index,source_segment_index,dataset_id,label,valid_length,package_relative_dir,package_index,split,label_idx
user_9/action_0/user_9_action_0/segment_000006,user_9,0,user_9_action_0,6,6,1,N,349,user_9/action_0,9,train,13
user_9/action_0/user_9_action_0/segment_000007,user_9,0,user_9_action_0,7,7,1,M,358,user_9/action_0,9,train,12
user_9/action_0/user_9_action_0/segment_000008,user_9,0,user_9_action_0,8,8,1,G,342,user_9/action_0,9,train,6
user_9/action_0/user_9_action_0/segment_000009,user_9,0,user_9_action_0,9,9,1,Z,307,user_9/action_0,9,train,25
user_9/action_0/user_9_action_0/segment_000010,user_9,0,user_9_action_0,10,10,1,Y,344,user_9/action_0,9,train,24
user_9/action_0/user_9_action_0/segment_000011,user_9,0,user_9_action_0,11,11,1,R,460,user_9/action_0,9,train,17
user_9/action_0/user_9_action_0/segment_000012,user_9,0,user_9_action_0,12,12,1,C,293,user_9/action_0,9,train,2
user_9/action_0/user_9_action_0/segment_000013,user_9,0,user_9_action_0,13,13,1,O,228,user_9/action_0,9,train,14
user_9/action_0/user_9_action_0/segment_000014,user_9,0,user_9_action_0,14,14,1,I,184,user_9/action_0,9,train,8
user_9/action_0/user_9_action_0/segment_000015,user_9,0,user_9_action_0,15,15,1,H,503,user_9/action_0,9,train,7
user_9/action_0/user_9_action_0/segment_000016,user_9,0,user_9_action_0,16,16,1,W,367,user_9/action_0,9,train,22
user_9/action_0/user_9_action_0/segment_000017,user_9,0,user_9_action_0,17,17,1,Q,434,user_9/action_0,9,train,16
user_9/action_0/user_9_action_0/segment_000018,user_9,0,user_9_action_0,18,18,1,A,412,user_9/action_0,9,train,0
user_9/action_0/user_9_action_0/segment_000019,user_9,0,user_9_action_0,19,19,1,P,328,user_9/action_0,9,train,15
user_9/action_0/user_9_action_0/segment_000020,user_9,0,user_9_action_0,20,20,1,K,351,user_9/action_0,9,train,10
user_9/action_0/user_9_action_0/segment_000021,user_9,0,user_9_action_0,21,21,1,V,221,user_9/action_0,9,train,21
user_9/action_0/user_9_action_0/segment_000022,user_9,0,user_9_action_0,22,22,2,g,293,user_9/action_0,9,train,32
user_9/action_0/user_9_action_0/segment_000023,user_9,0,user_9_action_0,23,23,2,m,321,user_9/action_0,9,train,38
user_9/action_0/user_9_action_0/segment_000024,user_9,0,user_9_action_0,24,24,2,h,254,user_9/action_0,9,train,33
user_9/action_0/user_9_action_0/segment_000025,user_9,0,user_9_action_0,25,25,2,r,215,user_9/action_0,9,train,43
user_9/action_0/user_9_action_0/segment_000026,user_9,0,user_9_action_0,26,26,2,v,193,user_9/action_0,9,train,47
user_9/action_0/user_9_action_0/segment_000027,user_9,0,user_9_action_0,27,27,2,e,240,user_9/action_0,9,train,30
user_9/action_0/user_9_action_0/segment_000028,user_9,0,user_9_action_0,28,28,2,q,341,user_9/action_0,9,train,42
user_9/action_0/user_9_action_0/segment_000029,user_9,0,user_9_action_0,29,29,2,d,356,user_9/action_0,9,train,29
user_9/action_0/user_9_action_0/segment_000030,user_9,0,user_9_action_0,30,30,2,y,281,user_9/action_0,9,train,50
user_9/action_0/user_9_action_0/segment_000031,user_9,0,user_9_action_0,31,31,2,j,319,user_9/action_0,9,train,35
user_9/action_0/user_9_action_0/segment_000032,user_9,0,user_9_action_0,32,32,2,i,243,user_9/action_0,9,train,34
user_9/action_0/user_9_action_0/segment_000033,user_9,0,user_9_action_0,33,33,2,b,278,user_9/action_0,9,train,27
user_9/action_0/user_9_action_0/segment_000034,user_9,0,user_9_action_0,34,34,2,s,241,user_9/action_0,9,train,44
user_9/action_0/user_9_action_0/segment_000035,user_9,0,user_9_action_0,35,35,2,o,212,user_9/action_0,9,train,40
user_9/action_0/user_9_action_0/segment_000036,user_9,0,user_9_action_0,36,36,2,x,294,user_9/action_0,9,train,49
user_9/action_0/user_9_action_0/segment_000037,user_9,0,user_9_action_0,37,37,2,f,275,user_9/action_0,9,train,31
user_9/action_0/user_9_action_0/segment_000038,user_9,0,user_9_action_0,38,38,2,k,369,user_9/action_0,9,train,36
user_9/action_0/user_9_action_0/segment_000039,user_9,0,user_9_action_0,39,39,2,t,243,user_9/action_0,9,train,45
user_9/action_0/user_9_action_0/segment_000040,user_9,0,user_9_action_0,40,40,2,w,270,user_9/action_0,9,train,48
user_9/action_0/user_9_action_0/segment_000041,user_9,0,user_9_action_0,41,41,2,c,180,user_9/action_0,9,train,28
user_9/action_0/user_9_action_0/segment_000042,user_9,0,user_9_action_0,42,42,2,p,273,user_9/action_0,9,train,41
user_9/action_0/user_9_action_0/segment_000043,user_9,0,user_9_action_0,43,43,2,l,188,user_9/action_0,9,train,37
user_9/action_0/user_9_action_0/segment_000044,user_9,0,user_9_action_0,44,44,2,u,232,user_9/action_0,9,train,46
user_9/action_0/user_9_action_0/segment_000045,user_9,0,user_9_action_0,45,45,3,M,315,user_9/action_0,9,train,12
user_9/action_0/user_9_action_0/segment_000046,user_9,0,user_9_action_0,46,46,3,H,305,user_9/action_0,9,train,7
user_9/action_0/user_9_action_0/segment_000047,user_9,0,user_9_action_0,47,47,3,R,318,user_9/action_0,9,train,17
user_9/action_0/user_9_action_0/segment_000048,user_9,0,user_9_action_0,48,48,3,V,220,user_9/action_0,9,train,21
user_9/action_0/user_9_action_0/segment_000049,user_9,0,user_9_action_0,49,49,3,E,299,user_9/action_0,9,train,4
user_9/action_0/user_9_action_0/segment_000050,user_9,0,user_9_action_0,50,50,3,Q,403,user_9/action_0,9,train,16
user_9/action_0/user_9_action_0/segment_000051,user_9,0,user_9_action_0,51,51,3,D,354,user_9/action_0,9,train,3
user_9/action_0/user_9_action_0/segment_000052,user_9,0,user_9_action_0,52,52,3,Y,337,user_9/action_0,9,train,24
user_9/action_0/user_9_action_0/segment_000053,user_9,0,user_9_action_0,53,53,3,J,230,user_9/action_0,9,train,9
user_9/action_0/user_9_action_0/segment_000054,user_9,0,user_9_action_0,54,54,3,I,168,user_9/action_0,9,train,8
user_9/action_0/user_9_action_0/segment_000055,user_9,0,user_9_action_0,55,55,3,B,440,user_9/action_0,9,train,1
user_9/action_0/user_9_action_0/segment_000056,user_9,0,user_9_action_0,56,56,3,S,240,user_9/action_0,9,train,18
user_9/action_0/user_9_action_0/segment_000057,user_9,0,user_9_action_0,57,57,3,O,201,user_9/action_0,9,train,14
user_9/action_0/user_9_action_0/segment_000058,user_9,0,user_9_action_0,58,58,3,X,284,user_9/action_0,9,train,23
user_9/action_0/user_9_action_0/segment_000059,user_9,0,user_9_action_0,59,59,3,F,333,user_9/action_0,9,train,5
user_9/action_0/user_9_action_0/segment_000060,user_9,0,user_9_action_0,60,60,3,K,311,user_9/action_0,9,train,10
user_9/action_0/user_9_action_0/segment_000061,user_9,0,user_9_action_0,61,61,3,T,241,user_9/action_0,9,train,19
user_9/action_0/user_9_action_0/segment_000062,user_9,0,user_9_action_0,62,62,3,W,325,user_9/action_0,9,train,22
user_9/action_0/user_9_action_0/segment_000063,user_9,0,user_9_action_0,63,63,3,C,233,user_9/action_0,9,train,2
user_9/action_0/user_9_action_0/segment_000064,user_9,0,user_9_action_0,64,64,3,P,302,user_9/action_0,9,train,15
user_9/action_0/user_9_action_0/segment_000065,user_9,0,user_9_action_0,65,65,3,L,197,user_9/action_0,9,train,11
user_9/action_0/user_9_action_0/segment_000066,user_9,0,user_9_action_0,66,66,3,U,207,user_9/action_0,9,train,20
user_10/action_0/user_10_action_0/segment_000000,user_10,0,user_10_action_0,0,0,0,t,197,user_10/action_0,10,train,45
user_10/action_0/user_10_action_0/segment_000001,user_10,0,user_10_action_0,1,1,0,f,199,user_10/action_0,10,train,31
user_10/action_0/user_10_action_0/segment_000002,user_10,0,user_10_action_0,2,2,0,j,240,user_10/action_0,10,train,35
user_10/action_0/user_10_action_0/segment_000003,user_10,0,user_10_action_0,3,3,0,b,198,user_10/action_0,10,train,27
user_10/action_0/user_10_action_0/segment_000004,user_10,0,user_10_action_0,4,4,0,x,208,user_10/action_0,10,train,49
user_10/action_0/user_10_action_0/segment_000005,user_10,0,user_10_action_0,5,5,0,e,176,user_10/action_0,10,train,30
user_10/action_0/user_10_action_0/segment_000006,user_10,0,user_10_action_0,6,6,0,u,181,user_10/action_0,10,train,46
user_10/action_0/user_10_action_0/segment_000007,user_10,0,user_10_action_0,7,7,0,n,178,user_10/action_0,10,train,39
user_10/action_0/user_10_action_0/segment_000008,user_10,0,user_10_action_0,8,8,0,m,204,user_10/action_0,10,train,38
user_10/action_0/user_10_action_0/segment_000009,user_10,0,user_10_action_0,9,9,0,g,234,user_10/action_0,10,train,32
user_10/action_0/user_10_action_0/segment_000010,user_10,0,user_10_action_0,10,10,0,z,234,user_10/action_0,10,train,51
user_10/action_0/user_10_action_0/segment_000011,user_10,0,user_10_action_0,11,11,0,y,204,user_10/action_0,10,train,50
user_10/action_0/user_10_action_0/segment_000012,user_10,0,user_10_action_0,12,12,0,r,163,user_10/action_0,10,train,43
user_10/action_0/user_10_action_0/segment_000013,user_10,0,user_10_action_0,13,13,0,c,146,user_10/action_0,10,train,28
user_10/action_0/user_10_action_0/segment_000014,user_10,0,user_10_action_0,14,14,0,o,152,user_10/action_0,10,train,40
user_10/action_0/user_10_action_0/segment_000015,user_10,0,user_10_action_0,15,15,0,i,193,user_10/action_0,10,train,34
user_10/action_0/user_10_action_0/segment_000016,user_10,0,user_10_action_0,16,16,0,d,198,user_10/action_0,10,train,29
user_10/action_0/user_10_action_0/segment_000017,user_10,0,user_10_action_0,17,17,0,h,171,user_10/action_0,10,train,33
user_10/action_0/user_10_action_0/segment_000018,user_10,0,user_10_action_0,18,18,0,w,183,user_10/action_0,10,train,48
user_10/action_0/user_10_action_0/segment_000019,user_10,0,user_10_action_0,19,19,0,q,206,user_10/action_0,10,train,42
user_10/action_0/user_10_action_0/segment_000020,user_10,0,user_10_action_0,20,20,0,a,171,user_10/action_0,10,train,26
user_10/action_0/user_10_action_0/segment_000021,user_10,0,user_10_action_0,21,21,0,p,185,user_10/action_0,10,train,41
user_10/action_0/user_10_action_0/segment_000022,user_10,0,user_10_action_0,22,22,0,k,181,user_10/action_0,10,train,36
user_10/action_0/user_10_action_0/segment_000023,user_10,0,user_10_action_0,23,23,0,v,151,user_10/action_0,10,train,47
user_10/action_0/user_10_action_0/segment_000024,user_10,0,user_10_action_0,24,24,1,L,161,user_10/action_0,10,train,11
user_10/action_0/user_10_action_0/segment_000025,user_10,0,user_10_action_0,25,25,1,T,179,user_10/action_0,10,train,19
user_10/action_0/user_10_action_0/segment_000026,user_10,0,user_10_action_0,26,26,1,F,206,user_10/action_0,10,train,5
user_10/action_0/user_10_action_0/segment_000027,user_10,0,user_10_action_0,27,27,1,J,170,user_10/action_0,10,train,9
user_10/action_0/user_10_action_0/segment_000028,user_10,0,user_10_action_0,28,28,1,B,253,user_10/action_0,10,train,1
user_10/action_0/user_10_action_0/segment_000029,user_10,0,user_10_action_0,29,29,1,X,214,user_10/action_0,10,train,23
user_10/action_0/user_10_action_0/segment_000030,user_10,0,user_10_action_0,30,30,1,E,260,user_10/action_0,10,train,4
user_10/action_0/user_10_action_0/segment_000031,user_10,0,user_10_action_0,31,31,1,U,155,user_10/action_0,10,train,20
user_10/action_0/user_10_action_0/segment_000032,user_10,0,user_10_action_0,32,32,1,N,213,user_10/action_0,10,train,13
user_10/action_0/user_10_action_0/segment_000033,user_10,0,user_10_action_0,33,33,1,M,228,user_10/action_0,10,train,12
user_10/action_0/user_10_action_0/segment_000034,user_10,0,user_10_action_0,34,34,1,G,233,user_10/action_0,10,train,6
user_10/action_0/user_10_action_0/segment_000035,user_10,0,user_10_action_0,35,35,1,Z,184,user_10/action_0,10,train,25
user_10/action_0/user_10_action_0/segment_000036,user_10,0,user_10_action_0,36,36,1,Y,220,user_10/action_0,10,train,24
user_10/action_0/user_10_action_0/segment_000037,user_10,0,user_10_action_0,37,37,1,R,236,user_10/action_0,10,train,17
user_10/action_0/user_10_action_0/segment_000038,user_10,0,user_10_action_0,38,38,1,C,178,user_10/action_0,10,train,2
user_10/action_0/user_10_action_0/segment_000039,user_10,0,user_10_action_0,39,39,1,O,169,user_10/action_0,10,train,14
user_10/action_0/user_10_action_0/segment_000040,user_10,0,user_10_action_0,40,40,1,I,153,user_10/action_0,10,train,8
user_10/action_0/user_10_action_0/segment_000041,user_10,0,user_10_action_0,41,41,1,D,212,user_10/action_0,10,train,3
user_10/action_0/user_10_action_0/segment_000042,user_10,0,user_10_action_0,42,42,1,H,241,user_10/action_0,10,train,7
user_10/action_0/user_10_action_0/segment_000043,user_10,0,user_10_action_0,43,43,1,W,208,user_10/action_0,10,train,22
user_10/action_0/user_10_action_0/segment_000044,user_10,0,user_10_action_0,44,44,1,Q,205,user_10/action_0,10,train,16
user_10/action_0/user_10_action_0/segment_000045,user_10,0,user_10_action_0,45,45,1,A,226,user_10/action_0,10,train,0
user_10/action_0/user_10_action_0/segment_000046,user_10,0,user_10_action_0,46,46,1,P,211,user_10/action_0,10,train,15
user_10/action_0/user_10_action_0/segment_000047,user_10,0,user_10_action_0,47,47,1,K,204,user_10/action_0,10,train,10
user_10/action_0/user_10_action_0/segment_000048,user_10,0,user_10_action_0,48,48,1,V,116,user_10/action_0,10,train,21
user_11/action_0/user_11_action_0/segment_000000,user_11,0,user_11_action_0,0,1,0,e,527,user_11/action_0,11,train,30
user_11/action_0/user_11_action_0/segment_000001,user_11,0,user_11_action_0,1,2,0,u,572,user_11/action_0,11,train,46
user_11/action_0/user_11_action_0/segment_000002,user_11,0,user_11_action_0,2,4,0,g,566,user_11/action_0,11,train,32
user_11/action_0/user_11_action_0/segment_000003,user_11,0,user_11_action_0,3,5,0,z,419,user_11/action_0,11,train,51
user_11/action_0/user_11_action_0/segment_000004,user_11,0,user_11_action_0,4,6,0,y,491,user_11/action_0,11,train,50
user_11/action_0/user_11_action_0/segment_000005,user_11,0,user_11_action_0,5,7,0,r,351,user_11/action_0,11,train,43
user_11/action_0/user_11_action_0/segment_000006,user_11,0,user_11_action_0,6,8,0,c,341,user_11/action_0,11,train,28
user_11/action_0/user_11_action_0/segment_000007,user_11,0,user_11_action_0,7,9,0,o,535,user_11/action_0,11,train,40
user_11/action_0/user_11_action_0/segment_000008,user_11,0,user_11_action_0,8,10,0,d,527,user_11/action_0,11,train,29
user_11/action_0/user_11_action_0/segment_000009,user_11,0,user_11_action_0,9,11,0,h,436,user_11/action_0,11,train,33
user_11/action_0/user_11_action_0/segment_000010,user_11,0,user_11_action_0,10,12,0,w,528,user_11/action_0,11,train,48
user_11/action_0/user_11_action_0/segment_000011,user_11,0,user_11_action_0,11,13,0,q,532,user_11/action_0,11,train,42
user_11/action_0/user_11_action_0/segment_000012,user_11,0,user_11_action_0,12,14,0,a,483,user_11/action_0,11,train,26
user_11/action_0/user_11_action_0/segment_000013,user_11,0,user_11_action_0,13,15,0,p,549,user_11/action_0,11,train,41
user_11/action_0/user_11_action_0/segment_000014,user_11,0,user_11_action_0,14,17,0,v,272,user_11/action_0,11,train,47
user_11/action_0/user_11_action_0/segment_000015,user_11,0,user_11_action_0,15,18,1,L,346,user_11/action_0,11,train,11
user_11/action_0/user_11_action_0/segment_000016,user_11,0,user_11_action_0,16,19,1,J,345,user_11/action_0,11,train,9
user_11/action_0/user_11_action_0/segment_000017,user_11,0,user_11_action_0,17,20,1,X,426,user_11/action_0,11,train,23
user_11/action_0/user_11_action_0/segment_000018,user_11,0,user_11_action_0,18,21,1,U,354,user_11/action_0,11,train,20
user_11/action_0/user_11_action_0/segment_000019,user_11,0,user_11_action_0,19,22,1,N,553,user_11/action_0,11,train,13
user_11/action_0/user_11_action_0/segment_000020,user_11,0,user_11_action_0,20,23,1,M,576,user_11/action_0,11,train,12
user_11/action_0/user_11_action_0/segment_000021,user_11,0,user_11_action_0,21,25,1,Z,340,user_11/action_0,11,train,25
user_11/action_0/user_11_action_0/segment_000022,user_11,0,user_11_action_0,22,26,1,Y,399,user_11/action_0,11,train,24
user_11/action_0/user_11_action_0/segment_000023,user_11,0,user_11_action_0,23,27,1,R,412,user_11/action_0,11,train,17
user_11/action_0/user_11_action_0/segment_000024,user_11,0,user_11_action_0,24,28,1,C,221,user_11/action_0,11,train,2
user_11/action_0/user_11_action_0/segment_000025,user_11,0,user_11_action_0,25,29,1,O,379,user_11/action_0,11,train,14
user_11/action_0/user_11_action_0/segment_000026,user_11,0,user_11_action_0,26,30,1,I,179,user_11/action_0,11,train,8
user_11/action_0/user_11_action_0/segment_000027,user_11,0,user_11_action_0,27,31,1,D,412,user_11/action_0,11,train,3
user_11/action_0/user_11_action_0/segment_000028,user_11,0,user_11_action_0,28,32,1,H,445,user_11/action_0,11,train,7
user_11/action_0/user_11_action_0/segment_000029,user_11,0,user_11_action_0,29,33,1,W,367,user_11/action_0,11,train,22
user_11/action_0/user_11_action_0/segment_000030,user_11,0,user_11_action_0,30,34,1,Q,441,user_11/action_0,11,train,16
user_11/action_0/user_11_action_0/segment_000031,user_11,0,user_11_action_0,31,35,1,A,463,user_11/action_0,11,train,0
user_11/action_0/user_11_action_0/segment_000032,user_11,0,user_11_action_0,32,36,1,P,349,user_11/action_0,11,train,15
user_11/action_0/user_11_action_0/segment_000033,user_11,0,user_11_action_0,33,37,1,K,382,user_11/action_0,11,train,10
user_11/action_0/user_11_action_0/segment_000034,user_11,0,user_11_action_0,34,38,1,V,329,user_11/action_0,11,train,21
user_11/action_0/user_11_action_0/segment_000035,user_11,0,user_11_action_0,35,39,2,c,240,user_11/action_0,11,train,28
user_11/action_0/user_11_action_0/segment_000036,user_11,0,user_11_action_0,36,40,2,l,175,user_11/action_0,11,train,37
user_11/action_0/user_11_action_0/segment_000037,user_11,0,user_11_action_0,37,41,2,g,484,user_11/action_0,11,train,32
user_11/action_0/user_11_action_0/segment_000038,user_11,0,user_11_action_0,38,42,2,k,417,user_11/action_0,11,train,36
user_11/action_0/user_11_action_0/segment_000039,user_11,0,user_11_action_0,39,43,2,u,350,user_11/action_0,11,train,46
user_11/action_0/user_11_action_0/segment_000040,user_11,0,user_11_action_0,40,44,2,w,328,user_11/action_0,11,train,48
user_11/action_0/user_11_action_0/segment_000041,user_11,0,user_11_action_0,41,45,2,j,427,user_11/action_0,11,train,35
user_11/action_0/user_11_action_0/segment_000042,user_11,0,user_11_action_0,42,46,2,a,401,user_11/action_0,11,train,26
user_11/action_0/user_11_action_0/segment_000043,user_11,0,user_11_action_0,43,47,2,m,476,user_11/action_0,11,train,38
user_11/action_0/user_11_action_0/segment_000044,user_11,0,user_11_action_0,44,48,2,z,285,user_11/action_0,11,train,51
user_11/action_0/user_11_action_0/segment_000045,user_11,0,user_11_action_0,45,49,2,n,277,user_11/action_0,11,train,39
user_11/action_0/user_11_action_0/segment_000046,user_11,0,user_11_action_0,46,50,2,f,354,user_11/action_0,11,train,31
user_11/action_0/user_11_action_0/segment_000047,user_11,0,user_11_action_0,47,51,2,h,292,user_11/action_0,11,train,33
user_11/action_0/user_11_action_0/segment_000048,user_11,0,user_11_action_0,48,52,2,o,326,user_11/action_0,11,train,40
user_11/action_0/user_11_action_0/segment_000049,user_11,0,user_11_action_0,49,53,2,r,247,user_11/action_0,11,train,43
user_11/action_0/user_11_action_0/segment_000050,user_11,0,user_11_action_0,50,54,2,d,400,user_11/action_0,11,train,29
user_11/action_0/user_11_action_0/segment_000051,user_11,0,user_11_action_0,51,55,2,v,238,user_11/action_0,11,train,47
user_11/action_0/user_11_action_0/segment_000052,user_11,0,user_11_action_0,52,56,2,s,256,user_11/action_0,11,train,44
user_11/action_0/user_11_action_0/segment_000053,user_11,0,user_11_action_0,53,57,2,t,321,user_11/action_0,11,train,45
user_11/action_0/user_11_action_0/segment_000054,user_11,0,user_11_action_0,54,58,2,e,316,user_11/action_0,11,train,30
user_11/action_0/user_11_action_0/segment_000055,user_11,0,user_11_action_0,55,59,2,y,256,user_11/action_0,11,train,50
user_11/action_0/user_11_action_0/segment_000056,user_11,0,user_11_action_0,56,60,2,x,281,user_11/action_0,11,train,49
user_11/action_0/user_11_action_0/segment_000057,user_11,0,user_11_action_0,57,61,2,i,256,user_11/action_0,11,train,34
user_11/action_0/user_11_action_0/segment_000058,user_11,0,user_11_action_0,58,62,2,p,320,user_11/action_0,11,train,41
user_11/action_0/user_11_action_0/segment_000059,user_11,0,user_11_action_0,59,63,2,b,300,user_11/action_0,11,train,27
user_11/action_0/user_11_action_0/segment_000060,user_11,0,user_11_action_0,60,64,3,L,220,user_11/action_0,11,train,11
user_11/action_0/user_11_action_0/segment_000061,user_11,0,user_11_action_0,61,65,3,G,497,user_11/action_0,11,train,6
user_11/action_0/user_11_action_0/segment_000062,user_11,0,user_11_action_0,62,66,3,K,362,user_11/action_0,11,train,10
user_11/action_0/user_11_action_0/segment_000063,user_11,0,user_11_action_0,63,67,3,U,238,user_11/action_0,11,train,20
user_11/action_0/user_11_action_0/segment_000064,user_11,0,user_11_action_0,64,68,3,W,332,user_11/action_0,11,train,22
user_11/action_0/user_11_action_0/segment_000065,user_11,0,user_11_action_0,65,69,3,J,238,user_11/action_0,11,train,9
user_11/action_0/user_11_action_0/segment_000066,user_11,0,user_11_action_0,66,70,3,A,395,user_11/action_0,11,train,0
user_11/action_0/user_11_action_0/segment_000067,user_11,0,user_11_action_0,67,71,3,M,466,user_11/action_0,11,train,12
user_11/action_0/user_11_action_0/segment_000068,user_11,0,user_11_action_0,68,72,3,Z,244,user_11/action_0,11,train,25
user_11/action_0/user_11_action_0/segment_000069,user_11,0,user_11_action_0,69,73,3,N,378,user_11/action_0,11,train,13
user_11/action_0/user_11_action_0/segment_000070,user_11,0,user_11_action_0,70,74,3,F,495,user_11/action_0,11,train,5
user_11/action_0/user_11_action_0/segment_000071,user_11,0,user_11_action_0,71,75,3,H,468,user_11/action_0,11,train,7
user_11/action_0/user_11_action_0/segment_000072,user_11,0,user_11_action_0,72,76,3,O,283,user_11/action_0,11,train,14
user_11/action_0/user_11_action_0/segment_000073,user_11,0,user_11_action_0,73,77,3,R,468,user_11/action_0,11,train,17
user_11/action_0/user_11_action_0/segment_000074,user_11,0,user_11_action_0,74,78,3,D,340,user_11/action_0,11,train,3
user_11/action_0/user_11_action_0/segment_000075,user_11,0,user_11_action_0,75,79,3,V,229,user_11/action_0,11,train,21
user_11/action_0/user_11_action_0/segment_000076,user_11,0,user_11_action_0,76,80,3,S,273,user_11/action_0,11,train,18
user_11/action_0/user_11_action_0/segment_000077,user_11,0,user_11_action_0,77,81,3,T,273,user_11/action_0,11,train,19
user_11/action_0/user_11_action_0/segment_000078,user_11,0,user_11_action_0,78,82,3,Y,348,user_11/action_0,11,train,24
user_11/action_0/user_11_action_0/segment_000079,user_11,0,user_11_action_0,79,83,3,X,314,user_11/action_0,11,train,23
user_11/action_0/user_11_action_0/segment_000080,user_11,0,user_11_action_0,80,84,3,I,169,user_11/action_0,11,train,8
user_11/action_0/user_11_action_0/segment_000081,user_11,0,user_11_action_0,81,85,3,P,364,user_11/action_0,11,train,15
user_11/action_0/user_11_action_0/segment_000082,user_11,0,user_11_action_0,82,86,3,B,431,user_11/action_0,11,train,1
user_12/action_0/user_12_action_0/segment_000000,user_12,0,user_12_action_0,0,0,0,l,210,user_12/action_0,12,train,37
user_12/action_0/user_12_action_0/segment_000001,user_12,0,user_12_action_0,1,1,0,j,345,user_12/action_0,12,train,35
user_12/action_0/user_12_action_0/segment_000002,user_12,0,user_12_action_0,2,2,0,b,344,user_12/action_0,12,train,27
user_12/action_0/user_12_action_0/segment_000003,user_12,0,user_12_action_0,3,3,0,x,289,user_12/action_0,12,train,49
user_12/action_0/user_12_action_0/segment_000004,user_12,0,user_12_action_0,4,4,0,e,254,user_12/action_0,12,train,30
user_12/action_0/user_12_action_0/segment_000005,user_12,0,user_12_action_0,5,5,0,u,334,user_12/action_0,12,train,46
user_12/action_0/user_12_action_0/segment_000006,user_12,0,user_12_action_0,6,6,0,n,376,user_12/action_0,12,train,39
user_12/action_0/user_12_action_0/segment_000007,user_12,0,user_12_action_0,7,7,0,m,426,user_12/action_0,12,train,38
user_12/action_0/user_12_action_0/segment_000008,user_12,0,user_12_action_0,8,8,0,g,354,user_12/action_0,12,train,32
user_12/action_0/user_12_action_0/segment_000009,user_12,0,user_12_action_0,9,9,0,z,387,user_12/action_0,12,train,51
user_12/action_0/user_12_action_0/segment_000010,user_12,0,user_12_action_0,10,10,0,y,379,user_12/action_0,12,train,50
user_12/action_0/user_12_action_0/segment_000011,user_12,0,user_12_action_0,11,11,0,r,319,user_12/action_0,12,train,43
user_12/action_0/user_12_action_0/segment_000012,user_12,0,user_12_action_0,12,12,0,c,221,user_12/action_0,12,train,28
user_12/action_0/user_12_action_0/segment_000013,user_12,0,user_12_action_0,13,13,0,o,269,user_12/action_0,12,train,40
user_12/action_0/user_12_action_0/segment_000014,user_12,0,user_12_action_0,14,14,0,i,290,user_12/action_0,12,train,34
user_12/action_0/user_12_action_0/segment_000015,user_12,0,user_12_action_0,15,15,0,d,359,user_12/action_0,12,train,29
user_12/action_0/user_12_action_0/segment_000016,user_12,0,user_12_action_0,16,16,0,h,275,user_12/action_0,12,train,33
user_12/action_0/user_12_action_0/segment_000017,user_12,0,user_12_action_0,17,17,0,w,473,user_12/action_0,12,train,48
user_12/action_0/user_12_action_0/segment_000018,user_12,0,user_12_action_0,18,18,0,q,323,user_12/action_0,12,train,42
user_12/action_0/user_12_action_0/segment_000019,user_12,0,user_12_action_0,19,19,0,a,340,user_12/action_0,12,train,26
user_12/action_0/user_12_action_0/segment_000020,user_12,0,user_12_action_0,20,20,0,p,461,user_12/action_0,12,train,41
user_12/action_0/user_12_action_0/segment_000021,user_12,0,user_12_action_0,21,21,0,k,362,user_12/action_0,12,train,36
user_12/action_0/user_12_action_0/segment_000022,user_12,0,user_12_action_0,22,22,0,v,361,user_12/action_0,12,train,47
user_12/action_0/user_12_action_0/segment_000023,user_12,0,user_12_action_0,23,23,1,L,320,user_12/action_0,12,train,11
user_12/action_0/user_12_action_0/segment_000024,user_12,0,user_12_action_0,24,24,1,T,339,user_12/action_0,12,train,19
user_12/action_0/user_12_action_0/segment_000025,user_12,0,user_12_action_0,25,25,1,F,488,user_12/action_0,12,train,5
user_12/action_0/user_12_action_0/segment_000026,user_12,0,user_12_action_0,26,26,1,J,298,user_12/action_0,12,train,9
user_12/action_0/user_12_action_0/segment_000027,user_12,0,user_12_action_0,27,27,1,B,452,user_12/action_0,12,train,1
user_12/action_0/user_12_action_0/segment_000028,user_12,0,user_12_action_0,28,28,1,X,421,user_12/action_0,12,train,23
user_12/action_0/user_12_action_0/segment_000029,user_12,0,user_12_action_0,29,29,1,E,600,user_12/action_0,12,train,4
user_12/action_0/user_12_action_0/segment_000030,user_12,0,user_12_action_0,30,30,1,U,299,user_12/action_0,12,train,20
user_12/action_0/user_12_action_0/segment_000031,user_12,0,user_12_action_0,31,31,1,N,455,user_12/action_0,12,train,13
user_12/action_0/user_12_action_0/segment_000032,user_12,0,user_12_action_0,32,33,1,G,514,user_12/action_0,12,train,6
user_12/action_0/user_12_action_0/segment_000033,user_12,0,user_12_action_0,33,34,1,Z,446,user_12/action_0,12,train,25
user_12/action_0/user_12_action_0/segment_000034,user_12,0,user_12_action_0,34,35,1,Y,436,user_12/action_0,12,train,24
user_12/action_0/user_12_action_0/segment_000035,user_12,0,user_12_action_0,35,36,1,R,463,user_12/action_0,12,train,17
user_12/action_0/user_12_action_0/segment_000036,user_12,0,user_12_action_0,36,37,1,C,343,user_12/action_0,12,train,2
user_12/action_0/user_12_action_0/segment_000037,user_12,0,user_12_action_0,37,38,1,O,407,user_12/action_0,12,train,14
user_12/action_0/user_12_action_0/segment_000038,user_12,0,user_12_action_0,38,39,1,I,239,user_12/action_0,12,train,8
