model,best_epoch,CNN_test_balanced_accuracy,CNN_test_macro_f1,kNN_selected_K,kNN_test_balanced_accuracy,retrieval_macro_mAP,retrieval_micro_mAP,D_intra_macro,D_inter_centroids,D_inter_over_D_intra,SameLabel_macro_at_1,SameLabel_micro_at_1,SameLabel_macro_at_3,SameLabel_micro_at_3,SameLabel_macro_at_5,SameLabel_micro_at_5,SameLabel_macro_at_10,SameLabel_micro_at_10,SameLabel_macro_at_20,SameLabel_micro_at_20,SameLabel_macro_at_50,SameLabel_micro_at_50
AccelerationCNN,27,0.2842948717948718,0.25966433696366803,10,0.2782051282051282,0.18668810890209125,0.18740201553146746,0.08397339731009111,0.10430070757865906,1.2420684516581197,0.2496794871794872,0.2536231884057971,0.25608974358974357,0.25603864734299514,0.23358974358974363,0.23478260869565215,0.21753205128205128,0.21920289855072464,0.1982692307692307,0.1989130434782609,0.1562051282051282,0.15731884057971016
