kmeans_clusters,kmeans_inertia,NMI_arithmetic,ARI,silhouette_micro,silhouette_macro,silhouette_samples
12,2.7587952613830566,0.6482219086455897,0.31941125906281104,-0.03713098532242927,-0.0478506992952683,63
