epoch,optimization_train_loss_mean,optimization_train_loss_std,optimization_train_loss_count,train_ba_mean,train_ba_std,train_ba_count,val_ba_mean,val_ba_std,val_ba_count,train_loss_mean,train_loss_std,train_loss_count,val_loss_mean,val_loss_std,val_loss_count,gain_mean,gain_std,gain_count,q_l2_mean,q_l2_std,q_l2_count,q_span_mean,q_span_std,q_span_count
23,2.4756247997283936,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475468158721924,0.0,3,2.478257179260254,0.0,3,0.2853536605834961,0.0,3,2.0332741737365723,0.0,3,1.9881064891815183,0.0,3
24,2.475468158721924,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475340843200684,0.0,3,2.4777579307556152,0.0,3,0.2798977792263031,0.0,3,2.0229949951171875,0.0,3,2.0160887241363525,0.0,3
25,2.475340843200684,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4752509593963623,0.0,3,2.477332830429077,0.0,3,0.2741662561893463,0.0,3,2.011918544769287,0.0,3,2.0382080078125,0.0,3
26,2.4752509593963623,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4751996994018555,0.0,3,2.477006196975708,0.0,3,0.2685472965240478,0.0,3,2.001638889312744,0.0,3,2.055631637573242,0.0,3
27,2.4751996994018555,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475180149078369,0.0,3,2.4767820835113525,0.0,3,0.2633430361747741,0.0,3,1.9933491945266724,0.0,3,2.069486618041992,0.0,3
28,2.475180149078369,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475183248519897,0.0,3,2.4766509532928467,0.0,3,0.2587702870368957,0.0,3,1.9878534078598025,0.0,3,2.080817222595215,0.0,3
29,2.475183248519897,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475197553634644,0.0,3,2.4765913486480717,0.0,3,0.2549667656421661,0.0,3,1.985623121261597,0.0,3,2.0905566215515137,0.0,3
30,2.475197553634644,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4752137660980225,0.0,3,2.476580619812012,0.0,3,0.2520023882389068,0.0,3,1.986865520477295,0.0,3,2.099510908126831,0.0,3
31,2.4752137660980225,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475226163864136,0.0,3,2.476598262786865,0.0,3,0.24989233911037437,0.0,3,1.991589069366455,0.0,3,2.1083483695983887,0.0,3
32,2.475226163864136,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475231170654297,0.0,3,2.4766314029693604,0.0,3,0.248609721660614,0.0,3,1.9996541738510125,0.0,3,2.1175925731658936,0.0,3
33,2.475231170654297,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4752273559570312,0.0,3,2.4766716957092285,0.0,3,0.2480954974889755,0.0,3,2.01080322265625,0.0,3,2.1276228427886963,0.0,3
34,2.4752273559570312,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475216150283813,0.0,3,2.476719379425049,0.0,3,0.248265653848648,0.0,3,2.024667501449585,0.0,3,2.13867712020874,0.0,3
35,2.475216150283813,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475200653076172,0.0,3,2.476778745651245,0.0,3,0.2490157485008239,0.0,3,2.0407698154449463,0.0,3,2.1508584022521973,0.0,3
36,2.475200653076172,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4751827716827397,0.0,3,2.476855516433716,0.0,3,0.2502239346504211,0.0,3,2.058534622192383,0.0,3,2.1641461849212646,0.0,3
37,2.4751827716827397,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4751646518707275,0.0,3,2.4769537448883057,0.0,3,0.2517531514167785,0.0,3,2.077324390411377,0.0,3,2.178410768508911,0.0,3
38,2.4751646518707275,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475150346755981,0.0,3,2.4770750999450684,0.0,3,0.2534540891647339,0.0,3,2.096487522125244,0.0,3,2.1934285163879395,0.0,3
39,2.475150346755981,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475139141082764,0.0,3,2.47721266746521,0.0,3,0.2551696002483368,0.0,3,2.1154046058654785,0.0,3,2.2089028358459477,0.0,3
40,2.475139141082764,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4751336574554443,0.0,3,2.477357149124145,0.0,3,0.2567413747310638,0.0,3,2.133511781692505,0.0,3,2.224483728408813,0.0,3
41,2.4751336574554443,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.47513198852539,0.0,3,2.4774937629699707,0.0,3,0.2580191493034363,0.0,3,2.15031099319458,0.0,3,2.239790916442871,0.0,3
42,2.47513198852539,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475132942199707,0.0,3,2.4776084423065186,0.0,3,0.2588721811771393,0.0,3,2.1653780937194824,0.0,3,2.2544398307800293,0.0,3
43,2.475132942199707,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4751346111297607,0.0,3,2.477690458297729,0.0,3,0.2592011392116546,0.0,3,2.178382635116577,0.0,3,2.268066644668579,0.0,3
44,2.4751346111297607,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475135803222656,0.0,3,2.4777371883392334,0.0,3,0.2589483559131622,0.0,3,2.1891062259674072,0.0,3,2.280353307723999,0.0,3
45,2.475135803222656,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4751343727111816,0.0,3,2.477750062942505,0.0,3,0.2581035792827606,0.0,3,2.19746208190918,0.0,3,2.2910521030426025,0.0,3
46,2.4751343727111816,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475130319595337,0.0,3,2.477738380432129,0.0,3,0.2567039132118225,0.0,3,2.203497886657715,0.0,3,2.3000025749206543,0.0,3
47,2.475130319595337,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475123405456543,0.0,3,2.4777097702026367,0.0,3,0.2548278570175171,0.0,3,2.2073917388916016,0.0,3,2.307140350341797,0.0,3
48,2.475123405456543,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.47511625289917,0.0,3,2.477673053741455,0.0,3,0.2525851428508758,0.0,3,2.2094321250915527,0.0,3,2.3124983310699463,0.0,3
49,2.47511625289917,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4751081466674805,0.0,3,2.477632999420166,0.0,3,0.2501043975353241,0.0,3,2.2099945545196533,0.0,3,2.316194534301758,0.0,3
50,2.4751081466674805,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4751017093658447,0.0,3,2.4775919914245605,0.0,3,0.24752065539360038,0.0,3,2.209508419036865,0.0,3,2.318415403366089,0.0,3
51,2.4751017093658447,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750959873199463,0.0,3,2.477551221847534,0.0,3,0.24496448040008537,0.0,3,2.208425998687744,0.0,3,2.319392681121826,0.0,3
52,2.4750959873199463,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475092887878418,0.0,3,2.4775116443634038,0.0,3,0.2425529211759567,0.0,3,2.20719051361084,0.0,3,2.3193814754486084,0.0,3
53,2.475092887878418,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750900268554688,0.0,3,2.4774746894836426,0.0,3,0.2403833568096161,0.0,3,2.206206798553467,0.0,3,2.318638801574707,0.0,3
54,2.4750900268554688,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750897884368896,0.0,3,2.47744369506836,0.0,3,0.2385297417640686,0.0,3,2.205813407897949,0.0,3,2.317409038543701,0.0,3
55,2.4750897884368896,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750890731811523,0.0,3,2.4774205684661865,0.0,3,0.237041175365448,0.0,3,2.2062604427337646,0.0,3,2.3159120082855225,0.0,3
56,2.4750890731811523,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475088119506836,0.0,3,2.477407217025757,0.0,3,0.2359421104192733,0.0,3,2.2076964378356934,0.0,3,2.314335823059082,0.0,3
57,2.475088119506836,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750876426696777,0.0,3,2.477404356002808,0.0,3,0.2352341264486313,0.0,3,2.2101681232452397,0.0,3,2.3128347396850586,0.0,3
58,2.4750876426696777,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475086212158203,0.0,3,2.477410793304444,0.0,3,0.2348983436822891,0.0,3,2.213627576828003,0.0,3,2.311525821685791,0.0,3
59,2.475086212158203,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750845432281494,0.0,3,2.47742247581482,0.0,3,0.2348983138799667,0.0,3,2.2179436683654785,0.0,3,2.310492515563965,0.0,3
60,2.4750845432281494,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750826358795166,0.0,3,2.477437973022461,0.0,3,0.2351832687854766,0.0,3,2.222916841506958,0.0,3,2.3097832202911377,0.0,3
61,2.4750826358795166,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475080966949463,0.0,3,2.477451801300049,0.0,3,0.2356913536787033,0.0,3,2.2282943725585938,0.0,3,2.3094162940979004,0.0,3
62,2.475080966949463,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750797748565674,0.0,3,2.477461814880371,0.0,3,0.23635342717170707,0.0,3,2.2337918281555176,0.0,3,2.309382438659668,0.0,3
63,2.4750797748565674,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750800132751465,0.0,3,2.477468252182007,0.0,3,0.2370971292257309,0.0,3,2.239114761352539,0.0,3,2.3096494674682617,0.0,3
64,2.4750800132751465,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750797748565674,0.0,3,2.4774694442749023,0.0,3,0.2378513664007187,0.0,3,2.2439842224121094,0.0,3,2.3101675510406494,0.0,3
65,2.4750797748565674,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750802516937256,0.0,3,2.477468252182007,0.0,3,0.2385509759187698,0.0,3,2.2481629848480225,0.0,3,2.310876846313477,0.0,3
66,2.4750802516937256,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475080966949463,0.0,3,2.4774646759033203,0.0,3,0.2391411364078521,0.0,3,2.251474142074585,0.0,3,2.311713695526123,0.0,3
67,2.475080966949463,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750819206237797,0.0,3,2.47745943069458,0.0,3,0.2395811080932617,0.0,3,2.253816843032837,0.0,3,2.3126182556152344,0.0,3
68,2.4750819206237797,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750819206237797,0.0,3,2.477451801300049,0.0,3,0.2398465722799301,0.0,3,2.255168199539185,0.0,3,2.313539981842041,0.0,3
69,2.4750819206237797,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475082397460937,0.0,3,2.4774417877197266,0.0,3,0.2399305701255798,0.0,3,2.255578994750977,0.0,3,2.3144419193267822,0.0,3
70,2.475082397460937,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750819206237797,0.0,3,2.4774270057678223,0.0,3,0.239842489361763,0.0,3,2.25516128540039,0.0,3,2.315302848815918,0.0,3
71,2.4750819206237797,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475081443786621,0.0,3,2.477407693862915,0.0,3,0.2396057844161987,0.0,3,2.254070520401001,0.0,3,2.316118001937866,0.0,3
72,2.475081443786621,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475080966949463,0.0,3,2.4773852825164795,0.0,3,0.2392544448375702,0.0,3,2.2524900436401367,0.0,3,2.316896438598633,0.0,3
73,2.475080966949463,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750800132751465,0.0,3,2.4773619174957275,0.0,3,0.2388291507959365,0.0,3,2.2506134510040283,0.0,3,2.3176589012146,0.0,3
74,2.4750800132751465,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475079298019409,0.0,3,2.4773409366607666,0.0,3,0.2383728623390197,0.0,3,2.2486298084259038,0.0,3,2.318434238433838,0.0,3
75,2.475079298019409,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.47507905960083,0.0,3,2.477325439453125,0.0,3,0.2379271984100341,0.0,3,2.246710777282715,0.0,3,2.319254159927368,0.0,3
76,2.47507905960083,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475078582763672,0.0,3,2.4773168563842773,0.0,3,0.2375291436910629,0.0,3,2.245002269744873,0.0,3,2.320148468017578,0.0,3
77,2.475078582763672,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750783443450928,0.0,3,2.47731614112854,0.0,3,0.2372084856033325,0.0,3,2.243618488311768,0.0,3,2.321141242980957,0.0,3
78,2.4750783443450928,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750783443450928,0.0,3,2.4773223400115967,0.0,3,0.2369862496852874,0.0,3,2.242637157440185,0.0,3,2.322246551513672,0.0,3
79,2.4750783443450928,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750778675079346,0.0,3,2.4773335456848145,0.0,3,0.2368737161159515,0.0,3,2.242098331451416,0.0,3,2.323464155197144,0.0,3
80,2.4750778675079346,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750773906707764,0.0,3,2.477347612380981,0.0,3,0.23687244951724998,0.0,3,2.2420032024383545,0.0,3,2.3247804641723637,0.0,3
81,2.4750773906707764,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750773906707764,0.0,3,2.4773645401000977,0.0,3,0.23697493970394126,0.0,3,2.242316961288452,0.0,3,2.326167106628418,0.0,3
82,2.4750773906707764,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750771522521973,0.0,3,2.477381467819214,0.0,3,0.2371658533811569,0.0,3,2.2429745197296143,0.0,3,2.3275840282440186,0.0,3
83,2.4750771522521973,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475076913833618,0.0,3,2.477398633956909,0.0,3,0.2374238669872284,0.0,3,2.2438864707946777,0.0,3,2.3289828300476074,0.0,3
84,2.475076913833618,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750771522521973,0.0,3,2.4774155616760254,0.0,3,0.23772381246089927,0.0,3,2.2449493408203125,0.0,3,2.3303122520446777,0.0,3
85,2.4750771522521973,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750771522521973,0.0,3,2.4774317741394043,0.0,3,0.238039031624794,0.0,3,2.246056318283081,0.0,3,2.331521511077881,0.0,3
86,2.4750771522521973,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475076913833618,0.0,3,2.477445602416992,0.0,3,0.238343670964241,0.0,3,2.2471070289611816,0.0,3,2.332566499710083,0.0,3
87,2.475076913833618,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750771522521973,0.0,3,2.477456569671631,0.0,3,0.238614797592163,0.0,3,2.2480149269104004,0.0,3,2.3334126472473145,0.0,3
88,2.4750771522521973,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750771522521973,0.0,3,2.4774630069732666,0.0,3,0.23883406817913047,0.0,3,2.248713970184326,0.0,3,2.334035873413086,0.0,3
89,2.4750771522521973,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750771522521973,0.0,3,2.477464199066162,0.0,3,0.2389888912439346,0.0,3,2.2491629123687744,0.0,3,2.3344264030456543,0.0,3
90,2.4750771522521973,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750773906707764,0.0,3,2.477461576461792,0.0,3,0.23907309770584098,0.0,3,2.2493457794189453,0.0,3,2.3345866203308105,0.0,3
91,2.4750773906707764,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750773906707764,0.0,3,2.477454423904419,0.0,3,0.2390869706869125,0.0,3,2.24927282333374,0.0,3,2.3345324993133545,0.0,3
92,2.4750773906707764,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750771522521973,0.0,3,2.4774460792541504,0.0,3,0.2390366792678833,0.0,3,2.2489774227142334,0.0,3,2.3342905044555664,0.0,3
93,2.4750771522521973,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750771522521973,0.0,3,2.477436780929565,0.0,3,0.238933265209198,0.0,3,2.2485127449035645,0.0,3,2.33389663696289,0.0,3
94,2.4750771522521973,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750771522521973,0.0,3,2.4774279594421387,0.0,3,0.23879119753837577,0.0,3,2.2479443550109863,0.0,3,2.3333945274353027,0.0,3
95,2.4750771522521973,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750771522521973,0.0,3,2.477419137954712,0.0,3,0.2386268377304077,0.0,3,2.247342824935913,0.0,3,2.332831621170044,0.0,3
96,2.4750771522521973,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750771522521973,0.0,3,2.47741174697876,0.0,3,0.2384566664695739,0.0,3,2.246776580810547,0.0,3,2.3322548866271973,0.0,3
97,2.4750771522521973,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475076913833618,0.0,3,2.4774041175842285,0.0,3,0.23829586803913108,0.0,3,2.246304750442505,0.0,3,2.3317089080810547,0.0,3
98,2.475076913833618,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475076913833618,0.0,3,2.4773976802825928,0.0,3,0.2381569594144821,0.0,3,2.245971441268921,0.0,3,2.331231117248535,0.0,3
99,2.475076913833618,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475076913833618,0.0,3,2.4773924350738525,0.0,3,0.2380490452051162,0.0,3,2.245803117752075,0.0,3,2.330850601196289,0.0,3
100,2.475076913833618,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475076913833618,0.0,3,2.477389335632324,0.0,3,0.2379772365093231,0.0,3,2.2458083629608154,0.0,3,2.330584764480591,0.0,3
101,2.475076913833618,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475076675415039,0.0,3,2.4773876667022705,0.0,3,0.2379426509141922,0.0,3,2.2459793090820312,0.0,3,2.330440759658813,0.0,3
102,2.475076675415039,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750771522521973,0.0,3,2.477389097213745,0.0,3,0.2379427999258041,0.0,3,2.2462944984436035,0.0,3,2.3304145336151123,0.0,3
103,2.4750771522521973,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475076913833618,0.0,3,2.4773919582366943,0.0,3,0.23797205090522758,0.0,3,2.2467234134674072,0.0,3,2.3304924964904785,0.0,3
104,2.475076913833618,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475076913833618,0.0,3,2.4773967266082764,0.0,3,0.2380224913358688,0.0,3,2.2472286224365234,0.0,3,2.330653190612793,0.0,3
105,2.475076913833618,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475076913833618,0.0,3,2.4774012565612797,0.0,3,0.23808492720127097,0.0,3,2.2477712631225586,0.0,3,2.3308701515197754,0.0,3
106,2.475076913833618,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475076675415039,0.0,3,2.477404832839966,0.0,3,0.2381497472524643,0.0,3,2.2483115196228027,0.0,3,2.331113576889038,0.0,3
107,2.475076675415039,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475076675415039,0.0,3,2.477407932281494,0.0,3,0.23820796608924857,0.0,3,2.2488129138946533,0.0,3,2.3313543796539307,0.0,3
108,2.475076675415039,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475076913833618,0.0,3,2.477410078048706,0.0,3,0.2382519841194152,0.0,3,2.2492446899414062,0.0,3,2.331566333770752,0.0,3
109,2.475076913833618,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.4750771522521973,0.0,3,2.4774110317230225,0.0,3,0.23827625811099998,0.0,3,2.249583959579468,0.0,3,2.331727981567383,0.0,3
110,2.4750771522521973,0.0,3,0.0833333333333333,0.0,3,0.0833333333333333,0.0,3,2.475076913833618,0.0,3,2.477410793304444,0.0,3,0.2382778227329254,0.0,3,2.2498161792755127,0.0,3,2.3318257331848145,0.0,3
