method,train_ba_mean,train_ba_std,train_ba_count,val_ba_mean,val_ba_std,val_ba_count,test_ba_mean,test_ba_std,test_ba_count,selected_C_mean,selected_C_std,selected_C_count,weight_l2_mean,weight_l2_std,weight_l2_count,bias_l2_mean,bias_l2_std,bias_l2_count,bias_span_mean,bias_span_std,bias_span_count
L0_linear_no_bias,0.9710014392590528,0.04302732285479133,3,0.5596661054994388,0.013622387383073531,3,0.5409814722314722,0.03690715353221837,3,6.670000000000001,5.767729189204362,3,0.5081396551843324,0.37339463123509437,3,0.0,0.0,3,0.0,0.0,3
L1_linear_affine,0.9146859278635003,0.01636265435201509,3,0.5617945326278659,0.005220577411459129,3,0.5862734487734488,0.00974412952227766,3,0.01,0.0,3,0.07918018228477146,0.00028557130750832776,3,4.848923811832662,0.14225190057943599,3,3.9589465590696125,0.27014801456763055,3
L2_same_w_lif_count,0.08333333333333333,0.0,3,0.08333333333333333,0.0,3,0.08333333333333333,0.0,3,,,0,0.07918018228477146,0.00028557130750832776,3,0.0,0.0,3,0.0,0.0,3
L3_same_w_lif_continuous_bias,0.08333333333333333,0.0,3,0.08333333333333333,0.0,3,0.08333333333333333,0.0,3,,,0,0.07918018228477146,0.00028557130750832776,3,1.9868654981314666,0.0,3,2.099510997533798,0.0,3
L4_same_w_lif_integer_bias,0.08333333333333333,0.0,3,0.08333333333333333,0.0,3,0.08333333333333333,0.0,3,,,0,0.07918018228477146,0.00028557130750832776,3,0.0,0.0,3,2.0,0.0,3
