seed,epoch,optimization_train_loss,train_ba,val_ba,train_loss,val_loss,gain,q_l2,q_span
11,1,2.4849066734313965,0.0833333333333333,0.0833333333333333,2.484236001968384,2.484174966812134,0.1353352814912796,0.1632957011461258,0.0999994948506355
11,2,2.484236001968384,0.0833333333333333,0.0833333333333333,2.483558654785156,2.483501434326172,0.140465423464775,0.3191502094268799,0.1999001801013946
11,3,2.483558654785156,0.0833333333333333,0.0833333333333333,2.4828665256500244,2.482952833175659,0.1464255899190902,0.4634400904178619,0.2997812032699585
11,4,2.4828665256500244,0.0833333333333333,0.0833333333333333,2.4821605682373047,2.482480525970459,0.1529782116413116,0.6042638421058655,0.399667352437973
11,5,2.4821605682373047,0.0833333333333333,0.0833333333333333,2.4814488887786865,2.482061624526977,0.1600761860609054,0.7442319989204407,0.4995627701282501
11,6,2.4814488887786865,0.0833333333333333,0.0833333333333333,2.480740547180176,2.481691360473633,0.1677214056253433,0.8830707669258118,0.5994532704353333
11,7,2.480740547180176,0.0833333333333333,0.0833333333333333,2.480046510696411,2.481372117996216,0.1759338527917862,1.0194634199142456,0.6993037462234497
11,8,2.480046510696411,0.0833333333333333,0.0833333333333333,2.4793763160705566,2.48110294342041,0.1847403645515442,1.1514908075332642,0.7990533113479614
11,9,2.4793763160705566,0.0833333333333333,0.0833333333333333,2.47874116897583,2.480882167816162,0.1941678971052169,1.2770756483078003,0.8986074328422546
11,10,2.47874116897583,0.0833333333333333,0.0833333333333333,2.4781503677368164,2.4807045459747314,0.2042367458343505,1.3947635889053345,0.997827649116516
11,11,2.4781503677368164,0.0833333333333333,0.0833333333333333,2.4776153564453125,2.4805705547332764,0.2149509191513061,1.5041742324829102,1.0965152978897097
11,12,2.4776153564453125,0.0833333333333333,0.0833333333333333,2.47715163230896,2.4804818630218506,0.2262818217277526,1.6054929494857788,1.1943883895874023
11,13,2.47715163230896,0.0833333333333333,0.0833333333333333,2.4767744541168213,2.480438470840454,0.2381373196840286,1.6986324787139893,1.2910468578338623
11,14,2.4767744541168213,0.0833333333333333,0.0833333333333333,2.476497173309326,2.4804346561431885,0.2503072023391723,1.7828211784362793,1.385926604270935
11,15,2.476497173309326,0.0833333333333333,0.0833333333333333,2.47632098197937,2.480456113815308,0.2623805701732635,1.8566936254501345,1.4782426357269287
11,16,2.47632098197937,0.0833333333333333,0.0833333333333333,2.4762299060821533,2.4804775714874268,0.2736663818359375,1.9187086820602417,1.566939115524292
11,17,2.4762299060821533,0.0833333333333333,0.0833333333333333,2.4761877059936523,2.480455160140991,0.2832312881946563,1.9677361249923704,1.6506892442703247
11,18,2.4761877059936523,0.0833333333333333,0.0833333333333333,2.4761462211608887,2.480344533920288,0.2901868820190429,2.0035619735717773,1.728014349937439
