seed,linear_bias_gain_pp,linear_to_lif_loss_pp,continuous_bias_recovery_pp,integer_bias_recovery_pp,integer_vs_continuous_pp,remaining_gap_after_continuous_pp,remaining_gap_after_integer_pp
11,4.006410256410264,49.24963924963925,0.0,0.0,0.0,49.24963924963925,49.24963924963925
23,8.091006216006225,50.45364357864357,0.0,0.0,0.0,50.45364357864357,50.45364357864357
37,1.490176490176487,51.1787518037518,0.0,0.0,0.0,51.1787518037518,51.1787518037518
