regularization,seed,sample_index,true_class,competitor_class,d_input,d_spike,d_leak,d_residual,analog_margin_unscaled
task_only,37,9,0,2,15.140892505690365,-1.5,15.602173750497474,1.038718755192885,7.275706075306516
task_only,37,27,10,8,1.5498976982219839,-0.5,1.107079141803073,0.9428185564189104,1.2585857834637864
task_only,37,28,6,11,2.558897293680925,-0.5,3.048787722458302,0.010109571222628788,2.3586201657599304
task_only,37,37,5,2,17.738299413453614,0.0,16.82906726419678,0.90923214925684,11.865186691866256
task_only,37,41,6,9,0.5685353860458431,-0.5,0.6982920515255424,0.3702433345203071,0.6761063262165408
task_only,37,44,5,4,1.9047284155865594,-4.0,6.153649895329284,-0.24892147974272985,2.2651165839633904
task_only,37,61,9,2,0.6939464539276887,-1.0,1.1005441882444913,0.5934022656831965,0.8252460604417138
task_only,37,79,5,7,3.3207692822645676,-1.5,4.646929200035547,0.17384008222902136,2.8846124531701207
task_only,37,95,10,2,0.9323610520518395,-0.5,1.6322641177896133,-0.19990306573777472,0.28481868654489517
task_only,37,100,6,1,1.6787346846903315,0.0,1.6093303775772156,0.06940430711311246,1.9963632312355912
task_only,37,123,10,9,0.8369903270980688,-1.5,2.3400053440196844,-0.003015016921617375,0.9953548521734774
task_only,37,124,8,1,0.753270431050928,0.0,0.9978179692937599,-0.24454753824283232,0.7921300486195832
