epoch,train_ba,val_ba,train_task_loss,train_reg_loss,train_total_loss,val_loss
1.0,0.07737355841333053,0.08174603174603175,5.368944637541516,0.00018252160911798548,5.3691272140575155,3.1186609268188477
2.0,0.10272917862846319,0.07678571428571429,3.460347929427628,0.00026248245655916463,3.4606104163828078,2.8374950885772705
3.0,0.09889030007912253,0.07539682539682539,3.065424787813538,0.00030335077181179555,3.0657281768917013,2.6314749717712402
4.0,0.14042523396075451,0.06845238095238095,2.6313420138137475,0.0003289015012514327,2.631670869361103,2.528567314147949
5.0,0.14825281654513364,0.06845238095238095,2.450116020471832,0.00034345651325760104,2.4504594425326167,2.5454061031341553
6.0,0.16880033260041882,0.08730158730158731,2.3723787145237094,0.00037251279146166875,2.372751194515655,2.5421946048736572
7.0,0.18533409459149827,0.09424603174603174,2.27059706065823,0.0004118634448963796,2.2710089232137816,2.467740774154663
8.0,0.21255687412421118,0.08928571428571429,2.214263595525246,0.00045999353783599483,2.2147235936018768,2.44826340675354
9.0,0.23385023630593818,0.07539682539682539,2.1461479200143208,0.0005282330660954143,2.146676123450012,2.463059902191162
10.0,0.26258263161852213,0.08928571428571429,2.089172368615917,0.0006055790861257433,2.089777993663453,2.4667022228240967
11.0,0.2682082238432634,0.08928571428571429,2.037168115428721,0.0006390532126839364,2.03780716873077,2.4573662281036377
12.0,0.2853474845359833,0.09623015873015872,1.9976745021117535,0.0006765358119148267,1.9983510433499045,2.4415833950042725
13.0,0.31414980127735076,0.08928571428571429,1.9575198240411467,0.0007236844220033585,1.958243488444724,2.4585790634155273
14.0,0.3135918715527543,0.09854497354497355,1.9072282400475926,0.0007665513363657215,1.9079947689108923,2.4239327907562256
15.0,0.34334926630178025,0.12433862433862435,1.8662388010812914,0.0008007055382915931,1.8670394986919199,2.427863836288452
16.0,0.35463061929881956,0.14656084656084653,1.828460843961128,0.0008393582424490349,1.8293002086744456,2.4078009128570557
17.0,0.3804466926034286,0.13869047619047617,1.7846029769122702,0.0008908475716333842,1.7854938191103649,2.4409432411193848
18.0,0.38257167600269054,0.15257936507936506,1.7511235738169921,0.0009379721462659268,1.752061522971332,2.407575845718384
19.0,0.3890846692847382,0.14761904761904762,1.7258601553879178,0.0009936234370160931,1.7268537730235036,2.386005163192749
20.0,0.4247734564730689,0.14761904761904762,1.6769972682614744,0.001045380279392953,1.6780426450932908,2.351651906967163
21.0,0.4417345859767437,0.15826719576719578,1.6353810643985636,0.0011090823655976897,1.6364901316145406,2.3194844722747803
22.0,0.44679629259024317,0.18359788359788362,1.5935870948633926,0.0011616778438157448,1.5947487719498075,2.265326499938965
23.0,0.47042772058640775,0.19345238095238096,1.55532383180116,0.0012266224632103784,1.5565504367093006,2.3025317192077637
24.0,0.4802009202495445,0.19345238095238093,1.519700573561729,0.0012718554355345166,1.5209723957229193,2.2744665145874023
25.0,0.4975224451455684,0.2037698412698413,1.5024351135999119,0.0013385882046916835,1.5037736933736094,2.2591359615325928
26.0,0.521861988778445,0.20548941798941797,1.452516591487366,0.0013917416242783226,1.4539083240364588,2.2069454193115234
27.0,0.5296659509266545,0.22863756613756614,1.4184529331998448,0.0014268729203379042,1.4198798068419176,2.166255474090576
28.0,0.5396763968751783,0.2286375661375661,1.3937999016241445,0.0014740024431225509,1.3952739228480038,2.177440881729126
29.0,0.5577273153804979,0.2474867724867725,1.36118038632168,0.001555930912052241,1.3627363129449999,2.172987461090088
30.0,0.5596711242495795,0.2349867724867725,1.3342101383127156,0.0016409875496439699,1.3358511309205152,2.2013182640075684
31.0,0.5792254913138444,0.24100529100529103,1.3144983071673553,0.0017233127682019353,1.316221640770694,2.208789110183716
32.0,0.5824525766300436,0.28095238095238095,1.2868053506861046,0.001758779315742794,1.2885641317154166,2.145176410675049
33.0,0.5771553825763753,0.23300264550264552,1.255612976579781,0.001816821117883808,1.257429820945464,2.2881875038146973
34.0,0.6154464321171937,0.24067460317460318,1.239962208086365,0.0018587620458413372,1.2418209823191473,2.160358190536499
35.0,0.6181244131515857,0.24345238095238098,1.195434306041304,0.0018733078279258386,1.1973076422735665,2.172830820083618
36.0,0.6280336130009431,0.24176887926887927,1.170292771006205,0.0019530304477160569,1.1722457975200449,2.251647472381592
37.0,0.6326306663172437,0.2626022126022126,1.1422147547726786,0.0020541453729231367,1.1442689187760609,2.247432231903076
38.0,0.6366393512700185,0.29104136604136605,1.124121300940259,0.002129883202844381,1.126251188284764,2.306107759475708
39.0,0.6523058432761809,0.24735449735449735,1.0958208068307624,0.0022343094580888545,1.098055141928274,2.278795003890991
