probe_type,raw_mean_test_ba,fusion_mean_test_ba,snn_mean_test_ba,mean_snn_minus_raw_test_ba,sd_snn_minus_raw_test_ba,mean_fusion_minus_raw_test_ba,sd_fusion_minus_raw_test_ba,mean_fusion_minus_snn_test_ba,sd_fusion_minus_snn_test_ba
fixed250_ordered,0.548475135975136,0.6318651256151254,0.6259451196951197,0.07746998371998366,0.023422438296115324,0.08338998963998952,0.02988701909400341,0.005920005920005855,0.03140135539638188
fixed250_pca128,0.5009844322344322,0.5647822085322085,0.585871767121767,0.08488733488733484,0.02095734498374818,0.06379777629777628,0.013384732644588521,-0.02108955858955856,0.0280844731427117
relative10_ordered,0.739481351981352,0.726725357975358,0.6819999444999444,-0.057481407481407544,0.03544747837481022,-0.012755994005993995,0.02678607566791334,0.044725413475413554,0.03880962836779258
relative10_pca128,0.7194028194028194,0.6934694934694935,0.6606171606171606,-0.058785658785658744,0.033781584578089434,-0.025933325933325906,0.010213551860729512,0.032852332852332834,0.034255034240357446
