seed,probe_type,raw_test_ba,snn_test_ba,fusion_test_ba,snn_minus_raw_test_ba,fusion_minus_raw_test_ba,fusion_minus_snn_test_ba,snn_minus_raw_val_ba,fusion_minus_raw_val_ba
11,full_count,0.4569236319236319,0.5139554889554888,0.6027278277278276,0.057031857031856925,0.14580419580419574,0.08877233877233881,0.17449494949494954,0.22037037037037038
11,fixed250_ordered,0.548475135975136,0.642110667110667,0.6647408147408146,0.09363553113553102,0.11626567876567862,0.02263014763014759,0.0007515632515631143,0.013293650793650746
11,fixed250_shuffled,0.2509393384393384,0.5259421134421134,0.4451201576201576,0.275002775002775,0.1941808191808192,-0.08082195582195578,0.21117123617123618,0.26340187590187586
11,fixed250_pca128,0.5009844322344322,0.59885878010878,0.574688505938506,0.09787434787434779,0.07370407370407372,-0.024170274170274064,-0.02243265993265986,-0.03303872053872059
11,relative10_ordered,0.739481351981352,0.7153339715839716,0.7503267565767566,-0.024147380397380402,0.010845404595404617,0.03499278499278502,0.02456709956709968,0.053739778739778754
11,relative10_shuffled,0.17309496059496057,0.5393210955710955,0.5163683538683539,0.366226134976135,0.34327339327339335,-0.02295274170274164,0.24308561808561807,0.23614117364117376
11,relative10_pca128,0.7194028194028194,0.6767718392718393,0.7046557609057609,-0.0426309801309801,-0.014747058497058485,0.027883921633921616,-0.014219576719576632,0.024206349206349342
23,full_count,0.4569236319236319,0.5378399378399378,0.5512327949827949,0.08091630591630589,0.09430916305916298,0.013392857142857095,0.16485088985088986,0.15556156806156812
23,fixed250_ordered,0.548475135975136,0.5990842490842491,0.6245171495171494,0.05060911310911309,0.07604201354201345,0.025432900432900363,0.01236772486772475,0.024074074074074026
23,fixed250_shuffled,0.2509393384393384,0.46561771561771564,0.45262376512376506,0.21467837717837723,0.20168442668442665,-0.012993950493950579,0.2055315055315055,0.19594155844155847
23,fixed250_pca128,0.5009844322344322,0.5970619658119658,0.5495553058053058,0.09607753357753357,0.04857087357087353,-0.04750666000666004,-0.07634078884078871,-0.03231721981721969
23,relative10_ordered,0.739481351981352,0.6447621822621822,0.7322372072372073,-0.09471916971916983,-0.007244144744144698,0.08747502497502513,-0.003336940836940805,0.054365079365079394
23,relative10_shuffled,0.17309496059496057,0.5762376512376512,0.5772297147297147,0.4031426906426907,0.4041347541347542,0.0009920634920634885,0.2274771524771525,0.23243746993747
23,relative10_pca128,0.7194028194028194,0.6832882395382396,0.6846410533910534,-0.03611457986457978,-0.03476176601176595,0.0013528138528138278,-0.01611351611351597,0.0541606541606543
101,full_count,0.4569236319236319,0.6259150571650571,0.6112214174714173,0.16899142524142524,0.15429778554778545,-0.014693639693639793,0.17156084656084652,0.17219215969215967
101,fixed250_ordered,0.548475135975136,0.6366404428904429,0.6063374125874125,0.08816530691530688,0.0578622766122765,-0.030303030303030387,-0.06069624819624819,-0.04015151515151505
101,fixed250_shuffled,0.2509393384393384,0.45171495171495174,0.4782398157398157,0.20077561327561333,0.2273004773004773,0.02652486402486398,0.2243085618085618,0.23946007696007693
101,fixed250_pca128,0.5009844322344322,0.5616945554445554,0.5701028138528138,0.060710123210123146,0.06911838161838157,0.008408258408258429,-0.08004449254449242,-0.07616642616642605
101,relative10_ordered,0.739481351981352,0.6859036796536796,0.6976121101121101,-0.05357767232767241,-0.0418692418692419,0.011708430458430508,0.01468253968253963,0.038961038961038974
101,relative10_shuffled,0.17309496059496057,0.5434003496503497,0.5434003496503496,0.3703053890553891,0.370305389055389,-1.1102230246251565e-16,0.23058561808561812,0.23121693121693127
101,relative10_pca128,0.7194028194028194,0.621791403041403,0.6911116661116661,-0.09761141636141635,-0.02829115329115328,0.06932026307026307,-0.0036676286676285974,0.035221260221260264
