architecture,training_family,regularization,seed,layer,shift,tau_syn_ms,valid_firing_fraction,valid_spikes_per_neuron_second,active_neuron_sample_fraction,p32_violation_fraction,p84_violation_fraction,mean_max_run_length,p95_max_run_length,global_max_run_length
5x5,e2e_wc,task_only,37,L1,5,492.1461612435418,0.05443640241882041,3.4839297548045063,0.3493685787671233,0.018765916808149406,0.03380585407239819,1.6834867294520548,6.0,100
5x5,e2e_wc,task_only,37,L2,5,492.1461612435418,0.26749205289098743,17.119491385023196,0.5561322773972602,0.24076957767402377,0.2638793834841629,19.931239297945204,75.0,115
