k,same_label_micro,same_label_macro
1,0.5196850393700787,0.5118446368446369
3,0.5039370078740157,0.49623216289882954
5,0.5023622047244095,0.4896224146224147
10,0.47086614173228347,0.45799663299663296
20,0.4389763779527559,0.4267421236171236
50,0.3513385826771655,0.34074074074074073
