split,accuracy,balanced_accuracy,macro_f1,weighted_f1,loss
train,0.6316590563165906,0.6250966231464207,0.6173564192028017,0.617083618688604,1.5202460181948982
val,0.5669291338582677,0.5646194083694084,0.5231637253743516,0.5285842386035127,1.6020840406417847
test,0.5354330708661418,0.5270863395863395,0.5115983897898791,0.5075436765167037,1.7492108345031738
